"","date","fim_bars","fim_bars_ma","state_local_cont","federal_cont","taxes_transfers_cont","recession","state_health_outlays","state_social_benefits","state_noncorp_taxes","state_corporate_taxes","federal_health_outlays","federal_social_benefits","federal_noncorp_taxes","federal_corporate_taxes","health_outlays","social_benefits","noncorp_taxes","corporate_taxes","federal_nom","pi_federal","state_local_nom","pi_state_local","gdp","gdppoth","pi_gdp","pce","pi_pce","purchases_cont","health_outlays_net","social_benefits_net","noncorp_taxes_net","corporate_taxes_net","state_health_outlays_net","state_social_benefits_net","state_noncorp_taxes_net","state_corporate_taxes_net","federal_health_outlays_net","federal_social_benefits_net","federal_noncorp_taxes_net","federal_corporate_taxes_net","health_outlays_net_xmpc","state_health_outlays_net_xmpc","federal_health_outlays_net_xmpc","social_benefits_net_xmpc","state_social_benefits_net_xmpc","federal_social_benefits_net_xmpc","noncorp_taxes_net_xmpc","state_noncorp_taxes_net_xmpc","federal_noncorp_taxes_net_xmpc","corporate_taxes_net_xmpc","state_corporate_taxes_net_xmpc","federal_corporate_taxes_net_xmpc","transfers_net_taxes","state_transfers_net_taxes","federal_transfers_net_taxes","state_taxes_transfers_cont","federal_taxes_transfers_cont","health_cont","social_benefits_cont","noncorp_cont","corporate_cont"
"176",2013-12-31,-1.44016254819947,-1.40680004044585,-0.0695682568468871,-0.884874133481011,-0.485720157871574,0,188.2560904158,125,1458.3,54.6,840.5439095842,1249.9,2565.7,302.3,1028.8,1374.9,4024.1,356.9,1402.5560904158,0.0151946724362093,1736.0439095842,0.00566186967089788,17083.1,0.00430581439017974,0.00554983576016088,11475.1,0.0040801844952989,-0.954442390327898,-1.6696522610705,-10.7232010685366,9.81617703679831,-0.371159405125127,-1.40944670121019,-0.644895461130659,-6.98569498048937,1.05470345918108,-0.260205559860424,-10.0783056074058,16.6010334173984,-1.42586286430617,1.57481579810454,0.521059890460445,1.05375590764403,-4.28672493290973,-0.550093583226048,-3.73663134968367,-16.3657019551646,0.334860578165913,-16.6824645108404,-1.38177196985714,0.0323399672009934,-1.41410765684671,-20.459383059827,0.338166852601303,-20.7794476097267,0.00802831916055965,-0.493318715621424,0.0373872357654783,-0.101769867892709,-0.388533286370215,-0.0328042393741271
"177",2014-03-31,-1.20620063113804,-1.26744839777746,-0.349167438857854,-0.207678293541919,-0.649354898738268,0,176.3217436445,125.6,1478,56.4,870.6782563555,1260.6,2631.9,336.4,1047,1386.2,4109.9,392.8,1395.6217436445,-0.00260044970182816,1741.7782563555,0.00791268235136133,17104.6,0.00398016341377061,0.00398825950015103,11574.2,0.00468197879858656,-0.556845732399774,9.28838809192666,-0.609579327769779,50.9426735232528,32.8084814444098,-13.565047798824,-0.48276777654462,7.06799801171996,1.3270470352053,22.8534358907509,-0.126811551225046,43.9755417257552,31.4814344092044,4.75595906946095,-1.70231854872513,6.45827761818607,-5.85556192428515,-0.398971309575287,-5.45659061470976,-23.8226549964924,-1.65721327301999,-22.1655104060749,-2.81022882527266,-0.0983502509431759,-2.71187429411806,-27.7324866765893,-3.85685338226359,-23.8756976967166,-0.0903080443775096,-0.559048362339777,0.111360562648722,-0.137107712869096,-0.557806369956094,-0.0658013785617988
"178",2014-06-30,-0.755659760864729,-1.13401481799723,-0.179049943201693,-0.0856329788181377,-0.490976838844899,0,184.7636987265,126.3,1490.3,55.1,892.3363012735,1281.2,2654.7,360,1077.1,1407.4,4145,415.1,1404.7636987265,0.00439112365717853,1748.4363012735,0.0034352161997564,17432.9,0.0047831026430627,0.00562354312354318,11756.9,0.00477739675840438,-0.264682922019831,20.0901571266638,7.94723572968655,-4.19269649008947,18.5446358351037,6.75623115742113,-0.500798724824278,-1.83041811536873,-1.83921216624274,13.3339259692428,8.54803445451034,-2.36227837472097,20.3838480013465,8.04312923373944,-1.268008860807,9.31113809454647,-3.03786718662931,-0.554166385325508,-2.46120080130376,-22.4378842326961,-1.80514663617709,-20.638819476833,-3.56228390868011,-0.0114203402555312,-3.54752595487982,-20.9949060942661,-3.63874222256513,-17.3364081384701,-0.0850938863829643,-0.405420954327376,0.188092775831985,-0.0710421099968269,-0.524721635880316,-0.0833058687997407
"179",2014-09-30,-0.236178927650881,-0.909550466963281,-0.0562304594796305,0.199212015855243,-0.379160484026494,0,194.6254371632,126.9,1515.6,57,916.5745628368,1286.5,2692,330.1,1111.2,1413.4,4207.7,387.1,1426.7254371632,0.00465493012725426,1764.1745628368,0.00560460506974936,17721.7,0.00479835413025587,0.0045490105177759,11915.4,0.00269334733485027,0.142981556375613,26.0306883519343,-4.54382064199058,31.6468974271356,-31.1098052781655,8.47754396425225,-0.346201895042853,14.1351173065525,1.48720724927265,17.5531443876819,-4.29836791709386,17.411780120583,-32.5970125274382,12.0914057946272,0.0583381398688118,12.0330676547584,-1.78410719443734,-0.444299367947042,-1.33997638977323,-23.2745033448781,-3.2660692458999,-20.0024640064388,-3.5574622602754,-0.187906730945263,-3.37291185048895,-16.5246670049637,-3.8399372049234,-12.6822845919425,-0.0881078238256032,-0.290996554605201,0.27743876910043,-0.0409365554655241,-0.534036295622143,-0.0816264020392569
"180",2014-12-31,-0.620794510159127,-0.704708457453194,0.349296894821112,-0.731643101159092,-0.238448303821148,0,197.7336115343,127.9,1532.6,57.7,930.3663884657,1296.2,2739.4,332.1,1128.1,1424,4271.9,389.8,1402.9336115343,0.00132104245791598,1787.3663884657,-0.000348924933987194,17849.9,0.00472291877738185,0.000653783290068155,12044.5,-0.00127032766696078,-0.382346206337979,13.0634807581,5.72010772453109,49.6725323846804,1.36350198115599,2.43621231688851,0.56186618808762,11.7672529130457,0.503202306706001,10.6272684412115,5.25824153644362,38.1056247307465,0.860299674450005,15.4063607239406,0.92361141894102,14.4827493049996,1.91563728400289,-0.172777996872929,2.11074671759289,-25.5196364966854,-3.95510443092329,-21.5765454914421,-2.36663477582613,-0.12867982552563,-2.2379549503005,-10.5642732645681,-3.33295083438083,-7.22100441915009,-0.075228693282943,-0.162986720667884,0.347740018710182,0.0432382284770172,-0.576008768835618,-0.0534177821727291
"181",2015-03-31,0.0679411741891074,-0.386173006121407,0.0828753429626139,-0.0264660402597972,0.0115318714862907,0,191.4662534708,128.6,1538.8,57.5,953.9337465292,1322.5,2823.1,350.4,1145.4,1451.1,4362,407.9,1405.7662534708,-0.00103797836736674,1783.6337465292,-0.00805637576295015,17984.2,0.00389889946412059,-5.76490708891209e-05,12091.6,-0.00436927139972043,0.0564093027028167,17.8306265805504,27.769809636294,92.109381871689,18.2833509804968,-6.17434972190944,0.760160570563187,6.9208920285007,-0.172859539315894,24.0049763024597,26.9096961029245,84.9885368803821,18.4562105198127,17.3283643838809,2.5865184862468,14.7418458976341,8.30099980091724,0.106880881226327,8.19396093977654,-22.8286111398249,-2.24837728977585,-20.5682529201923,-2.2861461628654,-0.133335673739302,-2.15281048912609,0.514606882107849,0.311686403957978,0.214743428092262,0.00698460840582812,0.00481220461946033,0.388312861895717,0.186017844378226,-0.511568381667682,-0.0512304531199704
"182",2015-06-30,0.395488949844558,-0.0983858284440853,0.556898816531874,-0.150798673385724,-0.010611193301591,0,196.6953738387,129.5,1566,57.4,971.3046261613,1333.3,2856.2,351.4,1168,1462.8,4422.2,408.7,1409.2953738387,0.00280642467323111,1829.6046261613,0.00720881796308093,18219.4,0.00452701649965648,0.00588054423860407,12248,0.00493456339841236,0.406100143146149,11.7627063847519,-2.02969859008749,18.928588484624,-3.05937844042228,3.4175471129021,-0.3167591748917,12.6405208528515,-0.644040844138956,8.34515927184998,-1.71293941519616,6.38901378976198,-2.31533759628331,15.4546879669507,1.83531457623002,13.6193733907207,6.05618957896808,0.148289779961157,5.88524181909257,-20.2163916086998,-2.65415075336655,-17.5563824111619,-1.77157049365521,-0.112013309319235,-1.6628905176693,-0.477084556436182,-0.78255970649461,0.285342280982045,-0.0174054938555979,0.00634651040317713,0.343739237040307,0.134700227510105,-0.449647837739789,-0.0394028201122142
"183",2015-09-30,0.0600656706411566,-0.0243246788710758,0.206863355874512,-0.162845050670421,0.016047365437066,0,197.6095557212,130.1,1569,55.8,980.3904442788,1337,2871.4,321.6,1178,1467,4440.4,377.4,1411.2095557212,0.00216913437981159,1849.0904442788,0.00104808936142087,18344.7,0.00445228072321546,0.00301860838332502,12376.2,0.00282392671376441,0.0440183052040906,1.50138971360752,-6.44363623881441,-13.9768445278132,-34.2737859794937,-0.517014459444681,-0.342268863088833,-8.39454084631052,-2.01765430688265,2.0184041730522,-6.00136737572575,-5.5823036815018,-32.3568592933547,9.93559577332723,-0.188461069101788,10.124056842429,5.62873106968271,0.149174712150812,5.5020669409004,-14.3939072200253,-2.37402643062257,-12.0200195229999,-0.439486198374446,0.0306821186032112,-0.470144062952867,0.7309334246102,-2.38263066897033,3.13596019737667,-0.05230975046314,0.0688488138440711,0.218132227698546,0.123576650596237,-0.316012760464676,-0.00964875239304139
"184",2015-12-31,-0.201875195030087,0.0804051499111841,-0.513753533453259,0.353339929856194,-0.0414615914330223,0,198.0849303001,130.2,1578.6,54.2,988.0150696999,1343.4,2896.3,293,1186.1,1473.6,4474.9,347.1,1432.8849303001,-0.000937279570204064,1827.7150696999,-0.0036314588088816,18350.8,0.00481380310183621,-2.85714285713778e-05,12421.3,-0.000832212427060441,-0.160413603597065,3.40968618511397,0.759006480103835,16.8201447677257,-31.8026523206603,-0.311425785406101,-0.418004946788415,3.35288423127668,-1.82217275965248,3.72111197052016,1.07661326782522,13.467260536449,-29.8804795610079,7.76349199440537,-0.806679642118077,8.57017163652345,4.51248328968658,-0.0712962931962963,4.56120058046126,-14.687638660867,-2.43708298603404,-12.2566879549441,0.510162235871673,0.067991984279449,0.43886117228368,-1.90150114090341,-3.24706693706896,1.31354543432427,-0.0708012000647372,0.0286414154349598,0.169280326075768,0.0983931770960895,-0.320259010196232,0.0111239155913517
"185",2016-03-31,0.293440778577071,0.136780051008175,0.830130928017775,-0.501558230870539,-0.0351319185701653,0,197.2810280784,130.2,1576,53.6,1003.4189719216,1353.3,2873.6,308.1,1200.7,1483.5,4449.6,361.7,1412.2810280784,-0.00279513317987501,1861.5189719216,-0.00681605180199374,18424.3,0.00447432226552169,-0.000609541224987353,12523.5,0.000426137739339305,0.328572697147236,8.78756438823461,2.67868213683664,-47.2290684757518,12.8990503323127,-1.77460950020134,-0.638039892632946,-10.3358661636737,-0.865604932263466,10.5621738884358,3.31672202946947,-36.8932023120788,13.6641652185758,5.72880300113431,0.183261907766246,5.54554109336809,-1.13302039769132,-0.385891397415426,-0.747218586066123,-6.80220070405045,-1.27637161646863,-5.52590939483947,0.594671072363985,0.14684157283342,0.447870088422036,-1.61174702824347,-1.33215953328439,-0.279716799115469,-0.0290376339622118,-0.00609710310428906,0.124873095475605,-0.0246969156154788,-0.148270390479989,0.0129622920496978
"186",2016-06-30,-0.500197874572119,-0.0871416550959943,-0.306643468058713,-0.118680610491517,-0.0748737960218882,0,200.2929521712,130.4,1596.4,52.5,1015.0070478288,1358.5,2887.7,308.9,1215.3,1488.9,4484.1,361.5,1421.0929521712,0.0057417196062266,1870.3070478288,0.00793991211765932,18637.3,0.004368479241325,0.00652797499356716,12688.3,0.00593434465666953,-0.425324078550231,2.22939934567808,-9.88423925267512,-11.3434452165166,-3.92653140390462,0.979372402092906,-1.14142767151878,4.16274953676066,-1.65223136093251,1.250026943585,-8.74281158115605,-15.5061947532777,-2.37430004297215,3.58380891734269,-0.365327402165823,3.94913631950847,-2.90029204677354,-0.57144180915652,-2.3289398234071,-4.68334038141029,-1.68455359392543,-2.99886709474247,0.551080310725947,0.203050227584585,0.351404005366167,-3.44874320011519,-2.41827257766319,-1.02726659327493,-0.0525018063679638,-0.0223024287115371,0.0778061346665586,-0.0629666700341079,-0.101677466854324,0.0119642061999847
"187",2016-09-30,-0.14582716478472,-0.138614863952464,-0.108264862719055,0.107541758018538,-0.145104060084203,0,203.125595068,131.3,1623.1,53.4,1026.674404932,1362,2917.8,326,1229.8,1493.4,4540.9,379.3,1438.325595068,0.00433956623624598,1879.174404932,0.00317742515083319,18806.7,0.00426080213608993,0.00349372266090997,12822.4,0.00417669136752963,-0.000723104700517244,4.24591414505085,-8.06258407753899,18.965435380419,14.7498460984415,1.14267241403471,-0.200249152872004,13.230385370822,0.457031591059973,3.1032417310164,-7.96233492466695,5.73505000959813,14.4936582567319,4.20132691441744,0.00810214436703944,4.19322477005041,-3.26455531048657,-0.539487374357734,-2.77015752191887,-7.89412288997753,-3.04424476985134,-4.85595842738399,0.19648153852837,0.13948614226679,0.053674526841373,-6.76086974751829,-3.43614385757524,-3.37921665241107,-0.0737476749867254,-0.0725258841658625,0.0901702910704327,-0.0700649838868627,-0.169426320120995,0.00421695285322165
"188",2016-12-31,-0.23403269991044,-0.146654240172552,-0.0585318749598442,-0.0740525568240457,-0.10144826812655,0,206.3885128352,131.6,1628.5,54.5,1039.5114871648,1369.1,2952.5,304.5,1245.9,1500.7,4580.9,359,1448.3885128352,0.00483931366241941,1895.5114871648,0.00558058860127075,18991.9,0.00457762806809092,0.00524592638719845,12959.8,0.00448516445602998,-0.13258443178389,4.95457775383625,-6.23437435552228,-1.153234572781,-23.7375172043991,1.42203264276012,-0.889944658416994,-9.30981854590073,0.616046879211943,3.53254511107593,-5.24352341785243,8.25658397311963,-24.4544703628634,4.54892751737995,0.398130290704438,4.15079722667546,-4.83806599850244,-0.645673809474164,-4.19218827619634,-5.45598951115398,-0.971266397354871,-4.49078270551022,0.975360131837501,0.154108028265761,0.82129477679328,-4.76976786043897,-1.06470188785884,-3.71087897823782,-0.0226451613065309,-0.0789267437293691,0.0967512113742433,-0.102900902306145,-0.116043527278129,0.0207449500834809
"189",2017-03-31,-0.30955676169323,-0.297403625240127,0.0155783722620022,-0.361494380056521,0.0363592461012886,0,212.2726985864,132.3,1655.6,54.6,1038.5273014136,1389.3,2971.7,255.6,1250.8,1521.6,4627.3,310.2,1445.7726985864,0.00553267527305046,1922.9273014136,0.00956184262331972,19190.4,0.00451148650658939,0.00466478323306085,13104.4,0.00518070449948493,-0.345916007794519,-7.17550077446799,6.35492895718426,2.00104222027494,-52.2794965711807,3.88382886334165,-0.575492336399492,11.3162669466078,-0.428224409831053,-11.0593296378095,6.93042129358378,-9.41619394543477,-51.8512721613496,0.957237855771865,1.67127892250161,-0.714041066729732,-4.01091046392423,-0.631600609321637,-3.37910594177062,0.968374457539503,-1.12014178698845,2.08257578134077,3.81162606569052,0.212617076433639,3.59905166247841,1.72632791507766,0.132153602625165,1.58848043531883,0.00278336770149727,0.0334559561775036,0.0201609708511916,-0.0844762338454652,0.0203955256196484,0.0802789834759138
