"","date","fim_bars","fim_bars_ma","state_local_cont","federal_cont","taxes_transfers_cont","recession","state_health_outlays","state_social_benefits","state_noncorp_taxes","state_corporate_taxes","federal_health_outlays","federal_social_benefits","federal_noncorp_taxes","federal_corporate_taxes","health_outlays","social_benefits","noncorp_taxes","corporate_taxes","federal_nom","pi_federal","state_local_nom","pi_state_local","gdp","gdppot","gdppoth","pi_gdp","pce","pi_pce","purchases_cont","health_outlays_net","social_benefits_net","noncorp_taxes_net","corporate_taxes_net","state_health_outlays_net","state_social_benefits_net","state_noncorp_taxes_net","state_corporate_taxes_net","federal_health_outlays_net","federal_social_benefits_net","federal_noncorp_taxes_net","federal_corporate_taxes_net","health_outlays_net_xmpc","state_health_outlays_net_xmpc","federal_health_outlays_net_xmpc","social_benefits_net_xmpc","state_social_benefits_net_xmpc","federal_social_benefits_net_xmpc","noncorp_taxes_net_xmpc","state_noncorp_taxes_net_xmpc","federal_noncorp_taxes_net_xmpc","corporate_taxes_net_xmpc","state_corporate_taxes_net_xmpc","federal_corporate_taxes_net_xmpc","transfers_net_taxes","state_transfers_net_taxes","federal_transfers_net_taxes","state_taxes_transfers_cont","federal_taxes_transfers_cont","health_cont","social_benefits_cont","noncorp_cont","corporate_cont"
"1",1970-03-31,NA,NA,NA,NA,43,1,2.31379962,9.7,85.7,3.8,9.68620038,41.3,153.6,27,12,51,239.3,30.7,153.08979962,0.0132078498476018,94.81020038,0.0211586166642348,1051.2,0.0224635756037246,0.00804095040406283,0.0144226251996618,631.7,0.0110625909752549,NA,12,51,239.3,30.7,2.31379962,9.7,85.7,3.8,9.68620038,41.3,153.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43,43,43,43,43,43
"2",1970-06-30,-1.79657206143351,NA,-0.174750678064893,-1.62182138336862,0,1,2.4526275972,10.3,87.6,3.7,10.0473724028,50.3,154.9,27,12.5,60.6,242.5,30.8,152.0806275972,0.0132078498476018,97.1193724028,0.0211586166642348,1067.4,0.0224635756037246,0.00804095040406283,0.0144226251996618,641.6,0.0110625909752549,-1.79657206143351,0.270757503448188,8.62571938965479,-1.37147745207074,-0.486478720345051,0.0946262104158802,0.41469564862062,0.262826503792482,-0.172593457241407,0.176131293032309,8.21102374103418,-1.63430395586317,-0.515795617241579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
"3",1970-09-30,-0.322707138913086,NA,0.589097274306704,-0.91180441321979,0,1,2.5914555744,11,89.7,3.8,10.3085444256,49.6,150.4,27.9,12.9,60.6,240.1,31.7,153.4074555744,0.0170466540004222,101.1925444256,0.018076593312375,1086.1,0.0158740301406413,0.00767692922830854,0.00819710091233272,653.5,0.00974181783280548,-0.322707138913086,0.182265661736073,-1.0555760719035,-6.62404616232016,0.363502590517687,0.0961062774492656,0.520586905270527,0.574117757446402,0.0355506358738777,0.0861593842868071,-1.57616297717403,-7.19816391976656,0.429693829349919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
"4",1970-12-31,5.47407910017629,NA,-0.0703980459698645,-0.539837324742434,6.08431447088859,1,2.7302835516,11.6,91.5,3.6,10.6697164484,52.3,151,26.6,13.4,64,242.3,30.2,155.0302835516,0.0127134035597529,103.6697164484,0.0189486981542564,1088.6,0.0205114562256126,0.0074200460280931,0.0130914101975195,660.2,0.0129746685043486,-0.610235370712298,0.236908182531504,2.16408029933403,-2.69677095923922,-2.1465124506784,0.0859759805366074,0.375658140143139,-0.0294058935600106,-0.277499915223278,0.150932201994896,1.68842215919089,-2.46736506567925,-1.86901253545512,2.85523455323605,0.582864319890395,2.27237023334565,13.6652003138442,2.47746165615771,11.1652386576865,NA,NA,NA,NA,NA,NA,16.5204348670802,3.06032597604811,13.4376088910321,1.12708810461214,4.94893983649098,1.05155494088428,5.03275953000431,NA,NA
"5",1971-03-31,-1.28087552586188,0.518481093491953,-0.229002634857144,-1.96312096381029,0.911248072805555,0,2.6716952952,12.1,94.1,4.1,11.3283047048,53.2,152.6,29.9,14,65.3,246.8,34,155.7356952952,0.031666325066612,106.1643047048,0.0227288380742476,1135.2,0.0224896591801909,0.00734570089408804,0.0151439582861028,679.2,0.00947733883832225,-2.19212359866744,0.374571267585702,0.223325457125739,0.423777472836974,3.29194420008121,-0.104519925069313,0.304852739104042,1.06069186448445,0.439437056963322,0.479091192655016,0.0201550219949453,-0.940278999593971,2.85250714311788,0.23951308844283,0.038742422249799,0.200770666193031,2.24044854169749,0.363553522456124,1.87727353763535,NA,NA,NA,NA,NA,NA,2.47996163014032,0.402295944705923,2.07804420382838,0.147821401692421,0.763565755586396,0.0880077488307295,0.823240323974826,NA,NA
"6",1971-06-30,-0.198331664140347,0.918041192815244,-0.565326375822802,-0.286994208299191,0.653988919981645,0,2.8440627336,12.5,97,4.2,11.7559372664,59.9,154,30.7,14.6,72.3,251,34.9,158.9560627336,0.0186748783152877,107.2439372664,0.0180483534244731,1156.3,0.0206329223949919,0.00723348517135536,0.0133994372236366,693.2,0.0113868748838075,-0.852320584121992,0.339314959227719,5.78409048839788,-0.395504861614171,0.266907758124461,0.122619510045691,0.17469364333253,1.14782411880918,0.0236565237738331,0.216695449182028,5.70939684506533,-1.44146694441784,0.24325123435063,0.254938515993225,0.0450409146665065,0.209897601326718,1.60108203891468,0.309553071266304,1.31440748604236,NA,NA,NA,NA,NA,NA,1.85602055490791,0.35459398593281,1.52430508736907,0.124945026755747,0.537105386669864,0.0898303439017706,0.564158576079874,NA,NA
"7",1971-09-30,-0.136191210750749,0.964670174855829,0.155542216203977,-0.886933986922287,0.595200559967561,0,2.9733383124,12.7,100,4.4,12.0266616876,59.1,155.7,29.8,15,71.9,255.6,34.1,159.8293383124,0.0144807411019015,109.9706616876,0.0140900972415161,1177.7,0.0171916408884314,0.00714271850313453,0.0100489223852969,705.6,0.0098341068884702,-0.73139177071831,0.152138349282572,-1.62742447581303,0.338816826707188,-1.392491206167,0.0809924223689036,-0.0122103173950592,1.35324793701434,0.128697333355261,0.0711459269136672,-1.81691184095712,-0.914431110307135,-1.42118853952226,0.248159870691187,0.0416402972734251,0.206519573417762,1.47241614803504,0.189673696166547,1.26023899169116,NA,NA,NA,NA,NA,NA,1.72057601872623,0.231313993439972,1.46675856510892,0.0800186780039685,0.50739723777875,0.0858461889444563,0.509354371023105,NA,NA
"8",1971-12-31,-5.72289037792316,-1.83457219466903,0.0842991770631432,-1.47123197713353,-4.33595757785277,0,3.1457057508,13,103.2,4.5,12.4542942492,59.9,158.2,30.1,15.6,72.9,261.4,34.6,159.8897057508,0.0203296967366753,112.2102942492,0.010958904109589,1190.3,0.0154406661210102,0.00714987762338848,0.00829078849762177,721.7,0.00618885096700783,-1.38693280007039,0.399919071144057,0.040945414350503,2.3906209722947,0.0451493550674869,0.132706885643469,0.130598146901965,1.86612714096037,0.0413095942022554,0.267212185500588,0.0116811403075587,0.423159958475281,-0.0974941119938109,0.284837320629011,0.052154750922469,0.232682569706542,0.994710798913746,0.134535197687283,0.882972262442412,-14.0456912181358,-5.70928827041532,-8.33615272866093,NA,NA,NA,-12.766143098593,-5.52259832180556,-7.22049789651198,-1.87572329856689,-2.45240652000067,0.0967435919602654,0.337848619822959,-4.770549789636,NA
"9",1972-03-31,-0.408924859547631,-1.61658452809047,-0.179994234459675,-0.14639352750867,-0.0825370975792857,0,3.5341111416,13.4,107.2,5,12.7658888584,61.7,175.8,31.8,16.3,75.1,282.9,36.8,167.2021111416,0.0411681582666037,114.9978888584,0.0223254613498516,1230.6,0.0233462114079477,0.00729047072330657,0.0160557406846411,738.9,0.0105377413956855,-0.326387761968345,0.421879890943723,0.900323336525474,16.8397053520955,1.58314386068287,0.332323081410804,0.168233242453102,2.16012850932002,0.419773045464535,0.0895568095329189,0.732090094072383,14.7795768427755,1.16337081521834,0.295481760884566,0.150444427380495,0.14503733350407,1.14703532177869,0.103795810940821,1.04315765365984,-1.68812685078481,-0.745308815312858,-0.948567816412415,NA,NA,NA,-0.245609768121559,-0.491068576991542,0.239627170751491,-0.165023465342029,0.0805266473163039,0.0992965675492114,0.385460916333256,-0.567294581461753,NA
"10",1972-06-30,-0.956346143208421,-1.80608814785749,-2.77204946753346,2.48386528779902,-0.668161963473979,0,3.624729376,13.6,110.8,5,13.075270624,61.5,178.6,32,16.7,75.2,289.4,37.1,177.740729376,0.010088671733623,108.659270624,0.0118025751072961,1266.4,0.0133285128672929,0.0072377044509031,0.00609080841638976,757.4,0.00577336197636935,-0.288184179734442,0.187919617235458,-0.877131088688174,2.81916930772462,-0.178807244523625,0.0446356795752787,0.0256517098745519,2.20521367899639,-0.0650553321363621,0.143283937660177,-1.00278279856271,0.512654522085484,-0.213751912387266,0.261417808936307,0.132898065524653,0.128519743411654,-0.351739533065676,0.070261375912776,-0.467082766156475,-1.96527855649833,-0.882197238107253,-1.08275499890595,NA,NA,NA,-2.0556002806277,-0.679037796669825,-1.42131802165077,-0.220717632592174,-0.461991880920126,0.0849724716191475,-0.1143310687683,-0.638803366324826,NA
