"","date","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","gfcexp_g","gfsubs_g","gfintpmt_g","yptmr_g","yptmd_g","gfrptb_g","gsrpt_gdp","gsrpri_gdp","gsrcp_gdp","gsrs_gdp","jgf_g","jgs_g","jc_g","gf_gdp","gf_gdpalt","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","gfb_g","gfhb_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","ptgh","ptgsh","ptgfh","yptmr","yptmd","gtfp","ypog","yptx","ytpi","yctlg","g","gfrcf","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gdppothq","gdppotq","recessq","fshare","gstfp_g","gstfpnet_g","gftfpnet_g","yfptmd_g","ysptmd_g","gfeg_g","gfsave","gssave","gfrptsave","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","yptxb","deficit","deficitb"
"202",2020-06-30,0.0136353875885764,0.0123279816513762,0.0384615384615385,0.0188834154351396,0.0112219451371571,0.0125399938074104,-0.00381679389312972,0.0398683247988296,0.0166771554436753,0.00847457627118642,0.0123279816513762,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00443538507608943,0.00658281010290485,0.00547785478745366,6.04308583872506,6.40192910170861,0.00990529125871359,0.00486577752417267,0.00529586716888453,0.0103378846690385,0.00540101028625789,0.00501643228010912,0.0116550954544402,0.00622053523749971,-0.00292545390390012,0.00194048801452285,0.00238075485803485,0.00295560629605429,0.00638713646729322,0.00915351509590973,-0.00749180687518719,-0.0118751205923061,0.00949750866403543,0.00949750866403543,0.00949750866403543,0.00949750866403543,22400.29144309,15285.6956043767,NA,19491.8928274027,112.363451814157,114.847232757707,111.012028591991,118.67514834678,NA,NA,NA,831.773265110329,651.184796004411,3213.69099404362,NA,2233.69144230911,1533.27114610872,221.463202244651,3771.86956560546,NA,1470.0498350527,NA,1658.90588951662,2163.33655462934,NA,NA,1758.84603644292,159.801769911504,152.212645461598,1446.53077803204,2409.6467004478,631.323886541709,474.845405866186,1373.46937619722,69.250556783053,23.5190570206595,804.044293595828,NA,19243.3784896653,22100.6318996681,NA,0.629670798,0.00915351509590973,0.00915351509590973,0.0136353875885764,0.00847457627118642,0.00847457627118642,0.00638713646729322,1437.61405312047,2384.62839102548,1758.84603644292,410.032050145565,241.152745858846,221.291836396145,394.012243450263,2819.67875059336,474.857733847837,-551.161360116353,-329.869523720208
"203",2020-09-30,0.0134519648342337,0.0121778532993486,0.037037037037037,0.0185334407735698,0.0110974106041923,0.012384689873095,-0.00383141762452111,0.0383397819205065,0.0164035902197461,0.00840336134453779,0.0121778532993486,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00457875583114431,0.00661095668093292,0.00543317072612171,6.00875589596355,6.3675991589471,0.00948368238089176,0.00442347631953011,0.00521168861125543,0.0102748499936854,0.00546698335137941,0.00503767775366443,0.0110027521867589,0.0055050033148224,-0.0029918310196376,0.000897103389102455,0.00226183467246738,0.00292843221614186,0.00548837416972897,0.00899544372706657,-0.00737547119542264,-0.0119073870888956,0.00923267972679898,0.00923267972679898,0.00923267972679898,0.00923267972679898,22612.7286923757,15453.8803251139,NA,19578.1147537475,112.97394163124,115.42579610724,111.520325565234,119.459704611604,NA,NA,NA,845.41733290694,656.656937147305,3253.33821191809,NA,2259.49450686915,1551.87053304451,224.923594505983,3782.91522995647,NA,1486.31972496907,NA,1666.81534758322,2184.76805089936,NA,NA,1780.26500545086,165.720353982301,155.033669511249,1462.58352402746,2442.06118312515,634.788828253338,479.22950141829,1386.15017906221,69.8899249947335,23.7362009416076,811.277028792938,NA,19343.668986182,22327.7125772029,NA,0.629670798,0.00899544372706657,0.00899544372706657,0.0134519648342337,0.00840336134453779,0.00840336134453779,0.00548837416972897,1445.50421695566,2406.07918152692,1780.26500545086,413.477697625779,243.179239521526,221.311130627558,397.799331167159,2855.53888075093,479.24167927159,-545.27397773649,-323.962847108931
"204",2020-12-31,0.0149456521739131,0.00895355344152216,0.00974025974025983,0.0205696202531647,0.010801393728223,0.014347563431333,0,0.0342140921409213,0.0185749086479903,0.0119047619047619,0.00895355344152216,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00478424390840249,0.0066646189616586,0.00533983120541914,5.9817163964776,6.34055965946115,0.00934162583944192,0.00427436046708229,0.005125832131054,0.010197670343169,0.00543072764487612,0.00504489585252627,0.0102780391006326,0.0048215720824803,-0.000827575424025756,0.000552635127962164,0.0022191318625282,0.00504545396384593,0.00515286432478013,0.00884990581088707,-0.0015452255792989,-0.00611519645051098,0.00899218032509164,0.00899218032509164,0.00899218032509141,0.00899218032509164,22823.9683430286,15612.7159113519,NA,19661.7986734709,113.577203410162,116.008107227296,112.053866003482,120.255858024113,NA,NA,NA,861.120882635114,664.474281637154,3297.01613423984,NA,2279.74352282939,1565.94920470433,228.741041022743,3802.00175459834,NA,1502.3311056716,NA,1672.6124618578,2207.7129978657,NA,NA,1796.20470331724,167.334513274336,158.22265321955,1478.38146453089,2478.55938015555,638.059808960213,483.538819512147,1398.61469143,70.5183878031932,23.9496411407071,818.456754084292,NA,19442.8213862039,22555.4032295822,NA,0.629670798,0.00884990581088707,0.00884990581088707,0.0149456521739131,0.0119047619047619,0.0119047619047619,0.00515286432478013,1452.95270406653,2427.37275565697,1796.20470331724,418.400051168943,246.07423046821,219.65975779127,400.056702915348,2896.95943132449,483.547773065589,-551.028507671329,-331.368749880059
"205",2021-03-31,0.0147255689424364,0.0088740987243483,0.00964630225080376,0.0201550387596898,0.0106859703550499,0.0141446225619137,0,0.0330822142155258,0.018236173393124,0.0117647058823529,0.0088740987243483,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00484725781146067,0.00675769842258966,0.00533919385841752,5.95857418111753,6.31741744410108,0.00918069490826667,0.00408855271834985,0.00507368333200287,0.0101723782241099,0.00539921596118365,0.00507403067265561,0.0097397825794534,0.00431892906701437,0.00054470830551509,0.000289378501726056,0.00217661925729362,0.00649086473269467,0.00495208716909534,0.00884512144391453,0.00235320400662761,-0.00229797244821803,0.00900041091714043,0.00900041091714066,0.00900041091714066,0.00900041091714066,23033.5082329819,15764.7803698032,NA,19742.186973885,114.183614117065,116.596735921644,112.597019980772,121.06851084619,NA,NA,NA,876.824432363288,672.291626127003,3340.75368065671,NA,2300.03526876576,1580.15147093399,232.564719198487,3826.68003370091,NA,1518.34460278662,NA,1678.04498455081,2230.94603042923,NA,NA,1812.14440118362,168.948672566372,161.411636927851,1494.17940503433,2515.05757718595,641.219536753281,487.890867582146,1411.20279836762,71.1530822706362,24.1651977522916,825.696103470759,NA,19541.4681049981,22784.8453222308,NA,0.629670798,0.00884512144391453,0.00884512144391453,0.0147255689424364,0.0117647058823529,0.0117647058823529,0.00495208716909534,1460.14785250964,2448.8431624704,1812.14440118362,423.322404712108,248.969221414895,217.897132041173,402.373698758652,2938.37998189806,487.89974168087,-556.418446024601,-338.521313983427
"206",2021-06-30,0.0145118733509235,0.00879604178119853,0.00955414012738864,0.0197568389057752,0.0105729877216916,0.0139473426641872,0,0.0320228281547241,0.017909571344686,0.0116279069767442,0.00879604178119853,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00474800751958515,0.00677468684642579,0.00529919084578734,5.93509802134465,6.2939412843282,0.00904948642328779,0.00394439254939244,0.00504025414674369,0.0101493833382022,0.00535247730489508,0.00508322951634033,0.00935433868396068,0.00398017901399705,0.00128279351161392,2.75675994067526e-05,0.00213440426414696,0.00728719504451053,0.00476730761131711,0.008850698007414,0.00451131466445581,-0.000227221381118636,0.00897267472411989,0.00897267472411989,0.00897267472411989,0.00897267472411989,23241.949653017,15912.2494646606,NA,19820.0579090935,114.788694879733,117.18942389119,113.131631478324,121.888712094136,NA,NA,NA,892.527982091462,680.108970616852,3384.55986454483,NA,2320.35265268782,1594.42789390555,236.392136369621,3854.56579747942,NA,1534.35936974912,NA,1683.14049575665,2254.48546449285,NA,NA,1828.08409904999,170.562831858407,164.600620636152,1509.97734553776,2551.55577421636,644.27642753137,492.268553637829,1423.86506204714,71.7915157334692,24.3820242113669,833.004090328477,NA,19639.9620706478,23016.0974517078,NA,0.629670798,0.008850698007414,0.008850698007414,0.0145118733509235,0.0116279069767442,0.0116279069767442,0.00476730761131711,1467.10882648055,2470.51713376895,1828.08409904999,428.244758255272,251.86421236158,216.031669276098,404.759332073206,2979.80053247163,492.27734967961,-561.471372890701,-345.439703614602
"207",2021-09-30,0.0143042912873863,0.00871934604904623,0.00946372239747628,0.0193740685543964,0.0104623692203847,0.0137554901298325,0,0.0310291858678955,0.0175944620709547,0.0114942528735633,0.00871934604904623,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00487634507272272,0.00687296596372522,0.00527541726634806,5.90866857083864,6.26751183382218,0.00897972731755403,0.00387738241734498,0.00501365256434683,0.0101227766970053,0.00531513860662169,0.00508570422765747,0.00926872756611791,0.00393441553995055,0.00132801583332687,0.000176530820973214,0.00210500052810947,0.00739503332852359,0.00499133840152105,0.00888673557807174,0.00475164655511173,-6.20124788727472e-05,0.00895364330386395,0.00895364330386395,0.00895364330386395,0.00895364330386395,23450.6560232294,16059.7357699127,NA,19896.907853141,115.394253142683,117.78541463971,113.683300352052,122.726449063721,NA,NA,NA,908.231531819636,687.926315106701,3428.46074866144,NA,2340.69994759318,1608.79083307599,240.223915702044,3883.07044001877,NA,1550.37561820037,NA,1688.75678051224,2278.14684887098,NA,NA,1844.02379691637,172.176991150443,167.789604344453,1525.77528604119,2588.05397124676,647.492229205302,496.676150676811,1436.61384192554,72.4343113575904,24.6003321591817,840.406777414679,NA,19738.430016847,23249.084266648,NA,0.629670798,0.00888673557807174,0.00888673557807174,0.0143042912873863,0.0114942528735633,0.0114942528735633,0.00499133840152105,1474.43166310538,2492.47196627785,1844.02379691637,433.167111798436,254.759203308265,214.325117406866,407.239665616243,3021.2210830452,496.68487002286,-567.04507330655,-352.719955899684
"208",2021-12-31,0.0152859960552267,0.0118854673149649,0.0078125,0.0219298245614035,0.011690046760187,0.0145210436107408,0.00384615384615383,0.0259237187127532,0.0297619047619049,0.0153409090909091,0.0118854673149649,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00486706610644205,0.00683866827271307,0.0052491908965997,5.88172597705462,6.24056924003816,0.0089738877492031,0.00389292986939788,0.00499119171286283,0.0100792149788432,0.00529142745874761,0.00506210772488652,0.0092812629379479,0.00396951646069077,0.0012954061900583,0.000136999487396733,0.0020757196052999,0.00740733579821512,0.00497231863594599,0.00890086025460707,0.00473074275562851,-0.000103413473748371,0.00896882205168792,0.00896882205168792,0.00896882205168814,0.00896882205168792,23661.099578027,16208.7904003072,NA,19974.3651200311,115.9999796058,118.381657097037,114.236604490064,123.565734537156,NA,NA,NA,935.26223217141,698.479730167997,3475.50207473942,NA,2367.07163217218,1623.02069972457,244.553162737547,3911.83364669611,NA,1568.43263864128,NA,1692.66248494277,2303.75763313671,NA,NA,1865.94088148264,173.522123893805,171.469200930954,1543.61167048055,2627.61495404195,650.71176688321,501.130750689549,1449.49857583076,73.0839618065932,24.8209681607298,847.887120697471,NA,19836.948305172,23483.4167850327,NA,0.629670798,0.00890086025460707,0.00890086025460707,0.0152859960552267,0.0153409090909091,0.0153409090909091,0.00497231863594599,1481.76300714127,2514.65711093821,1865.94088148264,439.812289081707,258.66744108629,210.899477801502,408.074831615764,3067.42724312366,501.142636156864,-565.733562196776,-354.834084395273
"209",2022-03-31,0.0150558523555124,0.0117458622530699,0.00775193798449614,0.0214592274678111,0.0115549686365137,0.0143132009948848,0.00383141762452111,0.0252686610514086,0.0289017341040463,0.0151091214325685,0.0117458622530699,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00493641887618601,0.00687481758830821,0.00528045863306481,5.83418887917158,6.19303214215512,0.00899828546117526,0.00392454799028202,0.00497779773100626,0.0100573254042651,0.00527429342465568,0.00505351981231494,0.00949521479149446,0.00419700738160411,0.000906929603229273,-0.000857000034901079,0.00205892594678658,0.00704947383228749,0.00399571301732404,0.00891329372561794,0.00369212711915945,-0.00115911353344228,0.00909800176502928,0.00909800176502928,0.00909800176502928,0.00909800176502951,23874.0089063554,16362.6963466684,NA,20052.7554745201,116.612512699545,118.979901146591,114.80052422082,124.415226422264,NA,NA,NA,962.292932523185,709.033145229293,3522.62052448756,NA,2393.54800519274,1637.55337306925,248.89767733756,3939.41001562476,NA,1586.49484429277,NA,1694.53806487318,2330.21663039153,NA,NA,1887.8579660489,174.867256637168,175.148797517455,1561.44805491991,2667.17593683714,653.311824360671,505.690039143833,1462.68611643208,73.7488798201049,25.0467893728658,855.444587650417,NA,19935.6926214356,23719.5971492438,NA,0.629670798,0.00891329372561794,0.00891329372561794,0.0150558523555124,0.0151091214325685,0.0151091214325685,0.00399571301732404,1487.68370687749,2537.07098838722,1887.8579660489,446.457466364979,262.575678864314,206.854357995692,408.987121285438,3113.63340320212,505.701785006086,-562.39192658689,-355.537568591198
"210",2022-06-30,0.0148325358851675,0.0116094986807387,0.00769230769230766,0.0210084033613445,0.0114229765013054,0.0141112242065329,0.00381679389312972,0.0246458923512747,0.0280898876404494,0.0148842337375965,0.0116094986807387,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00494054674517841,0.00696799918350166,0.00526426542873915,5.79381262011129,6.15265588309483,0.00902601005449877,0.00395585866040643,0.0049632074351727,0.0100396203787993,0.00526600684646022,0.00505142125185687,0.00970769704571811,0.00441709605328378,0.000634999642681239,-0.00158120611602025,0.00204230490477586,0.00682460449303207,0.00331608653528087,0.00894498596667925,0.00296779008507853,-0.00192779959357148,0.00908357309741392,0.00908357309741392,0.00908357309741392,0.00908357309741392,24089.4959507854,16521.540445653,NA,20132.081340929,117.226391918707,119.580918747787,115.367701577104,125.282151618389,NA,NA,NA,989.32363287496,719.586560290589,3569.83344711456,NA,2420.0585621942,1652.18492206979,253.24717726476,3966.29493091729,NA,1604.55874307426,NA,1694.99261404314,2357.38943351829,NA,NA,1909.77505061517,176.212389380531,178.828394103957,1579.28443935927,2706.73691963234,655.478262904773,510.28351157903,1475.97253268926,74.4187831608033,25.2743037149898,863.096527482221,NA,20034.6375992796,23957.7329001603,NA,0.629670798,0.00894498596667925,0.00894498596667925,0.0148325358851675,0.0148842337375965,0.0148842337375965,0.00331608653528087,1492.61699478662,2559.76505277481,1909.77505061517,453.10264364825,266.483916642339,202.375619256523,409.993883833971,3159.83956328059,510.295121077711,-557.629260216556,-355.253640960033
"211",2022-09-30,0.0146157472890147,0.0114762649973918,0.00763358778625944,0.0205761316872428,0.0112939657954179,0.013914868379032,0.00380228136882121,0.0240530826651921,0.0273224043715847,0.0146659424225963,0.0114762649973918,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00501769938416619,0.00708808676085892,0.005247627373276,5.76555272055925,6.1243959835428,0.00908410610967969,0.00399806582402107,0.00494751394286058,0.0100373068268695,0.00525993982569128,0.00506392366651892,0.00992263673011967,0.00463785305849934,0.000603333463992634,-0.00165769108620262,0.00203816760322617,0.0068392813800241,0.00327455075560568,0.00899470904363664,0.00291852188816011,-0.00201196941228871,0.00918602752458764,0.00918602752458764,0.00918602752458741,0.00918602752458764,24308.327488131,16685.4776897172,NA,20212.5707273046,117.84155234181,120.186467392298,115.94658202226,126.170162378648,NA,NA,NA,1016.35433322674,730.139975351885,3617.15773205103,NA,2446.66312514317,1667.08837912398,257.610386841722,3993.42153798599,NA,1622.62729796321,NA,1695.38148370906,2384.91255583026,NA,NA,1931.69213518144,177.557522123894,182.507990690458,1597.12082379863,2746.29790242753,657.624659745851,514.970989961738,1489.53085700008,75.1023961512647,25.5064741645805,870.859829623497,NA,20133.7592481422,24198.2040161554,NA,0.629670798,0.00899470904363664,0.00899470904363664,0.0146157472890147,0.0146659424225963,0.0146659424225963,0.00327455075560568,1497.50464489473,2582.78939464459,1931.69213518144,459.747820931522,270.392154420363,197.876838814329,411.112008691976,3206.04572335905,514.982466226735,-552.800914342174,-354.924075527844
"212",2022-12-31,0.0147769516728624,0.0128932439401754,0.00909090909090904,0.0241935483870968,0.0116464582003828,0.0130489560835134,0,0.019708423326134,0.00937183383991891,0.015524625267666,0.0128932439401754,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00503645770702965,0.00717595312733499,0.00525433428749822,5.7385742356104,6.09741749859395,0.00915587989437006,0.00403357910310065,0.00493073342348321,0.0100551049104936,0.00526237742108876,0.00510131277006026,0.0101400934405539,0.00485288877976192,0.000594940361325319,-0.00165540003737147,0.00202175718699765,0.00690395098293056,0.00331919131580838,0.00906267342279621,0.00295983905188929,-0.00201297406033604,0.00925591719044938,0.00925591719044938,0.00925591719044938,0.00925591719044938,24530.8916150453,16854.6699925912,NA,20294.0997302102,118.460731250772,120.799576153195,116.53054207889,127.075553549945,NA,NA,NA,1025.87943716022,741.475124862165,3665.63196166739,NA,2476.33543189796,1682.48951268102,262.721044305104,4020.99192453843,NA,1641.46418469123,NA,1695.39735754388,2413.27416321169,NA,NA,1956.59791309765,179.171681415929,186.923506594259,1615.72162471396,2786.87981381098,659.807441805541,519.737518800307,1503.31783126509,75.7975377108451,25.7425599772682,878.752147856407,NA,20233.0334478074,24441.5194961833,NA,0.629670798,0.00906267342279621,0.00906267342279621,0.0147769516728624,0.015524625267666,0.015524625267666,0.00331919131580838,1502.47514930745,2606.19637144812,1956.59791309765,466.885233569109,274.589891293056,192.922208236431,411.866914287297,3253.76504738009,519.750412044248,-543.862445533066,-350.940237296635
"213",2023-03-31,0.0145617730561407,0.0127291242362526,0.00900900900900892,0.0236220472440944,0.0115123797508279,0.0128808741227679,0,0.0193275086047127,0.00928481806775405,0.0152872957301002,0.0127291242362526,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00510853057180349,0.00725105297527207,0.00520538563379125,5.71642678526338,6.07527004824693,0.00921627212204307,0.00406465167707892,0.00490161730395777,0.0100548182367348,0.00524552669827849,0.0051296874606494,0.0102117008144112,0.00494288525380737,0.0009652401375016,-0.000637946985651144,0.00199304697066754,0.00734541565127811,0.00438471904663323,0.00912800926769336,0.004085295041375,-0.000935877361814302,0.00933957067572133,0.00933957067572133,0.00933957067572133,0.00933957067572133,24756.9749875659,17026.7848398811,NA,20376.5881767134,119.077365039393,121.419240224239,117.125841915649,127.996985120598,NA,NA,NA,1035.4045410937,752.810274372446,3714.23513080048,NA,2506.09533510383,1698.14401510623,267.844476669402,4050.52778155459,NA,1660.30541006484,NA,1697.74094656775,2441.30789022409,NA,NA,1981.50369101386,180.785840707965,191.339022498061,1634.32242562929,2827.46172519444,662.700512062736,524.591644089967,1517.35817439827,76.5054541713412,25.9829844355499,886.773405606046,NA,20332.2080346667,24687.2745321471,NA,0.629670798,0.00912800926769336,0.00912800926769336,0.0145617730561407,0.0152872957301002,0.0152872957301002,0.00438471904663323,1509.06308071171,2629.98575608013,1981.50369101386,474.022646206697,278.787628165749,188.677865856039,412.750759399348,3301.48437140114,524.604373214203,-537.25169191301,-348.573826056971
"214",2023-06-30,0.0143527712583498,0.012569130216189,0.0089285714285714,0.023076923076923,0.0113813532896789,0.0127170671811963,0,0.0189610389610391,0.00919940328194935,0.0150571131879542,0.012569130216189,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00507917435817129,0.00735658247713977,0.00517096012864093,5.6936974739059,6.05254073688945,0.0093024478146112,0.00412132370461932,0.00486781906220496,0.0100549303691587,0.00522036433037887,0.00515979370315378,0.01020908957578,0.00496360368849125,0.00121140010143517,0.000110427295004573,0.00194006687439097,0.00766505909949738,0.00517146735096474,0.00917198183560447,0.00491393713879579,-0.00014580711435605,0.00942827586768646,0.00942827586768646,0.00942827586768646,0.00942827586768646,24987.2754554354,17200.612811499,NA,20460.5666925853,119.693109346235,122.04573845539,117.720744488586,128.938605498463,NA,NA,NA,1044.92964502718,764.145423882727,3762.95051175245,NA,2535.9471077584,1714.06424585658,272.981307100513,4081.57531638437,NA,1679.1511857253,NA,1701.83473844421,2469.14035038274,NA,NA,2006.40946893007,182.4,195.754538401862,1652.92322654462,2868.04363657789,666.127646124336,529.53763882833,1531.66424585658,77.2267686986513,26.227959180674,894.906875174561,NA,20431.1815445146,24935.5033585721,NA,0.629670798,0.00917198183560447,0.00917198183560447,0.0143527712583498,0.0150571131879542,0.0150571131879542,0.00517146735096474,1516.86715116416,2654.10793766279,2006.40946893007,481.160058844285,282.985365038442,184.967587280051,413.746816330276,3349.20369542218,529.550207958547,-532.391141145543,-347.423553865493
"215",2023-09-30,0.0141496840793807,0.0124131082423038,0.00884955752212391,0.0225563909774436,0.0112532757823338,0.0125573742097516,0,0.0186082080040786,0.00911554570091155,0.0148337595907928,0.0124131082423038,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00505013546445898,0.00734086507105003,0.00517307102681386,5.67000627425278,6.02884953723633,0.00940252277834819,0.00419444761618637,0.00483437238476814,0.010046779855316,0.0052016846572695,0.0051851055086895,0.0101466363743931,0.0049201069638598,0.00127936335766077,0.000371959811942185,0.00189950895878654,0.00780112244925224,0.00544242589471794,0.00919444839544314,0.00519440354321171,0.000125187793293069,0.00958632737953535,0.00958632737953558,0.00958632737953558,0.00958632737953558,25222.218882074,17375.141175114,NA,20546.3874677749,120.312290302304,122.678558486167,118.31525019523,129.885126403876,NA,NA,NA,1054.45474896067,775.480573393008,3811.76059821843,NA,2565.92920684021,1730.36144004493,278.137144091524,4113.41618521333,NA,1698.00341644383,NA,1706.57811321942,2497.05547113865,NA,NA,2031.31524684629,184.014159292035,200.170054305663,1671.52402745995,2908.62554796135,669.752996474791,534.613959993925,1546.34728075289,77.9670897858602,26.4793889838771,903.135050257081,NA,20529.9534843616,25186.0248713972,NA,0.629670798,0.00919444839544314,0.00919444839544314,0.0141496840793807,0.0148337595907928,0.0148337595907928,0.00544242589471794,1525.1225882265,2678.51099613157,2031.31524684629,488.297471481873,287.183101911135,181.455524992918,414.837578775208,3396.92301944322,534.626373102167,-528.180173276827,-346.724648283909
"216",2023-12-31,0.0145665145665146,0.0127513487003432,0.00584795321637421,0.0116421568627452,0.011280487804878,0.0121450564488539,0.0037878787878789,0.0132632632632632,0.008056640625,0.0151209677419355,0.0127513487003432,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00507854150832143,0.0074335044243472,0.00511146857161981,5.64645721025592,6.00530047323947,0.00951132421358453,0.00429994907800096,0.00480005413129519,0.0100145003201824,0.00516427820966098,0.00518922911556302,0.0100987340383712,0.00490815928304134,0.00133176138239438,0.00059459732557271,0.00184700385897812,0.00789031702376042,0.00567671266253328,0.00920606743360325,0.00543546631485081,0.000354569954402306,0.00969112293139496,0.00969112293139474,0.00969112293139474,0.00969112293139496,25462.1155832474,17550.6081047207,NA,20634.7358876232,120.927262792964,123.315165633719,118.916119104414,130.850628065656,NA,NA,NA,1062.95011192837,787.206590127781,3862.44345680566,NA,2597.01222548021,1746.42338783202,281.223143914692,4145.87234296533,NA,1717.11563786494,NA,1711.65426092903,2525.29555898957,NA,NA,2057.21725587915,185.090265486726,202.500465477114,1690.37963386728,2950.99408437426,673.554991790649,539.794969601066,1561.3331223453,78.7226784375781,26.736003997668,911.449372431398,NA,20628.4983723995,25438.2503255359,NA,0.629670798,0.00920606743360325,0.00920606743360325,0.0145665145665146,0.0151209677419355,0.0151209677419355,0.00567671266253328,1533.780270935,2703.1695489836,2057.21725587915,495.681001796619,291.525588331162,177.87398999403,415.768370634779,3446.67508617088,539.807720949766,-527.460724593031,-349.586734599001
"217",2024-03-31,0.0143573776163293,0.0125907990314771,0.0058139534883721,0.0115081768625076,0.0111546578233344,0.0119993239817475,0.00377358490566038,0.0130896517658681,0.00799224993945269,0.0148957298907646,0.0125907990314771,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00503328782751722,0.00746429253191327,0.00505579918552956,5.61967729672319,5.97852055970674,0.00965313882021679,0.00444556393363021,0.00476615820460374,0.00997729525593938,0.00512738591254225,0.00518501565870705,0.0101525980869761,0.00499915133614776,0.00128388361854037,0.00054613545709814,0.00179469367649426,0.00787191240630108,0.00560918561426121,0.00920678130328273,0.00535370018245923,0.000291936043281205,0.00990682910225038,0.00990682910225038,0.0099068291022506,0.00990682910225038,25707.9049196289,17728.7923749899,NA,20726.4689252652,121.538646749701,123.954556698486,119.514658159198,131.827335431523,NA,NA,NA,1071.44547489607,798.932606862555,3913.20350825957,NA,2628.26189102717,1762.96735444147,284.333447207895,4178.50828689685,NA,1736.23611329475,NA,1716.65208381582,2553.78848519714,NA,NA,2083.11926491201,186.166371681416,204.830876648565,1709.2352402746,2993.36262078718,677.333086761015,545.142626115158,1576.80098276006,79.5025705593306,27.00087302015,919.840887472389,NA,20726.8170591657,25692.0552598283,NA,0.629670798,0.00920678130328273,0.00920678130328273,0.0143573776163293,0.0148957298907646,0.0148957298907646,0.00560918561426121,1542.38352916617,2728.05703984679,2083.11926491201,503.064532111365,295.86807475119,174.26855464965,416.776355361024,3496.42715289854,545.15521691419,-526.662951086408,-352.394396436757
"218",2024-06-30,0.0141541609822646,0.0124342419894787,0.0057803468208093,0.011377245508982,0.0110316040548599,0.0118570474281896,0.00375939849624052,0.0129205265724037,0.0079288803459876,0.0146771037181996,0.0124342419894787,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00509184824688003,0.00743199305015807,0.00503891156105585,5.58845673214993,5.94729999513347,0.00976219855052862,0.00455664912255888,0.00473263028473231,0.00993824037165197,0.00509506865967929,0.00518278173133302,0.0102613781610228,0.00514039095225793,0.00115191190081665,0.000279115072322533,0.00176714821453733,0.00776897780821906,0.00534397587930541,0.00919791792358254,0.00506357119231854,1.23389147288488e-07,0.00986451478893402,0.00986451478893402,0.0098645147889338,0.00986451478893402,25958.8705917724,17910.7142178879,NA,20820.9121717072,122.151069241923,124.596986110458,120.123208661823,132.807075272271,NA,NA,NA,1079.94083786377,810.658623597328,3964.03266565821,NA,2659.54146755742,1779.5978372498,287.448112662387,4210.97102504922,NA,1755.35807021329,NA,1721.13066555548,2582.64480857734,NA,NA,2109.02127394487,187.242477876106,207.161287820016,1728.09084668192,3035.73115720009,680.952738438921,550.520193612549,1592.3553593737,80.2868248423713,27.2672235313714,928.301508458115,NA,20824.9094212861,25947.3890806422,NA,0.629670798,0.00919791792358254,0.00919791792358254,0.0141541609822646,0.0146771037181996,0.0146771037181996,0.00534397587930541,1550.62598954267,2753.14948459015,2109.02127394487,510.448062426111,300.210561171217,170.50467601281,417.853446032004,3546.17921962621,550.532627854539,-525.345936432661,-354.841260419851
