year,quarter,impact,recession,total,federal,state_local,consumption,projection
1999,Q4,-0.440993582,0,-0.05083213,0.198757089,0.169202698,-0.418791917,0
2000,Q1,-0.741814171,0,-1.87147313,-1.283880094,0.038429132,-0.626022168,0
2000,Q2,-0.602495751,0,-0.291743852,0.371849592,-0.383045031,-0.280548413,0
2000,Q3,-0.830255324,0,-1.106972183,-0.493386619,-0.519422535,-0.094163029,0
2000,Q4,-0.870603787,0,-0.212225982,-0.189228325,-0.037601739,0.014604082,0
2001,Q1,-0.231245082,1,0.68596169,0.450731688,0.032517899,0.202712103,0
2001,Q2,0.083658298,1,0.967869669,0.05237468,0.578612466,0.336882524,0
2001,Q3,0.541241472,1,0.723360512,0.013562341,-0.716874091,1.426672263,0
2001,Q4,1.064270135,1,1.879888668,-0.166269613,0.780817988,1.265340293,0
2002,Q1,1.464915585,0,2.288543489,0.92374098,-0.18500019,1.5498027,0
2002,Q2,1.706880394,0,1.935728906,0.586667646,-0.537794187,1.886855447,0
2002,Q3,1.887840338,0,1.447200288,0.157022007,-0.277788461,1.567966741,0
2002,Q4,1.731860749,0,1.255970313,0.07398869,-0.039472529,1.221454152,0
2003,Q1,1.35983783,0,0.800451814,-0.015353426,-0.396839954,1.212645193,0
2003,Q2,1.195857267,0,1.279806654,1.591301885,-1.38748244,1.07598721,0
2003,Q3,0.970074816,0,0.544070482,-0.315229576,-0.022856689,0.882156746,0
2003,Q4,0.832735969,0,0.706614925,0.561109943,-0.583350773,0.728855755,0
2004,Q1,0.682480566,0,0.199430205,-0.486989625,0.356967198,0.329452632,0
2004,Q2,0.356418834,0,-0.024440277,-0.132542637,-0.148451081,0.256553441,0
2004,Q3,0.117401055,0,-0.412000634,-0.007419348,-0.332278964,-0.072302323,0
2004,Q4,-0.224635054,0,-0.661529511,-0.078124818,-0.444947739,-0.138456954,0
2005,Q1,-0.440368533,0,-0.663503711,0.128422001,-0.271039093,-0.52088662,0
2005,Q2,-0.691571803,0,-1.029253355,-0.368027752,-0.144695126,-0.516530477,0
