date,health.transfers,federal.health,state.health,social.transfers,federal.social,state.social,federal.stabilizers.transfers,state.stabilizers.transfers,non.corp.taxes,state.non.corp.taxes,federal.non.corp.taxes,federal.stabilizers.non.corp.taxes,state.stabilizers.non.corp.taxes,corp.taxes.adj,federal.corp.taxes,State.Corporate.taxes,federal.stabilizers.corp.taxes,state.stabilizers.corp.taxes,federal.c,state.c,federal.taxes,state.taxes,federal.transfers,state.transfers,federal.stabilizers,state.stabilizers,stabilizers,federal.stabilizers.taxes,state.stabilizers.taxes,stabilizers.taxes,transfers,taxes,consumption,consumption.discres,taxes.discres,federal.taxes.discres,state.taxes.discres,stabilizers.transfers,transfers.discres,federal.transfers.discres,state.transfers.discres,G.purchases,federal.purchases,federal_cont,,federal.purchases.exdef,state.purchases,G.purchases.exdef,G.purchases.def,Contribution.to..Ch.in.Real.GDP.from..G.,total,federal,state,federal.discres,state.discres,discres
4/1/1980,0.017856076,0.030467189,-0.012611113,0.180948704,0.172413153,0.008535551,0.133596267,-0.026385933,0.326728673,0.308816628,0.017912045,0.434809675,0.134878768,0.148843078,0.133938925,0.014904153,0.004410488,0.001212189,0.354731312,0.319645219,0.15185097,0.323720781,0.202880342,-0.004075562,0.57281643,0.109705024,0.682521453,0.439220163,0.136090957,0.57531112,0.19880478,0.475571751,0.67437653,-0.008144923,-0.099739369,-0.287369193,0.187629824,0.107210334,0.091594446,0.069284075,0.022310371,-0.277336866,0.531407703,0.53140769,,0.662844094,-0.892368766,-0.229524672,0.019539004,0.18,0.313415467,0.886139015,-0.572723547,0.313322585,-0.682428571,-0.369105986
7/1/1980,0.085278219,0.073126302,0.012151918,0.633225162,0.56689597,0.066329192,0.287956513,0.033695113,0.14006214,0.179689177,-0.039627037,0.546837395,0.151011337,0.127051791,0.115535104,0.011516687,0.008868149,0.002182818,0.715930338,0.269686975,0.075908067,0.191205865,0.640022271,0.07848111,0.843662056,0.186889267,1.030551323,0.555705543,0.153194155,0.708899698,0.718503381,0.267113931,0.985617313,-0.044934011,-0.441785766,-0.479797477,0.03801171,0.321651625,0.396851756,0.352065759,0.044785997,-1.583370237,-0.58270397,-0.58270396,,-0.443868386,-0.854719053,-1.298587439,-0.395910915,-1.15,-0.45180571,0.133226368,-0.585032078,-0.710435688,-0.771921345,-1.482357033
10/1/1980,0.089736235,0.077030442,0.012705793,0.47183261,0.425835205,0.045997404,0.137036164,0.016228448,0.006904273,0.120781064,-0.113876791,0.252919382,0.057769273,0.096430311,0.088653377,0.007776934,0.004465339,0.001096189,0.477642233,0.187261196,-0.025223414,0.128557998,0.502865647,0.058703198,0.394420884,0.07509391,0.469514794,0.25738472,0.058865462,0.316250182,0.561568845,0.103334584,0.664903429,0.195388635,-0.212915598,-0.282608134,0.069692536,0.153264612,0.408304233,0.365829483,0.04247475,-0.45045533,-0.05855755,-0.058557547,,-0.398478291,-0.418656523,-0.817134814,0.380669472,0,0.187689356,0.419084683,-0.231395327,0.024663799,-0.306489237,-0.281825439
1/1/1981,0.090858645,0.08751174,0.003346905,0.282713785,0.27986813,0.002845655,0.077826894,0.008213914,-0.40053331,0.101265864,-0.501799174,0.012854816,-0.021280689,0.07863478,0.084715547,-0.006080767,-0.001485178,-0.000213895,-0.049703756,0.101377657,-0.417083627,0.095185098,0.367379871,0.00619256,0.089196531,-0.01328067,0.075915861,0.011369637,-0.021494584,-0.010124947,0.37357243,-0.321898529,0.051673901,-0.02424196,-0.311773583,-0.428453264,0.116679682,0.086040808,0.287531623,0.289552977,-0.002021355,0.674914419,0.07422579,0.074225501,,-0.275303895,0.681227745,0.40592385,0.179619066,1.11,0.807127437,0.024522034,0.782605402,-0.064674497,0.795886072,0.731211576
4/1/1981,0.177777795,0.137768376,0.040009419,0.138714581,0.152147181,-0.013432601,0.043080355,0.042718977,-0.404947789,0.076494651,-0.48144244,0.217307218,0.039204618,0.172898471,0.163453401,0.009445071,0.008595481,0.001990439,-0.028073482,0.112516541,-0.31798904,0.085939722,0.289915557,0.026576819,0.268983054,0.083914035,0.352897088,0.225902699,0.041195058,0.267097756,0.316492376,-0.232049318,0.084443058,-0.26845403,-0.499147074,-0.543891738,0.044744664,0.085799332,0.230693044,0.246835202,-0.016142158,-0.358034639,0.417644155,0.417644151,,-0.10617213,-0.777427519,-0.883599649,0.548009149,0.16,-0.275340305,0.389570673,-0.664910978,0.120587619,-0.748825013,-0.628237394
7/1/1981,0.12727761,0.110633866,0.016643744,-0.19381214,-0.136328822,-0.057483318,-0.102965979,-0.02242536,-0.232433608,0.062649005,-0.295082613,0.234852999,0.047111194,0.159950212,0.152219557,0.007730655,0.007503597,0.001661867,-0.168558012,0.029540086,-0.142863056,0.07037966,-0.025694957,-0.040839573,0.139390617,0.0263477,0.165738318,0.242356597,0.048773061,0.291129657,-0.06653453,-0.072483396,-0.139017926,-0.304756244,-0.363613053,-0.385219652,0.021606599,-0.125391339,0.058856809,0.077271023,-0.018414213,-0.83781791,-0.976687716,-0.976687713,,-0.975479133,0.06707003,-0.908409103,0.114455124,-0.26,-1.048635612,-1.145245728,0.096610117,-1.284636345,0.070262416,-1.214373929
10/1/1981,0.084640437,0.088190438,-0.003550001,-0.1250271,-0.078061848,-0.046965251,0.037822329,-0.024932327,0.053522949,0.069181863,-0.015658915,0.264518837,0.081233417,0.208424113,0.191912521,0.016511592,0.011650058,0.002822195,0.186382196,0.035178203,0.176253606,0.085693456,0.01012859,-0.050515252,0.313991225,0.059123284,0.373114509,0.276168895,0.084055611,0.360224507,-0.040386662,0.261947062,0.2215604,-0.151554109,-0.098277445,-0.099915289,0.001637844,0.012890002,-0.053276664,-0.027693739,-0.025582925,0.459084504,-0.057882076,-0.057882071,,-0.673179662,0.506926753,-0.166252909,0.661154805,1.05,0.670605077,0.12850012,0.542104956,-0.185491104,0.482981672,0.297490568
1/1/1982,0.094308358,0.096245858,-0.001937501,-0.075056211,-0.025434378,-0.049621833,0.163941422,0.002348377,0.151068997,0.060313882,0.090755115,0.522747873,0.17640035,0.236527137,0.217952929,0.018574208,0.011125604,0.003842546,0.379519524,0.027328756,0.308708044,0.07888809,0.07081148,-0.051559333,0.697814899,0.182591272,0.880406171,0.533873477,0.180242895,0.714116372,0.019252146,0.387596134,0.40684828,-0.473557891,-0.326520238,-0.225165433,-0.101354805,0.166289799,-0.147037653,-0.093129942,-0.05390771,-0.762213178,-0.509658088,-0.509658092,,-0.538488664,-0.242447254,-0.780935918,0.015224536,-0.05,-0.345257061,-0.130138564,-0.215118497,-0.827953463,-0.39770977,-1.225663233
4/1/1982,0.093531634,0.096765647,-0.003234012,0.118038374,0.143936531,-0.025898157,0.331793318,0.012146595,0.056830587,0.007271745,0.049558841,0.423980822,0.119468679,0.223117535,0.205872394,0.01724514,0.009916008,0.00368207,0.496133413,-0.004615283,0.255431236,0.024516886,0.240702177,-0.029132169,0.765690148,0.135297343,0.900987491,0.43389683,0.123150749,0.557047579,0.211570008,0.279948121,0.491518129,-0.409469362,-0.277099458,-0.178465595,-0.098633863,0.343939912,-0.132369904,-0.09109114,-0.041278764,-0.370477703,-0.256834331,-0.256834334,,-0.630142927,-0.137009204,-0.767152131,0.428108191,0.34,0.097674594,0.239299081,-0.141624487,-0.526391067,-0.27692183,-0.803312897
7/1/1982,0.091395801,0.090812377,0.000583425,0.043749601,0.079466943,-0.035717342,0.320915362,0.021422419,0.320120259,0.011794537,0.308325722,0.342342431,0.109444207,0.204723078,0.189388623,0.015334455,0.011586285,0.004309772,0.667993664,-0.008004925,0.497714345,0.027128992,0.170279319,-0.035133917,0.674844077,0.135176398,0.810020475,0.353928715,0.113753979,0.467682694,0.135145403,0.524843337,0.65998874,-0.150031735,0.057160643,0.143785629,-0.086624987,0.342337781,-0.207192378,-0.150636042,-0.056556336,-0.040548695,-0.011100117,-0.011100118,,-0.359309372,0.014176011,-0.345133362,0.239148759,0.68,0.663064633,0.656893547,0.006171086,-0.01795053,-0.129005312,-0.146955842
10/1/1982,0.096249329,0.091739995,0.004509334,0.400492732,0.392806459,0.007686274,0.417086884,0.024835093,0.404771031,0.029772133,0.374998898,0.514003101,0.153917773,0.2010108,0.183640104,0.017370696,0.010023995,0.004060202,1.043185456,0.059338436,0.558639002,0.047142829,0.484546454,0.012195607,0.941113981,0.182813068,1.123927049,0.524027096,0.157977975,0.682005072,0.496742061,0.605781831,1.102523892,-0.021403157,-0.076223241,0.034611906,-0.110835147,0.441921977,0.054820084,0.067459569,-0.012639485,0.614698628,0.612880987,0.61288099,,0.217600681,0.00653332,0.224134001,0.381927294,1.3,1.721938198,1.656066443,0.065871756,0.714952462,-0.116941312,0.598011149
1/1/1983,0.134009252,0.108358587,0.025650665,0.314377181,0.276855896,0.037521285,0.139471159,0.041329461,0.522978017,0.034028261,0.488949756,0.487099832,0.13217151,0.213722938,0.184248563,0.029474376,0.00888799,0.003333211,1.058412802,0.126674587,0.673198319,0.063502636,0.385214483,0.06317195,0.63545898,0.176834183,0.812293163,0.495987821,0.135504721,0.631492543,0.448386433,0.736700955,1.185087388,0.372794225,0.105208413,0.177210498,-0.072002085,0.18080062,0.267585812,0.245743324,0.021842489,0.138521578,0.224806617,0.224806874,,0.067975078,-0.056192709,0.011782369,0.075661088,0.81,1.353701297,1.283219419,0.070481878,0.647760439,-0.106352305,0.541408134
4/1/1983,0.091518777,0.080775302,0.010743475,0.252057396,0.221917556,0.03013984,0.120620652,0.001901139,0.380484337,-0.040796059,0.421280396,0.167706112,0.036761961,0.06742992,0.063360371,0.004069548,0.004129482,0.0017933,0.787333625,0.004156804,0.484640767,-0.036726511,0.302692858,0.040883315,0.292456246,0.0404564,0.332912646,0.171835594,0.038555261,0.210390855,0.343576173,0.447914256,0.79149043,0.458577784,0.237523401,0.312805173,-0.075281772,0.122521791,0.221054383,0.182072207,0.038982176,0.026793116,0.586320211,0.58632021,,0.242569586,-0.555239504,-0.312669917,0.295505841,0.73,0.822571137,1.373653836,-0.551082699,1.081197591,-0.5915391,0.489658491
7/1/1983,0.092241544,0.081536961,0.010704583,-0.300218193,-0.264988127,-0.035230067,-0.176006024,0.00447769,0.627436381,-0.086695302,0.714131683,0.001650255,0.006987803,0.058117187,0.056144847,0.001972339,0.001097777,0.000827438,0.586825365,-0.109248446,0.77027653,-0.084722963,-0.183451166,-0.024525484,-0.173257992,0.012292931,-0.16096506,0.002748032,0.007815242,0.010563274,-0.207976649,0.685553568,0.477576919,0.638541979,0.674990294,0.767528498,-0.092538204,-0.171528334,-0.036448315,-0.007445142,-0.029003173,0.786693266,0.525310007,0.525310007,,0.441761825,0.264936227,0.706698052,0.10479134,1.49,1.267823152,1.112135372,0.15568778,1.285393363,0.143394849,1.428788212
10/1/1983,0.114974657,0.093776491,0.021198166,-0.580391092,-0.511998444,-0.068392649,-0.240207518,0.006761889,0.412218294,-0.122256614,0.534474908,-0.148660184,-0.044453778,0.07140866,0.067184265,0.004224394,0.001085306,0.000622491,0.18343722,-0.165226702,0.601659173,-0.118032219,-0.418221953,-0.047194482,-0.387782396,-0.037069399,-0.424851795,-0.147574878,-0.043831288,-0.191406166,-0.465416435,0.483626953,0.018210518,0.443062313,0.675033119,0.749234051,-0.074200932,-0.233445629,-0.231970806,-0.178014435,-0.053956371,-2.065174478,-2.020766934,-2.020766933,,-2.569110016,-0.038202642,-2.607312659,0.532078902,-1.3,-2.040759058,-1.837329714,-0.203429344,-1.449547318,-0.166359945,-1.615907263
1/1/1984,0.074807858,0.071265459,0.003542398,-0.515483789,-0.489979154,-0.025504635,-0.087101194,-0.034135896,0.032049815,-0.15101544,0.183065255,-0.361615088,-0.106014147,0.017036296,0.015851371,0.001184925,0.002737045,0.000786991,-0.219797068,-0.171792752,0.198916626,-0.149830515,-0.418713694,-0.021962237,-0.445979237,-0.139363051,-0.585342288,-0.358878043,-0.105227156,-0.464105198,-0.440675931,0.049086111,-0.39158982,0.193752468,0.513191309,0.557794669,-0.04460336,-0.12123709,-0.319438841,-0.3316125,0.012173659,0.175412843,0.307442807,0.307442543,,0.495846848,-0.124053684,0.371793164,-0.211496507,0.92,-0.208200698,0.087645739,-0.295846436,0.533624976,-0.156483385,0.377141591
4/1/1984,0.070238478,0.064686448,0.005552029,-0.58250984,-0.547476937,-0.035032903,-0.370569967,-0.021908531,0.012383465,-0.146354873,0.158738338,-0.453018073,-0.117882792,-0.012325719,-0.008652006,-0.003673713,-0.001336984,-0.000458876,-0.332704156,-0.17950946,0.150086333,-0.150028586,-0.482790488,-0.029480874,-0.824925024,-0.140250199,-0.965175224,-0.454355058,-0.118341669,-0.572696726,-0.512271362,5.77E-05,-0.512213616,0.452961608,0.572754473,0.60444139,-0.031686918,-0.392478497,-0.119792865,-0.112220522,-0.007572343,1.05931789,0.929316431,0.929316432,,0.86900298,0.127641703,0.996644683,0.066698339,1.82,0.544744519,0.596612276,-0.051867757,1.4215373,0.088382442,1.509919742
7/1/1984,0.067123437,0.060674852,0.006448585,-0.382394791,-0.369541672,-0.012853119,-0.119039116,-0.020252097,-0.150860409,-0.125588203,-0.025272206,-0.432624344,-0.116275219,0.037121787,0.031120995,0.006000792,-0.001117248,-0.000362879,-0.30301803,-0.125991945,0.00584879,-0.119587411,-0.30886682,-0.006404534,-0.552780708,-0.136890196,-0.689670904,-0.433741592,-0.116638098,-0.55037969,-0.315271354,-0.113738622,-0.429009976,0.260660928,0.436641069,0.439590382,-0.002949313,-0.139291213,-0.175980141,-0.189827704,0.013847563,-0.068043697,-0.803462415,-0.803462414,,-0.54200224,0.70508385,0.16308161,-0.179664079,0.69,-0.527388541,-1.106480446,0.579091904,-0.553699737,0.7159821,0.162282363
10/1/1984,0.050556135,0.045777271,0.004778864,-0.275690168,-0.275009593,-0.000680575,-0.15173189,-0.018499009,-0.221800866,-0.133889911,-0.087910955,-0.438089392,-0.110448353,0.001364998,0.001626919,-0.000261921,-0.003257744,-0.001069378,-0.315516357,-0.130053544,-0.086284036,-0.134151833,-0.229232321,0.004098289,-0.593079026,-0.13001674,-0.723095766,-0.441347136,-0.111517731,-0.552864867,-0.225134032,-0.220435868,-0.445569901,0.277525866,0.332428998,0.3550631,-0.022634102,-0.1702309,-0.054903133,-0.077500431,0.022597298,0.993204198,1.14431694,1.14431694,,0.146042821,-0.170594196,-0.024551374,1.032899305,1.74,0.528152843,0.828800583,-0.300647739,1.421879609,-0.170630999,1.25124861
1/1/1985,0.017815159,0.017226963,0.000588195,-0.138291751,-0.146076181,0.00778443,-0.108989818,-0.008465023,-0.553510826,-0.115568298,-0.437942529,-0.391822426,-0.099932797,-0.052006861,-0.044617851,-0.00738901,-0.004669677,-0.002084408,-0.611409598,-0.114584682,-0.48256038,-0.122957308,-0.128849218,0.008372626,-0.50548192,-0.110482228,-0.615964148,-0.396492103,-0.102017205,-0.498509307,-0.120476592,-0.605517688,-0.72599428,-0.110030131,-0.10700838,-0.086068277,-0.020940103,-0.117454841,-0.003021751,-0.0198594,0.016837648,0.131130758,-0.025491548,-0.025491551,,0.234422385,0.24824515,0.482667535,-0.498992434,0.92,-0.503240678,-0.636901146,0.133660468,-0.131419226,0.244142696,0.11272347
4/1/1985,0.014386442,0.01106421,0.003322232,-0.139143604,-0.145947593,0.006803989,-0.060113807,0.000118185,0.144970217,-0.087420028,0.232390245,-0.334962553,-0.075464721,-0.039627754,-0.034581113,-0.005046641,-0.005230477,-0.002250704,0.06292575,-0.082340449,0.197809133,-0.092466669,-0.134883383,0.010126221,-0.400306838,-0.077597241,-0.477904078,-0.34019303,-0.077715425,-0.417908456,-0.124757163,0.105342464,-0.019414699,0.458489379,0.523250919,0.538002163,-0.014751244,-0.059995623,-0.06476154,-0.074769576,0.010008036,1.068541737,0.643493372,0.643493371,,0.066461218,0.46098474,0.527445959,0.465658415,1.85,1.085063414,0.706419122,0.378644292,1.10672596,0.456241533,1.562967492
7/1/1985,0.010128399,0.004711175,0.005417224,-0.067582548,-0.082711351,0.015128803,-0.024917266,0.003162097,-0.114274895,-0.071855695,-0.042419199,-0.289476954,-0.075651888,-0.053869016,-0.045143716,-0.0087253,-0.007367324,-0.003041035,-0.165563091,-0.060034969,-0.087562915,-0.080580995,-0.078000176,0.020546027,-0.321761544,-0.075530827,-0.397292371,-0.296844278,-0.078692924,-0.375537202,-0.057454149,-0.168143911,-0.22559806,0.171694311,0.207393291,0.209281363,-0.001888072,-0.021755169,-0.03569898,-0.05308291,0.01738393,1.140548608,0.838255723,0.838255721,,-0.020131158,0.318081263,0.297950106,0.813290082,1.93,0.930738927,0.672692632,0.258046295,0.994454176,0.333577122,1.328031297
10/1/1985,0.009137909,0.002846331,0.006291579,-0.180482348,-0.180790246,0.000307898,-0.019826916,0.002913955,-0.33366063,-0.04184953,-0.2918111,-0.189783721,-0.047597623,-0.05923943,-0.048751764,-0.010487666,-0.006862963,-0.002939343,-0.518506779,-0.045737719,-0.340562864,-0.052337196,-0.177943915,0.006599477,-0.2164736,-0.047623011,-0.264096611,-0.196646684,-0.050536966,-0.24718365,-0.171344439,-0.39290006,-0.564244499,-0.300147888,-0.14571641,-0.14391618,-0.00180023,-0.016912961,-0.154431478,-0.158116999,0.003685522,-0.441655495,-0.34734279,-0.347342792,,-0.311798067,-0.090949371,-0.402747438,-0.076782174,0.35,-1.00253666,-0.86584957,-0.136687091,-0.64937597,-0.08906408,-0.73844005
1/1/1986,0.028888232,0.022200141,0.006688091,-0.137722537,-0.143200263,0.005477726,-0.057693266,0.001047698,-0.023823111,-0.020285189,-0.003537922,-0.081288624,-0.019184486,-0.065513879,-0.051307829,-0.014206051,-0.006716304,-0.002536952,-0.175845873,-0.022325422,-0.054845751,-0.034491239,-0.121000122,0.012165817,-0.145698193,-0.02067374,-0.166371933,-0.088004927,-0.021721438,-0.109726365,-0.108834305,-0.08933699,-0.198171295,-0.031799362,0.020389375,0.033159177,-0.012769801,-0.056645568,-0.052188737,-0.063306856,0.011118119,-0.106503053,-0.444386338,-0.444385983,,0.083941926,0.381093768,0.465035694,-0.632389483,0.66,-0.261463865,-0.620232211,0.358768346,-0.474534018,0.379442086,-0.095091932
4/1/1986,0.057287019,0.045935181,0.011351838,-0.026412328,-0.045832594,0.019420265,0.016949953,0.000530645,-0.007172842,-0.021762489,0.014589646,0.018654352,0.008615099,-0.024454608,-0.01711028,-0.007344328,-0.006219104,-0.002081469,-0.002418046,0.001665286,-0.002520634,-0.029106817,0.000102588,0.030772103,0.0293852,0.007064275,0.036449475,0.012435248,0.00653363,0.018968878,0.030874691,-0.031627451,-0.000752759,-0.037202235,-0.050596328,-0.014955881,-0.035640447,0.017480597,0.013394094,-0.016847365,0.030241458,0.992112647,1.236279369,1.236279373,,0.395433769,-0.211917767,0.183516002,0.735658249,1.75,1.023608843,1.233861323,-0.21025248,1.204476123,-0.217316755,0.987159368
7/1/1986,0.068707947,0.056008904,0.012699043,0.026736864,0.000671781,0.026065082,0.021598748,0.00039844,-0.083948928,-0.056623257,-0.027325671,0.043303284,0.01039901,-0.002841421,0.000690852,-0.003532273,-0.005262489,-0.001665337,0.030045865,-0.021391405,-0.02663482,-0.06015553,0.056680685,0.038764126,0.059639543,0.009132113,0.068771656,0.038040795,0.008733673,0.046774468,0.095444811,-0.08679035,0.008654461,-0.060117195,-0.133564818,-0.064675615,-0.068889203,0.021997187,0.073447623,0.035081937,0.038365686,1.105166412,1.23861952,1.238619523,,0.370401832,-0.097319356,0.273082476,0.75594483,1.87,1.149954625,1.268665386,-0.118710761,1.209025843,-0.127842874,1.081182969
10/1/1986,0.075913307,0.062547197,0.01336611,0.021794496,-0.002992241,0.024786738,-0.033433095,-0.000621469,-0.153825682,-0.074594135,-0.079231547,0.077124839,0.01762439,-0.028995572,-0.019654968,-0.009340604,-0.002038304,-0.000606651,-0.039331559,-0.045781891,-0.098886515,-0.083934739,0.059554955,0.038152848,0.04165344,0.016396271,0.058049711,0.075086536,0.017017739,0.092104275,0.097707804,-0.182821254,-0.085113451,-0.143163162,-0.274925529,-0.173973051,-0.100952479,-0.034054564,0.131762368,0.092988051,0.038774317,-1.120237478,-1.621447123,-1.62144712,,-0.524226805,0.564227672,0.040000867,-1.281153339,-0.33,-1.142332901,-1.660778682,0.518445781,-1.702432122,0.50204951,-1.200382612
1/1/1987,0.079079141,0.063449145,0.015629996,-0.113100596,-0.118249574,0.005148978,-0.064485399,-0.002493078,0.187883712,-0.054834841,0.242718553,0.117757989,0.01988742,0.005887448,0.001937173,0.003950275,-0.000531826,-0.000222911,0.189855297,-0.030105591,0.244655726,-0.050884566,-0.054800429,0.020778975,0.052740764,0.01717143,0.069912193,0.117226163,0.019664508,0.136890671,-0.034021454,0.19377116,0.159749705,0.089837512,0.056880489,0.127429563,-0.070549074,-0.066978478,0.032957023,0.00968497,0.023272053,-0.241090331,-0.395369367,-0.39536975,,-0.714069347,0.221828428,-0.492240919,0.069821265,0.54,-0.013791234,-0.20551407,0.191722837,-0.258254834,0.174551407,-0.083703427
4/1/1987,0.053687295,0.041712278,0.011975017,-0.178860615,-0.174920751,-0.003939863,-0.065966962,-0.002806665,-0.57180381,-0.121001245,-0.450802564,0.110020965,0.003245349,-0.033922547,-0.03229053,-0.001632017,0.001010032,0.000180072,-0.616301567,-0.114598109,-0.483093094,-0.122633262,-0.133208473,0.008035154,0.045064034,0.000618756,0.045682791,0.111030997,0.003425421,0.114456418,-0.12517332,-0.605726357,-0.730899676,-0.776582467,-0.720182774,-0.594124091,-0.126058683,-0.068773627,-0.056399692,-0.067241511,0.010841818,-0.071206087,0.383142324,0.383142322,,-0.012032064,-0.413527916,-0.42555998,0.278296672,0.7,-0.761285268,-0.233159244,-0.528126025,-0.278223278,-0.528744781,-0.806968059
7/1/1987,0.037002415,0.026390598,0.010611818,-0.302492687,-0.28158646,-0.020906227,-0.116945488,-0.006410611,-0.189504512,-0.055443437,-0.134061076,0.094092761,0.009864321,-0.078238075,-0.069444052,-0.008794023,0.001599524,0.000299615,-0.45870099,-0.07453187,-0.203505127,-0.06423746,-0.255195862,-0.01029441,-0.021253203,0.003753325,-0.017499877,0.095692285,0.010163936,0.105856221,-0.265490272,-0.267742588,-0.53323286,-0.515732982,-0.373598808,-0.299197412,-0.074401396,-0.123356098,-0.142134174,-0.138250375,-0.003883799,-0.634615782,-0.703664872,-0.703664874,,-0.783219386,0.090286664,-0.692932722,0.004984554,0.13,-1.146611068,-1.162365862,0.015754794,-1.141112659,0.012001469,-1.12911119
10/1/1987,0.01540392,0.007159718,0.008244201,-0.286075845,-0.266780761,-0.019295084,-0.127812834,-0.010382506,-0.02710046,-0.027465953,0.000365493,-0.021979363,-0.026557175,-0.057354648,-0.05294661,-0.004408038,-0.000925585,-0.000389152,-0.31220216,-0.042924874,-0.052581117,-0.031873992,-0.259621043,-0.011050882,-0.150717782,-0.037328833,-0.188046615,-0.022904948,-0.026946327,-0.049851275,-0.270671925,-0.084455108,-0.355127033,-0.167080419,-0.034603834,-0.029676169,-0.004927665,-0.13819534,-0.132476585,-0.131808209,-0.000668376,0.559287807,0.262351119,0.262351117,,0.464916179,0.313820126,0.778736305,-0.264420768,1.33,0.221044211,-0.049851041,0.270895252,0.100866741,0.308224085,0.409090826
1/1/1988,-0.008846596,-0.011553196,0.0027066,-0.04042162,-0.035466204,-0.004955415,-0.073706321,-0.004282244,-0.244610211,-0.063351048,-0.181259163,-0.001397942,-0.012599237,-0.033124193,-0.035502856,0.002378663,-0.000380351,-0.00027255,-0.26378142,-0.0632212,-0.216762019,-0.060972385,-0.047019401,-0.002248815,-0.075484614,-0.017154031,-0.092638644,-0.001778293,-0.012871787,-0.01465008,-0.049268216,-0.277734404,-0.32700262,-0.234363975,-0.263084324,-0.214983726,-0.048100598,-0.077988565,0.028720349,0.02668692,0.002033429,-1.409625554,-1.253666584,-1.253666565,,-0.51629278,-0.19367098,-0.70996376,-0.604022244,-0.67,-1.774340184,-1.517448003,-0.25689218,-1.44196339,-0.23973815,-1.681701539
4/1/1988,-0.008701919,-0.011797243,0.003095324,-0.102366955,-0.089052534,-0.01331442,-0.10709274,-0.006744742,-0.066046633,-0.022830438,-0.043216194,-0.028523558,-0.021074555,-0.054446575,-0.051279313,-0.003167262,-0.001299546,-0.0005186,-0.195345285,-0.036216796,-0.094495508,-0.0259977,-0.100849778,-0.010219096,-0.136915844,-0.028337898,-0.165253742,-0.029823104,-0.021593156,-0.051416259,-0.111068874,-0.120493208,-0.231562082,-0.06630834,-0.069076948,-0.064672404,-0.004404545,-0.113837482,0.002768608,0.006242962,-0.003474354,-0.441545502,-0.771343338,-0.77134334,,-0.342097247,0.331202833,-0.010894414,-0.428782364,0.29,-0.671702587,-0.966688624,0.294986037,-0.82977278,0.323323935,-0.506448845
7/1/1988,0.0036114,-0.000750372,0.004361772,-0.080087019,-0.069755913,-0.010331106,-0.07550569,-0.004537956,0.027837549,-0.028301037,0.056138585,-0.037091259,-0.016227208,-0.061057348,-0.056363227,-0.004694122,0.000143023,-5.94E-05,-0.070730926,-0.038964493,-0.000224642,-0.032995158,-0.070506285,-0.005969335,-0.112453925,-0.020824515,-0.133278441,-0.036948236,-0.01628656,-0.053234795,-0.076475619,-0.0332198,-0.109695419,0.023583022,0.020014996,0.036723594,-0.016708598,-0.080043645,0.003568026,0.004999405,-0.001431379,-0.663452988,-0.404624105,-0.404624107,,0.063873307,-0.246791855,-0.182918547,-0.510366412,0.03,-0.761111378,-0.475355031,-0.285756347,-0.362901105,-0.264931832,-0.627832938
10/1/1988,0.038870139,0.030514701,0.008355438,-0.085596321,-0.074508999,-0.011087322,-0.043027214,8.03E-05,0.010929215,-0.030937469,0.041866683,-0.089540419,-0.033171691,-0.077812783,-0.0703089,-0.007503883,-0.001195135,-0.000451162,-0.072436514,-0.041173236,-0.028442216,-0.038441352,-0.043994298,-0.002731884,-0.133762768,-0.03354259,-0.167305358,-0.090735554,-0.033622853,-0.124358407,-0.046726182,-0.066883568,-0.11360975,0.053695608,0.057474839,0.062293338,-0.004818499,-0.042946951,-0.003779231,-0.000967084,-0.002812147,0.938907645,0.669251879,0.669251877,,0.21617114,0.281724016,0.497895156,0.402504471,1.62,0.837366145,0.596815365,0.24055078,0.730578133,0.27409337,1.004671504
1/1/1989,0.10181523,0.087707069,0.014108161,-0.085831162,-0.070943974,-0.014887188,-0.042777765,0.0001153,-0.30275435,-0.067974848,-0.234779503,-0.154161935,-0.050828469,-0.065368594,-0.061771166,-0.003597428,-0.001987602,-0.000656662,-0.279787574,-0.072351303,-0.296550669,-0.071572276,0.016763095,-0.000779027,-0.198927302,-0.051369831,-0.250297133,-0.156149537,-0.051485131,-0.207634668,0.015984068,-0.368122944,-0.352138876,-0.101841743,-0.160488276,-0.140401132,-0.020087145,-0.042662465,0.058646533,0.05954086,-0.000894327,-1.019783617,-1.110657149,-1.110618153,,0.002413355,0.115952474,0.11836583,-1.200971871,-0.34,-1.346843551,-1.390444723,0.043601172,-1.19151742,0.094971003,-1.096546418
4/1/1989,0.12833218,0.109911313,0.018420867,-0.070516143,-0.057810118,-0.012706025,-0.029093225,0.00220814,-0.032169243,-0.051298695,0.019129452,-0.124252487,-0.035278764,-0.022256338,-0.029921757,0.007665419,-0.00250353,-0.00085625,0.041308891,-0.037918435,-0.010792304,-0.043633276,0.052101195,0.005714842,-0.155849242,-0.033926874,-0.189776116,-0.126756017,-0.036135014,-0.162891031,0.057816037,-0.054425581,0.003390456,0.193166572,0.10846545,0.115963713,-0.007498262,-0.026885085,0.084701122,0.08119442,0.003506702,0.608518042,0.343225254,0.343226129,,0.085820929,0.290239594,0.376060523,0.16525189,1.26,0.636855304,0.384534145,0.252321159,0.540383386,0.286248033,0.82663142
