"","date","fim_bars","fim_bars_ma","state_local_cont","federal_cont","taxes_transfers_cont","subsidies_cont","recession","state_health_outlays","state_social_benefits","state_noncorp_taxes","state_corporate_taxes","state_subsidies","federal_health_outlays","federal_social_benefits","federal_noncorp_taxes","federal_corporate_taxes","federal_subsidies","health_outlays","social_benefits","noncorp_taxes","corporate_taxes","subsidies","federal_nom","federal_cgrants","federal_igrants","pi_federal","state_local_nom","pi_state_local","pi_state_local_c","pi_state_local_i","gdp","gdppot","gdppoth","pi_gdp","pce","pi_pce","add_state_health_outlays","add_state_social_benefits","add_state_noncorp_taxes","add_state_corporate_taxes","add_state_expenditures","add_federal_health_outlays","add_federal_social_benefits","add_federal_noncorp_taxes","add_federal_corporate_taxes","add_federal_subsidies","federal_cgrants_cont","federal_igrants_cont","federal_cont_0","state_local_cont_0","purchases_cont","subsidies_net","health_outlays_net","social_benefits_net","noncorp_taxes_net","corporate_taxes_net","state_subsidies_net","state_health_outlays_net","state_social_benefits_net","state_noncorp_taxes_net","state_corporate_taxes_net","federal_subsidies_net","federal_health_outlays_net","federal_social_benefits_net","federal_noncorp_taxes_net","federal_corporate_taxes_net","health_outlays_net_xmpc","state_health_outlays_net_xmpc","federal_health_outlays_net_xmpc","social_benefits_net_xmpc","state_social_benefits_net_xmpc","federal_social_benefits_net_xmpc","noncorp_taxes_net_xmpc","state_noncorp_taxes_net_xmpc","federal_noncorp_taxes_net_xmpc","corporate_taxes_net_xmpc","state_corporate_taxes_net_xmpc","federal_corporate_taxes_net_xmpc","subsidies_net_xmpc","state_subsidies_net_xmpc","federal_subsidies_net_xmpc","transfers_net_taxes","state_transfers_net_taxes","federal_transfers_net_taxes","state_taxes_transfers_cont","federal_taxes_transfers_cont","health_cont","social_benefits_cont","noncorp_cont","corporate_cont","state_subsidies_cont","federal_subsidies_cont"
"62",1985-06-30,1.04202933091634,0.124513352385089,0.26849639147669,0.804780205236805,-0.0215971060657889,-0.0096501597313631,0,17.564687196,51.54,345.7,19.6,0.3,90.735312804,240.66,628.3,56.3,20.7,108.3,292.2,974,76,21,447.3,53.664687196,19.408,0.00235413140333485,453.2,0.00985794449218957,0.0114350306248523,0.00308589062232123,4294.9,0.0152604538797469,0.00934285642431387,0.00591759745543308,2681.8,0.00811212248162385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0997930185233469,0.203504745433989,0.701068478326162,0.372208118387332,1.07327659671349,-0.468300054915286,0.1445357422988,-4.69336284475264,-52.6120737160911,-3.05625186099137,-0.00523649367178131,0.0581287236778074,-0.252528246227868,1.08799864455887,-0.749099578118752,-0.463063561243505,0.0864070186210029,-4.44083459852473,-53.8018178585406,-2.40715228287261,0.141190151670342,0.0333663846619347,0.107823767008409,-1.50165085783056,0.166569504201531,-1.66822036203211,1.64803631576925,-0.884453615690477,2.55142893890367,-0.413920540568751,-0.052145533603766,-0.358561086176129,-0.10205526423903,-0.0130086859191452,-0.0876140982900444,-0.228400195198751,-0.749671946349922,0.544857159413802,-0.070887612533679,0.0515206996750794,0.0133506833407727,-0.141993367484333,0.155835309514373,-0.0391395717052386,-0.00123007762461777,-0.00828462940665163
"63",1985-09-30,0.922611499613044,0.47657475120656,0.294754532070573,0.860093612980176,-0.225102415709067,-0.00713422972863751,0,17.9679580755,52.516,351.5,20.9,0.3,92.4320419245,242.684,666.5,60.8,21,110.4,295.2,1018,81.7,21.3,463.1,54.2679580755,20.036,0.00533773291925455,464.3,0.00828494193031637,0.00930450150743334,0.00410186292941384,4386.8,0.0159178090477885,0.00928129165680391,0.00663651739098459,2754.1,0.00783906309029092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.036706782178709,0.0342973979175941,0.862502997241291,0.292345147809458,1.15484814505075,-0.0595274496889893,0.245865580889642,-2.00256765710105,27.3247744763296,4.3988530392208,-0.00513610642412843,0.102557203682725,0.0936169163347316,-0.118506636070663,0.964441046956939,-0.0543913432648608,0.143308377206907,-2.09618457343586,27.4432811124003,3.53612402773856,0.108853263553027,0.0581883127049666,0.0506649508480589,-0.725378198145238,0.380957887727348,-1.10633608587262,-1.15097015991912,-0.744900697093345,-0.399517267079232,-0.57288381040703,-0.0923423061212177,-0.480717984679446,-0.0766020081538131,-0.00888469515314021,-0.0691625050067509,-2.41698091307218,-0.406981497935389,-2.00506889178999,-0.0379036995446123,-0.186739518199724,0.0101379090132974,-0.0675571676309332,-0.107194128842965,-0.0533547985198286,-0.000827464681658731,-0.0064413611498988
"64",1985-12-31,-1.00314482998303,0.0943295501598704,-0.154391166210802,-0.275097828897232,-0.565636494009249,-0.00801934086575061,0,18.4160368305,53.788,357.4,20.5,0.3,94.2839631695,241.812,676.5,59,21.7,112.7,295.6,1033.9,79.5,22,466.4,55.4160368305,21.184,0.00656434018727658,472.1,0.0092594891145148,0.0100427460472781,0.00595744680851062,4444.1,0.0143390377108037,0.00913422371441963,0.00520481399638406,2779.4,0.00697216755693009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0097915349646253,0.0771061629800827,-0.361995526841941,-0.0674934682660941,-0.429488995108035,0.356933865920251,0.521854403642976,-4.35460670330247,-0.496306314233834,-3.51589216686928,-0.00483191738140493,0.158679791888787,0.426156755993787,0.238603468120573,-0.736623577571208,0.361765783301657,0.363174611754204,-4.78076345929628,-0.734909782354634,-2.77926858929806,0.112470330370543,0.0709904239715913,0.0414799063989498,-1.94635072565194,0.315775604822849,-2.26212633047482,-3.63708625204565,-0.451089292461825,-3.1855494937107,-0.644420671197693,-0.113727123324322,-0.534203361600338,-0.0879481112746869,-0.00876333932338122,-0.0806024369064481,-6.20333542979943,-0.186813726315088,-6.02100171629336,-0.0170341685342471,-0.5490108248649,0.0102553415127695,-0.177473395245002,-0.331639122097716,-0.0587599773135491,-0.000799064404429764,-0.00734954289290126
"65",1986-03-31,-0.277699848267498,0.170949038069714,0.545626732376841,-0.628346998757533,-0.194321528469748,-0.000658053417058579,0,18.735024145,54.62,363,21.4,0.3,96.364975855,250.18,679,63,22.8,115.1,304.8,1042,84.4,23.1,464,56.335024145,19.72,-0.00253188836674012,482.8,0.00415682802046446,0.00367122170099954,0.00621827411167497,4507.9,0.0139138987452654,0.00899038579152101,0.00492351295374438,2823.6,0.00709140655536333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0195613246651662,-0.160768682197908,-0.487139641224791,0.404419374844099,-0.0827202663806921,0.746200568368547,0.587582002506139,4.4462221822609,-8.52696510744386,3.62149750842271,-0.00482453770406532,0.0228244343393236,-0.0330074467541905,-0.147632584776431,0.570323256888869,0.751025106072611,0.564757568166812,4.47922962901526,-8.37933252266726,3.05117425153382,0.33746348910095,0.0769927845574446,0.260470704543508,-1.48597088015143,0.0527035453529539,-1.53867442550436,-0.279864657625508,-0.230447600752377,-0.0429695910000099,-0.723277575028147,-0.156720151152864,-0.566678899863411,-0.00731113797687507,-0.00861445689478287,0.00133416834611901,-2.15896076168101,-0.266085878889625,-1.88651804347816,-0.0239495851929187,-0.169799783396247,0.0303740680093562,-0.133747744663841,-0.0251897713935787,-0.0651000270046261,-0.000775361211024312,0.000120084457696183
"66",1986-06-30,1.01548492721363,0.164312937144034,-0.253111632207534,1.25738777944351,0.00666652543211446,0.0045422545455306,0,19.180036595,56.348,367.4,22,0.3,98.419963405,251.652,683.4,63.4,23.9,117.6,308,1050.8,85.5,24.2,477.8,59.880036595,20.556,-0.0024998557775513,489.7,0.00440906307409672,0.00299735826051606,0.0102787236725943,4545.3,0.0123933462175319,0.00888603328928728,0.00350731292824458,2851.5,-0.00105344865823898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255157505722605,0.0406460651488895,0.96158420857202,0.0426919386639607,1.00427614723598,0.919067295022781,1.59846950896635,0.81262820445653,0.638446814447661,0.438929857139513,-0.00234977538931447,0.298268787819556,1.30018422745212,1.55677177892949,0.432382688895569,0.921417070412097,1.30020072114679,-0.487556022995705,-0.918324964481826,-0.0934528317560464,0.664598586601148,0.131024298989338,0.533574287611811,-0.247122894079371,0.402063851930952,-0.649186746010331,-0.121518806549172,-0.259290942802943,0.144106211107151,-0.272016884148527,-0.0819238434230844,-0.183547850046904,0.0511900731644935,-0.00685560932164145,0.0595015319143463,0.0751300749885719,0.185017755372621,-0.095552565423927,0.0164172013906804,-0.00847867658323628,0.0589719014708532,-0.02192798368015,-0.010782741990654,-0.0241369049134654,-0.000608319556480086,0.00527975615380521
"67",1986-09-30,1.14366541136059,0.219576415080922,-0.12430108095431,1.23920496720192,0.0189503278242765,0.00981119728870518,0,19.625049045,57.648,375.9,22.4,0.3,100.474950955,255.352,696.6,64.6,25.1,120.1,313,1072.6,86.9,25.5,495.1,62.225049045,21.284,0.0014265610240396,498.5,0.00865748079502482,0.008559995947931,0.00911303913613382,4607.7,0.0135519080046149,0.00879575112350084,0.00475615688111408,2917.2,0.00527279791308199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114909878796041,0.0316693646116162,1.09262572379427,0.0222781624533468,1.11490388624761,0.959541113314696,0.845538633297863,0.666886896732478,7.01676867235869,0.197139057372169,-0.00422056471097487,0.175177164639788,0.507265398886645,3.33121508395948,0.0904919211951771,0.863761678025671,0.670361468658058,0.159621497845933,3.58555358839931,0.308053991080641,0.799525023392998,0.147363790204677,0.65216123318832,0.353504380533174,0.495134760505132,-0.141630379971927,-1.01925579733822,-0.666130663201223,-0.340893377224784,-0.0299233815296238,-0.0396030717417356,0.00610582332202227,0.111487087590879,-0.00669528568825133,0.110107373279131,0.21533731264921,-0.0699304699214014,0.285850672592762,-0.00615409059216345,0.0251557144824554,0.0703605943187907,0.0311094432079884,-0.0896975598827991,-0.00263334710840858,-0.000589205173542017,0.00968977830102572
"68",1986-12-31,-1.16571987523777,0.178932653767238,0.865687960342471,-1.97283200026744,-0.073046637843896,0.0144708025310915,0,20.11456274,58.108,385,24.8,0.3,102.68543726,254.892,714,73.1,26.5,122.8,313,1099,97.9,26.8,489.8,54.41456274,18.32,0.00113577299940326,506.6,0.0127176015473889,0.0131830052229811,0.0108245190820808,4657.6,0.0146421332846456,0.00870714915310766,0.00593498413153792,2952.8,0.00605491755005882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.796284674319487,-0.293396881456497,-0.883150444491452,-0.223993595433514,-1.10714403992497,0.923567299069255,0.927075788949708,-4.62052687809108,10.5662072541836,9.71717640349483,-0.00442862001094996,0.199807411944796,-0.391003621304137,3.55093912627967,2.06932970584907,1.02947212575052,0.727268377004918,-4.22952325678705,7.11674433457415,7.54637049097545,0.890699835087013,0.156617504717279,0.734082330369731,0.293672341205735,0.311273675613099,-0.0176013344073496,-1.85918632451656,-0.889638492304168,-0.96349322010062,-0.333321126815759,-0.107479716636635,-0.229366070180203,0.166692792056276,-0.00669866803255203,0.173510663777456,-0.841442482983299,-0.535925696642977,-0.302867630540986,-0.0465243567630685,-0.0262923046674901,0.0773227280497439,0.0254940504985771,-0.161398209476881,-0.0289360094464274,-0.000581519459387723,0.0150626702066069
"69",1987-03-31,-0.0388625459845991,0.238641979337963,0.222110338007944,-0.458164497570556,0.176714378806649,0.0204772347713645,0,20.6233774824,57.096,391,22.7,0.3,105.1766225176,259.004,713.1,76,28,125.8,316.1,1104.1,98.7,28.3,492.1,51.3233774824,18.76,-0.00171134099911541,516.5,0.0143007210046315,0.0162085801382934,0.00640476481866759,4722.2,0.0143659666595473,0.00857294680285769,0.00579301985668956,2983.5,0.00940272569285661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.381283168166631,0.0142226316638318,-0.0911039610677565,-0.144950198494856,-0.236054159562612,1.01825197711486,0.792587417526278,-2.52638549115863,-14.65526407279,-0.959818337330432,-0.00539270174871431,0.147241950191265,-2.05653037738098,-0.920633910850086,-2.54579667789372,1.02364467886357,0.645345467335019,-0.469855113777498,-13.73463016194,1.58597834056329,0.936826053466544,0.184611445783966,0.752214607682578,-1.27516438531366,-0.144018983777929,-1.13114540153572,2.09000812871074,-0.672543611134829,2.76247932491859,0.0675555082832223,0.0456981784583536,0.0217320031241743,0.238436921677768,-0.00376953592242891,0.246125661288825,2.05766222682462,-0.590022506592867,2.65140619547844,-0.0506718057877763,0.227705788000553,0.080455689923269,-0.10951257173769,0.17949228175118,0.00580174409852476,-0.000323732044179741,0.0211375524981815
"70",1987-06-30,-0.723114619808161,-0.196007907417484,-0.443574765513945,0.395720107608924,-0.705203521560829,0.0299435596576896,0,21.1144102796,57.18,407,24.5,0.3,107.2855897204,261.92,770.5,87.3,30.2,128.4,319.1,1177.6,111.8,30.4,501.2,54.0144102796,19.56,0.00475759385172481,524,0.0122160762622101,0.0131453796063703,0.0084110255370895,4806.2,0.0152290664255803,0.00844153563358363,0.00678753079199668,3053.3,0.00964134906395553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134100156508346,0.04098479119378,0.220635159906798,-0.268489817811819,-0.0478546579050209,1.58825436305964,0.325173105049544,-2.71599985289208,53.534687005447,11.3152192803529,-0.00542486540926174,0.118102640111935,-0.948460384690669,8.92959208326226,1.38951851736586,1.6936792284689,0.207070464937644,-1.76753946820145,44.5050949221848,9.92570076298702,0.650334362585263,0.144074062549752,0.506260300035519,-2.0691056982171,-0.649964021510056,-1.41914167670701,-6.85690629965735,-1.46575839487599,-5.37923647718157,-0.403101232036035,-0.0199477693240497,-0.38327878941268,0.353498693538855,-0.00378234470541838,0.365419146079429,-8.32528017378637,-1.99537846786576,-6.30997749718632,-0.16902108914199,-0.534494726795673,0.0550874052420705,-0.175266248631324,-0.580823031608772,-0.0341452062204934,-0.000320388353345338,0.0309532968598898
"71",1987-09-30,-1.09666398255968,-0.756090255897553,0.190401065617579,-0.807897562398789,-0.508463363510129,0.0292958777316592,0,21.6054430768,57.192,407.4,24.8,0.3,109.0945569232,261.608,760.3,91.3,31,130.7,318.7,1167.7,116.2,31.3,504.1,51.4054430768,18.828,0.00722720650256869,532.1,0.0119523765231142,0.0126859563814934,0.00890362777610276,4884.6,0.0160343424938258,0.00832443226675328,0.00770991022707257,3117.4,0.00947748200534893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.311583450990824,-0.0889668223909336,-0.407347289017031,-0.210149207764179,-0.617496496781211,0.358821806128095,0.0142342074620956,-6.08059084422786,-30.8635342468274,2.40974598437899,-0.00534057428163065,0.115155875496566,-1.00591345807882,-6.84537910874559,-0.136146899666503,0.262382188982514,-0.100921668034488,-4.97467738614915,-23.9163749466547,2.44589288404548,0.463290866772216,0.130569272492527,0.332721594279696,-3.58728818993317,-0.990429264327287,-2.57435892560591,-2.39311156582569,-0.706661334641763,-1.68675242655539,-0.94433727415405,-0.106721356163248,-0.834407911358163,0.352004618884752,-0.00376509233502065,0.355689068597181,-6.10944154425595,-1.67700777497479,-4.40710860064258,-0.139570369520602,-0.366785285726152,0.0385577684467742,-0.298555048889615,-0.199168704242495,-0.0785932565564521,-0.000313352947028476,0.0296025191292232
"72",1987-12-31,0.251520602770122,-0.40178013639558,0.3527269374518,0.221403801303677,-0.340870161013097,0.0182600250277419,0,22.0518365288,56.808,416.1,23.6,0.3,110.6481634712,263.292,781.5,87.1,30.8,132.7,320.1,1197.7,110.7,31.1,513.7,50.8518365288,18.696,0.00209360309091955,542.3,0.00597453927110614,0.00610901138605624,0.00529901589704762,5008,0.0157668876130177,0.00825570818316868,0.00751117942984902,3150.9,0.00864168993047532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10580447300741,-0.0317084997733537,0.35891677408444,0.215213964671036,0.574130738755476,-0.728888560957056,-0.208489933453279,-3.9852007788183,10.268908222698,-7.46347766080544,-0.00506921943409322,0.0813176789096346,-1.35039599291552,1.81600000850136,-1.61905547321837,-0.723819341522962,-0.289807612362921,-2.73649452571414,8.35290821419653,-5.74273244777569,0.207788579231543,0.103909082559615,0.103879496671932,-3.4443398175968,-1.20629254793985,-2.2384274611145,-0.443077711076657,-0.374489602578956,-0.0628903038691624,-0.705889317395788,-0.0551678388773844,-0.654236463212811,0.22298229562627,-0.00374183643103243,0.222843489434711,-4.16253597121143,-1.5357827432676,-2.62883124208983,-0.125765282173984,-0.215275047462624,0.0170158112624611,-0.282057062408123,-0.036283643375233,-0.0578052915199434,-0.000306419066538299,0.0182486581857029
"73",1988-03-31,-1.71012035118976,-0.819594587696869,-0.186167599867833,-1.20894301455627,-0.322929178500882,0.00791944173523246,0,22.2571986013,57.896,423.1,23.4,0.3,112.0428013987,278.104,796.9,84.5,30,134.3,336,1220,108,30.4,505.8,55.4571986013,18.972,0.0136369679588231,551.1,0.00513956781945279,0.00444171431271556,0.00804533925174389,5073.4,0.0158521741427111,0.00811958979512606,0.00773258434758506,3231.9,0.00789775231379464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316820821838617,-0.00209421034027794,-1.52366962605461,0.128559011630506,-1.39511061442411,-1.19813933958743,-0.525501297853765,10.7728487909345,3.11602935614565,-4.47311977145752,-0.0048052026326762,-0.147849737311788,0.17808682947642,0.335183948478175,-0.57800927377053,-1.29333413695476,-0.377651560541977,10.5947619614581,2.88244714187852,-3.99511049768698,-0.0887813817289661,0.0375134528714283,-0.126294834600392,-0.452012104125849,-0.703503676396932,0.251111380813498,-3.18043119507041,-0.834292378007658,-2.3465264090539,-0.421000044430928,0.0282748114362531,-0.446052603317829,0.0991514105251104,-0.00224373970952496,0.0933071548862782,-4.04307331483104,-1.47425152980643,-2.57445531127235,-0.117751719633102,-0.205627421028143,-0.00709116467483755,-0.03610320320494,-0.254028050724474,-0.0336262016318633,-0.000179212436863016,0.00745264815385609
"74",1988-06-30,-0.656631354497518,-0.802973771369209,0.295842881391672,-0.718712887593111,-0.234703045683329,0.000941697387249986,0,22.8256535754,57.836,428.7,25.2,0.3,114.3743464246,278.364,801.6,90,29.5,137.2,336.2,1230.3,115.3,29.8,506.9,54.7256535754,19.836,0.00981843392231441,563.5,0.00974933527259503,0.010772921861034,0.00552388441124441,5190,0.0180441873300281,0.00806552103039282,0.00997866629963529,3291.7,0.0110541689258916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.140045909620302,0.0477929435850716,-0.62645992155788,0.203589915356442,-0.422870006201439,-1.18123857467105,0.332225638870966,-6.2242158253116,-13.0260217466671,5.23507348472128,-0.00573590698688531,0.1429042375477,-1.16695356970904,-2.48954082050398,1.35259925502294,-1.07359069868853,0.189321401323298,-5.0572622556025,-10.5364809261631,3.88438619869396,-0.0871945616191461,0.0430938122944754,-0.13028837391362,-1.24136069792024,-0.752664643026064,-0.489076246351738,-0.962867283241621,-0.33318117230133,-0.636073702931449,-0.697377555954683,-0.0417818163351368,-0.655770552703381,0.0119440188111852,-0.00237269522680206,0.0144581101860268,-2.97685607992451,-1.08690651459486,-1.89675076571416,-0.0856945255327676,-0.149544744409206,-0.00687464513889274,-0.0978720935010243,-0.0759149511760651,-0.0549830532545972,-0.000187069438782833,0.00113991486466881
"75",1988-09-30,-0.76841288581757,-0.720910997183681,-0.256388984374058,-0.387639758450265,-0.1192773970325,-0.0051067459607475,0,23.4815631609,58.576,439.9,27.3,0.4,117.2184368391,279.524,810.4,97.8,28.9,140.7,338.1,1250.4,125.1,29.2,507.4,56.7815631609,20.388,0.00571502792570455,570.8,0.00841735685992062,0.00888950944801259,0.00645148677445206,5282.8,0.0202039272183236,0.00795603951050139,0.0122478877078223,3361.9,0.0123172735922499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0874008407636936,0.0205173262899165,-0.495557925503875,-0.148470817320448,-0.644028742824323,-1.20414473046199,0.718501442302539,-4.91588786514495,-4.84225711031468,7.46248699925277,0.0939180060691747,0.193157963790981,-0.432527336610725,2.50883067285054,1.58911250981067,-1.19806273653116,0.525343478511545,-4.48336052853426,-7.45108778316546,5.97540182075238,0.0712655662199538,0.0606442821607188,0.0106212840592374,-0.979302527626588,-0.623652765695743,-0.378529953388387,0.2261714517064,-0.414256911097135,0.646136874865076,-0.799498687955749,-0.0626041984302611,-0.737079812470509,-0.0662600288406988,0.0055872570741321,-0.0569808897667911,-1.54762422649668,-1.03428233598829,-0.515832496701373,-0.0797134748353208,-0.0397558764317051,0.00549252918843574,-0.0754761100290241,0.0174313257577187,-0.0616183959888824,0.000430617115540046,-0.00439159073347138
"76",1988-12-31,0.811463395858492,-0.580925298911589,0.39924129871125,0.552016336531123,-0.128916952627927,-0.0108772867559541,0,24.2249273578,59.152,448.7,28.2,0.4,120.8750726422,280.648,824.8,102.7,28.2,145.1,339.8,1273.5,130.9,28.6,525.6,56.5249273578,19.284,0.00806258187118325,584.3,0.0114493594607865,0.0129630483923051,0.00528350265146371,5399.5,0.0170984304862387,0.0078932405766079,0.00920518990963082,3434.5,0.0100996291675923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.109100362875013,-0.103933326337089,0.765050025743225,0.186207609499148,0.951257635242373,-1.12539179653064,1.86840322699103,-4.38338926051415,0.601715671851935,3.54909199500057,-0.00719714789768011,0.320863489555716,-0.477950338136253,0.884936599526327,0.408794655983332,-1.21999393560738,1.5475397374353,-3.90543892237781,-0.181421640699909,3.14029733901722,0.538566527319924,0.114542089556087,0.424024437763837,-1.06889493600816,-0.427352493370408,-0.641542442637714,0.00637670153515957,-0.456765404693753,0.462723276253728,-1.03499816001808,-0.100784806215412,-0.934398676747685,-0.143656326185886,0.00541912233989317,-0.149194071512862,-1.70260619335703,-0.864941492383593,-0.838387476880695,-0.0654911404848636,-0.0634805388718631,0.0407788693359525,-0.0809339695622136,0.000482827404797423,-0.0783673930505094,0.00041032197621664,-0.0112965905590112
"77",1989-03-31,-1.39452462391577,-0.502026367093092,0.0823599945309613,-1.0859915030826,-0.373812478747821,-0.017080636616309,0,24.900326066,59.96,462.4,27.8,0.4,126.299673934,296.94,861.2,104.9,27.6,151.2,357,1323.6,132.7,28,519.9,56.200326066,20.192,0.00741242358797911,596.7,0.0131512169288819,0.015165315602514,0.0048306378374201,5511.3,0.0174307799881912,0.00780930258282186,0.00962147740536934,3490.2,0.0114874467077215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.120251128126627,0.0492083629177557,-1.01494873787373,0.0113172293220902,-1.00363150855164,-1.15188702970954,3.30004167794215,10.6429645910734,25.525589778493,-0.725944482132149,-0.00771869971621736,0.207936358394907,-0.333441314034239,5.04154859333323,-0.944168329993321,-1.14416832999332,3.09210531954724,10.8764059051075,20.4840411851599,0.218223847861196,1.399313696874,0.194593961090093,1.20471973578391,-1.0981188809769,-0.542446325660307,-0.57817255531659,-4.22654534287028,-0.966459430173713,-3.26650474267178,-0.890083426999582,-0.0503017533193394,-0.839966996625264,-0.230567243524401,0.00144939476930127,-0.235935261280784,-5.04600119749716,-1.36316415329397,-3.71585982011051,-0.100984472880375,-0.275274363930772,0.103662464811483,-0.0813496717086319,-0.313106424140775,-0.0659382110935888,0.000107372517403557,-0.0174783043823157
"78",1989-06-30,0.577094004727707,-0.193595027286785,0.347256183907505,0.281266256964794,-0.026565650960459,-0.0248627851841326,0,25.854693964,61.016,475.4,24.2,0.4,130.645306036,298.084,873,94.4,27,156.5,359.2,1348.5,118.7,27.4,534.3,55.354693964,19.936,0.00733971622186291,611.5,0.0135685505825982,0.0148714727917096,0.00811491644712792,5612.5,0.018544880873373,0.00772683869126656,0.0108180421821065,3553.8,0.0134811915633835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.153551037024608,-0.0417960713265082,0.47661336531591,0.151909075556389,0.628522440872299,-1.1938248471302,2.09334582549693,-5.37126680091001,-3.17094884505468,-16.814305614792,-0.00848321210185998,0.426281029441622,-0.215633494068818,3.19340681024977,-4.18958324107927,-1.18534163502834,1.66706479605531,-5.1535125038157,-6.46435565530464,-12.7247223737128,1.79556573886485,0.258353739266226,1.53721199959862,-0.906205350486536,-0.328399308641258,-0.599828861164562,-0.597847320825782,-0.76079652643637,0.168638332853864,-0.314975577935197,0.103763777679822,-0.418924678560039,-0.342565669963275,0.00122595997564961,-0.346691880020978,-0.366028180345944,-0.725852358155931,0.3404049127069,-0.0526810268470909,0.0247059614034366,0.130318853182722,-0.0657707147487189,-0.0433906570737054,-0.0228603471366245,8.89779163282427e-05,-0.0251622579080056
"79",1989-09-30,0.174618479540839,0.0421628140528171,-0.0658711923079078,0.184417933833247,0.0829294533355409,-0.0268577153200416,0,26.852442221,63.32,477.4,22.8,0.4,134.747557779,299.78,886.9,91.6,26.7,161.6,363.1,1364.4,114.4,27.1,541.4,59.952442221,18.832,0.00497772647753703,623.2,0.00936868795393009,0.00983534092164873,0.0074201239866476,5695.4,0.0150529762751055,0.00763491804171434,0.00741805823339114,3609.4,0.00589176967636518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258757232506813,-0.100072147376565,0.0257328487029993,0.0928138928223402,0.11854674152534,-0.670631243475377,2.98307337212054,-0.958786228334191,-2.34073838783024,-5.90561783213603,-0.00541067508723181,0.648019885702453,1.47865562219366,-4.430587341175,-1.72734584277752,-0.665220568388147,2.33505348641808,-2.33608918175605,2.09120162211661,-4.07691932058673,2.3050944230739,0.360697671696307,1.94439675137759,-0.0158574822041146,0.10161685708973,-0.116692808139464,-0.637235382386216,-0.337355876420112,-0.288245887489822,-0.111550348284923,0.164358369812245,-0.272758901504461,-0.376847318084334,0.00129470796572977,-0.376716540676443,1.16360389211431,0.2906117301439,0.889982613567395,0.0207117491416588,0.06342860497585,0.164282898749142,-0.00113015463370082,-0.0454154392791958,-0.0079501361806627,9.22731735041259e-05,-0.0268483948811718
"80",1989-12-31,0.0751296190925416,-0.14192063013867,0.394737235335034,-0.59100594211687,0.295368390734367,-0.0239700648599894,0,27.936951196,65.78,475.9,22.1,0.4,138.763048804,303.22,901.9,91.4,26.9,166.7,369.1,1377.7,113.5,27.3,540.8,58.036951196,20.492,0.00358918220483462,639.7,0.0129220419806704,0.014685926898665,0.00550990267732043,5747.2,0.0142971864613679,0.00746897833888194,0.00682820812248597,3653.7,0.00787530762920419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.227814144830268,0.099419300677942,-0.462611097964544,0.266342391182708,-0.196268706781836,-0.215830149735133,2.62036338755729,0.428489764987887,-7.63574377485702,-2.65538631474905,-0.00613771438723443,0.672477422619473,1.48839981250079,-8.82536212116423,-1.04984972007236,-0.2096924353479,1.9478859649378,-1.15991004751288,1.3911527749043,-1.60553659467668,2.4742854592013,0.439810806635652,2.03447465256565,1.06681529853384,0.544045640983064,0.501051188705145,0.704931433255224,1.02225198724466,-0.341871066944825,0.300868408989873,0.26833101734296,0.0323046680172771,-0.341297768508959,0.00132903017785896,-0.342647349258249,4.20560283147129,2.2757684823842,1.88331209308499,0.159832038654648,0.13226899554623,0.173774306226169,0.0749246970210236,0.0495088270011043,0.0211306253460598,9.33406031435165e-05,-0.0240648487732731
