"","date","fim_bars","fim_bars_ma","state_local_cont","federal_cont","taxes_transfers_cont","recession","state_health_outlays","state_social_benefits","state_noncorp_taxes","state_corporate_taxes","state_subsidies","federal_health_outlays","federal_social_benefits","federal_noncorp_taxes","federal_corporate_taxes","federal_subsidies","health_outlays","social_benefits","noncorp_taxes","corporate_taxes","subsidies","federal_nom","federal_cgrants","federal_igrants","pi_federal","state_local_nom","pi_state_local","pi_state_local_c","pi_state_local_i","gdp","gdppot","gdppoth","pi_gdp","pce","pi_pce","add_state_health_outlays","add_state_social_benefits","add_state_noncorp_taxes","add_state_corporate_taxes","add_federal_health_outlays","add_federal_social_benefits","add_federal_noncorp_taxes","add_federal_corporate_taxes","add_federal_subsidies","federal_cgrants_cont","federal_igrants_cont","federal_cont_0","state_local_cont_0","purchases_cont","subsidies_net","health_outlays_net","social_benefits_net","noncorp_taxes_net","corporate_taxes_net","state_subsidies_net","state_health_outlays_net","state_social_benefits_net","state_noncorp_taxes_net","state_corporate_taxes_net","federal_subsidies_net","federal_health_outlays_net","federal_social_benefits_net","federal_noncorp_taxes_net","federal_corporate_taxes_net","health_outlays_net_xmpc","state_health_outlays_net_xmpc","federal_health_outlays_net_xmpc","social_benefits_net_xmpc","state_social_benefits_net_xmpc","federal_social_benefits_net_xmpc","noncorp_taxes_net_xmpc","state_noncorp_taxes_net_xmpc","federal_noncorp_taxes_net_xmpc","corporate_taxes_net_xmpc","state_corporate_taxes_net_xmpc","federal_corporate_taxes_net_xmpc","subsidies_net_xmpc","state_subsidies_net_xmpc","federal_subsidies_net_xmpc","transfers_net_taxes","state_transfers_net_taxes","federal_transfers_net_taxes","state_taxes_transfers_cont","federal_taxes_transfers_cont","health_cont","social_benefits_cont","noncorp_cont","corporate_cont"
"1",1970-03-31,NA,NA,NA,NA,44,1,2.31379962,9.7,85.7,3.8,0,9.68620038,41.3,153.6,27,4.7,12,51,239.3,30.7,4.7,133.6,13.91379962,5.576,0.0132078498476018,114.3,0.0211586166642348,0.0199145429574241,0.0251411589895989,1051.2,0.0224884422669307,0.00806581706726894,0.0144226251996618,631.7,0.0110625909752549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,12,51,239.3,30.7,0,2.31379962,9.7,85.7,3.8,4.7,9.68620038,41.3,153.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44,44,44,44,44,44
"2",1970-06-30,-1.85788229655159,NA,-0.173784448835135,-1.68409784771645,0,1,2.4526275972,10.3,87.6,3.7,0,10.0473724028,50.3,154.9,27,4.8,12.5,60.6,242.5,30.8,4.8,131.8,15.0526275972,5.228,0.0132078498476018,117.4,0.0211586166642348,0.0199145429574241,0.0251411589895989,1067.4,0.0224884422669307,0.00806581706726894,0.0144226251996618,641.6,0.0110625909752549,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285203521507214,-0.202877510842122,-1.76642385838155,-0.0914584381700423,-1.85788229655159,0.0100964822001375,0.270459103489713,8.62445118983128,-1.37742804457596,-0.487242126905478,0,0.0945686739400031,0.414454441987521,0.260695430755717,-0.17268795056159,0.0100964822001375,0.175890429549712,8.20999674784377,-1.63812347533164,-0.516467017148141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
"3",1970-09-30,-0.330936225629011,NA,0.589088338925525,-0.920024564554537,0,1,2.5914555744,11,89.7,3.8,0,10.3085444256,49.6,150.4,27.9,4.7,12.9,60.6,240.1,31.7,4.7,132.4,16.1914555744,4.816,0.0170466540004222,122.2,0.018076593312375,0.0176554200643375,0.0193645640074211,1086.1,0.0158783299089722,0.00768122899663948,0.00819710091233272,653.5,0.00974181783280548,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283846668287115,-0.207380702951182,-0.99649052989047,0.665554304261459,-0.330936225629011,-0.183630624781335,0.182211914631937,-1.05583663786436,-6.62508885614039,0.363370157653094,0,0.0960957317187954,0.520542617656718,0.573741097740623,0.0355347267310533,-0.183630624781335,0.0861161829131412,-1.57637925552108,-7.19882995388102,0.429577735604983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
"4",1970-12-31,5.42923440541558,NA,-0.0702955178956297,-0.584845371850386,6.08437529516159,1,2.7302835516,11.6,91.5,3.6,0,10.6697164484,52.3,151,26.6,4.8,13.4,64,242.3,30.2,4.8,133.5,16.6302835516,4.9,0.0127134035597529,125.2,0.0189486981542564,0.0168345217966626,0.0253668524627459,1088.6,0.0204758789921835,0.00738446879466403,0.0130914101975195,660.2,0.0129746685043486,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0171944634872398,-0.0271541711355073,-0.574885664202119,-0.0802552255438972,-0.655140889746016,0.00431205469464047,0.237367128842738,2.16623627967984,-2.6882288654929,-2.1453846523787,0,0.0860681773564989,0.376049489710859,-0.0262146157214147,-0.277364721736248,0.00431205469464047,0.15129895148624,1.69018678996897,-2.4620142497715,-1.86801993064245,2.85525858306699,0.582869745678442,2.27238883738855,13.6653414371205,2.4774854736049,11.1653559635156,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5206000201875,3.06035521928334,13.4377448009042,1.12709887460946,4.94898989076666,1.05156379083583,5.03281150432576,NA,NA
"5",1971-03-31,-1.20855009181858,0.507966447854098,-0.227221494742776,-1.89273566141002,0.911407064334215,0,2.6716952952,12.1,94.1,4.1,0,11.3283047048,53.2,152.6,29.9,4.7,14,65.3,246.8,34,4.8,133.3,16.9716952952,5.464,0.031666325066612,128.6,0.0227288380742476,0.0246529786003469,0.0168626580874196,1135.2,0.0224742964275073,0.00733033814140449,0.0151439582861028,679.2,0.00947733883832225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0699907708013818,0.16367970548549,-1.98642459609413,-0.133532560058667,-2.1199571561528,-0.0806768495026882,0.374777128471662,0.224308673297486,0.427499867812202,3.29240815521225,0,-0.104477980398354,0.305030947035172,1.062097556355,0.439492362872983,-0.180676849502688,0.479255108870015,0.0209584939603005,-0.937959223938748,2.85291579233927,0.239583436973111,0.0387572855888123,0.200826151384299,2.24081088861246,0.363617436687811,1.87757162465669,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48039432558557,0.402374722276623,2.07839777604099,0.147850348071513,0.763695673724413,0.08803359800592,0.823373466328295,NA,NA
"6",1971-06-30,-0.208960120245443,0.920196991930634,-0.571438956311782,-0.290775292052326,0.653254128118665,0,2.8440627336,12.5,97,4.2,0,11.7559372664,59.9,154,30.7,4.8,14.6,72.3,251,34.9,4.8,134.3,18.3440627336,6.312,0.0186748783152877,131.9,0.0180483534244731,0.0186975234601003,0.0159829805804057,1156.3,0.0207938034208197,0.00739436619718314,0.0133994372236366,693.2,0.0113868748838075,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327534826448417,0.253793579001852,-0.872103697502594,0.00988944913848604,-0.862214248364108,-0.0901499571887552,0.33706262486613,5.77358495741133,-0.43521029878849,0.261437803246316,0,0.1221896849659,0.172746982920014,1.13268521427878,0.0229969115679385,0.0117281669193439,0.21487293990023,5.7008379744913,-1.46601738895916,0.23844089167838,0.254569229282805,0.0449720130696391,0.209597216213166,1.59936598631797,0.309233258397622,1.31301090065239,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85393521560077,0.354205271467261,1.52260811686555,0.124808059008901,0.536507440756009,0.0897002217346036,0.563553906384061,NA,NA
"7",1971-09-30,-0.160744617159204,0.962744894048086,0.144773770598178,-0.898161672979975,0.592643285222593,0,2.9733383124,12.7,100,4.4,0,12.0266616876,59.1,155.7,29.8,4.5,15,71.9,255.6,34.1,4.5,135.6,18.4733383124,5.756,0.0144807411019015,134.2,0.0140900972415161,0.0150990441889458,0.0108993288590604,1177.7,0.017466686181949,0.00741776379665215,0.0100489223852969,705.6,0.0098341068884702,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0981662749972275,-0.23233330064615,-0.567662097336598,-0.185725805045199,-0.753387902381797,-0.382808979288587,0.148122687997214,-1.64731025053435,0.269780458034262,-1.40209028691077,0,0.0802101762995577,-0.0156483835640309,1.32656854354313,0.127542143122486,-0.382808979288587,0.0679125116976547,-1.83338705403882,-0.956788085508862,-1.42963243003326,0.246899153289992,0.0413977631003107,0.205501390189682,1.46628442346722,0.188590283122953,1.25518414598589,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71318357675721,0.229988046223264,1.46068553617557,0.0795599917748902,0.505296388887166,0.0854100677298252,0.507233217492768,NA,NA
"8",1971-12-31,-5.67556202456311,-1.81345421344659,0.071793662385661,-1.41351795982622,-4.33383772712255,0,3.1457057508,13,103.2,4.5,0,12.4542942492,59.9,158.2,30.1,4.6,15.6,72.9,261.4,34.6,4.6,134.7,19.5457057508,5.644,0.0203296967366753,137.4,0.010958904109589,0.00907478165938858,0.0172615253877204,1190.3,0.0157888609725638,0.00749807247494205,0.00829078849762177,721.7,0.00618885096700783,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260239958282908,-0.0864451881794974,-1.58731272992963,0.245588432489072,-1.34172429744056,0.0384088445112249,0.394696148370754,0.0159102045238058,2.30162236823759,0.0332759106295057,0,0.131671584551165,0.126176072287235,1.83130765580502,0.0397775368554205,0.0384088445112249,0.263024563819588,-0.00889717541925705,0.368946020088401,-0.107870318570107,0.282298182683796,0.0516585297191105,0.230639652964685,0.982461056557112,0.132368764202638,0.872890253773542,-14.0246609673215,-5.7011254249263,-8.32328229463662,NA,NA,NA,NA,NA,NA,-12.7599017280806,-5.51709813100455,-7.21975238789839,-1.87385518587231,-2.45215331167475,0.0958811862728354,0.333688055211722,-4.76340696860711,NA
"9",1972-03-31,-0.277183732168473,-1.58061262353406,-0.191715780553878,-0.0047935976279246,-0.0806743539866702,0,3.5341111416,13.4,107.2,5,0,12.7658888584,61.7,175.8,31.8,6.1,16.3,75.1,282.9,36.8,6.1,141.4,20.1341111416,5.668,0.0411681582666037,140.8,0.0223254613498516,0.025153830549733,0.0127917297551299,1230.6,0.0236701966719377,0.0076144559872966,0.0160557406846411,738.9,0.0105377413956855,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0174994189063875,-0.0306384986407645,0.0433443199192274,-0.23985369810103,-0.196509378181803,1.41649989203828,0.416825720825479,0.876704810780609,16.7550156040885,1.57193397054881,0,0.331303919102696,0.164021434021231,2.12669323007624,0.418315111776581,1.41649989203828,0.0855218017227823,0.712683376759379,14.7283223740122,1.15361885877224,0.291759115963405,0.149709457106847,0.142049658856557,1.12925018749081,0.100641623774501,1.02852835240333,-1.66107601233005,-0.734734499922862,-0.932088264648621,NA,NA,NA,NA,NA,NA,-0.240066708875834,-0.484383419041514,0.238489746611271,-0.162776919782076,0.0801444162349899,0.0980455737086128,0.37948422666246,-0.558204154357743,NA
"10",1972-06-30,-1.00768345252718,-1.78029345660449,-2.78840774324606,2.44611906839602,-0.665394777677147,0,3.624729376,13.6,110.8,5,0.1,13.075270624,61.5,178.6,32,6.2,16.7,75.2,289.4,37.1,6.2,144.2,28.324729376,5.216,0.010088671733623,142.2,0.0118025751072961,0.0131257832596794,0.00701103206516129,1266.4,0.0137616459427345,0.00767083752634479,0.00609080841638976,757.4,0.00577336197636935,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52621380143816,-0.173969392766019,0.0938746597238853,-0.436163334573921,-0.342288674850036,0.0179903830334442,0.180859548105758,-0.909659382653842,2.69663596068216,-0.194746541699878,0.1,0.0431049391475646,0.0198477266636328,2.15878181330903,-0.0672209975135711,0.0179903830334442,0.137754608958193,-1.02950710931746,0.436509727422845,-0.227525544186314,0.256613423692321,0.131915389297721,0.124698034394599,-0.374479789023849,0.0662392911168154,-0.485799291453637,-1.92922066819221,-0.868268132326301,-1.06062007925396,NA,NA,NA,NA,NA,NA,-2.04708703352374,-0.670113451911765,-1.42172133631299,-0.217816821684305,-0.462122976210952,0.0834108316893616,-0.121722668299642,-0.627082941066867,NA
"11",1972-09-30,-2.72973983642504,-2.42254226142095,2.15776427326744,-4.54356889501348,-0.343935214678995,0,3.8965840792,13.9,112.9,5.2,0.1,13.6034159208,61.4,180.1,33.1,7.1,17.5,75.4,293.1,38.3,7.2,138.8,20.8965840792,6.724,0.00819635418999409,145.6,0.0152205102613685,0.0155598958333334,0.0138732466468721,1290.6,0.0167663921012917,0.00770665711970753,0.00905973498158419,775.8,0.00881057268722474,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55437906276287,0.440757808576602,-2.42994764082721,0.0441430190811704,-2.38580462174604,0.89759317519702,0.52416226222423,-1.0420956814813,-1.08008630612619,0.587210774162806,-0.00165172298069323,0.21198421510867,0.0753656746257221,0.269890937391907,0.117413850965339,0.79759317519702,0.312178047115562,-1.11580963312634,-1.44997724351811,0.571448646178169,0.3412223278934,0.161564548029771,0.179657779863628,-0.238306510986914,0.0867174542095098,-0.324344371748328,-1.19181470658019,-0.738628985144318,-0.434853264823911,NA,NA,NA,NA,NA,NA,-1.0888988896737,-0.490346982905037,-0.579539856708611,-0.154879021764067,-0.183051123407647,0.107777109252495,-0.0752705341083113,-0.376441789823179,NA
