"","date","fim_bars","fim_bars_ma","state_local_cont","federal_cont","taxes_transfers_cont","recession","state_health_outlays","state_social_benefits","state_noncorp_taxes","state_corporate_taxes","federal_health_outlays","federal_social_benefits","federal_noncorp_taxes","federal_corporate_taxes","health_outlays","social_benefits","noncorp_taxes","corporate_taxes","federal_nom","pi_federal","state_local_nom","pi_state_local","gdp","gdppoth","pi_gdp","pce","pi_pce","purchases_cont","health_outlays_net","social_benefits_net","noncorp_taxes_net","corporate_taxes_net","state_health_outlays_net","state_social_benefits_net","state_noncorp_taxes_net","state_corporate_taxes_net","federal_health_outlays_net","federal_social_benefits_net","federal_noncorp_taxes_net","federal_corporate_taxes_net","health_outlays_net_xmpc","state_health_outlays_net_xmpc","federal_health_outlays_net_xmpc","social_benefits_net_xmpc","state_social_benefits_net_xmpc","federal_social_benefits_net_xmpc","noncorp_taxes_net_xmpc","state_noncorp_taxes_net_xmpc","federal_noncorp_taxes_net_xmpc","corporate_taxes_net_xmpc","state_corporate_taxes_net_xmpc","federal_corporate_taxes_net_xmpc","transfers_net_taxes","state_transfers_net_taxes","federal_transfers_net_taxes","state_taxes_transfers_cont","federal_taxes_transfers_cont","health_cont","social_benefits_cont","noncorp_cont","corporate_cont"
"1",1970-03-31,NA,NA,NA,NA,44,1,2.31329173756854,9.7,85.7,3.8,9.68670826243146,41.3,153.6,27,12,51,239.3,30.7,147.513291737569,0,100.386708262431,0,1051.2,0,0,631.7,0,NA,12,51,239.3,30.7,2.31329173756854,9.7,85.7,3.8,9.68670826243146,41.3,153.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44,44,44,44,44,44
"2",1970-06-30,-1.81964730251053,NA,-0.371631770400877,-1.44801553210965,0,1,2.45208924182265,10.3,87.6,3.7,10.0479107581773,50.3,154.9,27,12.5,60.6,242.5,30.8,146.852089241823,0.0132078498476018,102.347910758177,0.0211586166642348,1067.4,0.00810671974543475,0.0144226251996618,641.6,0.0110625909752549,-1.81964730251053,0.269968271351726,8.62236515324482,-1.38721605546104,-0.48849783912517,0.094453296149057,0.414057686009313,0.257190071236906,-0.17284338073862,0.175514975202667,8.20830746723552,-1.6444061266979,-0.51757138945862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
"3",1970-09-30,-0.329296118106321,NA,0.382377229557478,-0.711673347663799,0,1,2.59088674607676,11,89.7,3.8,10.3091132539232,49.6,150.4,27.9,12.9,60.6,240.1,31.7,148.590886746077,0.0170466540004222,106.009113253923,0.018076593312375,1086.1,0.00772587631410682,0.00819710091233272,653.5,0.00974181783280548,-0.329296118106321,0.181653823163595,-1.05854226530288,-6.63591583062623,0.361995020275099,0.0959651593570201,0.520082750286804,0.569829992730476,0.035369531656424,0.085688663806577,-1.57862501558969,-7.20574582335672,0.428372258033367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
"4",1970-12-31,5.45412275983855,NA,-0.0894536540089832,-0.539594670118047,6.08317108396558,1,2.72968425033088,11.6,91.5,3.6,10.6703157496691,52.3,151,26.6,13.4,64,242.3,30.2,150.129684250331,0.0127134035597529,108.570315749669,0.0189486981542564,1088.6,0.00750272138622377,0.0130914101975195,660.2,0.0129746685043486,-0.62904832412703,0.235841670411618,2.15907017263132,-2.7166213127264,-2.14913325953114,0.0857429061923827,0.374748711203701,-0.0368218731843228,-0.277814081584175,0.150098764219235,1.68432146142761,-2.47979943954209,-1.87131917794697,2.85467934710856,0.582626947335075,2.27205239977349,13.662650938629,2.47700005818746,11.1631508804415,NA,NA,NA,NA,NA,NA,16.5173302857375,3.05962700552253,13.435203280215,1.12683068060861,4.9480538735715,1.0513504639015,5.03182062006408,NA,NA
"5",1971-03-31,-1.2760303740318,0.507287241297474,-0.080307421632567,-2.10519274946202,0.909469797062781,0,2.67222222222222,12.1,94.1,4.1,11.3277777777778,53.2,152.6,29.9,14,65.3,246.8,34,150.272222222222,0.031666325066612,111.627777777778,0.0227288380742476,1135.2,0.00744532742818294,0.0151439582861028,679.2,0.00947733883832225,-2.18550017109458,0.37323627202883,0.216949358943666,0.399637963625793,3.28893547875154,-0.103655563689939,0.303697071308541,1.05157603661478,0.439078401440581,0.476891835718767,0.0149445542617741,-0.955322606242277,2.84985707731096,0.238657508315048,0.0388138045519173,0.19984370376313,2.23646454439131,0.362831899231881,1.87401340515042,NA,NA,NA,NA,NA,NA,2.47512205270636,0.401645703783798,2.07385710891355,0.147582474291309,0.762027230907056,0.0876933706834643,0.821776426379316,NA,NA
"6",1971-06-30,-0.2130571131532,0.908934788636807,-0.321014712059841,-0.543726210177705,0.651683809084346,0,2.84462365591398,12.5,97,4.2,11.755376344086,59.9,154,30.7,14.6,72.3,251,34.9,152.644623655914,0.0186748783152877,113.555376344086,0.0180483534244731,1156.3,0.0073811442833922,0.0133994372236366,693.2,0.0113868748838075,-0.864740922237546,0.337247731659204,5.77444834838187,-0.431947130464863,0.261887348315206,0.122249115806072,0.172906968076886,1.13392939636651,0.0230511214144817,0.214998615853132,5.70154138030498,-1.46399972491469,0.23883622690073,0.253795386884231,0.0450678639747457,0.208727522909485,1.59568326329714,0.308572987697084,1.30999103559105,NA,NA,NA,NA,NA,NA,1.84947865018137,0.35364085167183,1.51871855850054,0.124609179588383,0.535136912790887,0.0894275499944435,0.562256259089903,NA,NA
"7",1971-09-30,-0.137428776565646,0.956901624021976,-0.0832044028035979,-0.647433133281644,0.593208759519596,0,2.9739247311828,12.7,100,4.4,12.0260752688172,59.1,155.7,29.8,15,71.9,255.6,34.1,154.073924731183,0.0144807411019015,115.726075268817,0.0140900972415161,1177.7,0.00714378995753107,0.0100489223852969,705.6,0.0098341068884702,-0.730637536085242,0.152122706048383,-1.6275019419659,0.338547891653661,-1.39252859992544,0.0810053482730151,-0.0122237105750163,1.35314400593788,0.128692833246795,0.0711173577753659,-1.81697602107548,-0.914596114284194,-1.42122143317224,0.247150885533308,0.0417019064808446,0.205448979052463,1.46766733604796,0.188804034003175,1.25636205935675,NA,NA,NA,NA,NA,NA,1.71481822158127,0.23050594048402,1.46181103840921,0.079739147447555,0.505685734985458,0.0854971497131568,0.507711609806439,NA,NA
"8",1971-12-31,-5.70665543817452,-1.83329292548129,0.00959371493928233,-1.38113358354846,-4.33511556956534,0,3.14632616487455,13,103.2,4.5,12.4536738351254,59.9,158.2,30.1,15.6,72.9,261.4,34.6,154.246326164875,0.0203296967366753,117.853673835125,0.010958904109589,1190.3,0.00718179811522712,0.00829078849762177,721.7,0.00618885096700783,-1.37153986860918,0.399440263766477,0.0386503309873092,2.38246209458072,0.0440608662957871,0.132638129714131,0.130192756655616,1.86293509177651,0.0411691440381654,0.266802134052346,0.00979463923991375,0.418189937896017,-0.0984453426505993,0.283960569038151,0.052253331773238,0.231707237264912,0.990572871678061,0.133778944229856,0.879593524364518,-14.038197456409,-5.70647170915159,-8.3314748355882,NA,NA,NA,-12.7636640156927,-5.52043943314849,-7.22017407395877,-1.87499004267589,-2.45229653526663,0.0964458076040252,0.336443193233612,-4.76800457040298,NA
"9",1972-03-31,-0.386802243010744,-1.61098589272603,-0.234506010363486,-0.0718300994172032,-0.0804661332300545,0,3.53359797906893,13.4,107.2,5,12.7664020209311,61.7,175.8,31.8,16.3,75.1,282.9,36.8,161.533597979069,0.0411681582666037,120.666402020931,0.0223254613498516,1230.6,0.00746198041506085,0.0160557406846411,738.9,0.0105377413956855,-0.306336109780689,0.419204339752355,0.887820279996589,16.7948727186709,1.57720962534817,0.330638818500761,0.166003616460298,2.14242870913097,0.419001251851641,0.0885655212515921,0.721816663536295,14.7524440095399,1.15820837349653,0.294303384275944,0.149969567766145,0.144333816509798,1.14151882891497,0.102797916889001,1.03863974895129,-1.67526930915025,-0.74037451389103,-0.940643883590043,NA,NA,NA,-0.239447095959335,-0.487607029235884,0.242329681871041,-0.163860213134801,0.0814348254628381,0.0989005744017287,0.383607100366284,-0.562973807998067,NA
"10",1972-06-30,-0.958945676994905,-1.79745803368645,-2.95487121833811,2.66160270173005,-0.665677160386846,0,3.62420305545531,13.6,110.8,5,13.0757969445447,61.5,178.6,32,16.7,75.2,289.4,37.1,172.524203055455,0.010088671733623,113.875796944545,0.0118025751072961,1266.4,0.00725870614671709,0.00609080841638976,757.4,0.00577336197636935,-0.293268516608059,0.18757728959369,-0.878708316043799,2.81322792797886,-0.179580106929578,0.0445549868035564,0.0253702871506434,2.20296229720513,-0.0651603406154324,0.143022302790135,-1.00407860319444,0.508962423961378,-0.214419766314151,0.260627534811204,0.132488388740579,0.128139146070624,-0.355441420580806,0.0696021636805966,-0.470124747336083,-1.95314189816053,-0.877522479774842,-1.07529234579352,NA,NA,NA,-2.04795578393013,-0.675431927353666,-1.41727794705898,-0.219545563904978,-0.460678676112134,0.0847155972082573,-0.115534347661565,-0.634858409933538,NA
