date,gdp,c,ch,gdph,jc,jgdp,jgf,jgs,jgse,jgsi,ptgh,ptgsh,ptgfh,yptmr,yptmd,yptu,gtfp,ypog,yptx,ytpi,yctlg,g,grcsi,dc,gf,gs,gfh,gsh,gfrpt,gfrpri,gfrcp,gfrs,gftfp,gfeg,gsrpt,gsrpri,gsrcp,gsrs,gstfp,gset,gfeghhx,gfeghdx,gfeigx,gfsub,gssub,gsub,gftfbusx
3/31/11,15285.8,10485.4,10799.7,15712.8,97.091,97.276,98.266,96.637,96.92,95.383,-1.01,-0.54,-0.47,527.6,418.8,116.7,2313,80.4,1426.6,1091.5,277.3,3156,916.2,97.089,1304.7,1851.2,1327.7,1915.5,1111.4,104.7,228.9,898.3,1768.6,500.5,315.2,986.8,48.4,17.9,544.4,2452.7,293840,282445,70503,58,0.9,58.9,61132
6/30/11,15496.2,10612.1,10823.7,15825.1,98.048,97.975,99.155,97.801,98.129,96.347,-0.55,-0.43,-0.12,533.4,409.7,109.3,2312.1,81.5,1445.9,1105.5,276.9,3168.6,918.9,98.046,1311.8,1856.7,1322.9,1898.4,1126.5,109.1,227.2,900.9,1777.4,503.4,319.4,996.4,49.8,18,534.7,2446.2,288900,277196,69145,59.5,0.4,59.9,57152
9/30/11,15591.9,10705.4,10866,15820.7,98.523,98.519,99.498,98.314,98.511,97.436,-1.16,-0.43,-0.72,538.5,396.4,102.9,2303.2,82.7,1471.4,1103.9,248.2,3137.5,927.3,98.521,1288,1849.5,1294.4,1881.1,1144.2,109.4,201.7,909.4,1782.4,448.3,327.2,994.5,46.4,17.9,520.7,2424.5,248813,237739,65916,59.7,0.4,60.2,54998
12/31/11,15796.5,10761.6,10885.9,16004.1,98.86,98.676,99.363,98.204,98.167,98.352,-0.04,-0.18,0.14,542.9,399.3,99.8,2312.2,84.1,1470.9,1114,287,3131.4,921.9,98.858,1291.2,1840.3,1299.4,1873.8,1141,111.4,238,904.2,1789.3,437.7,329.9,1002.7,49,17.7,522.9,2419.1,249625,239291,70531,60.6,0.4,61.1,54201
3/31/12,16019.8,10922.4,10973.3,16129.4,99.538,99.284,99.705,99.403,99.472,99.089,-0.34,-0.34,0.01,547,400.6,94.6,2296.8,85.2,1468.3,1130.9,310.7,3144.7,944.9,99.537,1295.6,1849,1299.4,1860.1,1138.3,113.9,261.5,927.5,1772.9,441.7,330.1,1016.9,49.2,17.4,523.9,2432.4,258161,246248,67107,57.9,0.5,58.4,49963
6/30/12,16152.3,10964.9,10989.6,16198.8,99.776,99.689,99.928,99.4,99.294,99.879,-0.41,-0.15,-0.25,551.6,421.7,86.3,2321.8,86.3,1487.7,1133.9,325,3131,949.4,99.775,1288.2,1842.9,1289.1,1854,1150.6,114.4,275.5,932.2,1777.5,447.9,337,1019.5,49.5,17.2,544.4,2448.3,273390,262324,67670,57.6,0.5,58.1,45690
9/30/12,16257.2,11014.2,11007.5,16220.7,100.062,100.299,100.122,99.988,99.894,100.417,-0.12,-0.18,0.07,557.1,419,78.4,2325.6,86.9,1510,1131.3,332.9,3139.6,952.3,100.061,1293.3,1846.3,1291.7,1846.5,1163.8,114.7,280.8,935.2,1783.6,440,346.2,1016.6,52.1,17.1,542,2449.6,263079,250540,65880,55.8,0.5,56.3,42696
12/31/12,16358.9,11125.7,11056.9,16239.1,100.624,100.728,100.245,101.21,101.339,100.615,-0.76,-0.13,-0.63,563.4,428.9,75.1,2346.1,86.8,1572,1148.4,332.8,3132.7,974.1,100.623,1269.1,1863.7,1265.9,1841.4,1212.9,117.6,280.9,957,1793.4,448.2,359.2,1030.8,51.9,17.1,552.7,2476.7,269710,259562,65507,58.9,0.5,59.4,42653
3/31/13,16569.6,11223.2,11114.2,16383,100.982,101.123,100.241,102.318,102.598,101.023,-0.68,0.03,-0.71,570.3,424.8,69,2365.7,86.6,1650,1174.6,350.8,3125,1095.9,100.981,1240,1885,1236.9,1842.3,1273.5,122.3,297,1078.6,1817.3,440,376.5,1052.3,53.8,17.3,548.4,2486.2,272063,258450,67564,58.9,0.5,59.4,39763
6/30/13,16637.9,11239.6,11122.2,16403.2,101.057,101.431,100.436,102.861,103.147,101.538,-0.13,0.11,-0.24,567.1,438.4,64.8,2378.3,86.8,1682.5,1180.8,347.3,3132,1108.2,101.056,1232.3,1899.6,1226.8,1846.8,1296.4,124.4,293.2,1090.7,1815.5,459.2,386.1,1056.4,54.1,17.5,562.8,2508.2,283408,270887,63979,59.6,0.5,60.1,39107
9/30/13,16848.7,11330.9,11167.4,16531.7,101.466,101.985,100.759,103.676,104.02,102.085,-0.4,0.03,-0.43,573.7,448.2,59.1,2396,87.5,1674.9,1195,354.3,3134.1,1111.4,101.464,1218.4,1915.7,1209.1,1847.8,1308.3,126.4,301.2,1093.6,1823.2,454,366.6,1068.7,53.1,17.8,572.8,2528.2,281455,269279,68014,59.5,0.5,60,38505
12/31/13,17083.1,11475.1,11263.6,16663.6,101.88,102.551,102.29,104.263,104.568,102.856,-0.58,-0.08,-0.5,580.2,448.6,57.1,2403.7,88.9,1698.1,1204.1,356.9,3138.5,1122.3,101.877,1215.6,1923,1188.2,1844.4,1333.2,128.8,302.3,1104.2,1830.1,447.3,364.9,1075.3,54.6,18.1,573.6,2531,282107,269982,65742,58.9,0.5,59.4,37552
3/31/14,17104.6,11574.2,11308,16616.5,102.357,102.96,102.024,105.088,105.446,103.435,-0.31,-0.27,-0.03,587.5,459.5,39,2433.2,90.9,1744.8,1220.5,392.8,3137.4,1145,102.354,1211,1926.4,1187,1833.1,1369.1,136.6,336.4,1126.6,1848.1,467.8,375.7,1083.9,56.4,18.4,585.1,2542.1,303390,291590,65276,58.2,0.5,58.7,37237
6/30/14,17432.9,11756.9,11431.8,16841.5,102.846,103.539,102.472,105.449,105.783,103.907,0.1,0.26,-0.17,595.6,481.5,35.8,2484.5,92.6,1758.4,1237.5,415.1,3153.3,1149.7,102.843,1209,1944.2,1179.9,1843.8,1389,135.3,360,1131,1876.8,492.5,369.4,1102.2,55.1,18.7,607.8,2580,320015,307775,67164,58,0.5,58.5,34943
9/30/14,17721.7,11915.4,11554.8,17047.1,103.123,104.01,102.949,106.04,106.393,104.409,0.49,0.18,0.32,604,507.2,34,2524.6,94.2,1798.6,1248.4,387.1,3190.9,1161.4,103.12,1228.2,1962.7,1193,1851,1413.3,136.9,330.1,1142.5,1890.5,511.1,385.3,1111.4,57,18.9,634.1,2623.3,343692,332400,68840,57.7,0.5,58.2,33201
12/31/14,17849.9,12044.5,11695,17143,102.992,104.078,103.085,106.003,106.308,104.593,-0.04,0.37,-0.41,612.8,515.3,33,2552.1,95.7,1836.5,1257,389.8,3190.3,1179.1,102.989,1211.7,1978.6,1175.5,1866.6,1443.5,136.4,332.1,1160.1,1909,508.8,393,1120.6,57.7,19,643.2,2648.4,345712,335611,61403,56.5,0.5,57,32209
3/31/15,18003.4,12099.1,11798.3,17305.8,102.552,104.054,102.922,105.112,105.232,104.562,0.37,0.25,0.12,622.4,523.6,32.9,2597.7,99.4,1904.6,1262.2,403.5,3188.1,1194.2,102.55,1214.9,1973.2,1180.4,1877.2,1509.1,139.9,345.9,1175.2,1945.5,524.8,395.4,1122.3,57.6,19,652.2,2653.6,362792,352188,63534,55.5,0.5,56,32153
6/30/15,18223.6,12255.5,11892.3,17422.8,103.057,104.647,103.122,105.8,105.97,105.021,0.6,0.55,0.05,631.5,537.9,32.4,2633.9,100.7,1943,1273.1,408.5,3230.6,1206.1,103.055,1219.6,2011,1182.7,1900.8,1527.7,143.5,351,1187,1966.6,528.9,415.3,1129.6,57.5,19.1,667.3,2707.5,363410,353442,62907,55.9,0.5,56.4,31701
9/30/15,18347.4,12389.3,11991.2,17486,103.322,104.92,103.277,105.913,106.042,105.319,0.32,0.34,-0.02,639.5,540.4,32.5,2647.8,101.6,1947.3,1275.5,379.6,3249.1,1216.1,103.32,1220.2,2028.9,1181.5,1915.6,1540.9,136.1,323.8,1196.8,1977.6,530.4,406.5,1139.4,55.8,19.3,670.2,2730,365384,352909,66760,57.2,0.5,57.7,31839
12/31/15,18378.8,12446,12055.4,17514.1,103.243,104.935,103.192,105.569,105.636,105.261,0.26,0.05,0.2,646.4,541.8,32.4,2661.2,101.9,1964.9,1289.9,349.7,3253.2,1223.6,103.24,1228.5,2024.7,1190.5,1918,1552.6,141.7,295.6,1204.1,1989.7,548.2,412.3,1148.2,54.1,19.5,671.5,2730.4,384032,366274,64462,58.1,0.5,58.7,31762
3/31/16,18470.2,12551.6,12148.1,17613.3,103.325,104.902,102.914,104.869,104.845,104.98,0.66,0.56,0.09,652.5,550.4,32.6,2686.1,103,1925,1295.9,355.1,3266.4,1231,103.322,1229.4,2036.9,1194.6,1942.4,1526.7,138.2,301.4,1211.1,2006.3,538.9,398.3,1157.7,53.7,19.8,679.8,2754.8,372707,359556,67049,60.1,0.5,60.7,31925
6/30/16,18656.2,12707.5,12225.8,17668.2,103.944,105.595,103.505,105.639,105.589,105.874,-0.11,0.09,-0.2,658.7,558.8,32.6,2706.6,103.1,1945.2,1301.8,364.9,3283.1,1237.3,103.94,1227.1,2056,1185.6,1946.3,1536.7,135.8,312.3,1217.3,2018.5,551.8,408.4,1166,52.6,20,688.1,2783,387235,364761,67197,61.8,0.5,62.4,31992
9/30/16,18821.4,12841.2,12304.5,17764.4,104.366,105.941,103.95,106.007,106.02,105.948,0.33,0.21,0.12,665.2,566.4,32.4,2726.2,103.4,1971,1320.3,378,3310.9,1248.4,104.362,1237.8,2073.1,1190.8,1955.7,1553.8,135.8,324.8,1228.3,2029.6,562.7,417.2,1184.5,53.1,20.1,696.6,2810.8,396396,377980,68094,62.5,0.5,63,31816
12/31/16,19032.6,12979.5,12380,17876.2,104.847,106.506,104.475,106.564,106.595,106.426,0.19,0.17,0.01,672.1,575.3,31.5,2749.6,104,1990.4,1329,363,3336.7,1261.8,104.843,1244.5,2092.3,1191.2,1963.4,1574.6,135.9,309,1241.7,2043.8,573.9,415.8,1193.1,54.1,20.1,705.8,2840,409098,387911,66717,60.4,0.5,61,30943
3/31/17,19237.4,13153.2,12477.3,17977.3,105.421,107.031,105.072,107.454,107.517,107.17,0.01,0.11,-0.1,679.5,572.4,30.9,2778.8,105.7,2001.1,1340,302.1,3361.6,1282.2,105.417,1246.5,2115.1,1186.4,1968.4,1581.1,127.1,247.8,1262.2,2075.1,561,420,1212.9,54.3,20,703.7,2860.6,392206,375901,67197,58.9,0.5,59.5,30386
6/30/17,19379.2,13241.3,12533.1,18054.1,105.654,107.368,105.466,107.708,107.702,107.736,0.27,0.13,0.14,687.5,567.9,30.2,2789.3,106.6,2005.6,1357.4,308.7,3384.2,1294.5,105.65,1257.9,2126.3,1192.7,1974.2,1601.7,131.2,255.8,1274.6,2089,542.3,403.9,1226.2,52.9,19.9,700.3,2866.5,375242,353506,68784,57.6,0.6,58.1,29666
9/30/17,19617.3,13370.9,12604.5,18185.6,106.084,107.968,106.002,108.661,108.647,108.728,0.04,0.07,-0.03,696.3,578.8,30.3,2822.2,107.6,2052.3,1368.7,308.6,3411.1,1309.6,106.08,1262.7,2148.4,1191.3,1977.2,1625,131.2,254.5,1289.7,2106.6,562.9,427.3,1237.5,54.1,20,715.6,2904.5,397198,376693,63911,61.3,0.6,61.9,29811
12/31/17,19938,13596,12733.7,18359.4,106.775,108.637,106.831,109.978,110.132,109.287,0.49,0.17,0.32,705.8,575.8,29.8,2834.7,108.7,2127.9,1389.8,279,3471.1,1328.4,106.772,1288.3,2182.9,1206,1984.9,1650.8,134.3,223.5,1308.2,2124.3,572.9,477,1255.5,55.4,20.2,710.3,2923.8,400144,382986,64776,59.4,0.6,60,29364
3/31/18,20242.2,13755.5,12798.1,18530.5,107.485,109.292,107.962,111.19,111.383,110.321,0.26,0.13,0.12,716.1,581.8,29.2,2890.9,109.8,2085.6,1418.3,244.1,3521.5,1348.3,107.481,1308.1,2213.4,1211.7,1990.7,1598.6,150.1,188.7,1327.8,2173.4,581.5,487,1268.2,55.4,20.4,717.5,2953.5,411384,389195,65084,57.6,0.6,58.2,28799
6/30/18,20552.7,13939.9,12898.1,18654.4,108.081,110.165,108.763,112.365,112.481,111.843,0.5,0.27,0.23,727.5,592.6,27.9,2916,110.9,2064.4,1433.1,265.5,3580,1358,108.077,1329.3,2250.7,1222.3,2003,1608.9,155.2,204.7,1337.2,2186.7,578,455.5,1277.8,60.8,20.8,729.3,2996.4,405388,386857,64961,57.2,0.6,57.8,27492
9/30/18,20742.7,14086.3,12983,18752.4,108.501,110.671,109.413,113.398,113.549,112.72,0.44,0.15,0.29,739.9,595.1,27.4,2935.4,111.9,2100.5,1448.7,276.3,3631.2,1374.2,108.498,1352,2279.1,1235.8,2009.9,1628.3,162.1,214.2,1353.1,2202.1,584.3,472.2,1286.6,62.1,21.2,733.3,3027.6,414827,392516,68573,57.3,0.6,57.9,26989
12/31/18,20909.9,14191.4,13033.4,18813.9,108.889,111.159,110.218,114.148,114.206,113.882,-0.16,-0.28,0.12,753.3,589.8,27,2949.4,112.9,2090.7,1479,298.2,3648,1381.9,108.885,1368.4,2279.6,1241.6,1997.1,1634.2,183.5,234.7,1360.3,2220.5,586.5,456.5,1295.5,63.5,21.6,728.8,3025.3,409361,389624,64617,78.9,0.6,79.5,26647
3/31/19,21115.3,14276.6,13093.2,18950.3,109.042,111.497,111.479,113.914,113.808,114.389,0.43,0.34,0.09,767.4,599.4,28,3037.5,114.2,2170.7,1473.8,282.3,3681.5,1413.9,109.039,1388.8,2292.7,1245.8,2012.7,1695.5,172.1,213.8,1391.9,2298.8,594.2,475.2,1301.6,68.5,22,738.7,3054.4,428612,404529,67605,70.7,0.6,71.3,27557
6/30/19,21329.9,14497.3,13212.8,19020.6,109.726,112.181,110.761,114.89,114.687,115.793,0.86,0.28,0.58,779.7,615,27.5,3071,114.9,2222.5,1480.7,292.9,3737.6,1419.9,109.722,1410.6,2327,1273.6,2025.5,1703.1,168.3,224.2,1397.8,2315.8,612.5,519.4,1312.4,68.7,22.1,755.2,3105.7,439939,419672,66614,60.5,0.6,61.1,27095
9/30/19,21540.3,14645.3,13301.3,19141.7,110.108,112.602,110.921,115.262,115.007,116.391,0.37,0.06,0.31,789.9,622.3,27.6,3094.8,115.5,2197.1,1501.6,271.4,3767.1,1424.1,110.104,1429.3,2337.8,1288.5,2028.3,1713.2,175.1,201.6,1402.3,2331.4,610.3,483.9,1326.5,69.8,21.8,763.4,3123.2,438361,418824,68895,81.4,0.6,82,27197
12/31/19,21747.4,14759.2,13353.7,19254,110.529,112.989,111.281,115.811,115.65,116.521,0.42,0.16,0.26,797.9,619.4,27.9,3108.7,116,2221.2,1509.6,300.8,3805.3,1438.1,110.525,1447.9,2357.4,1301.1,2035.6,1740.2,179.2,229.7,1416.9,2347.7,615.4,480.9,1330.4,71,21.1,761,3136.8,436040,411409,69791,80.5,0.6,81.1,27492
3/31/20,21561.1,14545.5,13118.4,19010.8,110.882,113.38,111.205,116.688,116.628,116.961,0.22,0.12,0.1,804.7,624.1,43.4,3189.6,112.2,2252.4,1530,243.2,3834.1,1456.8,110.878,1452.6,2381.6,1306.1,2041,1756.6,183.8,180.5,1436.4,2422.5,627.8,495.8,1346.2,62.7,20.4,767.1,3159.9,444822,423429,72240,74.5,0.6,75.1,43021
6/30/20,19520.1,13097.3,11860.3,17302.5,110.435,112.86,110.901,115.969,115.811,116.655,0.77,-0.4,1.17,824.1,668.8,1084.6,5627.4,112.5,2095.7,1395.8,225.8,3839.3,1384.9,110.431,1504.8,2334.5,1356.8,2013.1,1599.3,131.4,171.5,1365.7,4815.3,1396.9,496.4,1264.3,54.2,19.1,812.2,3157.6,596610,512640,72525,1085.9,0.6,1086.5,1062344
