"","date","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","jgse","jgsi","ptgh","ptgsh","ptgfh","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfbusx","pcw","gdppothq","gdppotq","recessq","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g.x","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","cpiu_g.y","pcw_g","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gfrptCurrentLaw","fshare","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","gftfpnet_g","gstfp_g","gstfpnet_g","gfsub_g","gssub_g","gfeghhx_g","gfeghdx_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g"
"206",2021-06-30,21461.0749332322,14479.6671274168,NA,18843.659341722,111.686813201935,113.960585106383,112.976692746966,117.699453607607,117.539095980396,118.395689887775,NA,NA,NA,806.855386169127,768.791934753309,NA,4818.10244188605,NA,NA,NA,NA,3923.1879719983,NA,NA,1543.19216233735,2382.34914554032,NA,NA,1619.33012190891,140.96008488573,204.049204828782,1411.85570221934,3689.6945285914,1432.53929530107,NA,NA,NA,NA,1128.40791329464,NA,685.808845982613,589.284535633876,74.3753399611355,1100.74900592591,0.608204626167738,NA,NA,NA,19466.4,22166.5,NA,0.0159014417883361,0.0125544215648346,0.00361409134731883,0.00696400341613201,0.00360360360360357,0.00352422907489003,0.00743243717904596,0.00398387738077588,0.00624162708561693,-0.00081845238095235,0.0109143327841845,0.0118950712916523,0.00713832042220885,0.0167805818436733,0.00462606013878197,0.00541033706720695,0.00580291412362532,0.0034348756747633,NA,NA,NA,NA,0.0186330396063015,NA,-0.078530024585041,0.00431273557775036,0.0141035329769639,0.0449171241547703,0.0134614227958574,-0.0156522815813604,0.0354557673472764,0.00431273557775036,1670.98840625,0.629670798,NA,NA,NA,NA,NA,-0.078530024585041,0.0167805818436733,0.0167805818436733,0.00361409134731883,0.00361409134731883,0.0354557673472764,0.0354557673472764,0.00713832042220885,0.00713832042220885,0.00580291412362532,0.00580291412362532
"207",2021-09-30,21820.1203041703,14613.451105492,NA,19087.2351239839,112.113671976158,114.36079787234,113.504973192097,118.356827364114,118.195574109162,119.056952255868,NA,NA,NA,794.025440547833,795.116678732386,NA,4607.63605581106,NA,NA,NA,NA,3961.77236688587,NA,NA,1554.61271704848,2412.73546635215,NA,NA,1626.28387484013,142.920471711112,212.820525783437,1430.60884477299,3464.83555655807,1443.14095191721,NA,NA,NA,NA,1142.80049925298,NA,709.292107802824,609.462640827408,74.9257624295195,1105.02954571491,0.610569783063769,NA,NA,NA,19542.1,22336.7,NA,0.0167300739620502,0.0129261401856586,0.00388875190071092,0.00767825321994908,0.00359066427289045,0.00351185250219488,0.00923943740542654,0.00539688456102749,0.00453871524100569,0.000670191376870743,0.00712976166225299,0.00983495951837243,0.0074006044029058,0.0127547722669885,0.00498848810437424,0.00467601265611939,0.00558518953451603,0.0038219263490924,NA,NA,NA,NA,0.0201037596725424,NA,-0.0609424358279256,0.00429421576066069,0.0139073896484339,0.042986303043989,0.0132826198344294,-0.0159011711903045,0.0342417015437655,0.00429421576066069,1678.163991,0.629670798,NA,NA,NA,NA,NA,-0.0609424358279256,0.0127547722669885,0.0127547722669885,0.00388875190071092,0.00388875190071092,0.0342417015437655,0.0342417015437655,0.0074006044029058,0.0074006044029058,0.00558518953451603,0.00558518953451603
"208",2021-12-31,22060.5995625019,14772.9821887817,NA,19226.4647447356,112.497373054738,114.761010638298,114.034305571147,119.006881689927,118.844742779468,119.710851896096,NA,NA,NA,834.117090055063,787.202352013353,NA,4739.49978448127,NA,NA,NA,NA,3990.17618264743,NA,NA,1566.54462293736,2437.88630621328,NA,NA,1646.67490612155,146.429161438582,250.003669940269,1452.59801312373,3584.78650293169,1454.21729384715,NA,NA,NA,NA,1154.71328154958,NA,702.232050291098,603.396252595881,75.5008298634581,1109.64370749539,0.613119278476135,NA,NA,NA,19623.7,22513.3,NA,0.0110209868222277,0.00729438390879089,0.00417560037048226,0.00790627084573803,0.00357781753130593,0.00349956255468076,0.0109167288505652,0.007468738655936,0.00198801168709895,-0.00238130674207471,0.00490493527508096,0.00716947192599249,0.00767516292516301,0.0104242011658087,0.00381825124093171,0.00466351706152635,0.00549232638529817,0.00342242896710521,NA,NA,NA,NA,0.0153607020972977,NA,0.0346195207292241,0.0125384206268551,0.0245499450530899,0.174715967926274,0.0153704965763926,0.0504916435417602,-0.00995366709154,0.0125384206268551,1699.205517,0.629670798,NA,NA,NA,NA,NA,0.0346195207292241,0.0104242011658087,0.0104242011658087,0.00417560037048226,0.00417560037048226,-0.00995366709154,-0.00995366709154,0.00767516292516301,0.00767516292516301,0.00549232638529817,0.00549232638529817
"209",2022-03-31,22280.6923463821,14930.0900151099,NA,19337.9092845798,112.940478138209,115.261276595745,114.628131609624,119.781291504296,119.618097512301,120.489842634098,NA,NA,NA,874.208739562293,779.28802529432,NA,4832.69940113449,NA,NA,NA,NA,4020.41250265168,NA,NA,1580.13503573435,2465.60355830515,NA,NA,1667.06593740296,149.937851166051,287.186814097101,1474.58718147447,3664.85774725804,1466.83322130337,NA,NA,NA,NA,1167.84165387645,NA,695.171992779372,597.329864364354,76.1558303207294,1114.43316218665,0.615765629719118,NA,NA,NA,19708.4,22704.4,NA,0.0099767362739418,0.0057964135021098,0.00431620948139244,0.00848831579555198,0.00356506238859167,0.00435919790758499,0.0106348078079719,0.00666973321067155,0.0015632045693672,-0.00350589288378322,0.00483067478488408,0.00757769046282597,0.00867540738897743,0.0113693784739768,0.00418410041841022,0.00520743328512507,0.00650726918790823,0.0039388038266075,NA,NA,NA,NA,0.0168417351570949,NA,0.0223364053231254,0.0123831554155671,0.0239616869549661,0.148730393300689,0.0151378207543145,0.0480647741009401,-0.0100537386591788,0.0123831554155671,1720.247043,0.629670798,NA,NA,NA,NA,NA,0.0223364053231254,0.0113693784739768,0.0113693784739768,0.00431620948139244,0.00431620948139244,-0.0100537386591788,-0.0100537386591788,0.00867540738897743,0.00867540738897743,0.00650726918790823,0.00650726918790823
"210",2022-06-30,22498.5537748496,15099.5160643251,NA,19438.5034461134,113.435991882556,115.761542553191,115.222488937855,120.62021351334,120.455876546262,121.333727180528,NA,NA,NA,914.300389069523,771.373698575287,NA,4899.70869644838,NA,NA,NA,NA,4049.12173578702,NA,NA,1593.89638966475,2491.57565008011,NA,NA,1687.45696868438,153.446540893521,324.369958253933,1496.57634982521,3719.56527146565,1479.60783275032,NA,NA,NA,NA,1180.14342498273,NA,688.111935267646,591.263476132827,76.8190694181524,1119.30178141826,0.61845572230496,NA,NA,NA,19794.5,22907.1,NA,0.00977803674502464,0.00520191505985856,0.00436869558157937,0.00892778492274604,0.00444049733570151,0.00434027777777768,0.011347958990451,0.00693016525778689,0.000840411801782848,-0.00329365970506779,0.00350543342180387,0.00714086753943954,0.00870897335935705,0.0105337663419101,0.00492424242424239,0.005185091302506,0.00700378162990178,0.00438738840596065,NA,NA,NA,NA,0.019842936881,NA,0.0149275982808723,0.0122316885156828,0.0234009604658383,0.129473716520494,0.0149120842951809,0.045860499549917,-0.0101558428490468,0.0122316885156828,1741.288569,0.629670798,NA,NA,NA,NA,NA,0.0149275982808723,0.0105337663419101,0.0105337663419101,0.00436869558157937,0.00436869558157937,-0.0101558428490468,-0.0101558428490468,0.00870897335935705,0.00870897335935705,0.00700378162990178,0.00700378162990178
"211",2022-09-30,22726.3548774278,15278.2312652256,NA,19542.8496076236,113.95124283212,116.361861702128,115.829189770718,121.492610237235,121.327084688015,122.211284457265,NA,NA,NA,954.392038576753,763.459371856253,NA,4930.38178529281,NA,NA,NA,NA,4076.7111052185,NA,NA,1609.18359259024,2514.98132962435,NA,NA,1707.8479999658,156.95523062099,361.553102410765,1518.56551817595,3739.15217923406,1493.79888389773,NA,NA,NA,NA,1191.22960605875,NA,681.05187775592,585.197087901301,77.5558479881759,1124.23260136015,0.621180183088764,NA,NA,NA,19881.7,23116.6,NA,0.0101251442585111,0.00536801414776922,0.0044052640885095,0.00914563606916641,0.00442086648983198,0.00518582541054435,0.0118358230912228,0.00726062622901225,0.000329884540410719,-0.00247840781073971,0.00214581565946403,0.0068136675634225,0.00959108949905385,0.00939392690865648,0.00527704485488112,0.0052654723783141,0.00723259144121924,0.00454221751855743,NA,NA,NA,NA,0.0212758512131384,NA,0.00526591317503233,0.0120838822321585,0.0228658769825529,0.114631898579594,0.0146929813192012,0.0438495378395618,-0.0102600422255138,0.0120838822321585,1762.330095,0.629670798,NA,NA,NA,NA,NA,0.00526591317503233,0.00939392690865648,0.00939392690865648,0.0044052640885095,0.0044052640885095,-0.0102600422255138,-0.0102600422255138,0.00959108949905385,0.00959108949905385,0.00723259144121924,0.00723259144121924
"212",2022-12-31,22957.5030131249,15461.7929800487,NA,19649.5280934436,114.448934280946,116.862127659574,116.456470585885,122.391872522238,122.225121788348,123.115866214951,NA,NA,NA,964.155888279723,755.622719980002,NA,4956.37662580409,NA,NA,NA,NA,4103.4860283199,NA,NA,1623.24865575007,2535.61528395941,NA,NA,1729.36843607985,157.895674606949,382.868541895197,1540.55811105569,3755.37367590201,1506.8554274437,NA,NA,NA,NA,1201.00294990208,NA,674.061110896036,579.190237994241,78.2337245868382,1129.22562201231,0.623939012070528,NA,NA,NA,19970,23327.7,NA,0.0101709287276299,0.00545869655458708,0.00444127011271678,0.00913196577351361,0.00440140845070425,0.0042992261392949,0.0120145919796981,0.00761375581919199,0,-0.00135521758771262,0.000796733393088278,0.00656777544700815,0.00874049625201168,0.00820441650679626,0.00524934383202114,0.00541556766829299,0.00740178586374185,0.00436758245417979,NA,NA,NA,NA,0.0211632883468964,NA,0.00433828201966269,0.0126009083445857,0.00599179767528635,0.058955211121976,0.0144824787712494,0.0102304391783592,-0.0102646613102643,0.0126009083445857,1784.537055,0.629670798,NA,NA,NA,NA,NA,0.00433828201966269,0.00820441650679626,0.00820441650679626,0.00444127011271678,0.00444127011271678,-0.0102646613102643,-0.0102646613102643,0.00874049625201168,0.00874049625201168,0.00740178586374185,0.00740178586374185
"213",2023-03-31,23189.8682517744,15640.9120571094,NA,19756.4093900731,114.949881507959,117.462446808511,117.06488922188,123.304087873299,123.136094307053,124.033477660924,NA,NA,NA,973.919737982693,747.78606810375,NA,4983.4972694286,NA,NA,NA,NA,4132.50067882902,NA,NA,1638.87034045403,2555.53064286986,NA,NA,1750.8888721939,158.836118592908,404.183981379629,1562.55070393542,3773.06134089166,1521.35697672796,NA,NA,NA,NA,1210.43592853694,NA,667.070344036152,573.183388087181,78.9866237649047,1134.2921525948,0.626738458013518,NA,NA,NA,20059.6,23541,NA,0.0101215379789616,0.00543938236690522,0.00448673009514255,0.00914363610643143,0.00438212094653823,0.00513698630136994,0.0115846252301905,0.00717617777247881,0.000449694207938611,0.000603136308805707,0.000398049557169822,0.00707073213089537,0.00962371639651249,0.00785425101214576,0.00522193211488231,0.00522442963395697,0.0074532346982048,0.00437703706164072,NA,NA,NA,NA,0.0210519102317694,NA,0.00470996138231183,0.0124441013638688,0.00595610987001338,0.0556729977838368,0.0142757308029515,0.010126837186454,-0.0103711173169317,0.0124441013638688,1806.744015,0.629670798,NA,NA,NA,NA,NA,0.00470996138231183,0.00785425101214576,0.00785425101214576,0.00448673009514255,0.00448673009514255,-0.0103711173169317,-0.0103711173169317,0.00962371639651249,0.00962371639651249,0.0074532346982048,0.0074532346982048
"214",2023-06-30,23412.5980920513,15790.9520506337,NA,19850.1079840822,115.475012890633,117.962712765957,117.672574823374,124.231858063533,124.062600472504,124.96673595876,NA,NA,NA,983.683587685663,739.949416227499,NA,5012.69034351554,NA,NA,NA,NA,4163.85686253712,NA,NA,1653.20320167832,2577.70444454335,NA,NA,1772.40930830796,159.776562578867,425.499420864061,1584.54329681516,3791.7517171171,1534.66211617786,NA,NA,NA,NA,1220.93862639843,NA,660.079577176268,567.176538180121,79.6774070984317,1139.38130161739,0.62955040148304,NA,NA,NA,20149.6,23760.7,NA,0.00960461861441564,0.00474269348033629,0.00448662984306769,0.00933265366806846,0.00436300174520077,0.00425894378194203,0.00959279055955786,0.00500159074261775,0.00095891642444057,0.000602772754671355,0.00114393713319427,0.00758770201024839,0.00874557362500972,0.00867678958785256,0.00556586270871984,0.00519101504757735,0.007524245191185,0.00456835079589046,NA,NA,NA,NA,0.0224500144563282,NA,0.00495363699044171,0.0122911490590989,0.00592084466864362,0.0527369724343718,0.0140748027083821,0.0100253124792336,-0.0104798045998958,0.0122911490590989,1828.950975,0.629670798,NA,NA,NA,NA,NA,0.00495363699044171,0.00867678958785256,0.00867678958785256,0.00448662984306769,0.00448662984306769,-0.0104798045998958,-0.0104798045998958,0.00874557362500972,0.00874557362500972,0.007524245191185,0.007524245191185
"215",2023-09-30,23651.2516959544,15965.7294589719,NA,19954.2513347829,116.00668326572,118.563031914894,118.295879506697,125.178685386054,125.008137806175,125.919164118946,NA,NA,NA,993.447437388632,732.112764351247,NA,5044.65914157394,NA,NA,NA,NA,4194.90762887145,NA,NA,1669.10729064806,2599.67293323838,NA,NA,1793.92974442201,160.717006564826,446.814860348493,1606.53588969489,3813.31506451643,1549.42582024606,NA,NA,NA,NA,1231.3440770575,NA,653.088810316384,561.169688273061,80.4439169685345,1144.5439605703,0.632402961913788,NA,NA,NA,20240.9,23985.2,NA,0.010193384047549,0.00524648786717763,0.00453110731726691,0.00944837483744165,0.00521285838401409,0.00508905852417296,0.0110681995472972,0.00643437161808991,0.000718498338472484,0.000527108433735046,0.00089423220229512,0.00745721271393651,0.00962016584143988,0.00852250099561935,0.00553505535055354,0.00529694097591427,0.00762145344422605,0.00460420277753149,NA,NA,NA,NA,0.0223247216736027,NA,0.00568690911432479,0.0121419110208791,0.00588599460884431,0.0500951080994347,0.013879452157564,0.00992580320054071,-0.0105907940521196,0.0121419110208791,1851.157935,0.629670798,NA,NA,NA,NA,NA,0.00568690911432479,0.00852250099561935,0.00852250099561935,0.00453110731726691,0.00453110731726691,-0.0105907940521196,-0.0105907940521196,0.00962016584143988,0.00962016584143988,0.00762145344422605,0.00762145344422605
"216",2023-12-31,23903.4962828253,16148.0795453144,NA,20068.3324151512,116.537990180843,119.16335106383,118.922971472997,126.13995510083,125.968097855308,126.886120103539,NA,NA,NA,999.122178598945,740.362572415056,NA,5087.6661344242,NA,NA,NA,NA,4226.56922995333,NA,NA,1685.19445804444,2621.84673491187,NA,NA,1810.16028413269,163.596629115552,458.25376004608,1621.00419947951,3845.81935950521,1564.3594753072,NA,NA,NA,NA,1241.846774919,NA,660.44813745297,567.493225363119,81.2192504450247,1149.78012945355,0.635296139305762,NA,NA,NA,20333.5,24212.9,NA,0.0106651685971464,0.0057171315753366,0.0045748953850866,0.00949335423511166,0.0043215211754537,0.00506329113924053,0.0114213438735178,0.00681018528678101,0.000807730277919028,0.000677353804470426,0.000843798084082081,0.00754762771508322,0.00963818652432713,0.0085294582214499,0.00550458715596336,0.00530104656996544,0.0076791804596088,0.00457996815499362,NA,NA,NA,NA,0.0222008195870449,NA,0.00852389441702073,0.00904747789658478,0.0179173480907555,0.0256009831200883,0.009005905113872,0.0057121705655907,0.0112684936877439,0.00904747789658478,1867.9062455,0.629670798,NA,NA,NA,NA,NA,0.00852389441702073,0.0085294582214499,0.0085294582214499,0.0045748953850866,0.0045748953850866,0.0112684936877439,0.0112684936877439,0.00963818652432713,0.00963818652432713,0.0076791804596088,0.0076791804596088
"217",2024-03-31,24168.6218759418,16341.7381641432,NA,20188.0921981867,117.094209779629,119.763670212766,119.556653878536,127.121028129165,126.947834237311,127.872996545696,NA,NA,NA,1004.79691980926,748.612380478864,NA,5130.29207180364,NA,NA,NA,NA,4259.5543063216,NA,NA,1701.4414588192,2645.25241445612,NA,NA,1826.39082384338,166.476251666278,469.692659743666,1635.47250926413,3877.35911580863,1579.44150307319,NA,NA,NA,NA,1252.93295599502,NA,667.807464589556,573.816762453177,82.002287214821,1155.07284443704,0.638220560514065,NA,NA,NA,20427.1,24447.6,NA,0.011091498497938,0.00596760012531439,0.00460324095704134,0.00969318008169195,0.00516351118760761,0.00503778337531502,0.0119926718397307,0.00718551562795167,0.000956537334847907,0.000676895306859215,0.0011406466970838,0.00780422005973591,0.00964102433235636,0.00892717306186386,0.00547445255474455,0.00532851136908286,0.00777765480851156,0.00477286074629668,NA,NA,NA,NA,0.0220782851710888,NA,0.00820104985572656,0.00896635499792819,0.0176019675117649,0.0249619330923465,0.00892552270331404,0.00567972699622232,0.0111429296552605,0.00896635499792819,1884.654556,0.629670798,NA,NA,NA,NA,NA,0.00820104985572656,0.00892717306186386,0.00892717306186386,0.00460324095704134,0.00460324095704134,0.0111429296552605,0.0111429296552605,0.00964102433235636,0.00964102433235636,0.00777765480851156,0.00777765480851156
"218",2024-06-30,24429.0819077409,16524.694064726,NA,20301.260629912,117.660791260684,120.363989361702,120.171427681201,128.109700089511,127.935159198288,128.867516870386,NA,NA,NA,1010.47166101957,756.862188542673,NA,5168.95559819305,NA,NA,NA,NA,4293.65924639372,NA,NA,1717.78290306345,2669.78731538188,NA,NA,1842.62136355406,169.355874217005,481.131559441252,1649.94081904876,3904.4016015087,1594.61120234538,NA,NA,NA,NA,1264.55399668435,NA,675.166791726143,580.140299543236,82.7898757606836,1160.37686864058,0.641151230485633,NA,NA,NA,20520.9,24685.7,NA,0.0107767845902051,0.00560570214433187,0.00459193913967249,0.00973919730362094,0.00428082191780832,0.00501253132832069,0.0111956206093335,0.00632632892582241,0.0011945290569193,0.000826756858323785,0.00148610491900736,0.00800669216061189,0.00960447046799318,0.00927506985408244,0.00580762250453737,0.00514211282033505,0.00777740689243522,0.00483868059847814,NA,NA,NA,NA,0.0234336455597894,NA,0.00697445990747125,0.00888667392476794,0.0172974975223417,0.0243540099260422,0.00884656250879567,0.00564764988669575,0.0110201330874753,0.00888667392476794,1901.4028665,0.629670798,NA,NA,NA,NA,NA,0.00697445990747125,0.00927506985408244,0.00927506985408244,0.00459193913967249,0.00459193913967249,0.0110201330874753,0.0110201330874753,0.00960447046799318,0.00960447046799318,0.00777740689243522,0.00777740689243522
"219",2024-09-30,24687.3105841275,16699.067596904,NA,20411.5897103038,118.22778384077,120.964308510638,120.800039697664,129.116747231561,128.940834306015,129.880521072853,NA,NA,NA,1016.14640222988,765.111996606482,NA,5205.64041326639,NA,NA,NA,NA,4329.59669070853,NA,NA,1734.24415241538,2695.9647201353,NA,NA,1858.85190326475,172.235496767731,492.570459138839,1664.40912883338,3928.68739827333,1609.89211623408,NA,NA,NA,NA,1276.95301499306,NA,682.526118862729,586.463836633294,83.5832384063834,1165.70916589425,0.644097522365365,NA,NA,NA,20615.2,24925.4,NA,0.0105705436398211,0.00543459258038248,0.00459531502029642,0.00971007506370092,0.00511508951406658,0.00498753117206996,0.0105523001814727,0.00570592957908023,0.00155103501759846,0.000826073896065038,0.00192906959489525,0.00836988737403677,0.00958284619236638,0.00980505248586927,0.00541320822807645,0.00523096070831541,0.00786081882438872,0.00481887444416351,NA,NA,NA,NA,0.0218292852000215,NA,0.00622010726438749,0.00880839657659149,0.0170033815717334,0.0237749934983906,0.00876898711613383,0.00561593306296904,0.0109000134881803,0.00880839657659149,1918.151177,0.629670798,NA,NA,NA,NA,NA,0.00622010726438749,0.00980505248586927,0.00980505248586927,0.00459531502029642,0.00459531502029642,0.0109000134881803,0.0109000134881803,0.00958284619236638,0.00958284619236638,0.00786081882438872,0.00786081882438872
"220",2024-12-31,24950.3062470773,16875.3595408431,NA,20523.9468987909,118.801042545962,121.564627659574,121.425931520213,130.13464509179,129.957345348543,130.904440179554,NA,NA,NA,1045.94369659181,775.562591882435,NA,5317.6349848545,NA,NA,NA,NA,4365.94135818838,NA,NA,1750.82582924194,2722.45009435642,NA,NA,1883.98107987228,171.940153729534,503.548682770726,1677.07124636273,4028.1370807491,1625.28482248011,NA,NA,NA,NA,1289.49790410539,NA,691.848681134838,594.474292916584,84.3824051473762,1171.06973619804,0.647059436153261,NA,NA,NA,20710,25167.5,NA,0.0106530706151091,0.00550457804031046,0.00459854864371922,0.00971298354289196,0.00508905852417296,0.00496277915632759,0.0105569932522311,0.00568068424803991,0.00151885162904275,0.000900427703159012,0.00192535545023698,0.00839446952595924,0.00956132780004681,0.0098240804203793,0.00574300071787492,0.00518122199393201,0.00788354634122701,0.00484876470292117,NA,NA,NA,NA,0.0231706539667027,NA,0.0253137173803843,0.0135186544788175,-0.00171476288999473,0.0222876208432801,0.00760757515084243,0.0293238201666011,0.0136589091823218,0.0135186544788175,1944.082,0.629670798,NA,NA,NA,NA,NA,0.0253137173803843,0.0098240804203793,0.0098240804203793,0.00459854864371922,0.00459854864371922,0.0136589091823218,0.0136589091823218,0.00956132780004681,0.00956132780004681,0.00788354634122701,0.00788354634122701
"221",2025-03-31,25225.9800657806,17068.7152525517,NA,20646.140411541,119.371218781082,122.265,122.063299756259,131.15819367886,130.979499419176,131.934043439259,NA,NA,NA,1075.74099095374,786.013187158388,NA,5420.4583988672,NA,NA,NA,NA,4401.87880250318,NA,NA,1768.94420277595,2748.73015559907,NA,NA,1909.1102564798,171.644810691337,514.526906402612,1689.73336389207,4118.51285285189,1642.10403831587,NA,NA,NA,NA,1301.94554601531,NA,701.171243406946,602.484749199874,85.2556341748575,1176.44161572189,0.650027598704423,NA,NA,NA,20805,25410.6,NA,0.0110489152306734,0.00595370438993048,0.00458715596330284,0.00965928280520512,0.00421940928270037,0.00576131687242798,0.011457872126557,0.00662664691666026,0.00133813077998157,0.000674713246870073,0.00177383592017732,0.00823131631106455,0.0103484728357308,0.00965309200603315,0.00571020699500369,0.00524902900118773,0.00786530432651844,0.00479942114059373,NA,NA,NA,NA,0.0230372125853846,NA,0.0224361212866127,0.0133383380947925,-0.00171770835253349,0.0218017125404444,0.00755013691684847,0.0284884305522579,0.0134748573298091,0.0133383380947925,1970.012823,0.629670798,NA,NA,NA,NA,NA,0.0224361212866127,0.00965309200603315,0.00965309200603315,0.00458715596330284,0.00458715596330284,0.0134748573298091,0.0134748573298091,0.0103484728357308,0.0103484728357308,0.00786530432651844,0.00786530432651844
"222",2025-06-30,25504.8994923568,17265.1000354621,NA,20768.0297080767,119.950787565047,122.865319148936,122.707218925989,132.191279559436,132.011177789391,132.973240409127,NA,NA,NA,1105.53828531567,796.463782434341,NA,5515.6325409968,NA,NA,NA,NA,4438.73249893933,NA,NA,1785.66454817105,2775.83146875556,NA,NA,1934.23943308733,171.349467653139,525.505130034499,1702.39548142142,4200.85036426188,1657.62547005591,NA,NA,NA,NA,1314.78217673491,NA,710.493805679055,610.495205483165,86.0614841547749,1181.78522219561,0.652980139347421,NA,NA,NA,20899.5,25656.1,NA,0.0110568321170819,0.00590373280943024,0.00454217736121132,0.00966132244024154,0.00504201680672267,0.0049099836333879,0.0115055398139001,0.00661822687844982,0.00148482508760472,0.000674258315852549,0.0019674388864297,0.00837226513714784,0.00945216099459922,0.00985957573946816,0.00567778566359101,0.00527528889531736,0.00787664004511934,0.00485518025101328,NA,NA,NA,NA,0.0229052993386389,NA,0.0199920491574961,0.0131627686364557,-0.0017206639513746,0.021336539440945,0.00749355951650421,0.0276993203870661,0.0132956996736076,0.0131627686364557,1995.943646,0.629670798,NA,NA,NA,NA,NA,0.0199920491574961,0.00985957573946816,0.00985957573946816,0.00454217736121132,0.00454217736121132,0.0132956996736076,0.0132956996736076,0.00945216099459922,0.00945216099459922,0.00787664004511934,0.00787664004511934
"223",2025-09-30,25786.5574005757,17460.8790041321,NA,20890.2232208267,120.535354932724,123.465638297872,123.359500280009,133.231591454407,133.050072329039,134.019706137966,NA,NA,NA,1135.3355796776,806.914377710293,NA,5602.34100173577,NA,NA,NA,NA,4476.50244749682,NA,NA,1802.47196852494,2803.85669031511,NA,NA,1959.36860969486,171.054124614942,536.483353666386,1715.05759895077,4274.28458187036,1673.22773314227,NA,NA,NA,NA,1328.05641986541,NA,719.816367951164,618.505661766455,86.8715307796858,1187.13448327935,0.655935804372051,NA,NA,NA,20994.1,25903.9,NA,0.0110432863420358,0.00588373160418354,0.004526424077131,0.00965852175506021,0.00501672240802686,0.00488599348534202,0.0113395791665203,0.00643482639957482,0.00160123354287744,0.000598936887025392,0.00220902263020961,0.00850917431192677,0.00941241756247302,0.0100961538461539,0.00529287226534936,0.00531575370813164,0.0078697467672415,0.00487339332691006,NA,NA,NA,NA,0.0213401699357263,NA,0.0174807982291409,0.0129917610910344,-0.00172362973893192,0.0208908020196987,0.00743782374162305,0.0269527475960905,0.0131212435598909,0.0129917610910344,2021.874469,0.629670798,NA,NA,NA,NA,NA,0.0174807982291409,0.0100961538461539,0.0100961538461539,0.004526424077131,0.004526424077131,0.0131212435598909,0.0131212435598909,0.00941241756247302,0.00941241756247302,0.0078697467672415,0.0078697467672415
"224",2025-12-31,26070.6495146993,17662.0093319251,NA,21012.8223551958,121.12076374259,124.065957446809,124.010913249425,134.286576086513,134.1036196152,135.080931398668,NA,NA,NA,1155.42173167024,817.789225579915,NA,5661.14518510849,NA,NA,NA,NA,4515.59587134069,NA,NA,1819.35800270312,2832.7031637885,NA,NA,1984.82425856129,172.144144182156,538.39402023951,1732.03978669937,4319.4255333029,1688.90297313662,NA,NA,NA,NA,1341.71965180559,NA,729.517389164523,626.841310707667,87.6853662586682,1192.4837443631,0.658891469396682,NA,NA,NA,21088.7,26153.3,NA,0.0110170624837753,0.00586873261588194,0.00450602788402477,0.00962789386926288,0.00499168053244592,0.00486223662884933,0.0115189119485581,0.00662997247935948,0.00180590917165024,0.00089786756453436,0.00235109717868354,0.00873302858702307,0.00936826451287409,0.0102881411781934,0.00561600561600573,0.00528060642217953,0.00791842700811163,0.00485673942050147,NA,NA,NA,NA,0.0226539690777032,NA,0.0105610542695274,0.0129917610910344,0.00637236646393213,0.00356146478742825,0.00990181773427534,0.0176918193635316,0.0134770778288524,0.0292900567804737,2081.095287,0.629670798,NA,NA,NA,NA,NA,0.0105610542695274,0.0102881411781934,0.0102881411781934,0.00450602788402477,0.00450602788402477,0.0134770778288524,0.0134770778288524,0.00936826451287409,0.00936826451287409,0.00791842700811163,0.00791842700811163
