"","date","fim_bars","fim_bars_ma","state_local_cont","federal_cont","taxes_transfers_cont","subsidies_cont","recession","state_health_outlays","state_social_benefits","state_noncorp_taxes","state_corporate_taxes","state_subsidies","federal_health_outlays","federal_social_benefits","federal_noncorp_taxes","federal_corporate_taxes","federal_subsidies","health_outlays","social_benefits","noncorp_taxes","corporate_taxes","subsidies","federal_nom","federal_cgrants","federal_igrants","pi_federal","state_local_nom","pi_state_local","pi_state_local_c","pi_state_local_i","gdp","gdppot","gdppoth","pi_gdp","pce","pi_pce","add_state_health_outlays","add_state_social_benefits","add_state_noncorp_taxes","add_state_corporate_taxes","add_state_expenditures","add_federal_subsidies","add_federal_grants","add_federal_nom","federal_cgrants_cont","federal_igrants_cont","federal_cont_0","state_local_cont_0","purchases_cont","subsidies_net","health_outlays_net","social_benefits_net","noncorp_taxes_net","corporate_taxes_net","state_subsidies_net","state_health_outlays_net","state_social_benefits_net","state_noncorp_taxes_net","state_corporate_taxes_net","federal_subsidies_net","federal_health_outlays_net","federal_social_benefits_net","federal_noncorp_taxes_net","federal_corporate_taxes_net","health_outlays_net_xmpc","state_health_outlays_net_xmpc","federal_health_outlays_net_xmpc","social_benefits_net_xmpc","state_social_benefits_net_xmpc","federal_social_benefits_net_xmpc","noncorp_taxes_net_xmpc","state_noncorp_taxes_net_xmpc","federal_noncorp_taxes_net_xmpc","corporate_taxes_net_xmpc","state_corporate_taxes_net_xmpc","federal_corporate_taxes_net_xmpc","subsidies_net_xmpc","state_subsidies_net_xmpc","federal_subsidies_net_xmpc","transfers_net_taxes","state_transfers_net_taxes","federal_transfers_net_taxes","state_taxes_transfers_cont","federal_taxes_transfers_cont","health_cont","social_benefits_cont","noncorp_cont","corporate_cont","state_subsidies_cont","federal_subsidies_cont"
"46",1981-06-30,-0.254690841890402,0.0387708693438864,-0.663865347073811,0.335583914624138,0.0782944610329325,-0.00470387047366165,0,12.4288283298,43.948,241.2,15.2,0.4,58.2711716702,184.352,531.7,50.7,10.3,70.7,228.3,773,65.9,10.7,311.9,55.7288283298,15.716,0.0232700695508665,336.8,0.0215475932853122,0.0209137919748643,0.0239109390125847,3162.5,0.0247888692116505,0.0060098394985586,0.0187790297130919,1917.5,0.0167555737929148,NA,NA,NA,NA,NA,NA,NA,NA,-0.322571883687049,-0.109786206747496,0.767942005058682,-1.09622343750836,-0.328281432449673,-0.141313380889619,1.97016422681298,-5.81100310241828,3.16447341550793,-11.2165121621771,-0.00910616531658937,0.440854763906701,-1.72870335759719,-0.581743702104291,-1.98245894329676,-0.132207215573027,1.52930946290629,-4.08229974482103,3.54394057628315,-9.13177667755119,1.41262388298495,0.316652995543698,1.09597088744126,1.16843085375229,-0.639876388752958,1.78584809232746,-3.27870404196723,0.559584813869321,-3.81964193431187,1.34590777346225,0.0728276713535614,1.27328841787094,-0.0367395803345344,0.00300764122206632,-0.036058340167934,0.611518887897719,0.312196733235689,0.299407123159848,0.0399714145362895,0.0383339252493244,0.180862157734454,0.149597446226527,-0.419781581456659,0.172320309002272,0.000385076656048437,-0.00461664940374291
"47",1981-09-30,-0.994076915397207,-0.0817001148627145,0.225094033140274,-1.06772957756261,-0.149501339569828,-0.00194003140504589,1,12.5172897414,43.612,247.7,15.7,0.4,60.1827102586,200.688,546.1,52.7,10.7,72.7,244.3,793.9,68.4,11.1,317.4,53.0172897414,14.828,0.0219344730657574,340.3,0.0135576806682001,0.0119257525726926,0.0204925782357945,3260.6,0.025994823726875,0.00655849895919469,0.0194363247676803,1958.1,0.0164794511333826,NA,NA,NA,NA,NA,NA,NA,NA,-0.473251449021394,-0.166088187092041,-0.428389941449172,-0.414245602973161,-0.842635544422333,0.153493934009424,0.371216928454785,10.7404359938646,3.09166457843776,0.981799088899166,-0.00921518003703092,-0.197873315171144,-1.34847183066859,0.943246437670382,0.149823158592826,0.162709114046454,0.569090243625922,12.0889078245332,2.15072193577669,0.831975930306335,1.01949992478999,0.133899523606387,0.885600401183608,-1.48526950540609,-1.67974589978992,0.217636117654563,-1.96127102186727,0.455043462152934,-2.39814011839807,1.26038400980555,0.0602082346939614,1.20371742420718,-0.0153383732961441,0.00266210637216652,-0.0144010793120258,-1.18199496597395,-1.02793257296447,-0.105587254664744,-0.130015187094321,-0.0133549096809162,0.128948607088062,-0.187860174596817,-0.248065899999022,0.159416159342995,0.000336709106360983,-0.0018214803872918
"48",1981-12-31,0.694881280727179,0.0360732688734764,0.529536401273657,-0.0522477704240769,0.214351609211696,0.00324104066590257,1,12.384597624,45.628,251.5,14.1,0.4,61.915402376,199.272,542.2,44.8,13.1,74.3,244.9,793.7,58.9,13.5,329.3,50.384597624,15.012,0.0191414528565632,348.4,0.0158246745491462,0.0153651195944875,0.0178112333526348,3280.8,0.0235875649303217,0.00706818890053529,0.0165193760297864,1974.4,0.0153299805893772,NA,NA,NA,NA,NA,NA,NA,NA,-0.468876321381197,-0.0226844228878126,0.439312973844933,0.0379756570046476,0.47728863084958,2.15138031866197,-0.0283469219166363,-4.87187280638565,-17.9819067580414,-11.03203479311,-0.00895926779596501,-0.41305649458222,1.03917103220593,-1.74802658265133,-1.95165126099163,2.16033958645794,0.384709572665585,-5.91104383859155,-16.1316403584411,-9.08038353211839,0.696872509043875,-0.0277305261680358,0.724603035211913,-0.995848232103998,-0.994918043574292,-0.000930188529696352,0.325344241208256,0.527854493780128,-0.208741257463358,1.6944992813529,0.133629392157433,1.5643184672145,0.0264193429881048,-0.000809570679768361,0.0275840795591444,1.74728714248914,-0.361974254484534,2.1068341359925,-0.0444058461000471,0.258459686682513,0.0854900949572318,-0.122167482316629,0.0399121929961671,0.207875762909023,-0.0000993155468034547,0.00338392683053971
"49",1982-03-31,-0.286223923574346,-0.210027600033694,-0.0350442858072552,-0.671834203315222,0.40839518804378,0.0122593775043507,1,12.7468182816,48.672,255.2,14.1,0.4,64.2531817184,198.528,541.9,33.5,13.6,77,247.3,797.1,47.6,14,334.9,49.7468182816,13.852,0.0159723912129726,353.2,0.0168126506378226,0.0175351014040563,0.0140178408884035,3274.3,0.021832133269108,0.00749680014627896,0.0143353331228291,2014.2,0.0127088266602942,NA,NA,NA,NA,NA,NA,NA,NA,-0.231529094096223,-0.180806850915954,-0.259498258303045,-0.447380230819432,-0.706878489122477,0.227224038111263,1.19872192827162,-2.54835800492972,-12.6372059963772,-12.4901114189072,-0.00808225072262925,0.111982099859882,2.12205766006969,-1.38171514185314,-0.28489933797268,0.235306288833891,1.08673982841174,-4.77041566499949,-11.2554908545241,-12.2052120809345,0.79014513636512,-0.0130709128470257,0.803216049212145,-0.560429531970534,0.0189120384022154,-0.601841570372744,1.08635003398114,0.445542250222354,0.640715006567843,1.93304027966868,0.15089160408362,1.78217052765493,0.100551414290684,-0.00077168639010474,0.101445131203856,3.34965733233509,0.601503293471059,2.72570514426603,0.0733361733078589,0.332322012224583,0.0963356664673397,-0.0683283994111843,0.132449406727766,0.235679136755508,-0.0000940851487569788,0.0123683407953982
"50",1982-06-30,0.166727350482986,-0.104673051940347,-0.162360342837607,-0.164185197248445,0.486102356801548,0.00717053376749018,1,13.3664552814,53.988,260.4,14.3,0.5,66.9335447186,198.912,546.9,34.7,13.2,80.3,252.9,807.2,49,13.6,342.9,50.4664552814,14.552,0.019814915623299,360.2,0.0160721512400994,0.0159143873420826,0.0167190305206462,3332,0.0210718982116387,0.00779003210945128,0.0132818661021874,2039.6,0.0096104341856873,NA,NA,NA,NA,NA,NA,NA,NA,-0.0561442075712403,0.0440400042082753,-0.15208099388548,-0.174464546200572,-0.326545540086052,-0.64360652813194,1.96016409527432,1.2968646852122,-3.76991168385484,0.5717378043514,0.0930398134819446,0.397836417920765,4.46908450448301,0.759401001480683,-0.045346574761453,-0.636646341613885,1.56232767735357,-3.07047977264119,-4.42931268533562,0.61708437911286,0.787895106768921,-0.0227500406938614,0.810645147462782,1.03884072024633,1.41341430737026,-0.374182076632281,0.275928032347003,-0.00123355612790021,0.265025564237164,1.81775231103879,0.139318662101916,1.67845550100675,0.0586961967872328,0.00433371341488421,0.0594345138954153,3.97911236718827,1.5330830860653,2.43937864996983,0.187286819908414,0.298003072408738,0.0962520363764984,0.126908434810045,0.0337083385574936,0.222063013290021,0.000529421667517846,0.00726072918124977
"51",1982-09-30,0.663755180200558,0.309784971959094,0.0733454550353842,-0.0737119402530152,0.658793443426473,0.00532822199171599,1,13.6320139956,56.42,266.2,14.4,0.5,68.9679860044,210.58,537.3,35.4,12.6,82.6,267.1,803.4,49.8,13,351.5,48.4320139956,14.544,0.00839116045692334,365.8,0.0157325746799433,0.0166309498656847,0.0118088511201855,3366.3,0.0219344734224385,0.00804842910178971,0.0138860443206488,2085.7,0.01580826109128,NA,NA,NA,NA,NA,NA,NA,NA,-0.393748146558797,-0.0356498369496016,0.355686043255383,-0.356052528473014,-0.000366485217630969,-0.924450986625747,0.384307777496502,8.16664305017269,-23.0571203238458,-0.368977819460419,-0.0119283450965348,-0.0533206684278795,1.14402500985653,-0.412282126275386,-0.241150669760897,-0.914908310548519,0.437628445924375,6.92261804031611,-22.6472238665898,-0.12782714969952,0.790840547803308,0.00977430482337303,0.781066242979934,0.459737307915641,1.97422609648841,-1.53659727808113,2.49688514639178,0.0438368767156419,2.44119852572073,1.6959022924408,0.125655979318055,1.57026816519262,0.0443840891909942,0.00329880496296268,0.0453642241346425,5.48774938374252,2.15679206230844,3.3012998799468,0.258918614922983,0.396314511398176,0.0949388412729061,0.0551905531711454,0.299746116013419,0.203589710977287,0.000396015001556144,0.00544588525025721
"52",1982-12-31,1.81987806443555,0.591034167886187,0.0572843779657574,0.583062426814107,1.13997822828729,0.0395530313683938,1,13.6320139956,58.524,270.9,13.3,0.5,70.7679860044,222.276,544.4,31.7,19,84.4,280.8,815.3,45.1,19.4,364.1,49.1320139956,14.484,0.0117938511052764,373.3,0.0126880094109738,0.015022860875245,0.0025305410122165,3402.6,0.0183794057037847,0.00825901139221386,0.0101203943115709,2145.6,0.0110232597054887,NA,NA,NA,NA,NA,NA,NA,NA,-0.0508080638685003,-0.0257758666987536,0.659646357381361,-0.0192995526014964,0.640346804779864,6.14933047572987,0.20728440732978,8.54970538980359,-3.59137659989426,-5.66025710066558,-0.00964113554885127,-0.262856189470835,1.01609426466764,-0.432940566208345,-1.37766470380692,6.15704338416895,0.470140596800618,7.63553935224581,-3.26036426079543,-4.38259239685867,0.843857596883752,0.0435693734734346,0.800288223410316,3.47959240205822,1.9690338237923,1.51138393985728,3.25503338106624,0.201853185712069,3.0595618386519,1.682419970962,0.144083297187916,1.54169185917729,0.33286842373856,0.00307376882949555,0.337144250839622,9.59377177470877,2.36161344899521,7.25007011193641,0.280618298903272,0.861488294202704,0.100271229169563,0.413461949565781,0.386778763754418,0.199913254429135,0.000365240035587505,0.0400611057647414
"53",1983-03-31,1.38069935485,1.00776498749227,-0.203489935463937,0.331569614193604,1.21687051356585,0.0357491625544898,0,14.76047183,56.876,274.9,12.8,0.5,73.63952817,222.724,546.7,34.3,19.4,88.4,279.6,821.8,47.1,19.9,370.5,48.76047183,15.9,0.00188343622475684,377.4,0.00719106095807054,0.0085702585702585,0.000935677604665397,3473.4,0.0161705609458136,0.00819135886602163,0.00797920207979197,2184.6,0.0082755767042515,NA,NA,NA,NA,NA,NA,NA,NA,-0.140489530132041,0.150920355464477,0.321138788861168,-0.193059110131501,0.128079678729667,0.180541449936701,2.61019063786895,-5.82391550813264,-6.92549257044379,1.25734120578068,-0.00823346778513656,0.903980338241393,-2.61171093731468,-0.460892845987019,-0.719010243084632,0.0871282241648075,1.70621029962756,-3.21220457081807,-6.66459972445671,2.07799814242234,1.16143805654315,0.221768977109275,0.939669079433876,2.74259196383756,0.903935889380813,1.8619814360481,4.33342470653098,0.252527216287428,4.1171359934001,1.8097540454664,0.248807807468714,1.56091320028233,0.304100251269767,0.00296123710913233,0.299753451525337,10.3513090236479,1.63000112735536,8.77945316068974,0.191618306865969,1.03208759897605,0.136535361963575,0.32241132825928,0.509425110977603,0.212749549810898,0.000348114631062403,0.0352381651120129
"54",1983-06-30,0.855235179147022,1.17989194465828,-0.343122148953486,0.329699740394596,0.827712107884455,0.0409454798214569,0,14.849390335,56.428,284.4,15.7,0.4,75.450609665,226.972,560.8,46.3,21.1,90.3,283.4,845,61.9,21.6,380.3,50.649390335,14.2,0.00772845953002599,380.7,0.0109567223198594,0.0136596966445288,-0.00134785538816073,3578.8,0.015734115055144,0.00831406902705112,0.00742004602809287,2249.4,0.00913101467118094,NA,NA,NA,NA,NA,NA,NA,NA,0.0941403032155139,-0.208529141113417,0.444088578292499,-0.45751098685139,-0.0134224085588902,1.35284283440518,0.357854601076284,-1.07764540202572,8.8636302167929,13.9783365578133,-0.108722541849116,-0.168579161499748,-1.44020658042063,4.70434649135609,2.67670292866263,1.3615653762543,0.526433762576033,0.362561178394941,4.56277274217643,11.4016336291506,0.800918420348592,0.0943254717396594,0.706592948608931,2.20832719420903,-0.425654604722505,2.63441565003123,3.24417488945265,-0.372875418774061,3.58661784326819,0.578467510774765,0.0336958174778872,0.541405322248186,0.355550074029621,-0.00220551132419125,0.351890844166316,7.18743808881466,-0.67271424560321,7.82092260832285,-0.0774704031327472,0.900664778985761,0.0922345160763047,0.254313029793175,0.37360222139145,0.0666168608020689,-0.000253988751562302,0.0405240794801999
"55",1983-09-30,1.31014348910454,1.34148902188428,0.0861540459503942,0.679814326561884,0.507009399658099,0.0371657169341626,0,15.11614585,50.944,294.2,17.4,0.4,77.58385415,224.856,547.6,53.3,21.8,92.7,275.8,841.8,70.7,22.2,394.4,49.51614585,15.904,0.0110892320447715,387.8,0.00966997147901671,0.0116731517509727,0.000565992555020989,3689.2,0.0191079668193335,0.00847344005577444,0.010634526763559,2319.9,0.0131557543716958,NA,NA,NA,NA,NA,NA,NA,NA,-0.240712761522281,0.176108199052946,0.74441888903122,0.0215494834810586,0.765968372512278,0.132809400366639,0.446883743199436,-13.729713700745,-21.4766692912124,7.4611528649396,-0.00865167777098808,-0.0544248356851096,-6.70449218315331,3.64865710482746,1.36042164748872,0.243623997580379,0.501308578884561,-7.02522151759175,-25.3296522349252,5.99856829800813,0.814998012631752,0.0940770341067826,0.720920978524973,-2.71835307474746,-2.19157097314972,-0.503848250498039,5.59134552487778,-0.781773055852354,6.35534344413842,0.515700966568991,0.0166127549450948,0.50246060455663,0.332521669409953,-0.00490860837548472,0.337536012437151,4.53621309874102,-2.86756284832568,7.41241278915913,-0.32050551562822,0.828480249151574,0.0910917640138317,-0.303828442466464,0.624940820931908,0.057639540244662,-0.00054863176209732,0.0377261665851292
"56",1983-12-31,-2.04354378330677,0.375633559948699,-0.0181930904550352,-2.09017011501185,0.0364931099674834,0.0283263121926319,0,15.5162791225,48.392,303,17.7,0.4,79.7837208775,228.108,561.9,54.6,21.1,95.3,276.5,864.9,72.4,21.5,384.2,47.6162791225,15.768,0.00651906519065193,390.9,0.00761346210755698,0.00938914027149318,-0.000282836194330227,3794.7,0.0162040712951406,0.00872131670610754,0.00748275458903302,2372.5,0.0066028458466294,NA,NA,NA,NA,NA,NA,NA,NA,-0.303223111418522,-0.0292969309399663,-1.75765007265336,-0.350713132813524,-2.10836320546688,-1.04019640867076,1.17945013136128,-3.52640403204487,10.2001199631061,0.616581707521505,-0.0061296650210948,0.168490996323717,-3.33267413708661,4.29163137698475,0.0333595715823769,-1.03406674364966,1.01095913503757,-0.193729894958238,5.90848858612117,0.483222135939123,1.03373530053884,0.191130150910557,0.842605149628287,-5.43547769466336,-3.17004386354443,-2.26543383111895,3.82023453683013,-1.11938962656824,4.952192756828,0.656830233171843,0.0384842865735598,0.62162060275017,0.261253577352644,-0.00445279207743544,0.265580547947054,0.336575953230099,-4.06427184470598,4.41656522603456,-0.440667011244279,0.478864276920151,0.11208232685014,-0.589339444287473,0.414207366023001,0.0712165491891839,-0.00048279215845554,0.0287954622082895
"57",1984-03-31,-0.213803302334555,-0.0229921043474406,-0.192813513405578,0.328934720793372,-0.37404955439286,0.0241250446705114,0,16.0016451735,47.604,312.5,20.1,0.4,82.1983548265,230.496,581.2,64.8,20.8,98.2,278.1,893.6,84.9,21.2,392.4,51.6016451735,16.556,0.0129740518962076,401.6,0.0144977839483098,0.0175109268183347,0.00108813928182805,3908.1,0.0188396284821124,0.00897540659514462,0.00986422188696778,2418.2,0.0108062843926948,NA,NA,NA,NA,NA,NA,NA,NA,0.287156866814469,0.0663365228989796,-0.0245586689200772,0.160679876307871,0.136121207387794,-0.725306356238548,1.0148048488589,-3.86963755813758,11.5908154646175,11.0678055724804,-0.00791267639513576,0.178427812117643,-1.74527559028354,3.50614763068467,2.04986406951524,-0.717393679843411,0.836377036741268,-2.1243619678541,8.18466783393308,9.11991967206396,0.674773498011577,0.0278808325327132,0.646892665478872,-4.99576515591447,-2.97509591046242,-2.02066924545206,0.382504163820652,-1.40411082447194,1.77492403138907,0.161104616417808,0.0110670119277723,0.146579655005295,0.228868267527974,-0.00407972035050078,0.233046004887206,-3.54851461013646,-4.34433861082437,0.780773111308387,-0.457937503446847,0.0823014321351766,0.0711279940982504,-0.526604491097001,0.0403198317464518,0.0169820661889275,-0.000430044045695394,0.0245654207064808
"58",1984-06-30,0.558106818491725,-0.0972741945112649,0.0741853430611272,0.956171536921695,-0.493668729015752,0.0214186675246543,0,16.225757851,47.336,320.8,19.9,0.4,84.074242149,231.364,594.2,63.8,20.6,100.3,278.7,914.9,83.7,21,408.3,53.125757851,17.236,0.0099527495727354,410.8,0.00952706792641522,0.0109039843599417,0.00354347826086943,4009.6,0.0181786122355831,0.00919600287375077,0.00898260936183237,2475.9,0.00968480018935658,NA,NA,NA,NA,NA,NA,NA,NA,0.0498370326527081,0.0480115811095139,0.858322923159473,0.172033956823349,1.03035687998282,-0.600273024937874,0.245905139202847,-4.65075133185019,4.42811438280728,-2.80298018005782,-0.00755232122524296,-0.0780112337065724,-1.16680174901617,2.39974904277898,-0.57950414156846,-0.592720703712633,0.323916372909409,-3.48394958283393,2.02647725972201,-2.22347603848935,0.649584869090054,0.0482586162861777,0.601326252803881,-5.79971399012498,-2.91357982339642,-2.88613416672855,0.236942934638853,-1.38901876689749,1.62049731426956,-0.119346449652835,-0.0356981481298376,-0.083697032963433,0.209265736382753,-0.00402427244593993,0.213158159268679,-4.82326689966615,-4.29406239458351,-0.534849473349864,-0.439503840186639,-0.054742659947275,0.0664860028238842,-0.59360957909214,0.024251471010348,-0.0122152912824989,-0.000411890427157947,0.0218170629481005
"59",1984-09-30,-0.484532729869075,-0.545943249254669,0.637598081910238,-0.732376707771763,-0.408830177492366,0.0190760734848154,0,16.494693064,47.284,326.3,17.5,0.4,85.905306936,230.716,611.8,53.8,20.5,102.4,278,938.1,71.3,20.9,414,50.394693064,18.092,0.0148715906828589,421.7,0.00933288146197753,0.0107591316427422,0.00322769317418703,4084.3,0.0183677617321667,0.00933224608136274,0.00903551565080396,2513.5,0.00771650159213899,NA,NA,NA,NA,NA,NA,NA,NA,-0.378934003877071,0.0637985721260317,-0.417241276020724,0.322462650159199,-0.0947786258615249,-0.458023701143539,0.390010608347765,-5.45148597660494,7.60210075351335,-13.8269801802721,-0.00681949906940071,-0.00769363841304482,-0.859019519872874,0.0307617463406586,-2.73927007870268,-0.451204202074138,0.397704246760824,-4.59246645673201,7.46963413240519,-11.0877101015694,0.636788413748428,0.0587731356723923,0.57801527807604,-3.93711275219346,-1.59834847415832,-2.33876427803511,-1.36328744733644,-1.20707824619381,-0.143612143578464,0.374279525986207,0.0606049597800128,0.313625834765759,0.19121856061179,-0.00392194683571663,0.194784159074039,-4.09811369918347,-2.68997057173544,-1.39595114969774,-0.268353009949665,-0.139260888836566,0.0635263780674809,-0.392768630506131,-0.136002339119757,0.0373383405812258,-0.00039125566996375,0.0194317796362768
"60",1984-12-31,0.546716743172943,0.101621882365259,-0.222073983935069,1.1868587941553,-0.429029315382629,0.010961248335341,0,16.853273348,48.736,333.2,17.7,0.4,87.646726652,234.664,626.1,54.3,20.8,104.5,283.4,959.2,72.1,21.2,432.5,53.553273348,18.824,0.0123192812444828,430.2,0.00991812382157709,0.0117764363479576,0.00202971152185172,4148.6,0.0163919953099487,0.00941266991536294,0.00697932539458579,2561.8,0.0061647022332505,NA,NA,NA,NA,NA,NA,NA,NA,0.204760842989934,0.0514148750128947,0.930683076152471,0.0341017340677602,0.964784810220231,-0.0255670779060218,0.504877091981996,1.06949054268546,6.48686718738588,-0.310666634196139,-0.00623094885944536,0.101636311664922,0.715439535324961,1.81710346790743,-0.0726040126007348,-0.0193361290465752,0.403240780317091,0.354051007360454,4.76976371947842,-0.338062621595405,0.48500947988809,0.0437308316241634,0.441278648263933,-2.90303647287913,-0.687522897865714,-2.21551357501341,-2.09150724284797,-1.30712215374847,-0.790017009980279,0.0169005873557445,-0.00202994849968364,0.0222151377483259,0.111922566440083,-0.00381169135149867,0.115382247929111,-4.38071108204318,-1.9567558598412,-2.42665455105232,-0.191636839589766,-0.237656837259978,0.0474998878523213,-0.284311776596149,-0.204833850877552,0.00165517590341009,-0.000373301799720753,0.0113000756975845
"61",1985-03-31,-0.561739486052483,0.0146378364357769,0.454350170729525,-0.313001119200391,-0.710885904961536,0.007797367379919,0,17.206224192,50.904,338.7,20,0.3,89.093775808,240.896,670.4,57.7,20.8,106.3,291.8,1009,77.7,21.1,434.8,53.606224192,17.044,-0.00399186125375439,440.8,0.0117899797959131,0.0132108136902382,0.00555962591044268,4230.2,0.0196133472532551,0.00937571461239428,0.0102376326408609,2636,0.0117914531231937,NA,NA,NA,NA,NA,NA,NA,NA,-0.111520192852839,-0.198731413006979,-0.00274951334057308,0.144098564869707,0.141349051529133,-0.548743955994464,-0.411969028368944,2.40122466373441,29.4964527080239,4.07384720626412,-0.108466867094235,-0.00378521985083324,1.13639691323838,-1.55290028949793,1.92534113108009,-0.440277088900231,-0.408183808518132,1.26482775049595,31.0472362807483,2.25062279195757,0.163985357511824,0.00273289943125619,0.161252458080568,-1.49209247295793,-0.039146584573282,-1.45294588838465,-5.59048507682666,-1.1465819849875,-4.46738329919316,-0.535231366816631,-0.0757046308014427,-0.459646024681409,0.0808703957808299,-0.00879730098590477,0.0895443919647676,-7.37295316330857,-1.26749760191687,-6.12917836221388,-0.122209670917116,-0.590963540684943,0.0158111514739261,-0.143864674633171,-0.539023774461424,-0.0516059747207859,-0.000848218771238949,0.00863369734028516
"62",1985-06-30,1.07581755071141,0.144065519490698,0.26819182426889,0.804364309905979,-0.00453972702448009,0.00780114356102062,0,17.564687196,51.54,345.7,19.6,0.3,90.735312804,240.66,628.3,56.3,20.7,108.3,292.2,974,76,21,447.3,53.664687196,19.408,0.00235413140333485,453.2,0.00985794449218957,0.0114350306248523,0.00308589062232123,4294.9,0.0152691556289215,0.00935155817348843,0.00591759745543308,2681.8,0.00811212248162385,NA,NA,NA,NA,NA,NA,NA,NA,-0.0998371268791794,0.203490721263696,0.700710715521462,0.371845418653406,1.07255613417487,-0.468483661822869,0.143610746361546,-4.69590201516178,-52.6208537810082,-3.05692798690222,-0.00523910419653367,0.0579789994306488,-0.252971200067847,1.08505136211346,-0.749273613102243,-0.463244557626336,0.0856317469309005,-4.44293081509389,-53.8076515111873,-2.40765437379999,0.140969119122532,0.0333307018871309,0.107638417235404,-1.50225137670304,0.16646528894009,-1.66871666564314,1.64504722114506,-0.885501150885301,2.5494870698486,-0.414275840441511,-0.052240396190083,-0.358821399584314,0.0825009937295735,-0.0111735970460055,0.090401285973612,-0.0480098831473892,-0.749119153294169,0.719988707830165,-0.0708353414301138,0.0680808196142183,0.0133297829060122,-0.14205015145412,0.155552666176073,-0.0391731682134661,-0.00105655496629053,0.00854818079273906
"63",1985-09-30,0.958488881034486,0.504820922216588,0.294892789622952,0.860282879711698,-0.207485164237559,0.0107983759373954,0,17.9679580755,52.516,351.5,20.9,0.3,92.4320419245,242.684,666.5,60.8,21,110.4,295.2,1018,81.7,21.3,463.1,54.2679580755,20.036,0.00533773291925455,464.3,0.00828494193031637,0.00930450150743334,0.00410186292941384,4386.8,0.015913903761706,0.0092773863707214,0.00663651739098459,2754.1,0.00783906309029092,NA,NA,NA,NA,NA,NA,NA,NA,-0.0366872635909861,0.0343044568751752,0.862665686427508,0.292509982907141,1.15517566933465,-0.0594454386812586,0.246288523372371,-2.00142653250776,27.328578224974,4.39914984096306,-0.00513493483830368,0.102625798811175,0.0938181947794234,-0.117156578671938,0.964517590564157,-0.0543105038429559,0.143662724561196,-2.09524472728725,27.445734803646,3.53634389534501,0.108631650003068,0.0581525752625804,0.0504790747404876,-0.725988001781177,0.380853774736856,-1.10684177651806,-1.15319516084313,-0.745696952524896,-0.400946063839539,-0.573213429122293,-0.0924293382009182,-0.480960434419132,0.115944862033799,-0.0106969504863802,0.123219157478867,-2.22782007970973,-0.409816891212758,-1.81505004255738,-0.0381677702589357,-0.169042356521212,0.0101172693197111,-0.067613960910026,-0.107401351448753,-0.0533854971358861,-0.000996246756514027,0.0114758581088144
"64",1985-12-31,-1.00054702829622,0.118004979349297,-0.154692152996469,-0.275512580516633,-0.564064575035742,-0.00627771974737814,0,18.4160368305,53.788,357.4,20.5,0.3,94.2839631695,241.812,676.5,59,21.7,112.7,295.6,1033.9,79.5,22,466.4,55.4160368305,21.184,0.00656434018727658,472.1,0.0092594891145148,0.0100427460472781,0.00595744680851062,4444.1,0.0143475016994692,0.00914268770308513,0.00520481399638406,2779.4,0.00697216755693009,NA,NA,NA,NA,NA,NA,NA,NA,0.00974965264657543,0.0770906998199751,-0.362352932983184,-0.0678518005299185,-0.430204733513103,0.356753582961677,0.520919979294305,-4.35710527275654,-0.504922654695292,-3.51658367474325,-0.00483445657800458,0.158527711295292,0.425712261165032,0.235628376104614,-0.736800474934316,0.361588039539679,0.362392267999027,-4.78281753392159,-0.740551030800134,-2.77978319980893,0.112241299648338,0.0709531401794137,0.0412881594689232,-1.94697206025563,0.315665138050872,-2.26263719830652,-3.63784847135382,-0.451371393311557,-3.18602971564749,-0.644669209986371,-0.113791479163338,-0.534387407654123,-0.0688477524694961,-0.0102925571354237,-0.0619127727104294,-6.18609619441698,-0.188837151380033,-6.00367893484964,-0.0172186697711346,-0.547431287941064,0.0102344578871467,-0.17753005017376,-0.331708623265599,-0.0587826397361513,-0.000938502519870861,-0.00564536999274454
"65",1986-03-31,-0.282691822431858,0.187766895254453,0.545768689781555,-0.628152098926526,-0.197036354733562,-0.00327205855332609,0,18.735024145,54.62,363,21.4,0.3,96.364975855,250.18,679,63,22.8,115.1,304.8,1042,84.4,23.1,464,56.335024145,19.72,-0.00253188836674012,482.8,0.00415682802046446,0.00367122170099954,0.00621827411167497,4507.9,0.0139099109262955,0.00898639797255107,0.00492351295374438,2823.6,0.00709140655536333,NA,NA,NA,NA,NA,NA,NA,NA,0.0195812152277466,-0.160761078592493,-0.486972235561779,0.404588826416809,-0.0823834091449702,0.746288300385885,0.588031429704046,4.44740098154841,-8.52284210141079,3.62181454003081,-0.00482334135837431,0.0228978741603463,-0.0327929499474351,-0.146207338276611,0.570405007177754,0.751111641744259,0.565133555543696,4.48019393149602,-8.37663476313412,3.05140953285305,0.33724140271476,0.0769568363319291,0.260284566382834,-1.48658238874748,0.0525974188340643,-1.53917980758151,-0.279943797809037,-0.2304870495976,-0.0430093858166491,-0.723484987794709,-0.156771987505418,-0.566834454001814,-0.0363533885420912,-0.00993560485233391,-0.0263447851585645,-2.18912316017855,-0.267640386789358,-1.9150838661757,-0.0240895017474277,-0.172370906701083,0.0303540786854265,-0.133802784703087,-0.0251968945621419,-0.0651186956004328,-0.000894273742925128,-0.0023712144333894
