date,fim_bars,fim_bars_ma,state_local_cont,federal_cont,taxes_transfers_cont,recession,state_health_outlays,state_social_benefits,state_noncorp_taxes,state_corporate_taxes,federal_health_outlays,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,health_outlays,social_benefits,noncorp_taxes,corporate_taxes,federal_nom,federal_cgrants,federal_igrants,pi_federal,state_local_nom,pi_state_local,pi_state_local_c,pi_state_local_i,gdp,gdppot,gdppoth,pi_gdp,pce,pi_pce,federal_cgrants_cont,federal_igrants_cont,federal_cont_0,state_local_cont_0,purchases_cont,health_outlays_net,social_benefits_net,noncorp_taxes_net,corporate_taxes_net,state_health_outlays_net,state_social_benefits_net,state_noncorp_taxes_net,state_corporate_taxes_net,federal_health_outlays_net,federal_social_benefits_net,federal_noncorp_taxes_net,federal_corporate_taxes_net,health_outlays_net_xmpc,state_health_outlays_net_xmpc,federal_health_outlays_net_xmpc,social_benefits_net_xmpc,state_social_benefits_net_xmpc,federal_social_benefits_net_xmpc,noncorp_taxes_net_xmpc,state_noncorp_taxes_net_xmpc,federal_noncorp_taxes_net_xmpc,corporate_taxes_net_xmpc,state_corporate_taxes_net_xmpc,federal_corporate_taxes_net_xmpc,transfers_net_taxes,state_transfers_net_taxes,federal_transfers_net_taxes,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont
3/31/1990,0.0140603,0.009183918,0.008123298,0.00896517,-0.003028168,0,-3.55E-15,0,5.68E-14,0,0,0,0,0,-2.84E-14,5.68E-14,0,0,0,7.11E-15,0,8.67E-19,0,3.99E-17,-3.47E-18,2.60E-18,0,-0.000207986,-0.000207986,3.64E-17,0,4.51E-17,0.000840121,0.000296634,0.007828415,0.009260054,0.017088468,0.034671215,0.07676752,0.286541893,0.023606376,0.005810486,0.010482479,0.098980392,0.004596484,0.028860729,0.066264243,0.187582299,0.019009893,0.021484379,0.003569794,0.017914585,0.048772877,0.006547224,0.042215007,-0.108046479,-0.037667258,-0.070378882,-0.005719501,-0.001206856,-0.004511125,-0.043508724,-0.028757097,-0.014760415,-0.002001468,-0.001027312,0.001495294,0.003394549,-0.007519939,-0.000398072
6/30/1990,0.011749486,0.010012334,0.00720324,0.007960494,-0.003414247,0,-7.11E-15,0,-5.68E-14,0,0,0,0,0,0,0,0,0,0,0,0,-1.39E-17,0,6.94E-18,-3.30E-17,1.73E-18,0,-0.000183612,-0.000183612,-1.21E-17,0,-3.47E-18,0.000767594,0.000268232,0.006924667,0.008239066,0.015163733,0.031379375,0.070745892,0.258067355,0.020656405,0.005155329,0.009584572,0.091475743,0.003929307,0.026224046,0.061179682,0.166628335,0.016727098,0.023811461,0.003950245,0.019861216,0.053514909,0.00723869,0.046272834,-0.121404654,-0.042505747,-0.078903719,-0.006048838,-0.001255219,-0.0047921,-0.050127122,-0.032572031,-0.017561769,-0.002218539,-0.001196163,0.001621841,0.003644995,-0.008269086,-0.000411997
9/30/1990,0.017760817,0.012669966,0.009997966,0.011068531,-0.00330568,0,3.55E-15,7.11E-15,0,0,0,0,0,0,2.84E-14,0,0,0,0,0,0,4.99E-18,0,-1.39E-17,-1.73E-18,0,0,-0.000255051,-0.000255051,0,0,-2.60E-17,0.001070478,0.000345499,0.009652554,0.011413944,0.021066497,0.045092951,0.09964828,0.362911538,0.029789913,0.007558953,0.013747229,0.127831375,0.005636619,0.037533998,0.085926557,0.235105669,0.024153294,0.029518443,0.004917673,0.024600771,0.065747503,0.008978865,0.056773829,-0.13787851,-0.048462936,-0.089422199,-0.006642072,-0.001355502,-0.005285052,-0.049254636,-0.035921901,-0.013332651,-0.002410866,-0.000894809,0.001981104,0.004412584,-0.009253591,-0.000445777
12/31/1990,0.022304482,0.016468771,0.012504314,0.013493348,-0.00369318,0,0,0,0,0,0,0,0,0,0,-5.68E-14,0,0,0,-7.11E-15,0,2.43E-17,0,-4.86E-17,4.86E-17,-3.04E-18,0,-0.000314645,-0.000314645,-8.67E-19,0,-4.68E-17,0.001300957,0.000429103,0.011763288,0.014234374,0.025997662,0.057768812,0.124127431,0.454378767,0.037725929,0.009935335,0.01743133,0.1603116,0.007236834,0.047833477,0.106727566,0.294035702,0.03052056,0.038005279,0.006403523,0.031601756,0.083540053,0.011530262,0.07202206,-0.169546802,-0.059617866,-0.109930171,-0.007535653,-0.001519053,-0.006016443,-0.055537122,-0.043203133,-0.012322797,-0.002872979,-0.000819458,0.002527325,0.005555356,-0.011274745,-0.000501116
3/31/1991,0.017681397,0.017374046,0.01059484,0.011240679,-0.004154122,0,7.11E-15,7.11E-15,0,0,0,0,1.14E-13,0,2.84E-14,0,0,0,0,0,0,-3.47E-18,0,2.60E-18,-8.67E-19,3.90E-18,0,-0.000258407,-0.000258407,3.47E-18,0,-2.60E-18,0.001069338,0.000364723,0.009806618,0.012028901,0.021835519,0.049536634,0.104680701,0.375827231,0.030698759,0.008791396,0.01465168,0.133803177,0.006046725,0.040745238,0.09002902,0.242024054,0.024652034,0.041349999,0.007074228,0.034275771,0.089820519,0.012468333,0.077369135,-0.185481684,-0.065400709,-0.12008068,-0.008049476,-0.001611998,-0.006437321,-0.062360642,-0.047470146,-0.014873095,-0.003162199,-0.000990764,0.002754509,0.005983348,-0.012355767,-0.000536212
6/30/1991,0.014570701,0.018079349,0.008737443,0.009457343,-0.003624085,0,0,-7.11E-15,0,0,0,-5.68E-14,0,0,0,0,0,0,0,7.11E-15,0,4.34E-18,0,3.47E-18,-2.60E-18,3.47E-18,0,-0.00021377,-0.00021377,8.67E-19,0,-3.47E-18,0.000914606,0.000305353,0.008237384,0.009957402,0.018194786,0.042027105,0.091044477,0.309495643,0.024647636,0.006980329,0.012355884,0.110412004,0.005087717,0.035046776,0.078688594,0.199083639,0.019559919,0.043745738,0.007484853,0.036260885,0.0943877,0.013091878,0.081308641,-0.184309112,-0.06517137,-0.119139336,-0.008504517,-0.00170217,-0.006802529,-0.054680191,-0.046296809,-0.008372339,-0.003068452,-0.000554901,0.002899373,0.006255813,-0.012215609,-0.000563661
9/30/1991,0.011327458,0.01647101,0.007352952,0.007910578,-0.003936072,0,7.11E-15,-1.42E-14,0,0,0,5.68E-14,-1.14E-13,0,0,-5.68E-14,0,0,0,0,0,1.91E-17,0,0,1.73E-18,2.17E-18,0,-0.000180328,-0.000180328,8.67E-19,0,-2.60E-18,0.000750176,0.000254435,0.006905967,0.008357563,0.01526353,0.037652494,0.078388598,0.264577298,0.019998379,0.00654964,0.010657387,0.094870581,0.004219676,0.031102855,0.067731211,0.169688684,0.015778703,0.042071635,0.007257758,0.034813878,0.089604272,0.012396663,0.077214688,-0.183309139,-0.064931878,-0.118377447,-0.00865657,-0.001730363,-0.006926835,-0.060289803,-0.047007821,-0.013275716,-0.003068946,-0.000866717,0.002746683,0.005849893,-0.011967497,-0.000565152
12/31/1991,0.005756955,0.012334128,0.005171104,0.005518831,-0.00493298,0,7.11E-15,1.42E-14,0,0,-2.84E-14,5.68E-14,0,0,0,-5.68E-14,2.27E-13,0,0,1.42E-14,0,-2.43E-17,0,-3.47E-18,3.47E-18,1.73E-18,0,-0.000126973,-0.000126973,-3.47E-18,0,-1.73E-18,0.000548232,0.000172322,0.004798276,0.005891658,0.010689935,0.027591155,0.055423558,0.188821014,0.014208238,0.004874272,0.007643753,0.0682224,0.003009252,0.022716883,0.047767107,0.120573219,0.011198987,0.035281662,0.006119018,0.029162644,0.0741459,0.010194458,0.063948585,-0.177241143,-0.062940015,-0.11429901,-0.008720364,-0.00174124,-0.006979753,-0.076533944,-0.048367778,-0.028167534,-0.003117535,-0.001815533,0.002274072,0.004779059,-0.011424041,-0.000562069
3/31/1992,0.002775384,0.008607625,0.003917439,0.004013193,-0.005155248,0,-7.11E-15,0,0,0,2.84E-14,0,0,0,0,0,0,0,0,-1.42E-14,0,2.17E-19,0,3.47E-18,0,-4.34E-19,0,-9.49E-05,-9.49E-05,-3.47E-18,0,8.67E-19,0.000389558,0.000124898,0.003498737,0.004431895,0.007930632,0.022301229,0.042448254,0.143373178,0.01073306,0.004165028,0.005817299,0.052099467,0.002239613,0.018136201,0.036630955,0.091273711,0.008493447,0.029153696,0.005078086,0.024075611,0.0601436,0.008206723,0.05193402,-0.161378773,-0.057560893,-0.103815597,-0.00865615,-0.001724985,-0.006931793,-0.080737627,-0.04600107,-0.034737759,-0.002937254,-0.002218071,0.001861518,0.003840281,-0.010304335,-0.000552711
6/30/1992,-0.006674932,0.003296216,-0.000728809,-0.000742147,-0.005203977,0,7.11E-15,-1.42E-14,0,0,2.84E-14,0,0,0,0,5.68E-14,0,0,0,0,0,4.77E-18,0,2.26E-17,1.21E-17,-3.47E-18,0,1.76E-05,1.76E-05,2.60E-18,0,-3.47E-18,-7.49E-05,-2.37E-05,-0.000643543,-0.000827413,-0.001470956,-0.004154557,-0.00837968,-0.026776163,-0.002205179,-0.000699054,-0.001097297,-0.009755711,-0.000444564,-0.003455503,-0.007282383,-0.017020452,-0.001760615,0.018762822,0.003350224,0.015412598,0.037773164,0.005179757,0.03259055,-0.131352331,-0.046808319,-0.084541049,-0.007967216,-0.001581237,-0.006386607,-0.08278356,-0.039859575,-0.042924508,-0.00250567,-0.002698339,0.001179477,0.002374513,-0.008257128,-0.000500839
9/30/1992,-0.016015595,-0.003539547,-0.005688413,-0.005724727,-0.004602455,0,0,1.42E-14,0,0,0,5.68E-14,-1.14E-13,0,0,-5.68E-14,0,0,0,1.42E-14,0,-3.47E-18,0,2.60E-18,-3.47E-18,0,0,0.000138321,0.000138321,-3.47E-18,0,2.60E-18,-0.000562821,-0.00019495,-0.004966956,-0.006446184,-0.01141314,-0.034082202,-0.066767366,-0.213912848,-0.017539055,-0.005840384,-0.008741864,-0.078579947,-0.003416519,-0.028241819,-0.058025502,-0.1353329,-0.014108704,0.002622516,0.000562469,0.002060047,0.005113072,0.000814926,0.00429529,-0.075305706,-0.026582875,-0.048718338,-0.006883798,-0.001365664,-0.005519644,-0.074453917,-0.026571144,-0.047882646,-0.001642526,-0.002959921,0.000162114,0.00031607,-0.00465511,-0.00042553
12/31/1992,-0.015964164,-0.008969827,-0.005980955,-0.006124253,-0.003858955,0,-7.11E-15,0,0,0,0,5.68E-14,0,0,0,0,0,0,0,0,0,-3.47E-18,0,8.67E-19,0,4.34E-18,0,0.000146769,0.000146769,8.67E-19,0,8.67E-19,-0.000612646,-0.000199262,-0.005312345,-0.006792864,-0.012105208,-0.037440758,-0.071359062,-0.229458572,-0.017920488,-0.006476347,-0.009569335,-0.08427473,-0.00340504,-0.030964412,-0.061789727,-0.145183843,-0.014515449,-0.012009665,-0.00199142,-0.010018245,-0.023413017,-0.003058019,-0.020354998,-0.022114522,-0.007436554,-0.014675362,-0.005813332,-0.00115787,-0.004656972,-0.063350536,-0.013643863,-0.049705577,-0.000831107,-0.003027782,-0.000731561,-0.001426188,-0.001347091,-0.000354115
3/31/1993,-0.01405472,-0.013177353,-0.005034783,-0.005184204,-0.003835733,0,0,0,0,0,0,5.68E-14,0,0,0,0,0,0,0,1.42E-14,0,-3.04E-18,0,8.67E-19,8.67E-19,4.34E-18,0,0.00012524,0.00012524,1.73E-18,0,4.34E-18,-0.000524142,-0.000172946,-0.004487116,-0.005731871,-0.010218987,-0.032374625,-0.061054661,-0.198543496,-0.016481628,-0.005535537,-0.008040429,-0.072501627,-0.003055864,-0.026839089,-0.053026756,-0.126054393,-0.013425763,-0.024311732,-0.004174047,-0.020137685,-0.046701173,-0.006176008,-0.040527983,0.011425561,0.004577035,0.006852634,-0.004477066,-0.000902792,-0.003575784,-0.06406441,-0.006675812,-0.057388817,-0.000399701,-0.003436045,-0.001455618,-0.002796143,0.000684083,-0.000268056
6/30/1993,-0.015446549,-0.015370257,-0.006194804,-0.006138457,-0.003113288,0,-7.11E-15,-1.42E-14,0,0,0,0,0,0,0,5.68E-14,0,0,0,0,0,-1.73E-18,0,4.34E-18,-2.60E-18,1.73E-18,0,0.000153493,0.000153493,3.47E-18,0,4.34E-18,-0.000645293,-0.000198748,-0.005294416,-0.007038845,-0.01233326,-0.041105396,-0.076546905,-0.24291785,-0.02093643,-0.007111019,-0.009900291,-0.088718891,-0.003806624,-0.033994378,-0.066646613,-0.154198959,-0.017114457,-0.032625671,-0.005616739,-0.027008932,-0.062038799,-0.008156682,-0.053884935,0.045377927,0.016791539,0.028590497,-0.003090638,-0.000644927,-0.002447732,-0.05237718,0.00237319,-0.054751101,0.000141062,-0.003254393,-0.001939263,-0.003687573,0.002697254,-0.000183707
9/30/1993,-0.013334397,-0.014699957,-0.006140974,-0.005967078,-0.001226346,0,-1.42E-14,0,1.14E-13,0,0,5.68E-14,0,0,0,-5.68E-14,0,0,0,-1.42E-14,0,2.60E-18,0,1.73E-18,-3.90E-18,4.34E-19,0,0.00015166,0.00015166,8.67E-19,0,8.67E-19,-0.000628737,-0.000200215,-0.005138126,-0.006969925,-0.012108052,-0.040872438,-0.076163778,-0.245310455,-0.022551879,-0.00666835,-0.00984275,-0.088751579,-0.004064495,-0.034204088,-0.066321028,-0.156589209,-0.018487385,-0.034153474,-0.005803032,-0.028350442,-0.064152991,-0.008404381,-0.055751428,0.07877721,0.028783865,0.04999926,-0.001345911,-0.000321557,-0.001026376,-0.020875167,0.014254895,-0.035128987,0.000837427,-0.00206371,-0.002006402,-0.003768773,0.004627896,-7.91E-05
12/31/1993,-0.011594677,-0.013607586,-0.006025097,-0.005882853,0.000313273,0,0,-1.42E-14,0,0,0,0,0,0,0,-5.68E-14,0,0,0,0,0,-3.47E-18,0,8.67E-19,4.34E-18,4.34E-18,0,0.000149831,0.000149831,-4.34E-18,0,-1.73E-18,-0.000626565,-0.000216701,-0.005039587,-0.006868364,-0.01190795,-0.042357297,-0.075455022,-0.246487403,-0.021081258,-0.007483922,-0.009798964,-0.089494211,-0.003775748,-0.034873375,-0.065656057,-0.156993192,-0.01730551,-0.035259695,-0.006029736,-0.029229959,-0.065074582,-0.008456048,-0.056621352,0.105109888,0.038293381,0.066820898,0.000614328,4.55E-05,0.000567826,0.005389939,0.023853126,-0.018462587,0.001386386,-0.001073079,-0.002049357,-0.003782251,0.006109175,3.57E-05
3/31/1994,-0.007951001,-0.012081656,-0.004708206,-0.004657844,0.001415049,0,0,0,0,0,0,-5.68E-14,0,0,0,-5.68E-14,0,0,0,1.42E-14,0,-4.34E-18,0,1.73E-18,5.20E-18,2.60E-18,0,0.000118884,0.000118884,-3.47E-18,0,4.34E-18,-0.000524252,-0.000167903,-0.003965689,-0.005400361,-0.00936605,-0.034191101,-0.059881981,-0.199820594,-0.020436197,-0.005685281,-0.007810693,-0.072210274,-0.003661634,-0.02850582,-0.052071288,-0.12761032,-0.016762675,-0.035668402,-0.006063428,-0.029604974,-0.064810729,-0.008404357,-0.056406372,0.122972123,0.044759487,0.078215207,0.002318827,0.000369141,0.001948317,0.024811818,0.030660843,-0.005847822,0.001748626,-0.000333509,-0.002034213,-0.003696236,0.007013253,0.000132246
6/30/1994,-0.006139263,-0.009754835,-0.004266256,-0.004052782,0.002179775,0,0,1.42E-14,1.14E-13,0,-2.84E-14,5.68E-14,0,0,-5.68E-14,5.68E-14,-2.27E-13,0,0,1.42E-14,0,1.73E-18,0,-1.73E-18,2.60E-18,-3.47E-18,0,0.000107762,0.000107762,2.60E-18,0,-8.67E-19,-0.000474911,-0.000143156,-0.003434715,-0.004884323,-0.008319038,-0.031628125,-0.055152553,-0.183798739,-0.016110408,-0.005668062,-0.007220049,-0.066542989,-0.002920348,-0.025960063,-0.04794328,-0.117244974,-0.01319006,-0.033536016,-0.005738763,-0.027797253,-0.059997,-0.007801303,-0.052198122,0.128632157,0.046789651,0.081843785,0.003677428,0.000636076,0.003039983,0.03877657,0.033885661,0.004888393,0.001904839,0.000274795,-0.001885184,-0.003372655,0.007230893,0.000206722
9/30/1994,-0.00857709,-0.008565508,-0.00573185,-0.005369068,0.002523828,0,-7.11E-15,0,0,0,-2.84E-14,0,0,0,-5.68E-14,5.68E-14,0,0,0,1.42E-14,0,-4.34E-18,0,3.47E-18,0,1.73E-18,0,0.000144752,0.000144752,0,0,-4.34E-18,-0.000628352,-0.00019137,-0.004549347,-0.006551571,-0.011100918,-0.043324204,-0.073939203,-0.253286644,-0.022870779,-0.007359904,-0.009669418,-0.090079025,-0.004154376,-0.035964301,-0.064269785,-0.163207619,-0.018716404,-0.034087664,-0.005894363,-0.028193301,-0.059496471,-0.007762303,-0.051736592,0.134202548,0.04855172,0.085652106,0.0051064,0.000915212,0.00418982,0.045724814,0.035810266,0.009912032,0.001976584,0.000547105,-0.001881503,-0.003283968,0.007407446,0.000281853
12/31/1994,-0.0082218,-0.007722289,-0.005711659,-0.005388405,0.002878264,0,2.13E-14,-2.84E-14,-1.14E-13,0,0,0,0,0,0,0,0,0,0,1.42E-14,0,1.73E-18,0,3.47E-18,1.73E-18,-3.47E-18,0,0.000142925,0.000142925,-2.60E-18,0,5.20E-18,-0.000618575,-0.000196142,-0.004573688,-0.006526376,-0.011100064,-0.0433491,-0.072934539,-0.251476231,-0.024840335,-0.006892121,-0.009647426,-0.090857312,-0.00448784,-0.036456979,-0.063301405,-0.160604627,-0.020352495,-0.034310819,-0.005761208,-0.028549612,-0.058929362,-0.007728207,-0.051206796,0.139584257,0.050405535,0.089178932,0.006408019,0.001165115,0.005241536,0.052752095,0.038081235,0.014664061,0.002077791,0.000800102,-0.001872069,-0.003215308,0.007616006,0.000349635
3/31/1995,-0.007291672,-0.007557456,-0.005210106,-0.004839958,0.002758392,0,0,0,0,0,0,0,0,0,0,0,2.27E-13,0,0,-1.42E-14,0,5.20E-18,0,-8.67E-19,0,5.20E-18,0,0.000131644,0.000131644,8.67E-19,0,3.47E-18,-0.000586031,-0.000187002,-0.004066925,-0.00598314,-0.010050064,-0.042046951,-0.067717444,-0.234470333,-0.024169756,-0.007631508,-0.008938597,-0.084212381,-0.004304744,-0.034415443,-0.058778847,-0.150284281,-0.019865012,-0.036078385,-0.006199109,-0.029879277,-0.060692341,-0.007981985,-0.052715996,0.140610889,0.050756181,0.089857325,0.007571446,0.00138326,0.006186818,0.051411609,0.037958347,0.01344887,0.002036583,0.000721574,-0.001935717,-0.003256333,0.007544211,0.000406232
6/30/1995,-0.018086867,-0.010544357,-0.010811356,-0.009901522,0.00262601,0,7.11E-15,-1.42E-14,0,0,0,0,0,0,0,0,2.27E-13,0,0,1.42E-14,0,-1.73E-18,0,-4.34E-18,-8.67E-19,4.34E-18,0,0.000270952,0.000270952,-4.34E-18,0,4.34E-18,-0.00115814,-0.000399734,-0.008343647,-0.01236923,-0.020712877,-0.088926583,-0.143523495,-0.489909065,-0.050884864,-0.015520696,-0.018397669,-0.176037785,-0.008805954,-0.073405887,-0.125152921,-0.313898375,-0.04207891,-0.048970539,-0.008415952,-0.040554587,-0.080575803,-0.01049695,-0.070088166,0.169736332,0.061106143,0.108636915,0.009194103,0.001661973,0.007530761,0.049384093,0.043855215,0.005524923,0.002332011,0.000293789,-0.002604019,-0.004284637,0.009025768,0.000488898
9/30/1995,-0.009907186,-0.010876881,-0.006636404,-0.005991395,0.002720613,0,-1.42E-14,0,0,0,0,-5.68E-14,0,0,0,1.14E-13,-2.27E-13,0,0,1.42E-14,0,4.34E-18,0,-8.67E-19,-2.17E-18,-2.60E-18,0,0.000164725,0.000164725,2.60E-18,0,1.73E-18,-0.000698062,-0.000243604,-0.005049729,-0.00757807,-0.012627799,-0.054705039,-0.087880573,-0.301956661,-0.030375216,-0.009556662,-0.011234218,-0.106082641,-0.00515588,-0.045148377,-0.076646355,-0.19587402,-0.025219336,-0.051531226,-0.008910222,-0.042621004,-0.083712611,-0.01084903,-0.072872894,0.177184284,0.063458223,0.113729388,0.009621975,0.001719951,0.007901115,0.051562421,0.045418922,0.006136605,0.002396461,0.000323789,-0.002718967,-0.004416969,0.009348861,0.000507689
12/31/1995,-0.005510765,-0.010199123,-0.003898781,-0.003491494,0.00187951,0,-7.11E-15,2.84E-14,1.14E-13,0,0,0,0,0,0,1.14E-13,0,0,0,-1.42E-14,0,3.47E-17,0,-1.73E-18,3.47E-18,-8.67E-19,0,9.75E-05,9.75E-05,0,0,-1.73E-18,-0.00041603,-0.00013428,-0.002941183,-0.004449092,-0.007390275,-0.032757071,-0.05215386,-0.180334552,-0.018626379,-0.00573829,-0.006631381,-0.064139106,-0.003110898,-0.027018781,-0.045522479,-0.116195446,-0.015515481,-0.04914802,-0.00865061,-0.04049741,-0.079036959,-0.01017042,-0.068872636,0.154640642,0.055222996,0.099419348,0.009645504,0.001710147,0.00793445,0.036101167,0.038112112,-0.002016248,0.001984205,-0.000104971,-0.00255876,-0.004114847,0.00805095,0.000502167
3/31/1996,0.011335423,-0.005542349,0.005380606,0.004659033,0.001295784,0,7.11E-15,-2.84E-14,0,0,0,0,0,0,0,1.14E-13,0,0,0,-1.42E-14,0,-1.73E-18,0,-3.47E-18,-2.78E-17,-2.60E-18,0,-0.000134393,-0.000134393,-3.47E-18,0,-1.73E-18,0.000549974,0.000185466,0.003923593,0.006116046,0.010039638,0.04397347,0.07222293,0.252242681,0.025144976,0.006520626,0.00915218,0.089358068,0.004152751,0.037452844,0.06307075,0.162884613,0.020992225,-0.029793425,-0.00546638,-0.024327045,-0.047550375,-0.006099995,-0.041456476,0.094264885,0.033802452,0.060464134,0.008257951,0.00146986,0.006787183,0.025179036,0.023705937,0.001467795,0.001219975,7.55E-05,-0.001533254,-0.002447077,0.004851138,0.000424978
6/30/1996,0.003802472,-7.00E-05,0.000548526,0.00048641,0.002767537,0,1.42E-14,-4.26E-14,0,0,0,5.68E-14,0,0,5.68E-14,-1.14E-13,2.27E-13,0,0,0,0,8.67E-19,0,1.95E-18,4.34E-19,-2.17E-19,0,-1.38E-05,-1.38E-05,0,0,8.67E-19,5.81E-05,2.05E-05,0.000407841,0.000627095,0.001034936,0.004717057,0.007642214,0.026539501,0.002688543,0.000785406,0.0009257,0.009355243,0.000441403,0.003931651,0.006716514,0.017184258,0.00224714,-0.008723606,-0.001797507,-0.006926099,-0.01353809,-0.001752237,-0.011785853,0.069232147,0.024838898,0.044395598,0.007470452,0.001328259,0.006141797,0.054440903,0.022617413,0.031825442,0.00114977,0.001617866,-0.00044347,-0.000688217,0.003519458,0.000379765
9/30/1996,-0.00719181,0.00060883,-0.006281546,-0.005479005,0.004568741,0,1.42E-14,0,0,0,0,5.68E-14,0,0,0,0,0,0,0,1.42E-14,0,-4.34E-18,0,1.73E-18,0,1.73E-18,0,0.000158763,0.000158763,0,0,-8.67E-19,-0.000656483,-0.000220601,-0.00460192,-0.007158631,-0.011760551,-0.056948179,-0.087986286,-0.313032408,-0.032625734,-0.01005587,-0.010541843,-0.108768323,-0.00531855,-0.046892309,-0.077444443,-0.204248208,-0.027291307,-0.009228313,-0.001909829,-0.007318484,-0.013561876,-0.001596452,-0.011965423,0.106733398,0.037847839,0.068886002,0.007806247,0.001370061,0.006435261,0.091749457,0.035711618,0.056037356,0.00177829,0.002790427,-0.000459532,-0.000675325,0.005314879,0.000388719
12/31/1996,-0.012876093,-0.001232502,-0.009792745,-0.008333357,0.005250009,0,1.42E-14,-1.42E-14,0,0,0,0,0,0,0,1.14E-13,0,0,0,1.42E-14,0,-3.04E-18,0,0,3.47E-18,3.47E-18,0,0.000246176,0.000246176,4.34E-18,0,-1.73E-18,-0.001007883,-0.000328372,-0.006997102,-0.011129,-0.018126102,-0.087466386,-0.136184646,-0.489176626,-0.050687669,-0.014555903,-0.016247626,-0.170280042,-0.008197666,-0.072910482,-0.11993702,-0.318896584,-0.042490003,-0.021537909,-0.003893792,-0.017644117,-0.032468802,-0.003760107,-0.028708695,0.15193839,0.05339132,0.09854837,0.008793127,0.001517458,0.007274744,0.106724806,0.047254878,0.059470303,0.002324563,0.002925464,-0.001059493,-0.001597206,0.007474156,0.000432552
3/31/1997,-0.006644144,-0.005727394,-0.005020307,-0.00417643,0.002552592,0,0,0,-1.14E-13,0,0,0,0,0,0,0,4.55E-13,0,0,-1.42E-14,0,-3.04E-18,0,-2.60E-18,2.60E-18,8.67E-19,0,0.000125294,0.000125294,-8.67E-19,0,4.34E-18,-0.00050174,-0.000174263,-0.003500427,-0.005696309,-0.009196737,-0.044767521,-0.069337661,-0.253858033,-0.026136314,-0.007428802,-0.008119047,-0.088119221,-0.004184817,-0.037338719,-0.061206085,-0.165738811,-0.021964026,-0.041504632,-0.007032413,-0.034472218,-0.064319935,-0.007646133,-0.056670983,0.149551189,0.052386784,0.097165078,0.008983131,0.001534897,0.007448122,0.052709754,0.039243135,0.01347,0.00190044,0.000652316,-0.002009958,-0.003114842,0.007242364,0.000435029
6/30/1997,0.001540511,-0.006292884,0.001124251,0.000926751,-0.000510491,0,7.11E-15,-1.42E-14,0,0,-5.68E-14,1.14E-13,0,0,0,0,0,0,0,-1.42E-14,0,3.47E-18,0,-4.34E-19,4.34E-18,0,0,-2.83E-05,-2.83E-05,4.34E-18,0,-4.77E-18,0.000116227,3.84E-05,0.000772102,0.0012789,0.002051002,0.010346587,0.015972437,0.058693826,0.005939812,0.001773713,0.001827199,0.020164247,0.000936227,0.008572874,0.014145238,0.038532408,0.005003584,-0.040237987,-0.006810044,-0.033427943,-0.062445635,-0.007443296,-0.05499952,0.083762789,0.029188005,0.054573492,0.008248124,0.001406345,0.006841668,-0.01067271,0.016341009,-0.027012304,0.000781614,-0.001292037,-0.001924641,-0.002986865,0.004006495,0.00039452
9/30/1997,-0.001052376,-0.004758026,-0.000271003,-0.000226186,-0.000555187,0,-1.42E-14,1.42E-14,1.14E-13,0,5.68E-14,0,0,0,0,0,0,0,0,0,0,-1.30E-18,0,4.34E-18,2.60E-18,3.04E-18,0,6.86E-06,6.86E-06,-8.67E-19,0,-8.67E-19,-2.76E-05,-9.35E-06,-0.000189258,-0.000307931,-0.000497189,-0.002515709,-0.003876869,-0.014493642,-0.001468927,-0.000417052,-0.000441365,-0.004931888,-0.000230635,-0.002098657,-0.003434818,-0.009561754,-0.001238978,-0.027990682,-0.00464131,-0.023349372,-0.043521016,-0.005170689,-0.038347354,0.052153144,0.01812772,0.034024132,0.007534729,0.001275553,0.006259087,-0.011823825,0.009591275,-0.021413507,0.000450358,-0.001005471,-0.001314302,-0.002043528,0.002448849,0.000353793
12/31/1997,0.002776027,-0.000844996,0.000781518,0.000642325,0.001352184,0,0,0,0,0,5.68E-14,5.68E-14,0,0,0,1.14E-13,-4.55E-13,0,0,1.42E-14,0,-4.34E-18,0,1.73E-18,-3.47E-18,-3.47E-18,0,-1.98E-05,-1.98E-05,4.34E-19,0,-3.04E-18,7.92E-05,2.66E-05,0.000536505,0.000887338,0.001423843,0.007375935,0.011206663,0.042655511,0.004481079,0.001243182,0.001274926,0.014500058,0.000703886,0.006132753,0.009931737,0.028151487,0.003777193,-0.006651159,-0.001086516,-0.005564644,-0.010357972,-0.001228114,-0.009126884,0.039736039,0.013749221,0.025986172,0.006557348,0.001102496,0.005454764,0.029284256,0.012537087,0.016749408,0.000578893,0.000773395,-0.000307114,-0.000478274,0.00183479,0.000302782
