"","date","fim_bars","fim_bars_ma","state_local_cont","federal_cont","taxes_transfers_cont","recession","state_health_outlays","state_social_benefits","state_noncorp_taxes","state_corporate_taxes","federal_health_outlays","federal_social_benefits","federal_noncorp_taxes","federal_corporate_taxes","health_outlays","social_benefits","noncorp_taxes","corporate_taxes","federal_nom","federal_cgrants","federal_igrants","pi_federal","state_local_nom","pi_state_local","pi_state_local_c","pi_state_local_i","gdp","gdppot","gdppoth","pi_gdp","pce","pi_pce","federal_cgrants_cont","federal_igrants_cont","federal_cont_0","state_local_cont_0","purchases_cont","health_outlays_net","social_benefits_net","noncorp_taxes_net","corporate_taxes_net","state_health_outlays_net","state_social_benefits_net","state_noncorp_taxes_net","state_corporate_taxes_net","federal_health_outlays_net","federal_social_benefits_net","federal_noncorp_taxes_net","federal_corporate_taxes_net","health_outlays_net_xmpc","state_health_outlays_net_xmpc","federal_health_outlays_net_xmpc","social_benefits_net_xmpc","state_social_benefits_net_xmpc","federal_social_benefits_net_xmpc","noncorp_taxes_net_xmpc","state_noncorp_taxes_net_xmpc","federal_noncorp_taxes_net_xmpc","corporate_taxes_net_xmpc","state_corporate_taxes_net_xmpc","federal_corporate_taxes_net_xmpc","transfers_net_taxes","state_transfers_net_taxes","federal_transfers_net_taxes","state_taxes_transfers_cont","federal_taxes_transfers_cont","health_cont","social_benefits_cont","noncorp_cont","corporate_cont"
"12",1972-12-31,-0.137537369309718,-1.0380360976076,-3.49129221503217,3.54518280219193,-0.19142795646948,0,3.851274962,14,115.7,5.7,13.848725038,71.4,183.7,36.6,17.7,85.4,299.4,42.4,142.2,34.651274962,5.7,0.0217236783651709,149.6,0.013763440860215,0.0124366946599139,0.0186821509719768,1328.9,0.0190877894161101,0.00775991024682132,0.0113278791692888,800.5,0.00811609545234004,4.13223332721277,-0.372476807573283,-0.21457371744756,0.268464304607322,0.0538905871597621,-0.0778300997353263,8.80294917028321,1.64674272957581,3.49194898172212,-0.10717130824864,-0.120676479218345,1.00759895656468,0.41744477036436,0.0293412085133138,9.02521325007149,0.740731373581042,2.97450421135776,0.234903922069532,0.107824897149815,0.127079024919717,1.73877725630895,0.0311756301207544,1.70833047398709,-1.38891940841793,-0.731586828076823,-0.645271300994555,-1.20240407150934,-0.163374791481492,-1.03569969651168,-0.617642301548778,-0.755961092287745,0.154438501400568,-0.234297564632805,0.0478656443206472,0.0728045628605398,0.53890508486253,-0.430472465029576,-0.372665139162974
"13",1973-03-31,-0.262725098903551,-1.03442143929137,1.68524577491225,-1.61565808992252,-0.332312783893282,0,4.288443174,14.2,118.4,6,14.211556826,72.7,196.7,39.3,18.5,86.9,315.1,45.3,146.4,29.588443174,5.74,0.0161311361363539,153.2,0.0196981635250624,0.0197555879186981,0.019281288723668,1377.5,0.0207144235665779,0.00797847666759433,0.0127359468989836,825,0.0120761321373879,-1.81318458448145,-0.034729674988395,0.232256169547323,-0.162668484557592,0.0695876849897308,0.445033424151816,-0.212663591945471,9.69565012378837,2.04968458666875,0.359932399236666,-0.0807645232697531,0.379681761263555,0.185688729811601,0.0851010249151507,-0.131899068675722,9.31596836252476,1.96600131773765,0.241250655317958,0.114266305179959,0.126984350138,1.49366936569559,-0.0239012102697171,1.51829942376419,-2.59155260957137,-0.697229329803635,-1.90646369254494,-0.247393557731628,-0.0428977491418785,-0.201233073769606,-1.10402614628946,-0.649761984035272,-0.46241299241235,-0.195578895036578,-0.139186693479524,0.0726166469464843,0.449595715462589,-0.780059480644554,-0.0744656656578005
"14",1973-06-30,-1.54477736112904,-1.16869491644184,0.190077629478855,-1.55113852265236,-0.183716467955537,0,4.5743393856,14.4,120.1,6.1,15.0256606144,73.6,200.6,39.4,19.6,88,320.7,45.4,146.5,28.3743393856,6.208,0.017415489944373,156.2,0.0177722301474084,0.0168891648556349,0.0210562147442133,1413.9,0.0249431635283215,0.00839392544868844,0.016549238079633,840.5,0.019238251696857,-0.569783250564814,0.086811236382648,-1.06816650847019,-0.292894384703312,-1.3610608931735,0.58880472280741,-1.3012361939479,-3.10689901856142,-1.1517376246932,0.167397190137427,-0.19237691546674,-1.57164977403259,-0.065793062873273,0.421407532669981,-1.10885927848116,-1.53524924452876,-0.985944561819935,0.333038319625829,0.142232061652678,0.190806257973152,1.40556458315442,-0.071651754749051,1.50044518570236,-2.14603278149676,-0.380214306669116,-1.76575094412417,-0.22524370780537,-0.0464609120648224,-0.185583822280546,-0.63267358652188,-0.356094911830312,-0.260083322729207,-0.103403241184846,-0.0755232879068477,0.0967080419966111,0.408149425235404,-0.623167413864758,-0.0654065213227936
"15",1973-09-30,-1.80072256698953,-0.936440599082961,0.775623787369538,-2.55763169278428,-0.0187146615747954,0,4.6219887542,14.5,123.3,5.9,15.5780112458,74.6,205.8,37.6,20.2,89,329.1,43.4,144.2,27.5219887542,5.344,0.0206922656348572,159.9,0.0134322256613912,0.0116016364413507,0.0203838643615755,1433.8,0.0275889247697982,0.00848834449900515,0.0191005802707931,858.9,0.0181964709874447,-0.40240202810719,-0.295137894506396,-1.86009177017069,0.0780838647559527,-1.78200790541474,0.0769776164655802,-1.34826376280759,-0.157820326504407,-3.21149062308482,-0.074416033877136,-0.28426134300488,-0.00484633992260797,-0.362777374467344,0.151393650342719,-0.964002419802711,-0.152973986581884,-2.85138173016612,0.232421774330133,0.0777920056308713,0.154629768699262,1.33667676485601,-0.152567833715937,1.53460180870018,-1.52916850740687,-0.277257727590002,-1.24584324911339,-0.106081681780773,-0.0331838420248758,-0.0762185067548426,-0.0661516500015079,-0.385217397699943,0.367169821531204,-0.108980096951678,0.103874339495354,0.0657533840668033,0.378153126771626,-0.43261008767434,-0.0300110847388848
"16",1973-12-31,-0.65544291292605,-1.06591698498704,0.0567284548729896,-0.128563447533616,-0.583607920265424,1,4.8125862286,14.9,125.2,6.1,16.2874137714,76.3,212.7,39.4,21.1,91.2,337.8,45.6,147.6,28.3125862286,5.92,0.0213853063579053,165,0.0189592577652278,0.0167803464719019,0.0268378063010501,1476.3,0.0260075102886093,0.00868841183072067,0.0173190984578886,873.9,0.0204540720683191,0.0250095117343513,0.107727127996601,-0.261300087264568,0.189465094603942,-0.071834992660626,0.3113218252394,-0.393681067014541,-0.890791451174039,0.935216198781681,0.0559012415491846,-0.0225660165360768,-1.69326826475162,0.0280593449956648,0.255420583690217,-0.474029298868359,0.902476813577636,0.704242605396104,0.319980957449446,0.114483329335382,0.205497628114065,-0.732565038535988,-0.130492979612426,-0.60272776481129,-1.47059013228542,-0.0584860629134616,-1.42411866020913,-0.208768376819452,-0.0433646442492729,-0.161960591289461,-2.09194259019141,-0.117860357439779,-1.98330938819582,-0.0328805572436264,-0.553301545039982,0.089267947398367,-0.204370215800248,-0.410263672000396,-0.0582419798631476
"17",1974-03-31,0.719019402874316,-0.820480859542577,0.238352761373066,0.561427203760528,-0.0807605622592776,1,4.4178813342,13.2,125.9,6.3,17.4821186658,82.4,221.4,37.4,21.9,95.6,347.3,43.7,152.7,27.5178813342,7.76,0.0102468936582218,171.9,0.0290125551408214,0.0242802018403088,0.0463636363636364,1491.2,0.029043333950693,0.0087930230054194,0.0202503109452736,891.9,0.0297599608099284,-0.469035676949822,0.410071821861462,0.620391058848888,0.179388906284705,0.799779965133593,-0.013467958503842,0.883967876040288,-3.52319793282442,-3.65801606197986,-0.580244453381182,-2.27443945884868,-4.12683357368154,-0.0351732012736212,0.566776494877342,3.15840733488896,0.499780342475532,-3.5189875623247,0.216818146351923,-0.0970564625036339,0.313874608855558,-0.485822958239192,-0.624069840117685,0.137591175990764,-0.0519746636914442,0.564044779337541,-0.609571398060374,0.0229124304202846,-0.0275424587777194,0.0504361871993379,-0.298067045158429,-0.184623982061497,-0.107669426014713,-0.0500234321104105,-0.0291727768108685,0.0587463649263492,-0.131632583686024,-0.0140824124341785,0.00620806893457552
"18",1974-06-30,-0.0567936616878771,-0.448484934682287,0.306497585889134,-0.626979338280642,0.263688090703632,1,4.8076943931,13.6,129.7,6.6,18.6923056069,88.3,228.5,39.3,23.5,101.9,358.3,45.9,154.9,27.8076943931,8.572,0.0180496765434071,180.1,0.0347897774113768,0.0268923148255475,0.062858384013901,1530.1,0.0310156922470168,0.00880532232816278,0.0222103699188541,920.4,0.0283052527254708,-0.185759196407491,0.0686399245669486,-0.5098600664401,0.189378314048591,-0.320481752391509,0.787278406325427,2.75222902487265,-1.88850271612694,0.578267870156211,0.225862942069123,-0.0898595907079649,-0.872221399252481,0.0662033771621084,0.561415464256303,2.84208861558061,-1.11628131687448,0.512064492994099,0.261474725143477,-0.0839016683190022,0.345376393462481,0.426206715995431,-0.601003442046961,1.02655445215466,0.282996332814275,0.696642160161283,-0.395278447575408,0.0123514281899548,-0.0289826742975251,0.041315400488814,0.983029202143138,-0.0172456245022046,1.01796779853055,-0.00462597223771584,0.273060031794675,0.070138070049216,0.114325835835684,0.0759110334802241,0.00331315133850719
"19",1974-09-30,-0.176802102885277,-0.042504818656223,0.176576031656229,-0.777454054979246,0.42407592043774,1,4.9376320794,14.5,133.7,7.3,19.5623679206,93.3,235.1,43.5,24.5,107.7,368.9,50.8,160.4,28.9376320794,6.496,0.0292225621714914,186.3,0.0364882090503507,0.0286714076080821,0.0639228348387624,1560,0.0394793395984305,0.00865793232353496,0.0308214072748956,949.3,0.0269863911484636,0.0240232166748441,-0.705355816251281,-0.0961214554028092,-0.504756567920208,-0.600878023323017,0.162358398408035,2.16784343820333,-2.17136110001712,3.26392555263526,-0.0414293278021702,0.415237200780819,-0.623068754318211,0.46474746508481,0.203787726210205,1.85260623742253,-1.54472791335169,2.79917808755046,0.280685401080529,-0.0764796594521349,0.357165060532665,1.21733083622289,-0.443616269695178,1.66029140003034,0.267362610479294,0.539993852502091,-0.266922912035759,-0.143182433128246,-0.0402228516962692,-0.0996449500973098,1.62219641465447,-0.0203249283414916,1.65088859842994,-0.0053133594775483,0.431576654710134,0.0733770083211632,0.318235628056438,0.0698941534486096,-0.0374308693884704
"20",1974-12-31,0.603860594128941,0.272321058107525,-0.65212424053949,0.354199822978392,0.901785011690038,1,5.197507452,15.1,134.8,6.5,20.602492548,98.2,237.6,38.1,25.8,113.3,372.4,44.6,167.4,29.997507452,7.84,0.0331948626090932,191.9,0.0294132718421727,0.0261714034895204,0.0415658253620683,1599.7,0.0388648771696392,0.0085311702388029,0.0303337069308363,959.1,0.0254138668868951,0.0142730927798787,0.261171773481215,0.0787549567172983,-0.376679374278396,-0.297924417561097,0.468346590420399,1.94411950156234,-9.02232419566997,-7.92440788598545,0.0922672683517307,0.107796961677385,-3.43845146370583,-1.04779877101759,0.376079322068669,1.73292803617237,-5.48047822825157,-6.87660911496786,0.316015973246254,-0.0682973034215621,0.384313276667817,1.74333596415269,-0.414284599597149,2.15685680041451,1.33553591476662,0.960730681585522,0.368201478756823,0.122073693425586,-0.00397030810050201,0.125979676449282,3.51696154559115,0.474178470466309,3.03535123228843,0.121584223196489,0.778295187766264,0.0810297367298088,0.447009221577612,0.342445106350416,0.0313009470322014
"21",1975-03-31,1.87098136506075,0.560311548654135,0.611970418554517,-0.380480883368584,1.63949182987482,1,5.971448763,15.9,136.5,6.1,21.828551237,106,238.6,31.5,27.8,122,375,37.6,168.6,31.971448763,8.652,0.0181851715234231,201.5,0.0201105082383395,0.0199967919585096,0.0212444214952237,1616.1,0.0308664077912684,0.00826833073322919,0.0225980770580392,985.2,0.0188168106604187,0.281567314477183,0.145182227299851,-0.807230425145617,1.03871996033155,0.231489535185933,1.30120335204388,5.6312534800997,-7.48650665499446,-8.2079973061567,0.633166086768041,0.391014364955911,-1.95107705986374,-0.576053419058712,0.668037265275842,5.14023911514377,-5.43542959513073,-7.63194388709799,0.611817018119493,0.204720068112013,0.407096950007479,2.81147522506606,0.185442510758884,2.60276895097184,2.68537405479223,1.18025670918589,1.48672745712289,0.448071402649103,0.0291753095940077,0.41883176797829,6.55673770062688,1.5995945976508,4.9154251260805,0.399973644471037,1.22908673528299,0.152982938830904,0.703000618882554,0.671469414213223,0.112038857948141
