"","date","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","ptgh","ptgsh","ptgfh","yptmr","yptmd","gtfp","ypog","yptx","ytpi","yctlg","g","gfrcf","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gdppothq","gdppotq","recessq","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","gfcexp_g","gfsubs_g","gfintpmt_g","yptmr_g","yptmd_g","gfrptb_g","gf_gdp","gf_gdpalt","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","gfb_g","gfhb_g","fshare","gssave","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","gfrcf_g","gstfpnet_g","gstfp_g","gftfpnet_g","ysptmd_g","yfptmd_g","gfeg_g","jgs_g","jgf_g","jc_g","gfrptb","gfb","yptxb","deficit","deficitb"
"158",2009-06-30,NA,NA,NA,NA,14352.9,9760.2,10417.3,15134.1,93.693,94.856,93.895,91.695,1.22,0.44,0.77,490.4,368.9,2140,80.3,1130.8,1017.3,188.6,3067.6,35.6,971.2,93.692,1441.01586073036,1626.48413926964,1289.7,2024.9,855.2,94.3,138.9,952.6,1648,473.9,275.6,923,49.6,18.7,492,2419.5,16082.9,15255.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660569637488853,1856.7,243.684139269638,125.215860730362,230.215860730362,248.315860730362,1891.68413926964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.2,1441.01586073036,NA,-1048.01586073036,-1048.01586073036
"159",2009-09-30,NA,NA,NA,NA,14420.3,9895.4,10489.2,15189.2,94.34,94.912,94.188,92.166,0.23,-0.07,0.31,496.7,378.2,2136.9,79.9,1135,1028.8,200.7,3089,57.5,968.8,94.339,1441.07256310172,1647.92743689828,1301.3,2021.8,841.7,91.4,159.4,950.3,1634.5,465.4,293.3,937.4,41.3,18.5,502.4,2446.5,16130.1,15309.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660569637488853,1863.5,249.827436898284,128.372563101716,215.572563101716,252.572563101716,1884.32743689828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.7,1441.07256310172,NA,-1032.77256310172,-1032.77256310172
"160",2009-12-31,NA,NA,NA,NA,14628,9957.1,10473.6,15356.1,95.07,95.269,94.896,92.85,0.17,-0.35,0.52,501.8,372.8,2152.1,79.5,1140.4,1045.3,234.2,3117.8,75.1,972.2,95.068,1479.23963914416,1638.56036085584,1321,2007.9,847.1,93.2,190.8,953.9,1653.9,472.1,293.3,952.1,43.4,18.3,498.2,2444.1,16174.2,15409,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660569637488853,1864.4,246.260360855845,126.539639144155,225.839639144155,251.939639144155,1900.16036085584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847.1,1479.23963914416,NA,-1048.13963914416,-1048.13963914416
"161",2010-03-31,NA,NA,NA,NA,14721.4,10040.5,10525.4,15415.1,95.395,95.491,95.484,93.766,-0.33,-0.73,0.39,506,382.1,2262.2,79.5,1191.5,1044.6,249.8,3131.9,72.1,978.6,95.393,1515.6792639843,1616.2207360157,1336.1,1979.5,903.1,93.1,204.7,960.6,1753.5,496.2,288.4,951.6,45.1,18,508.7,2439.7,16214.8,15483.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670559371933268,1856.2,256.220736015702,125.879263984298,239.979263984298,252.479263984298,2009.7207360157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.1,1515.6792639843,NA,-1107.6792639843,-1107.6792639843
"162",2010-06-30,NA,NA,NA,NA,14926.1,10131.8,10609.1,15557.3,95.503,95.912,96.214,94.382,0.3,-0.17,0.46,510.5,385.7,2268.7,79.3,1212.9,1062.1,255.6,3164.7,70.2,989.5,95.5,1536.56525024534,1628.13474975466,1353.9,1972.8,934.9,96.4,212.2,971.7,1755.7,492.6,278,965.7,43.4,17.7,513,2444.3,16255.3,15590.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670559371933268,1862.1,258.634749754661,127.065250245339,233.965250245339,254.365250245339,2014.33474975466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934.9,1536.56525024534,NA,-1077.06525024534,-1077.06525024534
"163",2010-09-30,NA,NA,NA,NA,15079.9,10220.6,10683.3,15672,95.671,96.251,96.597,94.872,-0.57,-0.43,-0.15,515.7,405.6,2292,79.3,1255.9,1069.1,272.6,3157.9,85.7,992.3,95.669,1548.12111874387,1609.77888125613,1348.1,1955.8,958.1,98.9,227.1,974.6,1758.8,517.8,297.8,970.1,45.5,17.7,533.2,2453,16296.2,15685.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670559371933268,1855.6,271.978881256133,133.621118743867,245.821118743867,261.221118743867,2030.77888125613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.1,1548.12111874387,NA,-1048.22111874387,-1048.22111874387
"164",2010-12-31,NA,NA,NA,NA,15240.8,10350.5,10754,15750.6,96.25,96.781,97.389,95.658,-0.52,-0.47,-0.05,521.4,414.1,2302.7,79.5,1288.8,1076.4,284,3164.1,89.1,994.3,96.248,1547.82136408243,1616.27863591757,1346.2,1937,976.8,98.7,233.6,976.6,1761.9,514.4,311.9,977.7,50.4,17.7,540.8,2453.7,16338.8,15812.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670559371933268,1853,277.678635917566,136.421364082434,236.721364082434,263.121364082434,2039.57863591757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976.8,1547.82136408243,NA,-1024.02136408243,-1024.02136408243
"165",2011-03-31,NA,NA,NA,NA,15285.8,10485.4,10799.7,15712.8,97.091,97.276,98.266,96.637,-1.01,-0.54,-0.47,527.6,418.8,2313,80.4,1426.1,1091.5,277.3,3156,90,916.2,97.089,1550.7326359555,1605.1673640445,1327.7,1915.5,1110.9,104.7,228.9,898.3,1768.6,500.5,315.2,986.8,48.4,17.9,544.4,2452.7,16388,15941.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607610706887528,1851.2,254.467364044497,164.332635955503,246.032635955503,289.932635955503,2023.0673640445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110.9,1550.7326359555,NA,-976.532635955503,-976.532635955503
"166",2011-06-30,NA,NA,NA,NA,15496.2,10612.1,10823.7,15825.1,98.048,97.975,99.155,97.801,-0.55,-0.43,-0.12,533.4,409.7,2312.1,81.5,1445.4,1105.5,276.9,3168.6,79.2,918.9,98.046,1566.26189338818,1602.23810661182,1322.9,1898.4,1126,109.1,227.2,900.9,1777.4,503.4,319.4,996.4,49.8,18,534.7,2446.2,16439.8,16106.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607610706887528,1856.7,248.93810661182,160.76189338818,254.46189338818,285.76189338818,2026.33810661182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,1566.26189338818,NA,-980.46189338818,-980.46189338818
"167",2011-09-30,NA,NA,NA,NA,15591.9,10705.4,10866,15820.7,98.523,98.519,99.498,98.314,-1.16,-0.43,-0.72,538.5,396.4,2303.2,82.7,1470.9,1103.9,248.2,3137.5,68.5,927.3,98.521,1495.44311578978,1642.05688421022,1294.4,1881.1,1143.7,109.4,201.7,909.4,1782.4,448.3,327.2,994.5,46.4,17.9,520.7,2424.5,16494.2,16249.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607610706887528,1849.5,240.856884210216,155.543115789784,207.443115789784,279.843115789784,2023.25688421022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143.7,1495.44311578978,NA,-913.643115789784,-913.643115789784
"168",2011-12-31,NA,NA,NA,NA,15796.5,10761.6,10885.9,16004.1,98.86,98.676,99.363,98.204,-0.04,-0.18,0.14,542.9,399.3,2312.2,84.1,1470.4,1114,287,3131.4,64,921.9,98.858,1486.28104473981,1645.21895526019,1299.4,1873.8,1140.5,111.4,238,904.2,1789.3,437.7,329.9,1002.7,49,17.7,522.9,2419.1,16551.3,16332.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607610706887528,1840.3,242.61895526019,156.68104473981,195.08104473981,280.28104473981,2031.91895526019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140.5,1486.28104473981,NA,-881.48104473981,-881.48104473981
"169",2012-03-31,NA,NA,NA,NA,16019.8,10922.4,10973.3,16129.4,99.538,99.284,99.705,99.403,-0.34,-0.34,0.01,547,400.6,2296.8,85.2,1467.8,1130.9,310.7,3144.7,99.6,944.9,99.537,1506.73599351153,1637.86400648847,1299.4,1860.1,1137.7,113.9,261.5,927.5,1772.9,441.7,330.1,1016.9,49.2,17.4,523.9,2432.4,16610.4,16491.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57554669617691,1849,230.56400648847,170.03599351153,211.13599351153,293.33599351153,2003.46400648847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137.7,1506.73599351153,NA,-839.035993511529,-839.035993511529
"170",2012-06-30,NA,NA,NA,NA,16152.3,10964.9,10989.6,16198.8,99.776,99.689,99.928,99.4,-0.41,-0.15,-0.25,551.6,421.7,2321.8,86.3,1487.1,1133.9,325,3131,90.3,949.4,99.775,1493.3919582222,1637.7080417778,1289.1,1854,1150.1,114.4,275.5,932.2,1777.5,447.9,337,1019.5,49.5,17.2,544.4,2448.3,16673.3,16621.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57554669617691,1842.9,242.708041777803,178.991958222197,205.191958222197,301.691958222197,2020.2080417778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150.1,1493.3919582222,NA,-798.691958222197,-798.691958222197
"171",2012-09-30,NA,NA,NA,NA,16257.2,11014.2,11007.5,16220.7,100.062,100.299,100.122,99.988,-0.12,-0.18,0.07,557.1,419,2325.6,86.9,1509.5,1131.3,332.9,3139.6,85,952.3,100.061,1492.14593430187,1647.45406569813,1291.7,1846.5,1163.2,114.7,280.8,935.2,1783.6,440,346.2,1016.6,52.1,17.1,542,2449.6,16738.5,16788.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57554669617691,1846.3,241.154065698125,177.845934301875,198.845934301875,300.845934301875,2024.75406569813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1163.2,1492.14593430187,NA,-781.845934301874,-781.845934301874
"172",2012-12-31,NA,NA,NA,NA,16358.9,11125.7,11056.9,16239.1,100.624,100.728,100.245,101.21,-0.76,-0.13,-0.63,563.4,428.9,2346.1,86.8,1571.4,1148.4,332.8,3132.7,78.8,974.1,100.623,1470.44802200972,1662.35197799028,1265.9,1841.4,1212.2,117.6,280.9,957,1793.4,448.2,359.2,1030.8,51.9,17.1,552.7,2476.7,16805.8,16928.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57554669617691,1863.7,246.851977990277,182.048022009723,201.348022009723,305.848022009723,2040.25197799028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212.2,1470.44802200972,NA,-696.148022009724,-696.148022009724
"173",2013-03-31,NA,NA,NA,NA,16569.6,11223.2,11114.2,16383,100.982,101.123,100.241,102.318,-0.68,0.03,-0.71,570.3,424.8,2365.7,86.6,1649.3,1174.6,350.8,3125,67.6,1095.9,100.981,1434.91970063162,1690.08029936838,1236.9,1842.3,1272.9,122.3,297,1078.6,1817.3,440,376.5,1052.3,53.8,17.3,548.4,2486.2,16875.3,17064.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576931024878483,1885,245.080299368379,179.719700631621,194.919700631621,303.319700631621,2062.38029936838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272.9,1434.91970063162,NA,-481.41970063162,-481.41970063162
"174",2013-06-30,NA,NA,NA,NA,16637.9,11239.6,11122.2,16403.2,101.057,101.431,100.436,102.861,-0.13,0.11,-0.24,567.1,438.4,2378.3,86.8,1681.9,1180.8,347.3,3132,76.3,1108.2,101.056,1438.57343869327,1693.32656130673,1226.8,1846.8,1295.8,124.4,293.2,1090.7,1815.5,459.2,386.1,1056.4,54.1,17.5,562.8,2508.2,16945.9,17188.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576931024878483,1899.6,252.926561306727,185.473438693273,206.273438693273,309.873438693273,2068.42656130673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295.8,1438.57343869327,NA,-449.973438693273,-449.973438693273
"175",2013-09-30,NA,NA,NA,NA,16848.7,11330.9,11167.4,16531.7,101.466,101.985,100.759,103.676,-0.4,0.03,-0.43,573.7,448.2,2396,87.5,1674.5,1195,354.3,3134.1,84.3,1111.4,101.464,1413.81951464946,1720.28048535054,1209.1,1847.8,1307.9,126.4,301.2,1093.6,1823.2,454,366.6,1068.7,53.1,17.8,572.8,2528.2,17017.7,17355.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576931024878483,1915.7,258.580485350536,189.619514649464,195.419514649464,314.219514649464,2081.78048535054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307.9,1413.81951464946,NA,-407.919514649464,-407.919514649464
"176",2013-12-31,NA,NA,NA,NA,17083.1,11475.1,11263.6,16663.6,101.88,102.551,102.29,104.263,-0.58,-0.08,-0.5,580.2,448.6,2403.7,88.9,1697.7,1204.1,356.9,3138.5,90.4,1122.3,101.877,1404.08874223951,1734.51125776049,1188.2,1844.4,1332.7,128.8,302.3,1104.2,1830.1,447.3,364.9,1075.3,54.6,18.1,573.6,2531,17090.3,17526.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576931024878483,1923,258.811257760487,189.788742239513,188.488742239513,314.788742239513,2088.91125776049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332.7,1404.08874223951,NA,-366.188742239513,-366.188742239513
"177",2014-03-31,NA,NA,NA,NA,17102.9,11573.9,11307.3,16621.7,102.361,102.931,102.001,105.087,-0.26,-0.28,0.03,586.7,459.4,2433.1,90.9,1748.3,1220.8,394.7,3139.1,101.8,1147.4,102.358,1400.47445717684,1738.62554282316,1189.4,1832.7,1371.8,136.5,338.8,1129,1848.1,469.4,376.5,1084.3,55.9,18.4,585.1,2541.6,17162.6,17665.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61411742016361,1925.9,282.125542823163,177.274457176837,187.274457176837,302.974457176837,2130.22554282316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1371.8,1400.47445717684,NA,-272.474457176837,-272.474457176837
"178",2014-06-30,NA,NA,NA,NA,17425.8,11756,11428.7,16830.1,102.867,103.558,102.472,105.446,0,0.26,-0.27,594,481.5,2484.1,92.7,1761,1238.7,415.1,3150.9,101.9,1150.1,102.864,1404.70246219122,1746.29753780878,1178.1,1843.4,1388.6,135.7,360,1131.4,1876.2,493.2,372.3,1103,55.1,18.7,607.9,2579.8,17235.8,17849,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61411742016361,1943.8,295.697537808778,185.802462191222,197.502462191222,312.202462191222,2171.89753780878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388.6,1404.70246219122,NA,-265.202462191222,-265.202462191222
"179",2014-09-30,NA,NA,NA,NA,17719.8,11920.7,11554.2,17033.6,103.176,104.077,102.94,106.077,0.51,0.18,0.33,602.3,507.3,2523.6,94.2,1798.1,1248.4,385.6,3189.9,92.6,1160.8,103.172,1424.858232751,1765.141767249,1191.7,1850.8,1411.5,136.4,328.3,1141.9,1889.2,509.6,386.6,1112,57.3,18.9,634.4,2624,17309.6,18015.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61411742016361,1963.2,311.541767249,195.758232751,198.058232751,322.858232751,2200.741767249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.5,1424.858232751,NA,-295.958232751,-295.958232751
"180",2014-12-31,NA,NA,NA,NA,17838.5,12045.5,11687.1,17113.9,103.069,104.184,103.06,106.07,-0.07,0.35,-0.42,611.5,515.5,2548,95.6,1834.4,1255.7,389.5,3188.2,91.4,1177.9,103.066,1401.22246990566,1786.87753009434,1173.6,1865.5,1440.6,136.7,331.5,1158.9,1904.6,508.3,393.8,1119,58,19,643.5,2648.5,17384.2,18111.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61411742016361,1978.6,316.577530094341,198.922469905659,191.722469905659,326.922469905659,2221.17753009434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440.6,1401.22246990566,NA,-238.122469905659,-238.122469905659
"181",2015-03-31,NA,NA,NA,NA,17970.4,12095.6,11788.4,17254.7,102.608,104.127,102.928,105.212,0.4,0.26,0.15,621.5,523.7,2596.4,100.7,1900.1,1257.2,406.6,3188.5,86.4,1193.1,102.606,1409.48209789746,1779.01790210254,1179.9,1876.3,1504,139,349.5,1174.1,1943.9,525.6,396,1118.2,57.1,19,652.5,2654.5,17459.7,18180.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631311632809894,1974,330.617902102542,193.082097897458,194.982097897458,321.882097897458,2274.51790210254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504,1409.48209789746,NA,-186.782097897459,-186.782097897459
"182",2015-06-30,NA,NA,NA,NA,18221.3,12256.7,11887.5,17397,103.108,104.745,103.213,105.971,0.7,0.63,0.07,630.6,538,2631.7,101.7,1940,1267.7,410.6,3237.6,91.5,1206.7,103.106,1411.55434154828,1826.04565845172,1183,1903,1523.7,142.7,353.8,1187.6,1964.1,530.2,416.3,1125,56.8,19.1,667.6,2712.9,17536.5,18368.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631311632809894,2016.6,339.645658451723,198.354341548277,190.554341548277,327.954341548277,2303.74565845172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1523.7,1411.55434154828,NA,-167.854341548277,-167.854341548277
"183",2015-09-30,NA,NA,NA,NA,18331.1,12380.7,11972,17438.8,103.417,105.06,103.408,106.084,0.33,0.37,-0.04,638.5,540.5,2644.8,102.3,1943.7,1271.4,379.8,3257,94.2,1217.1,103.415,1412.17606246625,1844.72393753375,1181.2,1918.8,1536.6,137.9,323.9,1197.9,1974.3,532,407.1,1133.5,56,19.2,670.5,2736.7,17613.5,18504.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631311632809894,2035.5,341.223937533748,199.276062466252,190.776062466252,329.276062466252,2315.52393753375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536.6,1412.17606246625,NA,-190.176062466252,-190.176062466252
"184",2015-12-31,NA,NA,NA,NA,18354.4,12445.1,12039.7,17456.2,103.37,105.097,103.251,105.725,0.12,-0.03,0.16,645.3,541.7,2656.9,102.8,1957.1,1283.2,346.5,3253.8,169.8,1225.5,103.368,1430.51848850688,1823.28151149312,1188,1917.5,1548.7,141.9,291.3,1206,1985.1,545.9,408.4,1141.3,55.3,19.5,671.8,2733,17690.3,18592,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631311632809894,2027.2,341.98151149312,199.71848850688,203.91848850688,329.81848850688,2327.08151149312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548.7,1430.51848850688,NA,-227.71848850688,-227.71848850688
"185",2016-03-31,NA,NA,NA,NA,18409.1,12526.5,12111.8,17523.4,103.428,105.043,102.934,104.962,0.6,0.58,0.02,651.3,550.2,2687.4,103.6,1919.9,1288.9,373.4,3262.7,101,1231.1,103.424,1413.92650990099,1848.77349009901,1188.6,1942.9,1522,138.5,317.7,1211.4,2007.4,539,397.9,1150.3,55.7,19.7,680.1,2757.4,17766.4,18662.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633539603960396,2039.2,348.57349009901,201.62650990099,190.42650990099,331.52650990099,2355.97349009901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,1413.92650990099,NA,-231.72650990099,-231.72650990099
"186",2016-06-30,NA,NA,NA,NA,18640.7,12706.5,12214.1,17622.5,104.036,105.738,103.502,105.769,-0.15,-0.04,-0.1,657.9,558.6,2708.3,104,1944.2,1294.6,373.9,3278.2,101,1237.5,104.031,1425.80477722772,1852.49522277228,1183.9,1940.9,1532.4,135.7,319.5,1217.5,2019.8,554.3,411.8,1158.8,54.4,20,688.5,2780.1,17840.1,18863.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633539603960396,2052.9,353.895222772277,204.704777227723,200.404777227723,334.604777227723,2373.69522277228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532.4,1425.80477722772,NA,-240.504777227722,-240.504777227722
"187",2016-09-30,NA,NA,NA,NA,18799.6,12845.2,12294.3,17706.7,104.485,106.11,103.97,106.218,0.17,0.07,0.11,665.5,566.5,2726.8,104.5,1968.7,1310.8,400.5,3300.5,90.8,1248.7,104.481,1442.39981435644,1858.20018564356,1188.7,1943.8,1551.6,137.8,345.5,1228.5,2029.2,565.4,417.1,1172.9,55,20.2,697.6,2802.3,17913.5,19008,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633539603960396,2064.7,358.900185643564,207.599814356436,206.499814356436,338.699814356436,2388.10018564356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1551.6,1442.39981435644,NA,-208.199814356436,-208.199814356436
"188",2016-12-31,NA,NA,NA,NA,18979.2,12989.4,12372.7,17784.2,104.989,106.703,104.541,106.931,0.03,0,0.03,673.9,575.8,2747.1,105.1,1984.3,1320.7,376.1,3322.4,73.1,1262.7,104.984,1449.0078960396,1873.3921039604,1190.1,1943.6,1576.7,138.6,325.7,1242.5,2039.9,569.7,407.6,1182.1,50.4,20.2,707.2,2825.1,17986.9,19192.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633539603960396,2078.3,364.792103960396,211.007896039604,204.907896039604,342.407896039604,2404.6921039604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576.7,1449.0078960396,NA,-205.407896039604,-205.407896039604
"189",2017-03-31,0.0184003925417076,0.0114203536079855,0.0277777777777777,0.00990099009900991,19162.6,13114.1,12427.6,17863,105.528,107.233,105.245,108.061,-0.13,-0.13,0,683.1,573.6,2777.4,105.8,2004.9,1326.1,336.2,3346.4,92.4,1285.7,105.524,1457.88562963167,1888.41437036833,1190,1937.7,1588.1,128.8,289.7,1265.4,2071.2,561.6,416.8,1197.2,46.6,20.3,706.1,2837.6,18060.1,19366.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53564756348304,6.53564756348304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.620840952524989,2093.9,356.114370368333,217.485629631667,205.485629631667,349.985629631667,2427.31437036833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588.1,1457.88562963167,NA,-257.085629631667,-257.085629631667
"190",2017-06-30,0.0180679354372439,0.0112914018066244,0.0270270270270272,0.00980392156862742,19359.1,13233.2,12515.9,17995.2,105.735,107.553,105.594,108.528,0.01,-0.15,0.16,691.7,569.3,2786.6,106.7,2014.2,1338.9,343.7,3360,88.6,1295.8,105.731,1457.55524572752,1902.44475427248,1197.1,1931.3,1606.3,131,288.5,1275.4,2083.7,547,407.9,1207.9,55.2,20.4,702.9,2834.5,18133.8,19503.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52922914804924,6.52922914804924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.620840952524989,2096,353.444754272476,215.855245727524,193.555245727524,349.455245727524,2437.14475427248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606.3,1457.55524572752,NA,-240.055245727524,-240.055245727524
