"","date","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","ptgh","ptgsh","ptgfh","yptmr","yptmd","gtfp","ypog","yptx","ytpi","yctlg","g","gfrcf","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gdppothq","gdppotq","recessq","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","gfcexp_g","gfsubs_g","gfintpmt_g","yptmr_g","yptmd_g","gfrptb_g","gf_gdp","gf_gdpalt","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","gfb_g","gfhb_g","fshare","gssave","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","gfrcf_g","gstfpnet_g","gstfp_g","gftfpnet_g","ysptmd_g","yfptmd_g","gfeg_g","jgs_g","jgf_g","jc_g","gfrptb","gfb","yptxb","deficit","deficitb"
"81",1990-03-31,NA,NA,NA,NA,5872.7,3737.9,5998.1,9358.3,62.32,62.753,56.315,48.254,1.33,0.69,0.63,104.3,66.6,556.2,17.3,582.5,419.5,112.5,1212.5,22.6,403.5,62.319,615.077224039858,597.422775960142,983.2,1365.4,463.2,50.3,91.1,394,437.5,99.9,119.4,369.3,21.4,9.5,118.8,811.4,9385.1,5889.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578420059461588,658.8,38.5227759601417,28.0772240398583,61.3772240398583,80.2772240398583,476.022775960142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.2,615.077224039858,NA,-53.9772240398582,-53.9772240398582
"82",1990-06-30,NA,NA,NA,NA,5960,3783.4,6016.3,9392.3,62.886,63.455,57.282,48.752,0.13,0.08,0.05,106.5,70.3,567.5,17.9,594.6,419.5,116.8,1230.7,23.2,408.8,62.886,626.43706981985,604.26293018015,984.5,1367.9,472,50.8,94.7,399,443.4,103.2,122.6,368.7,22.1,9.9,124.2,824.1,9452.5,5998.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578420059461588,666.8,40.6629301801496,29.6370698198504,62.5370698198504,83.5370698198504,484.06293018015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,626.43706981985,NA,-53.3370698198505,-53.3370698198505
"83",1990-09-30,NA,NA,NA,NA,6015.1,3846.7,6040.2,9398.5,63.685,64.004,57.36,49.415,0.13,0.3,-0.17,108.7,74.9,578.1,18.7,600.7,426.8,119.9,1242.6,24.7,416.6,63.685,624.376337546327,618.123662453673,980.1,1377,477,51.1,97,406.4,447.9,105.5,123.7,375.6,23,10.2,130.3,843.9,9518.4,6092.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578420059461588,680.3,43.3236624536729,31.5763375463271,62.1763375463271,86.9763375463271,491.223662453673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,624.376337546327,NA,-40.7763375463271,-40.7763375463271
"84",1990-12-31,NA,NA,NA,NA,6004.7,3867.9,5994.2,9312.9,64.527,64.493,58.043,50.193,0.55,0.51,0.05,111,80.7,596.8,19.6,600.8,434.2,118.8,1268.5,24,419.4,64.527,631.82150120145,636.67849879855,981.3,1392.4,476.2,51.5,95.4,408.9,459.4,108.8,124.6,382.7,23.4,10.5,137.4,871,9582.9,6180.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578420059461588,698.8,46.6784987985501,34.0215012014499,62.1215012014499,90.7215012014499,506.07849879855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.2,631.82150120145,NA,-59.2215012014499,-59.2215012014499
"85",1991-03-31,NA,NA,NA,NA,6035.2,3873.6,5971.7,9269.4,64.866,65.12,58.563,50.404,0.49,0.07,0.43,112.9,83.7,622.5,20.9,580.8,444,115.3,1284.2,21.5,423,64.866,645.953515143063,638.246484856937,992.5,1394.5,459.6,59.7,91.5,412,481,115.6,121.2,384.3,23.8,11,141.5,881.6,9645.2,6281,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609874371050627,702.8,51.0464848569375,32.6535151430625,64.5535151430625,90.4535151430625,532.046484856937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.6,645.953515143063,NA,-104.153515143062,-104.153515143062
"86",1991-06-30,NA,NA,NA,NA,6126.9,3926.9,6021.2,9341.6,65.221,65.589,58.852,50.709,0.35,0.19,0.16,115.7,93.1,643.5,22.1,585.9,451.6,110.9,1296.6,20.8,429.7,65.219,650.320696055187,646.179303944813,996.6,1400.1,461.4,61.3,87.5,418.3,491.3,120.5,124.5,390.2,23.4,11.4,152.2,901.3,9705.5,6365.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609874371050627,709.9,56.7793039448134,36.3206960551866,63.7206960551866,95.4206960551866,548.079303944813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.4,650.320696055187,NA,-113.120696055187,-113.120696055187
"87",1991-09-30,NA,NA,NA,NA,6205.9,3973.3,6051.2,9388.8,65.664,66.092,59.608,51.126,-0.23,0.27,-0.5,118.9,98.4,653.8,23.1,590.2,461.3,111.9,1306.3,20.5,435.6,65.661,653.288361888618,652.911638111382,983.4,1408.3,464.1,61.8,88.2,423.7,495.1,127,126.1,399.4,23.7,11.8,158.6,919.2,9764.7,6453.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609874371050627,719.9,60.0116381113817,38.3883618886183,66.9883618886183,98.5883618886183,555.111638111382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.1,653.288361888618,NA,-110.588361888618,-110.588361888618
"88",1991-12-31,NA,NA,NA,NA,6264.5,4000,6048.2,9421.6,66.14,66.476,60.211,51.572,-0.61,0.33,-0.94,122.5,112.5,682.3,24.2,598.7,471.5,113.1,1308.8,20.3,440.6,66.136,641.689133256804,667.110866743196,958.8,1418.2,469.2,64.2,89.5,428.4,508.5,132.9,129.5,407.3,23.6,12.2,173.8,947,9823.3,6530.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609874371050627,731.4,68.6108667431955,43.8891332568045,64.2891332568045,105.189133256804,577.110866743196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.2,641.689133256804,NA,-98.8891332568044,-98.8891332568044
"89",1992-03-31,NA,NA,NA,NA,6363.1,4100.4,6161.4,9534.3,66.555,66.743,60.299,51.94,0.77,0.61,0.15,127.2,108.3,710.5,25,588.9,476.4,125,1326.4,17.8,452.5,66.55,647.826346048971,678.573653951029,962.4,1436.5,461.3,63.6,99.8,439.9,540,136.2,127.6,412.8,25.2,12.6,170.5,959.3,9881.9,6595.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634105761320676,746.1,68.6736539510292,39.6263460489708,67.5263460489708,101.826346048971,608.673653951029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.3,647.826346048971,NA,-123.226346048971,-123.226346048971
"90",1992-06-30,NA,NA,NA,NA,6470.8,4155.7,6203.2,9637.7,66.998,67.141,60.519,52.56,-0.14,-0.06,-0.07,131,115.4,729.1,25.8,607.2,481.2,126.8,1334.8,17.4,458.1,66.992,646.724195143594,688.075804856406,959.9,1434.4,470.2,63.1,102,445.1,550.5,139,136.9,418.2,24.7,13,178.6,975.2,9940.4,6674.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634105761320676,753.9,73.175804856406,42.224195143594,65.824195143594,105.424195143594,623.675804856406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.2,646.724195143594,NA,-116.824195143594,-116.824195143594
"91",1992-09-30,NA,NA,NA,NA,6566.6,4227,6269.7,9733,67.425,67.462,61.047,52.948,0.55,0.03,0.52,134.5,120.6,741.3,26.4,616.2,486,122.1,1354,16.2,461.2,67.419,662.726845184726,691.273154815274,973.4,1435,479.4,61.9,98.9,447.9,555.5,145,136.8,424.1,23.2,13.3,185.8,988.2,9999.2,6745.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634105761320676,759.8,76.4731548152735,44.1268451847264,68.5268451847265,109.326845184726,631.973154815274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.4,662.726845184726,NA,-130.126845184727,-130.126845184727
"92",1992-12-31,NA,NA,NA,NA,6680.8,4307.2,6344.4,9834.5,67.895,67.937,61.43,53.309,0.01,-0.03,0.04,137.7,120.8,746,26.8,638.9,489.9,131.6,1362.8,15.7,456.5,67.889,668.300024032462,694.499975967538,974.1,1433.9,499,64.6,107.2,442.9,561.1,146.5,140,425.3,24.4,13.6,185,991.3,10058.5,6833.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634105761320676,764.4,76.5999759675377,44.2000240324623,69.9000240324623,108.400024032462,637.699975967538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,668.300024032462,NA,-115.700024032462,-115.700024032462
"93",1993-03-31,NA,NA,NA,NA,6729.5,4349.5,6368.8,9851,68.299,68.341,61.584,53.62,-1.01,0.16,-1.17,143.4,124.4,766.5,28,617,489.7,136.4,1351.8,16.4,475.9,68.294,650.864209425282,700.935790574718,942.2,1438.9,480.3,62.2,111.5,462.1,577.6,148.8,136.7,427.5,24.8,13.8,188.9,1001.1,10119.2,6915.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628905068928604,771.5,78.2357905747183,46.1642094252817,70.5642094252817,110.664209425282,655.835790574718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.3,650.864209425282,NA,-112.364209425282,-112.364209425282
"94",1993-06-30,NA,NA,NA,NA,6808.9,4418.6,6426.7,9908.3,68.758,68.744,61.855,53.936,0.01,0.37,-0.36,144.7,124.8,771.7,28.3,643.5,497.6,148.7,1359.1,16,476.4,68.753,649.61264739771,709.38735260229,932.3,1450.6,505.3,64.8,121.9,462.4,582,151.4,138.3,432.8,26.8,14.1,189.7,1011.6,10181.1,6998.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628905068928604,782.3,78.4873526022897,46.3126473977103,72.9126473977103,111.21264739771,660.48735260229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.3,649.61264739771,NA,-77.2126473977103,-77.2126473977103
"95",1993-09-30,NA,NA,NA,NA,6882.1,4487.2,6498.2,9955.6,69.057,69.089,62.303,54.09,0.11,0.24,-0.13,147.5,135.2,786.3,28.7,659.2,504.9,140.7,1367.4,15.7,481,69.052,650.872034680853,716.527965319147,928.8,1458.2,515.6,65.4,115.5,466.8,585.7,157.2,143.6,439.5,25.2,14.2,200.6,1028.1,10243.9,7077.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628905068928604,788.7,85.0279653191472,50.1720346808528,72.1720346808528,115.572034680853,670.727965319147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.6,650.872034680853,NA,-73.272034680853,-73.272034680853
"96",1993-12-31,NA,NA,NA,NA,7013.7,4552.7,6555.3,10091,69.455,69.495,62.861,54.362,0.29,0.23,0.07,151.6,136,791.3,29.2,675.3,520.3,171.9,1381.4,15.8,485.2,69.45,664.86891062571,716.53108937429,930.4,1465.3,529.5,73.1,141,470.8,589.6,165.5,145.8,447.2,30.8,14.4,201.7,1036.1,10307.4,7163.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628905068928604,796.5,85.5310893742901,50.4689106257099,79.9689106257099,116.16891062571,675.13108937429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.5,664.86891062571,NA,-40.0689106257098,-40.0689106257098
"97",1994-03-31,NA,NA,NA,NA,7115.7,4621.2,6630.3,10189,69.704,69.851,63.15,54.807,-0.97,0.19,-1.16,156.9,136.6,805.3,30.1,673.7,531.5,149.5,1373.4,18.6,500.4,69.699,647.030448982628,726.269551017372,897.9,1471.3,526.7,75.5,122.4,485.8,601.8,162.4,146.9,456,27.1,14.6,203.6,1046.6,10371.9,7244.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602998177286761,806.3,82.3695510173716,54.2304489826284,80.0304489826284,121.230448982628,684.169551017372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.7,647.030448982628,NA,-38.4304489826281,-38.4304489826281
"98",1994-06-30,NA,NA,NA,NA,7246.9,4683.2,6681.8,10327,70.093,70.184,63.679,55.111,0.4,0.52,-0.13,162.2,137.1,810.1,30.7,697.8,544.4,158,1389.4,19.5,507.6,70.088,651.628949893985,737.771050106015,894.1,1488.1,555.9,78.6,129.3,493,606.2,164.9,141.9,465.8,28.7,14.6,203.9,1060.5,10436.8,7325,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602998177286761,820,82.671050106015,54.428949893985,82.228949893985,121.228949893985,688.871050106015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.9,651.628949893985,NA,-1.0289498939851,-1.0289498939851
"99",1994-09-30,NA,NA,NA,NA,7331.1,4752.8,6732.8,10387.4,70.596,70.558,64.045,55.593,1.3,0.53,0.76,167.1,136.2,813.6,31.2,695.4,550.5,173.8,1423.4,20.9,513.6,70.591,671.671648253543,751.728351746457,915.8,1505.6,544.2,80.5,142.4,499,610,167.3,151.2,470,31.4,14.5,203.7,1077.4,10502.4,7410.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602998177286761,836.9,82.1283517464569,54.0716482535431,85.1716482535431,121.571648253543,692.128351746457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.2,671.671648253543,NA,-15.5716482535431,-15.5716482535431
"100",1994-12-31,NA,NA,NA,NA,7455.3,4826.7,6805.6,10506.4,70.927,70.952,64.571,56.065,-0.66,0.17,-0.83,171.6,147.8,833.8,31.6,705.4,554.6,183.6,1422.9,22.9,521.1,70.923,659.476869397017,763.423130602983,891.7,1511.1,553.4,81.4,150.9,506.8,618.1,172.8,152,473.3,32.7,14.4,215.7,1100.7,10568.8,7498.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602998177286761,847.1,89.1231306029833,58.6768693970167,83.6768693970167,126.576869397017,707.223130602983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.4,659.476869397017,NA,14.9231306029833,14.9231306029833
"101",1995-03-31,NA,NA,NA,NA,7522.3,4862.4,6822.5,10543.6,71.274,71.356,65.115,56.378,0.28,0.36,-0.08,175.7,152.5,857.9,31.9,724.6,555.3,187.8,1437.6,22.8,528.2,71.27,664.223460258729,773.376539741271,889.2,1522.9,567.7,76.6,155.3,514.2,637.6,175.6,156.9,478.8,32.5,14,220.4,1118.5,10635.8,7589.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593288785188662,858.5,90.476539741271,62.023460258729,85.123460258729,129.923460258729,728.076539741271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.7,664.223460258729,NA,11.9765397412712,11.9765397412712
"102",1995-06-30,NA,NA,NA,NA,7581,4933.6,6882.3,10575.1,71.689,71.706,65.549,56.806,0.26,0.36,-0.1,179.6,152.5,865.6,32.3,746.8,553.6,184.4,1452.9,23.8,532.7,71.685,665.323460258729,787.576539741271,886.2,1534.9,594.4,75.7,153.1,519,644.9,174.8,152.4,477.9,31.3,13.7,220.7,1132.8,10702.2,7674.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593288785188662,871.9,90.476539741271,62.023460258729,84.323460258729,130.223460258729,735.376539741271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.4,665.323460258729,NA,31.9765397412709,31.9765397412709
"103",1995-09-30,NA,NA,NA,NA,7683.1,4998.7,6944.7,10665.1,71.981,72.027,65.888,57.04,-0.19,0.05,-0.24,183.2,152.7,870.7,32.9,752.2,558.9,191,1455.7,23.6,538.1,71.978,664.504802501691,791.095197498309,879.1,1536.4,591.5,75.4,159.1,524.6,650,175.8,160.7,483.5,31.9,13.5,220.7,1136.8,10770.3,7757.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593288785188662,876.3,90.5951974983087,62.1048025016913,85.2048025016913,130.104802501691,740.595197498309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.5,664.504802501691,NA,36.0951974983086,36.0951974983086
"104",1995-12-31,NA,NA,NA,NA,7772.6,5055.7,6993.1,10737.5,72.298,72.367,66.798,57.258,-0.78,0.24,-1.02,186.5,140.7,864.6,33.5,770,563.8,187.1,1451.6,23.3,543.1,72.294,655.524267923955,796.075732076045,849.1,1544.4,607.6,74.5,156.2,529.9,655.8,171.7,162.4,489.3,30.9,13.2,208.8,1131.2,10841,7845.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593288785188662,884.3,83.4757320760448,57.2242679239552,88.2242679239552,125.324267923955,739.275732076045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.6,655.524267923955,NA,56.8757320760446,56.8757320760446
"105",1996-03-31,NA,NA,NA,NA,7868.5,5130.6,7057.6,10817.9,72.7,72.7,66.955,57.83,0.51,-0.08,0.59,189.6,151.3,893.2,34,801.7,570.4,194.3,1471.3,19.9,545.9,72.696,666.321839390156,804.978160609844,865.9,1541.6,636.4,72.6,162.4,532.9,675,177.1,165.3,497.8,31.9,13,218.2,1145.1,10915.4,7935.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665965696261,891.5,90.5781606098443,60.7218393901558,86.5218393901557,127.621839390156,765.578160609844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.4,666.321839390156,NA,62.9781606098443,62.9781606098443
"106",1996-06-30,NA,NA,NA,NA,8032.8,5220.5,7133.6,10998.3,73.187,72.997,66.596,57.909,0.96,0.66,0.3,192.9,165.8,912.9,34.6,839.6,577.7,205.5,1487.7,20,554.4,73.182,668.34118288756,819.25881711244,874.1,1563.8,673.6,71.2,171.9,541.7,680.7,185.5,165.9,506.5,33.5,12.7,232.2,1171.4,10994,8025.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665965696261,905.5,99.25881711244,66.54118288756,86.24118288756,132.94118288756,779.95881711244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.6,668.34118288756,NA,109.35881711244,109.35881711244
"107",1996-09-30,NA,NA,NA,NA,8131.4,5274.5,7176.8,11097,73.499,73.352,66.983,58.275,0.01,0.38,-0.38,196.5,158.8,908.5,35.2,843.5,581.8,205.9,1496.7,20.1,561.8,73.494,665.631844647434,831.168155352566,862.5,1577.1,674.2,71.7,172.6,549.5,683.7,182.9,169.3,510.1,33.3,12.3,224.8,1176,11077,8125.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665965696261,919,95.0681553525662,63.7318446474338,87.8318446474338,129.731844647434,778.768155352566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.2,665.631844647434,NA,118.668155352566,118.668155352566
"108",1996-12-31,NA,NA,NA,NA,8259.8,5352.8,7233.9,11212.2,73.999,73.662,67.212,58.693,0.52,0.65,-0.13,200.4,156.9,910.7,35.8,863.5,593.2,208.6,1515.7,20.3,569.4,73.995,663.269309982257,852.430690017743,858.3,1599.6,689.4,75.9,175.3,557.5,688.9,180.3,174.1,517.3,33.4,11.9,221.7,1192,11165.2,8224.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665965696261,938.8,93.9306900177433,62.9693099822567,86.3693099822567,127.769309982257,782.830690017743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.4,663.269309982257,NA,145.930690017743,145.930690017743
"109",1997-03-31,NA,NA,NA,NA,8362.7,5433.1,7310.2,11284.6,74.326,73.992,67.442,59.082,-0.38,0.01,-0.39,204.4,161.4,930.5,37.2,902.1,595.7,210,1516,20,577.3,74.323,660.021320484924,855.978679515076,846.2,1600.1,724.3,72,176.9,566,704.5,184.6,177.8,523.8,33.1,11.3,226,1202.5,11260.7,8332,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59032639104756,945.3,95.2786795150761,66.1213204849239,89.3213204849238,130.721320484924,799.778679515076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.3,660.021320484924,NA,174.678679515076,174.678679515076
"110",1997-06-30,NA,NA,NA,NA,8518.8,5471.3,7343.1,11472.1,74.512,74.361,67.885,59.273,0.96,0.34,0.62,207.1,159.4,931.3,38,916.2,610.4,214,1542.5,20.5,584.9,74.509,677.301973267019,865.298026732981,865,1611.9,739.3,79.7,180.5,574,707.5,184.2,176.9,530.7,33.6,10.9,223.7,1209,11363.1,8449.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59032639104756,955.4,94.098026732981,65.301973267019,90.1019732670189,129.601973267019,801.598026732981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739.3,677.301973267019,NA,188.698026732981,188.698026732981
"111",1997-09-30,NA,NA,NA,NA,8662.8,5579.2,7468.2,11615.6,74.709,74.581,68.042,59.531,0.34,0.46,-0.11,208.3,163.7,937.2,38.6,941.1,616.6,226,1555.2,20.9,593.6,74.706,676.863569785515,878.336430214486,861.3,1628.1,757,79.9,190.5,582.9,709.2,187.5,184.1,536.6,35.5,10.6,228,1225.5,11470.5,8554.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59032639104756,969.2,96.6364302144855,67.0635697855145,90.8635697855145,131.363569785514,805.836430214486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,676.863569785515,NA,224.236430214486,224.236430214486
"112",1997-12-31,NA,NA,NA,NA,8765.9,5663.6,7557.4,11715.4,74.943,74.848,68.519,59.997,0.37,0.41,-0.04,207.9,168,942.7,39,967.8,623.8,215.9,1574.8,21.3,605.3,74.941,686.32516630401,888.47483369599,859.9,1642.8,778.6,79.7,181.5,594.8,710.2,196.3,189.2,544,34.4,10.5,232.4,1243.5,11582.6,8669.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59032639104756,985.6,99.17483369599,68.82516630401,97.12516630401,133.22516630401,809.37483369599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778.6,686.32516630401,NA,238.07483369599,238.07483369599
"113",1998-03-31,NA,NA,NA,NA,8866.5,5721.3,7633.9,11832.5,74.949,74.924,68.232,60.077,-0.25,0.41,-0.66,206.4,167.2,951.8,39.1,996.1,629.1,213.5,1568,26.4,613.3,74.947,671.909206392408,896.190793607592,838.5,1657.8,800.6,79.5,178.8,602.8,719.7,197.3,195.6,549.6,34.7,10.5,232.1,1250.5,11698.7,8765.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58367699526072,995.9,97.5907936075923,69.6092063924077,99.7092063924077,134.509206392408,817.290793607592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.6,671.909206392408,NA,270.090793607592,270.090793607592
"114",1998-06-30,NA,NA,NA,NA,8969.7,5832.6,7768.3,11942,75.084,75.119,68.671,60.344,1.25,0.74,0.51,205.3,170,956,39.3,1022.4,635.5,209.9,1603.7,26.6,622.8,75.081,684.874910805678,918.825089194322,854.9,1684.9,820.9,80.1,175.4,612.3,720.7,197,201.4,555.4,34.5,10.5,235.3,1272.2,11818.5,8877.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58367699526072,1016.6,99.2250891943223,70.7749108056777,97.7749108056777,136.074910805678,819.925089194322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.9,684.874910805678,NA,283.125089194322,283.125089194322
