"year","quarter","impact","recession","total","federal","state_local","consumption","projection"
"1999","Q4",-0.413390095035505,0,-0.0224629048788918,0.230636058671447,0.139423104649115,-0.392522068199454,0
"2000","Q1",-0.724283303981094,0,-1.90001681211155,-1.29450962257456,0.0221353638082916,-0.627642553345287,0
"2000","Q2",-0.601864817763102,0,-0.32458001552473,0.472259529894182,-0.512482345346753,-0.284357200072159,0
"2000","Q3",-0.8407791156526,0,-1.11605673009523,-0.790337567034348,-0.224240922302272,-0.101478240758606,0
"2000","Q4",-0.891813896701291,0,-0.226602029073658,0.0597630954200943,-0.300001658881887,0.0136365343881348,0
"2001","Q1",-0.235036334270296,1,0.727093437612428,0.368995441785123,0.0841574841734608,0.273940511653845,0
"2001","Q2",0.119387007462341,1,1.09311335140582,0.225175005820692,0.423952238310255,0.443986107274873,0
"2001","Q3",0.626651329790304,1,0.913000559216628,-0.175921657010043,-0.493171395603563,1.58209361183023,0
"2001","Q4",1.14290611565754,1,1.83841711439527,0.114875657737968,0.541496954766918,1.18204450189039,0
"2002","Q1",1.51146282219005,0,2.20132026374248,1.04376956774284,-0.286752498590488,1.44430319459013,0
"2002","Q2",1.69416312000016,0,1.82391454264624,0.304057868151078,-0.245410830468738,1.7652675049639,0
"2002","Q3",1.79812887365855,0,1.32886357385019,-0.0795777350739228,-0.0293835641530966,1.43782487307721,0
"2002","Q4",1.65459225788441,0,1.26427065129872,0.334067900679561,-0.245079066186487,1.17528181680565,0
"2003","Q1",1.30362193181709,0,0.797438959473203,0.0533622601158061,-0.474968186003946,1.21904488536134,0
"2003","Q2",1.19514506619448,0,1.39000708015582,1.61286950701918,-1.38195174022821,1.15908931336486,0
"2003","Q3",0.992409873913231,0,0.517922804725174,-0.707036164022199,0.374772593616132,0.850186375131241,0
"2003","Q4",0.843908731249271,0,0.670266080642887,0.53457596560595,-0.571539490425259,0.707229605462197,0
"2004","Q1",0.670895228574752,0,0.105384948775125,-0.404017942056808,0.234219539613496,0.275183351218437,0
"2004","Q2",0.28482105281195,0,-0.154289622895388,-0.271777482938796,-0.0445193181738368,0.162007178217244,0
"2004","Q3",0.0243729251569136,0,-0.523869705894971,0.319464577570681,-0.710815173810637,-0.132519109655014,0
"2004","Q4",-0.317440899619532,0,-0.696989218462895,-0.38829334154584,-0.197268303646643,-0.111427573270411,0
"2005","Q1",-0.494093193018277,0,-0.601224224819857,0.00810709080985317,-0.144391035968636,-0.464940279661074,0
"2005","Q2",-0.702894633680505,0,-0.9894953855443,-0.239411226502902,-0.306518452095032,-0.443565706946366,0
"2005","Q3",-0.751244328328263,0,-0.717268484486002,-0.13220477104845,-0.0991901113324771,-0.485873602105075,0
"2005","Q4",-0.788255616894111,0,-0.845034372726284,-0.231112818905192,-0.175771611792978,-0.438149942028115,0
"2006","Q1",-0.665346547817335,0,-0.109587948512756,0.653730082213509,-0.130623491157663,-0.632694539568603,0
"2006","Q2",-0.706682277881668,0,-1.15483830580163,-0.382764581382035,-0.0708963742438604,-0.701177350175736,0
"2006","Q3",-0.740061731722614,0,-0.850786299849786,-0.605683259710349,0.085542763365797,-0.330645803505233,0
"2006","Q4",-0.556458592140386,0,-0.110621814397371,0.0258221600691896,0.219012721069336,-0.355456695535896,0
"2007","Q1",-0.683475587106696,0,-0.617655928377998,-0.37543079624135,0.118713242666518,-0.360938374803166,0
"2007","Q2",-0.372637299779568,0,0.0885148435068826,0.641882253093646,-0.314275321546604,-0.23909208804016,0
"2007","Q3",-0.173257200452722,0,-0.0532659025424033,-0.0662597603374621,0.0447777306191589,-0.0317838728241001,0
"2007","Q4",-0.0744763370782697,1,0.284501639100439,0.142337405202847,0.0979713476521323,0.0441928862454594,0
"2008","Q1",0.0602045215844584,1,-0.0789324937270855,0.344141020083998,-0.529154003493332,0.106080489682249,0
"2008","Q2",0.680222907059704,1,2.56858838540787,0.441549891924962,-0.107854664622767,2.23489315810567,0
"2008","Q3",1.0310582946944,1,1.35007564799637,0.134894122792615,0.174817008868773,1.04036451633498,0
"2008","Q4",1.35040034969699,1,1.56186985911081,0.485579871264683,-0.261667849000973,1.3379578368471,0
"2009","Q1",2.2487756191091,1,3.51456858392137,0.171093254839883,0.455723658742093,2.88775167033939,0
"2009","Q2",2.32323310326972,1,2.86641832205032,1.64228266094838,-0.690414910810759,1.9145505719127,0
"2009","Q3",2.70028979226441,0,2.85830240397513,0.429935010974995,-0.436539078314078,2.86490647131421,0
"2009","Q4",2.90907020878014,0,2.39699152517374,0.630333010303868,-0.69564750474439,2.46230601961426,0
"2010","Q1",2.42221760437208,0,1.56715816628914,0.475655924088676,-1.02979979867631,2.12130204087677,0
"2010","Q2",2.00989510042063,0,1.21712830624451,0.243398338499526,-0.182910522596147,1.15664049034114,0
"2010","Q3",1.35652282234415,0,0.244813291669199,0.227663699774091,-1.05547485453183,1.07262444642693,0
"2010","Q4",0.81616852578745,0,0.235574338946949,-0.659282448783558,-0.123373486177663,1.01823027390817,0
"2011","Q1",0.0505905538587414,0,-1.4951537214257,-0.751733519383427,-0.537382565312167,-0.206037636730104,0
"2011","Q2",-0.583185110913137,0,-1.317974352843,-0.178440722248421,-0.6612731689322,-0.478260461662377,0
"2011","Q3",-1.17942608678065,0,-2.14015061180086,-1.38878528872828,-0.0673113581727045,-0.684053964899876,0
"2011","Q4",-1.51149235556983,0,-1.09269073620976,-0.190549974833519,-0.158477709644968,-0.743663051731277,0
"2012","Q1",-1.50947197718188,0,-1.48707220787391,-0.427400782879185,-0.221464952439093,-0.838206472555628,0
"2012","Q2",-1.50191344155464,0,-1.28774021033402,-0.625239037881376,-0.0910464116476651,-0.571454760804978,0
"2012","Q3",-1.18388109690251,0,-0.868021233192333,-0.108129192309037,-0.325762644528062,-0.434129396355234,0
"2012","Q4",-1.30876847100738,0,-1.59224023262927,-0.826336311870763,-0.252214641388467,-0.513689279370039,0
"2013","Q1",-1.39137776202205,0,-1.81750937193257,-1.1323570925089,0.125969948208015,-0.811122227631687,0
"2013","Q2",-1.39505251008373,0,-1.30243920258076,-0.320412865205895,-0.129099233246706,-0.85292710412816,0
"2013","Q3",-1.46532466089251,0,-1.14910983642743,-0.603398785152299,-0.117488063474274,-0.428222987800854,0
"2013","Q4",-1.41721685546833,0,-1.39980901093256,-0.915529351805116,0.00895395262058762,-0.493233611748034,0
"2014","Q1",-1.28443313691985,0,-1.28637449773865,-0.248482783752451,-0.375198908908375,-0.662692805077823,0
"2014","Q2",-1.14167103466009,0,-0.731390793541716,-0.101984860241886,-0.122520231718935,-0.506885701580895,0
"2014","Q3",-0.910764459871129,0,-0.22548353727159,0.0589518183991331,0.113142111436221,-0.397577467106944,0
"2014","Q4",-0.712527883324074,0,-0.606862704744341,-0.818206015348821,0.46958267015428,-0.258239359549799,0
"2015","Q1",-0.377634779684631,0,0.0531979168191207,-0.0340395562990284,0.0865543944623896,0.000683078655759532,0
"2015","Q2",-0.100599547222352,0,0.376750136307403,-0.0135401024220462,0.411888420805812,-0.0215981820763627,0
"2015","Q3",-0.02796347561193,0,0.065060749170096,-0.0826248232349801,0.1411726335676,0.00651293883747623,0
"2015","Q4",0.0836596695448717,0,-0.160370124117134,-0.0217349798846428,-0.0874735786912861,-0.0511615655412052,0
"2016","Q1",0.154304230344485,0,0.335776160017575,0.031646300342486,0.334853159246242,-0.0307232995711539,0
"2016","Q2",-0.0600982955882443,0,-0.480859967423515,-0.386710180654402,-0.03046288380202,-0.0636869029670935,0
"2016","Q3",-0.10602191115313,0,-0.118633713089445,0.0642455149429988,-0.0488589883928212,-0.134020239639623,0
"2016","Q4",-0.117903108604334,0,-0.207894913921952,-0.180765925628339,0.0797882700109487,-0.106917258304562,0
"2017","Q1",-0.280784574012371,0,-0.315749701614572,-0.187348309738838,-0.148103444754482,0.0197020528787481,0
"2017","Q2",-0.168665991074883,0,-0.032385635673562,0.0910106811788715,-0.144152459341853,0.0207561424894195,0
"2017","Q3",-0.217032638315395,0,-0.312100302051497,-0.294292589792105,-0.0274812241128349,0.00967351185344337,0
