,date,fim_bars,fim_bars_ma,state_local_cont,federal_cont,federal_nom,pi_federal,state_local_nom,pi_state_local,gdp,gdppoth,pi_gdp,fim,taxes_transfers_cont,recession,state_health_outlays,state_social_benefits,state_noncorp_taxes,state_corporate_taxes,federal_health_outlays,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,health_outlays,social_benefits,noncorp_taxes,corporate_taxes,federal_nom,pi_federal,state_local_nom,pi_state_local,gdp,gdppot,gdppoth,pi_gdp,pce,pi_pce,purchases_cont,health_outlays_net,social_benefits_net,noncorp_taxes_net,corporate_taxes_net,state_health_outlays_net,state_social_benefits_net,state_noncorp_taxes_net,state_corporate_taxes_net,federal_health_outlays_net,federal_social_benefits_net,federal_noncorp_taxes_net,federal_corporate_taxes_net,health_outlays_net_xmpc,state_health_outlays_net_xmpc,federal_health_outlays_net_xmpc,social_benefits_net_xmpc,state_social_benefits_net_xmpc,federal_social_benefits_net_xmpc,noncorp_taxes_net_xmpc,state_noncorp_taxes_net_xmpc,federal_noncorp_taxes_net_xmpc,corporate_taxes_net_xmpc,state_corporate_taxes_net_xmpc,federal_corporate_taxes_net_xmpc,transfers_net_taxes,state_transfers_net_taxes,federal_transfers_net_taxes,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont
194,6/30/2018,0.392111675,0.059468361,0.105174958,0.020121383,1544.945653,0.007142923,2032.154347,0.010826949,20510.2,0.004793218,0.007938468,0.020121383,0.266815334,0,222.3456529,138.1,1761.2,59.8,1099.954347,1449.6,3100.5,149.2,1322.3,1587.8,4861.6,209,1544.945653,0.007142923,2032.154347,0.010826949,20510.2,0.012731685,0.004793218,0.007938468,13939.8,0.005465498,0.125296341,8.963668915,-13.25801346,-27.85013476,13.00980905,1.684779069,-0.20441825,-13.8245644,4.437822351,7.278889846,-13.15359521,-13.82454449,8.571986702,3.626683183,0.646461269,2.980221914,-0.343919975,-0.162629396,-0.203790579,2.422035576,-1.017577254,3.427530543,7.74482858,0.100443912,7.647751146,13.44962736,-0.433301468,13.85171302,-0.008595887,0.274791958,0.07194658,-0.006822726,0.048048635,0.153642846
195,9/30/2018,0.170717076,0.177564017,-0.019699542,0.045157236,1564.671476,0.006358265,2057.828524,0.008220056,20749.8,0.004910975,0.00504496,0.045157236,0.145259383,0,223.2714759,139.8,1763.2,60.1,1116.328524,1450,3133.1,156.2,1339.6,1589.8,4896.3,216.3,1564.671476,0.006358265,2057.828524,0.008220056,20749.8,0.009955935,0.004910975,0.00504496,14114.6,0.003935622,0.025457694,5.602144083,-12.04662756,-8.308618563,5.451061116,-1.041179499,0.478284881,-13.58062757,-0.229026532,6.643323582,-12.42402778,5.171124351,5.680087648,2.185344962,-0.412271559,2.597616521,-2.966508549,-0.791724109,-2.174585391,1.808730468,0.766226792,1.036527548,6.420680591,0.040824894,6.379864592,7.448247472,-0.396943982,7.83942327,-0.007741397,0.152888285,0.042619671,-0.057854308,0.03527475,0.125219268
196,12/31/2018,-0.24311539,0.116164881,-0.349787813,-0.063756811,1580.108731,0.006974518,2064.691269,0.007147143,20897.8,0.005005382,0.004035571,-0.063756811,0.170429234,0,221.3087311,140.9,1760.9,59,1130.891269,1455.9,3165.6,144.9,1352.2,1596.8,4926.5,203.9,1580.108731,0.006974518,2064.691269,0.007147143,20897.8,0.009040953,0.005005382,0.004035571,14211.9,0.003311411,-0.413544624,1.45882393,-6.222037709,-10.52151418,-14.19892235,-3.819647446,-0.062687679,-16.96416964,-1.599839267,5.278471377,-6.15935003,6.442655462,-12.59908309,3.765789001,-0.760906969,4.526695971,-2.194610714,0.007977853,-2.202389519,1.431054772,1.449588443,-0.006448247,5.838698239,0.034124754,5.807915714,8.8409313,0.730784081,8.125773919,0.01408754,0.156642935,0.072594223,-0.042306156,0.027586864,0.112554304
197,3/31/2019,0.372528917,0.17306057,0.000737467,0.095741209,1610.911912,0.011235853,2072.188088,-0.001480612,21098.8,0.005092915,0.002625616,0.095741209,0.276050241,0,226.011912,141.4,1797.6,64.3,1159.188088,1532.1,3244.5,136.6,1385.2,1673.5,5042.2,200.9,1610.911912,0.011235853,2072.188088,-0.001480612,21098.8,0.007718531,0.005092915,0.002625616,14266.3,0.000983709,0.096478676,24.7831891,66.99684688,85.76351213,-4.239023623,3.35837093,-0.356196314,25.99967289,4.941479187,21.42481817,67.3530432,59.66383923,-9.18050281,9.181760856,0.041022687,9.140738169,7.980787833,-0.032628907,8.013615788,-9.151522428,-1.775128296,-7.364418031,6.411080541,-0.159270894,6.570344315,14.4221068,-1.926005409,16.36028024,-0.036865228,0.313148374,0.17574598,0.152758431,-0.175167193,0.122713023
198,6/30/2019,0.818619978,0.279687645,0.126777675,0.398800153,1631.725858,-0.005327197,2110.574142,0.010107657,21340.3,0.005189657,0.005999785,0.398800153,0.29304215,0,233.8258581,142.6,1849,66.6,1191.174142,1536.5,3266.6,146,1425,1679.2,5115.6,212.6,1631.725858,-0.005327197,2110.574142,0.010107657,21340.3,0.011189442,0.005189657,0.005999785,14511.2,0.005905638,0.525577828,24.43079697,-12.86797666,17.4553021,9.470955177,5.30627726,-0.368874754,31.45509719,1.586572513,19.12451971,-12.59910191,-13.89868556,7.884382664,12.66186467,0.85585978,11.80600489,8.068546113,-0.06963162,8.138376782,-11.23921657,-6.831106035,-4.40226758,5.965900079,-0.267023199,6.229582825,15.45709429,-6.311901074,21.77169691,-0.119663698,0.412757065,0.240049001,0.15296692,-0.213077835,0.113104064
199,9/30/2019,0.51197841,0.365002979,-0.098415284,0.157281004,1655.195452,0.004003777,2130.377238,0.006633453,21545.38028,0.005237073,0.004620486,0.157281004,0.45311269,NA,235.9359207,145.0188227,1866.768889,67.24002598,1205.269419,1553.528931,3307.144709,144.5706294,1441.20534,1698.547754,5173.913599,211.8106553,1655.195452,0.004003777,2130.377238,0.006633453,21545.38028,0.009857559,0.005237073,0.004620486,14672.14662,0.005035117,0.05886572,1.567469205,2.098692474,5.765182875,-2.973212271,-0.291841093,0.954008377,-1.224390145,-0.044101884,1.859310298,1.245711316,6.98957302,-2.929110387,11.75406282,1.024460922,10.7296019,11.25124312,0.037406167,11.21406808,-5.388596327,-4.262349292,-1.138454748,6.557192249,-0.250242715,6.810789158,24.17390186,-3.450724919,27.61600439,-0.06467997,0.517631043,0.220316731,0.210891939,-0.101003197,0.122907218
200,12/31/2019,0.483901003,0.546757077,-0.17180092,0.12892623,1678.638953,0.004705541,2147.040133,0.006902784,21772.2541,0.00526252,0.005044035,0.12892623,0.526775693,NA,237.9743715,146.6121954,1886.42605,67.94806647,1220.883814,1572.225613,3349.019887,158.0475524,1458.858186,1718.837809,5235.445937,225.9956189,1678.638953,0.004705541,2147.040133,0.006902784,21772.2541,0.010306555,0.00526252,0.005044035,14833.69565,0.005307666,-0.042874691,2.419037056,2.336088839,6.843108681,11.94608553,-0.45543577,0.060496789,-0.074934306,-0.002699094,2.874472826,2.27559205,6.918042987,11.94878462,11.97011077,1.781408549,10.18870223,13.17682159,0.065122672,13.11193005,-2.145352601,0.014650513,-2.160078158,5.3723768,-0.228964889,5.601333563,28.37395657,1.632216845,26.74188768,0.030302864,0.496475575,0.222230671,0.244633818,-0.039829468,0.099740673
201,3/31/2020,0.002924473,0.454355966,-0.203016547,0.135695757,1702.526016,0.00458456,2160.91404,0.006363184,22008.26715,0.005245461,0.004859396,0.135695757,0.070245262,NA,240.0128223,147.322588,1906.875065,68.68462918,1236.498209,1594.064741,3390.895065,171.5244755,1476.511031,1741.387329,5297.77013,240.2091047,1702.526016,0.00458456,2160.91404,0.006363184,22008.26715,0.010104858,0.005245461,0.004859396,14997.55397,0.005360222,-0.06732079,2.18065824,4.320071809,6.798713784,11.8166479,-0.485429929,-0.84452986,0.442179066,0.015927056,2.666088168,5.16460167,6.356534718,11.80072084,6.88454133,0.916553355,5.967987975,-0.925452797,-0.044752376,-0.880469297,-5.375242473,-0.755730471,-4.625587046,3.239648199,-0.243191608,3.482831681,3.82349426,-0.127121099,3.944763314,-0.00233547,0.072473218,0.12648284,-0.017002425,-0.098753991,0.059518839
202,6/30/2020,-0.167977027,0.207706715,-0.161894354,0.013587629,1719.759637,0.004444308,2177.209815,0.006424301,22215.75777,0.005238962,0.004184064,0.013587629,-0.019670302,NA,242.0512732,148.1688237,1924.852796,69.3321775,1252.112604,1609.967664,3432.770243,185.0013986,1494.163877,1758.136488,5357.623039,254.3335761,1719.759637,0.004444308,2177.209815,0.006424301,22215.75777,0.009423026,0.005238962,0.004184064,15141.0304,0.004479375,-0.148306725,3.303613259,-0.174231592,8.367390632,11.79003827,-0.29407478,-0.585494919,-0.553924896,-0.019952081,3.597688039,0.411263327,8.921315528,11.80999035,2.130924996,-0.343525854,2.474450849,1.930639844,-0.093491913,2.046862882,-7.639750913,-1.523229406,-6.110534999,2.495912906,-0.297723435,2.796961548,-1.082273167,-2.257970608,1.20774028,-0.04103859,0.021950666,0.038729537,0.035089357,-0.138852384,0.045363188
203,9/30/2020,-0.240450262,0.019599547,-0.127094338,-0.069365024,1732.705484,0.004530228,2195.415777,0.006366553,22434.8984,0.005237613,0.00511399,-0.069365024,-0.0439909,NA,244.089724,149.2188241,1943.839924,70.01608381,1267.726999,1625.400531,3474.645421,198.4783217,1511.816723,1774.619355,5418.485345,268.4944055,1732.705484,0.004530228,2195.415777,0.006366553,22434.8984,0.010351603,0.005237613,0.00511399,15291.33426,0.00553159,-0.196459362,1.561891547,-2.450861398,3.16497641,11.42185947,-0.568248486,-0.545659797,-1.74200189,-0.062745985,2.130140033,-1.905201601,4.906978299,11.48460546,2.129670023,-0.405717517,2.53538754,0.906990223,-0.430917252,1.337907475,-8.110142369,-2.102496089,-6.007712851,2.630254189,-0.277302787,2.9075207,-2.443227934,-3.216433646,0.773102864,-0.057912652,0.013919901,0.038345215,0.016330575,-0.146025041,0.047358352
204,12/31/2020,-0.305955451,-0.177864567,-0.078970686,-0.193734074,1739.181534,0.004777681,2216.787961,0.006521434,22648.21402,0.005230979,0.004983244,-0.193734074,-0.033250691,NA,246.8027868,148.5830125,1962.322354,70.68181112,1287.263618,1648.891899,3509.007046,202.1538462,1534.066405,1797.474912,5471.3294,272.8356573,1739.181534,0.004777681,2216.787961,0.006521434,22648.21402,0.010214223,0.005230979,0.004983244,15439.42924,0.005413212,-0.272704759,6.157615313,3.966168755,-4.831340008,1.483345967,0.114925143,-2.224125308,-2.208174562,-0.079537277,6.042690169,6.190294063,-2.623165446,1.562883244,2.970850131,-0.277386312,3.248236442,1.273758204,-0.944957224,2.218715428,-7.65962898,-2.888600814,-4.771094738,1.550080957,-0.247924041,1.794635387,-1.864939689,-4.35886839,2.49049252,-0.077715857,0.044403901,0.052968372,0.0227103,-0.136566323,0.02763696
205,3/31/2021,-0.23859977,-0.238245627,-0.074370317,-0.196526338,1745.361875,0.004768464,2238.453844,0.006489882,22862.73482,0.00518321,0.00494985,-0.196526338,0.032296884,NA,249.5158497,148.0151224,1980.909204,71.35129961,1306.800237,1674.198759,3543.368671,205.8293706,1556.316086,1822.213881,5524.277875,277.1806702,1745.361875,0.004768464,2238.453844,0.006489882,22862.73482,0.010133061,0.00518321,0.00494985,15592.14278,0.005187332,-0.270896654,6.340581648,6.098180272,-3.792176243,1.515559311,0.153584194,-2.108776422,-1.763496423,-0.063520206,6.186997454,8.206956694,-2.028679819,1.579079518,3.906832898,-0.133608134,4.040441031,1.673832608,-1.229412701,2.903245309,-1.868858519,-1.221520983,-0.653404108,-1.883140118,-0.296012626,-1.587127492,1.828666868,-2.880554444,4.70315474,-0.05087473,0.08306447,0.069000282,0.029562289,-0.033006727,-0.03325896
206,6/30/2021,-0.184888558,-0.24247351,-0.076552211,-0.19230076,1751.542217,0.004666629,2260.426045,0.006598668,23077.8582,0.005171815,0.004934111,-0.19230076,0.083964413,NA,252.2289126,147.5491147,1999.548264,72.02266868,1326.336856,1696.385518,3577.730297,209.5048951,1578.565768,1843.934632,5577.278561,281.5275638,1751.542217,0.004666629,2260.426045,0.006598668,23077.8582,0.010105926,0.005171815,0.004934111,15747.66762,0.005109009,-0.268852971,6.249471056,2.986892423,-3.793439307,1.497248049,0.147834501,-1.987725047,-1.726317266,-0.062181033,6.101636555,4.97461747,-2.067122041,1.559429082,4.569650902,-0.034178546,4.603829448,2.385085512,-1.544914479,3.929999991,-0.656208077,0.740452447,-1.396660523,-1.499388085,-0.146012513,-1.353375572,4.799140252,-0.984653092,5.783793344,-0.017227214,0.101191627,0.079949331,0.041728788,-0.011480833,-0.026232874
