date,fim_bars,fim_bars_ma,state_local_cont,federal_cont,taxes_transfers_cont,subsidies_cont,recession,state_health_outlays,state_social_benefits,state_noncorp_taxes,state_corporate_taxes,state_subsidies,federal_health_outlays,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,federal_subsidies,health_outlays,social_benefits,noncorp_taxes,corporate_taxes,subsidies,federal_nom,federal_cgrants,federal_igrants,pi_federal,state_local_nom,pi_state_local,pi_state_local_c,pi_state_local_i,gdp,gdppot,gdppoth,pi_gdp,pce,pi_pce,federal_cgrants_cont,federal_igrants_cont,federal_cont_0,state_local_cont_0,purchases_cont,subsidies_net,health_outlays_net,social_benefits_net,noncorp_taxes_net,corporate_taxes_net,state_subsidies_net,state_health_outlays_net,state_social_benefits_net,state_noncorp_taxes_net,state_corporate_taxes_net,federal_subsidies_net,federal_health_outlays_net,federal_social_benefits_net,federal_noncorp_taxes_net,federal_corporate_taxes_net,health_outlays_net_xmpc,state_health_outlays_net_xmpc,federal_health_outlays_net_xmpc,social_benefits_net_xmpc,state_social_benefits_net_xmpc,federal_social_benefits_net_xmpc,noncorp_taxes_net_xmpc,state_noncorp_taxes_net_xmpc,federal_noncorp_taxes_net_xmpc,corporate_taxes_net_xmpc,state_corporate_taxes_net_xmpc,federal_corporate_taxes_net_xmpc,subsidies_net_xmpc,state_subsidies_net_xmpc,federal_subsidies_net_xmpc,transfers_net_taxes,state_transfers_net_taxes,federal_transfers_net_taxes,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont,state_subsidies_cont,federal_subsidies_cont
3/31/1970,NA,NA,NA,NA,43,43,1,2.31379962,12.3,85.7,3.8,0,9.68620038,38.7,153.6,27,4.7,12,51,239.3,30.7,4.7,133.6,13.91379962,5.576,0.01320785,114.3,0.021158617,0.019914543,0.025141159,1051.2,0.022446819,0.008024194,0.014422625,631.7,0.011062591,NA,NA,NA,NA,NA,4.7,12,51,239.3,30.7,0,2.31379962,12.3,85.7,3.8,4.7,9.68620038,38.7,153.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43,43,43,43,43,43,43,43
6/30/1970,NA,NA,-0.1722828,-1.681673138,0,NA,1,2.452627597,13.844,87.6,3.7,0,10.0473724,46.756,154.9,27,4.8,12.5,60.6,242.5,30.8,4.8,131.8,15.0526276,5.228,0.01320785,117.4,0.021158617,0.019914543,0.025141159,1067.4,0.022446819,0.008024194,0.014422625,641.6,0.011062591,0.285423895,-0.202789195,-1.764307838,-0.0896481,-1.853955938,0.010292113,0.270958586,8.626573989,-1.367467537,-0.485964285,0,0.094664982,1.30923255,0.264262566,-0.172529781,0.010292113,0.176293603,7.317341439,-1.631730103,-0.515343182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA
9/30/1970,NA,NA,0.589849811,-0.918832164,0,NA,1,2.591455574,15.164,89.7,3.8,0,10.30854443,45.436,150.4,27.9,4.7,12.9,60.6,240.1,31.7,4.7,132.4,16.19145557,4.816,0.017046654,122.2,0.018076593,0.01765542,0.019364564,1086.1,0.015857407,0.007660306,0.008197101,653.5,0.009741818,0.28396469,-0.207339712,-0.995457142,0.666474788,-0.328982353,-0.183530196,0.182473447,-1.054568729,-6.620015129,0.364014573,0,0.096147047,1.079084992,0.575573916,0.03561214,-0.183530196,0.0863264,-2.133653721,-7.195589046,0.430142645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA
12/31/1970,NA,NA,-0.069528478,-0.583682542,6.084844683,NA,1,2.730283552,16.536,91.5,3.6,0,10.66971645,47.364,151,26.6,4.8,13.4,64,242.3,30.2,4.8,133.5,16.63028355,4.9,0.012713404,125.2,0.018948698,0.016834522,0.025366852,1088.6,0.020455297,0.007363887,0.01309141,660.2,0.012974669,0.017317195,-0.027117666,-0.573882071,-0.079328949,-0.65321102,0.004408788,0.237632632,2.167483526,-2.68328722,-2.144732215,0,0.086121514,1.063586142,-0.024368445,-0.277286512,0.004408788,0.151511118,1.003897384,-2.458918775,-1.867445704,2.855489549,0.582914962,2.272574588,13.66638498,3.544178329,10.09970665,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.52187453,4.127093291,12.37228124,1.519968066,4.556590088,1.051648854,5.03319583,NA,NA,NA,NA
3/31/1971,NA,NA,-0.22569835,-1.890457912,0.912131241,NA,0,2.671695295,17.324,94.1,4.1,0,11.3283047,47.976,152.6,29.9,4.7,14,65.3,246.8,34,4.8,133.3,16.9716953,5.464,0.031666325,128.6,0.022728838,0.024652979,0.016862658,1135.2,0.022434311,0.007290353,0.015143958,679.2,0.009477339,-0.069746434,0.163751698,-1.984463176,-0.131693086,-2.116156262,-0.080484921,0.375312928,0.226867717,0.437188246,3.293615704,0,-0.10436881,0.510729446,1.065756189,0.439636309,-0.180484921,0.479681738,-0.18218496,-0.931921481,2.853979395,0.239934958,0.038827065,0.201107893,2.242430213,0.891592454,1.351215032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.482365171,0.930419519,1.552322925,0.341877464,0.570392403,0.088162763,0.823968478,NA,NA,NA,NA
6/30/1971,NA,NA,-0.570696392,-0.289686002,0.653865478,NA,0,2.844062734,18.2,97,4.2,0,11.75593727,54.2,154,30.7,4.8,14.6,72.3,251,34.9,4.8,134.3,18.34406273,6.312,0.018674878,131.9,0.018048353,0.018697523,0.015982981,1156.3,0.020773953,0.007374516,0.013399437,693.2,0.011386875,0.327653535,0.253831797,-0.871171333,0.010788939,-0.860382394,-0.090054676,0.33734053,5.774881184,-0.430311237,0.262112715,0,0.122242719,0.550977667,1.134553131,0.023078298,0.011821463,0.215097811,5.323903517,-1.462988228,0.239034417,0.254870896,0.045032056,0.20983884,1.600799332,0.720985105,0.902691499,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.855670228,0.766017161,1.112530339,0.269914433,0.3920121,0.089806517,0.564058961,NA,NA,NA,NA
9/30/1971,NA,NA,0.144779114,-0.898153753,0.593125411,NA,0,2.973338312,18.384,100,4.4,0,12.02666169,53.416,155.7,29.8,4.5,15,71.9,255.6,34.1,4.5,135.6,18.47333831,5.756,0.014480741,134.2,0.014090097,0.015099044,0.010899329,1177.7,0.017466542,0.00741762,0.010048922,705.6,0.009834107,-0.098165361,-0.232332986,-0.567655406,-0.185719233,-0.753374638,-0.382808288,0.148124791,-1.647299837,0.269816611,-1.40208526,0,0.080210586,-0.129981425,1.326582515,0.127542748,-0.382808288,0.067914205,-1.719043584,-0.956765904,-1.429628008,0.247142448,0.041446352,0.205696096,1.467434833,0.448945162,0.99597878,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.714577281,0.490391514,1.201674876,0.16964162,0.415696576,0.085494231,0.50763118,NA,NA,NA,NA
12/31/1971,NA,NA,0.071799061,-1.413510114,-4.334186342,NA,0,3.145705751,18.72,103.2,4.5,0,12.45429425,54.18,158.2,30.1,4.6,15.6,72.9,261.4,34.6,4.6,134.7,19.54570575,5.644,0.020329697,137.4,0.010958904,0.009074782,0.017261525,1190.3,0.015788716,0.007497928,0.008290788,721.7,0.006188851,0.260240865,-0.086444906,-1.587306074,0.24559502,-1.341711054,0.038409495,0.394698316,0.015920596,2.301659309,0.033280839,0,0.131672014,0.084382256,1.831322108,0.039778173,0.038409495,0.263026302,0.032907017,0.368968523,-0.107866012,0.282482227,0.051695215,0.230787012,0.983333173,0.228624287,0.777505948,-14.02674354,-5.701895196,-8.324595456,NA,NA,NA,NA,NA,NA,-12.76092814,-5.421575694,-7.316302496,-1.841411461,-2.48494608,0.095943696,0.333984265,-4.764114303,NA,NA,NA
3/31/1972,NA,NA,-0.190267462,-0.002729872,-0.081400413,NA,0,3.534111142,19.332,107.2,5,0,12.76588886,55.768,175.8,31.8,6.1,16.3,75.1,282.9,36.8,6.1,141.4,20.13411114,5.668,0.041168158,140.8,0.022325461,0.025153831,0.01279173,1230.6,0.023631788,0.007576047,0.016055741,738.9,0.010537741,-0.017247139,-0.030565651,0.045082917,-0.238080252,-0.192997334,1.416676571,0.417424894,0.879504793,16.7650556,1.573262906,0,0.331424741,0.272909873,2.130656992,0.41848795,1.416676571,0.086000153,0.606594921,14.73439861,1.154774956,0.291957419,0.149748764,0.142208656,1.130176516,0.175114883,0.954981421,-1.664361213,-0.735979084,-0.934129243,NA,NA,NA,NA,NA,NA,-0.242227278,-0.411115437,0.163060834,-0.138155234,0.05479655,0.098112214,0.379795519,-0.559308145,NA,NA,NA
6/30/1972,NA,NA,-2.786283951,2.449206973,-0.666264365,NA,0,3.624729376,19.792,110.8,5,0.1,13.07527062,55.308,178.6,32,6.2,16.7,75.2,289.4,37.1,6.2,144.2,28.32472938,5.216,0.010088672,142.2,0.011802575,0.013125783,0.007011032,1266.4,0.013704829,0.00761402,0.006090808,757.4,0.005773362,2.52658564,-0.173864716,0.096486048,-0.433563027,-0.337076978,0.018336967,0.181785667,-0.905392419,2.712709517,-0.192655673,0.1,0.043305737,0.201195123,2.164872606,-0.066936912,0.018336967,0.13847993,-1.206587542,0.446498173,-0.225718761,0.256957575,0.131987943,0.124969633,-0.372885045,0.096413811,-0.514379067,-1.933834848,-0.870028717,-1.063474719,NA,NA,NA,NA,NA,NA,-2.049762318,-0.641626963,-1.452884153,-0.20855744,-0.472252285,0.083522696,-0.121204305,-0.628582756,NA,NA,NA
9/30/1972,NA,NA,2.159037821,-4.541485673,-0.344659363,NA,0,3.896584079,19.084,112.9,5.2,0.1,13.60341592,56.216,180.1,33.1,7.1,17.5,75.4,293.1,38.3,7.2,138.8,20.89658408,6.724,0.008196354,145.6,0.01522051,0.015559896,0.013873247,1290.6,0.016729285,0.00766955,0.009059735,775.8,0.008810573,-2.554047081,0.440818943,-2.428257536,0.045809683,-2.382447852,0.89782324,0.524781954,-1.039305212,-1.069347452,0.588587455,-0.001648012,0.212118719,-1.034174585,0.274002427,0.117599387,0.79782324,0.312663235,-0.003482615,-1.443349879,0.57263608,0.341705437,0.161667273,0.180038164,-0.236086254,-0.10702965,-0.128377849,-1.196810726,-0.740535153,-0.43794416,NA,NA,NA,NA,NA,NA,-1.091191544,-0.68589753,-0.386283845,-0.21664483,-0.122010058,0.107929702,-0.074569253,-0.378019812,NA,NA,NA
12/31/1972,-0.003323238,NA,-3.489956444,3.547067028,-0.126227072,0.06579325,0,3.851274962,18.508,115.7,5.7,0.1,13.84872504,66.892,183.7,36.6,7,17.7,85.4,299.4,42.4,7.1,142.2,34.65127496,5.7,0.021723678,149.6,0.013763441,0.012436695,0.018682151,1328.9,0.019051259,0.00772338,0.011327879,800.5,0.008116095,4.13246992,-0.372400678,-0.213002214,0.270112798,0.057110584,-0.21404422,-0.077190813,8.805703582,1.657449866,3.493348106,-0.001583948,-0.107028963,-0.878280542,1.011723268,0.41763473,-0.212460273,0.02983815,9.785568071,0.747310546,2.975713376,0.235530383,0.107959553,0.12757083,1.741614918,-0.323628779,2.065970888,-1.393939372,-0.733511696,-0.648366661,-1.202759496,-0.163420551,-1.036009307,0.212281921,0.00381445,0.208244624,-0.407271647,-1.108787023,0.717410374,-0.343650093,0.222349411,0.072998724,0.539784571,-0.432028319,-0.372775297,0.001182225,0.064541957
3/31/1973,-0.26697335,NA,1.686427303,-1.613683793,-0.336309597,-0.003407263,0,4.288443174,18.388,118.4,6,0.1,14.21155683,68.512,196.7,39.3,5.9,18.5,86.9,315.1,45.3,5.9,146.4,29.58844317,5.74,0.016131136,153.2,0.019698164,0.019755588,0.019281289,1377.5,0.020678493,0.007942546,0.012735947,825,0.012076132,-1.81280983,-0.034668029,0.233794067,-0.161050556,0.07274351,-1.342132618,0.445669389,-0.20959515,9.706407634,2.051208028,-0.002001868,0.360070776,-0.490505703,0.383838889,0.185893532,-1.24013075,0.085598613,0.280910553,9.322568745,1.967316364,0.241885394,0.114404911,0.127480484,1.49656743,-0.495397284,1.992691905,-2.596637841,-0.699186846,-1.909591192,-0.247799763,-0.042950335,-0.201586519,-0.01131978,0.003511639,-0.009990641,-1.11730456,-1.119617915,-0.000995963,-0.337005919,-0.000299786,0.072807704,0.450468035,-0.781590139,-0.074587934,0.001057006,-0.003007191
6/30/1973,-1.555099434,NA,0.191285073,-1.549276947,-0.190803837,-0.006303724,0,4.574339386,18.5,120.1,6.1,0.1,15.02566061,69.5,200.6,39.4,5.6,19.6,88,320.7,45.4,5.7,146.5,28.37433939,6.208,0.01741549,156.2,0.01777223,0.016889165,0.021056215,1413.9,0.024907887,0.008358649,0.016549238,840.5,0.019238252,-0.569480155,0.086870035,-1.066666827,-0.291325046,-1.357991873,-0.362821712,0.589457344,-1.298170638,-3.095783291,-1.150139585,-0.00275969,0.167548473,-0.395451803,-1.567472998,-0.065581402,-0.462821712,0.421908871,-0.902718835,-1.528310293,-0.984558183,0.333611522,0.142359526,0.191251996,1.408192331,-0.629642842,2.061062364,-2.151515528,-0.382313502,-1.769134618,-0.225660586,-0.046515281,-0.185946019,-0.02170845,0.003178393,-0.025900135,-0.657080712,-0.912933706,0.271333587,-0.265098717,0.078790152,0.096874489,0.408912474,-0.6247595,-0.065527575,0.000922945,-0.00752091
9/30/1973,-1.836451066,-0.915461772,0.776816213,-2.555856233,-0.038535873,-0.018875174,0,4.621988754,18.612,123.3,5.9,0.1,15.57801125,70.488,205.8,37.6,4.6,20.2,89,329.1,43.4,4.7,144.2,27.52198875,5.344,0.020692266,159.9,0.013432226,0.011601636,0.020383864,1433.8,0.027554268,0.008453687,0.01910058,858.9,0.018196471,-0.402123826,-0.295077027,-1.85865538,0.07961536,-1.77904002,-1.151905902,0.077656897,-1.34521393,-0.146705764,-3.209917186,-0.002665016,-0.0742575,-0.381027928,-0.000684011,-0.362565966,-1.149240886,0.151914398,-0.864186001,-0.146021753,-2.850016237,0.233008384,0.077924877,0.155083507,1.339362869,-0.482684845,1.867404102,-1.535337382,-0.279606136,-1.249663837,-0.106529528,-0.033242678,-0.076607389,-0.06671902,0.003079135,-0.070129607,-0.136214676,-0.714529648,0.626086776,-0.202144324,0.177123354,0.065919339,0.37891304,-0.434355296,-0.030137783,0.000871104,-0.019840047
12/31/1973,-0.690818504,-1.087335589,0.057933713,-0.126883502,-0.603292559,-0.018576156,1,4.812586229,19.252,125.2,6.1,0.1,16.28741377,71.948,212.7,39.4,4.5,21.1,91.2,337.8,45.6,4.6,147.6,28.31258623,5.92,0.021385306,165,0.018959258,0.016780346,0.026837806,1476.3,0.025973502,0.008654403,0.017319098,873.9,0.020454072,0.025270632,0.10777783,-0.259931964,0.190982175,-0.068949789,-0.236809834,0.312008799,-0.390654303,-0.879599225,0.936692171,-0.002910848,0.056058429,0.098233057,-1.689075006,0.028259996,-0.233898986,0.25595037,-0.591798208,0.909475781,0.705521328,0.320578297,0.11461954,0.205958757,-0.729817655,-0.262969285,-0.467503311,-1.477432913,-0.061086189,-1.428361437,-0.209243674,-0.043427561,-0.162372957,-0.066586231,0.002969799,-0.069881411,-2.162502177,-0.249893696,-1.922160359,-0.069715078,-0.536242254,0.089434592,-0.203603754,-0.412172664,-0.058374578,0.000828511,-0.019495442
3/31/1974,0.659233019,-0.855783997,0.240171261,0.563955835,-0.113417849,-0.031476228,1,4.417881334,18.636,125.9,6.3,0.1,17.48211867,76.964,221.4,37.4,3.5,21.9,95.6,347.3,43.7,3.6,152.7,27.51788133,7.76,0.010246894,171.9,0.029012555,0.024280202,0.046363636,1491.2,0.028992009,0.008741698,0.020250311,891.9,0.029759961,-0.468641952,0.410154148,0.622443639,0.181683457,0.804127096,-1.177107631,-0.012385003,0.888648709,-3.505860373,-3.655675645,-0.003850166,-0.579997448,-1.357233937,-4.120407693,-0.034860119,-1.173257465,0.567612445,2.245882646,0.510697154,-3.51696536,0.217516058,-0.09689581,0.314411869,-0.482712786,-0.457983137,-0.025384589,-0.059628679,0.561161113,-0.614342484,0.022399371,-0.027611014,0.049991868,-0.116170889,0.002819001,-0.1160092,-0.418596925,-0.018509848,-0.391332537,-0.0050152,-0.106030627,0.058935463,-0.13078989,-0.01615625,0.006069057,0.000763802,-0.031432419
6/30/1974,-0.132677823,-0.500178594,0.307040611,-0.626232192,0.224593344,-0.038079586,1,4.807694393,19.896,129.7,6.6,0.1,18.69230561,82.004,228.5,39.3,2.8,23.5,101.9,358.3,45.9,2.9,154.9,27.80769439,8.572,0.018049677,180.1,0.034789777,0.026892315,0.062858384,1530.1,0.031000875,0.008790505,0.02221037,920.4,0.028305253,-0.185649822,0.068670768,-0.509253137,0.190061556,-0.319191581,-0.833544727,0.78760291,2.753645578,-1.883356599,0.578915395,-0.003709576,0.225928404,0.568683462,-0.870355876,0.066296727,-0.829835151,0.561674505,2.184962115,-1.113000723,0.512618667,0.262098811,-0.083760326,0.345859137,0.428945862,-0.241052703,0.669343624,0.276360731,0.694151674,-0.399423961,0.011839282,-0.029051628,0.040872393,-0.141960698,0.002463207,-0.144799056,0.837283987,0.342750224,0.511852137,0.091939438,0.137299393,0.070305475,0.115060585,0.074131097,0.003175773,0.000660731,-0.038840948
9/30/1974,-0.234201425,-0.099616183,0.177124014,-0.776724737,0.39432238,-0.028923082,1,4.937632079,20.928,133.7,7.3,0.1,19.56236792,86.872,235.1,43.5,3.1,24.5,107.7,368.9,50.8,3.2,160.4,28.93763208,6.496,0.029222562,186.3,0.036488209,0.028671408,0.063922835,1560,0.039464755,0.008643347,0.030821407,949.3,0.026986391,0.024129243,-0.705323133,-0.095530847,-0.504069876,-0.599600723,0.196673759,0.162701147,2.169329655,-2.166135275,3.264595007,-0.003562974,-0.041359207,0.323110724,-0.621177073,0.464843726,0.200236732,0.204060355,1.946218931,-1.541395228,2.79975128,0.281233767,-0.07635821,0.357591977,1.219718169,-0.082621506,1.301684734,0.261784494,0.537908607,-0.270415697,-0.143716727,-0.040294994,-0.100106917,-0.110638019,0.002339605,-0.11312915,1.508381683,0.340973502,1.175624948,0.089137573,0.30733284,0.073520363,0.318859727,0.068435918,-0.037570545,0.000611621,-0.029574315
12/31/1974,0.559216073,0.212892461,-0.650215902,0.356676961,0.876775023,-0.024020008,1,5.197507452,23.22,134.8,6.5,0.1,20.60249255,90.08,237.6,38.1,3.5,25.8,113.3,372.4,44.6,3.6,167.4,29.99750745,7.84,0.033194863,191.9,0.029413272,0.026171403,0.041565825,1599.7,0.038815545,0.008481838,0.030333707,959.1,0.025413867,0.014639131,0.261253943,0.080783888,-0.374322829,-0.293538941,0.291533743,0.469555221,1.949432544,-9.00412567,-7.921901827,-0.003389571,0.092510851,1.58263068,-3.431855793,-1.047438648,0.294923314,0.37704437,0.263412293,-5.468880307,-6.874463179,0.316681712,-0.068156415,0.384838127,1.746237709,0.251367959,1.494107097,1.328725171,0.958213346,0.36390853,0.121456028,-0.004054433,0.125446322,-0.093678032,0.002225585,-0.096055143,3.419422588,1.139596042,2.272244933,0.292204113,0.582626906,0.081200439,0.447753259,0.340698762,0.031142571,0.000570663,-0.024629524
3/31/1975,1.818576209,0.502728258,0.613841956,-0.377987677,1.610497109,-0.02777518,1,5.971448763,29.16,136.5,6.1,0.1,21.82855124,92.74,238.6,31.5,4.1,27.8,122,375,37.6,4.2,168.6,31.97144876,8.652,0.018185172,201.5,0.020110508,0.019996792,0.021244421,1616.1,0.030817825,0.008219748,0.022598077,985.2,0.018816811,0.281931721,0.145277467,-0.805196865,1.041051144,0.235854279,0.502668388,1.302456781,5.636757881,-7.468414522,-8.205830525,-0.002703656,0.633418595,5.312211103,-1.944528135,-0.575737633,0.505372044,0.669038186,0.224546777,-5.423886386,-7.630092893,0.612521113,0.204862195,0.407658919,2.814562273,1.751993093,1.039306526,2.677351255,1.177316431,1.481645307,0.447425809,0.029086419,0.418275251,-0.111079887,0.002145973,-0.113597386,6.440780563,3.165404111,3.233288616,0.791499434,0.808473743,0.153158996,0.703772526,0.669463338,0.111877429,0.000536594,-0.028404672
6/30/1975,1.498870216,0.910615268,-1.446237999,-0.062405,3.035414602,-0.027901386,0,6.195939318,34.748,140,6.6,0.2,22.80406068,100.952,202.7,34.2,4.1,29,135.6,342.7,40.8,4.3,169.4,36.69593932,7.804,0.014491178,204,0.019811643,0.024060387,0.004947813,1651.9,0.022513069,0.007997936,0.014515133,1013.6,0.012288897,0.915670943,-0.237610698,-0.740465245,-0.768177754,-1.508642999,0.014795302,0.636026046,11.12500639,-39.90756233,2.437215083,0.097971317,0.103348772,4.996435953,0.73084731,0.376250319,-0.083176015,0.532677274,6.330599118,-40.74043833,2.060964764,0.578416319,0.177281777,0.401134542,4.698118455,2.748237404,1.972074852,6.740264197,0.789655026,5.95066647,0.359763451,0.014313512,0.342052466,-0.112728576,0.003635157,-0.119809188,12.26383385,3.733122876,8.546119142,0.923983139,2.115245131,0.143163497,1.16282865,1.668278992,0.089044849,0.000899736,-0.029653904
9/30/1975,2.707477709,1.646035052,-0.396837815,1.408012238,1.728535369,-0.032232083,0,6.195939318,35.184,144,8.2,0.2,23.60406068,102.816,237.5,43.2,4.4,29.8,137.9,381.3,51.4,4.6,176.1,37.39593932,10.772,0.013462843,209.3,0.012775731,0.015407453,0.00316251,1709.8,0.025522235,0.007866223,0.017656012,1047.2,0.018706517,-0.037302355,0.697846545,0.747468048,0.263706375,1.011174423,0.185737217,0.029390536,-1.303263561,29.49352196,9.515832203,-0.005314548,-0.164643085,-0.487349574,0.279816382,1.424619915,0.191051765,0.194033622,-0.818571261,29.41370558,8.091212288,0.548421431,0.149542905,0.398878527,3.916784981,2.565883837,1.349997058,2.744134345,0.639364331,2.086827313,0.062188626,-0.029253839,0.091433259,-0.133110445,0.002812814,-0.136014328,7.138418939,3.328350047,3.791121829,0.805944681,0.918002743,0.132797731,0.948431499,0.664479531,0.01505869,0.00068111,-0.032935245
12/31/1975,0.972446659,1.749342698,0.482357669,-0.373215726,0.891256713,-0.027951998,0,6.555124206,34.9,147.5,8.4,0.2,24.84487579,104.1,244.8,43.9,4.8,31.4,139,392,52.3,4.9,180.8,37.85512421,10.424,0.022973925,214.8,0.012803553,0.014568735,0.006090134,1761.8,0.024523012,0.007804828,0.016718184,1076.2,0.016760166,-0.08831338,-0.116429181,-0.168473165,0.277615108,0.109141943,0.187001026,0.867963168,-2.287512722,1.333367652,-0.36264071,-0.004912999,0.206981674,-1.148294761,-0.037359187,-0.001432954,0.291914025,0.660981495,-1.24167446,1.46581384,-0.361207756,0.63806322,0.17529884,0.46276438,2.963472297,1.951425612,1.011352539,0.136900533,0.586353772,-0.478928101,0.190721586,-0.015284916,0.202663964,-0.119480814,0.002466643,-0.117198527,3.809676822,2.700259951,1.080654255,0.631713639,0.25281419,0.149272013,0.693290981,0.032027262,0.044618455,0.00057706,-0.027418067
3/31/1976,0.212709736,1.34787608,0.490343205,-1.040324859,0.778618685,-0.015927296,0,6.039768245,33.816,152.4,9.7,0.2,26.76023176,108.084,251.3,49.9,5,32.8,141.9,403.8,59.6,5.1,181.6,37.83976824,10.012,0.014604574,219.7,0.011288893,0.013017987,0.00491383,1820.5,0.018678877,0.007727586,0.010951291,1109.9,0.011034955,-0.181787305,-0.123458762,-0.735078792,0.185097138,-0.549981654,0.108063548,0.810856205,0.292006766,4.44508383,6.318719093,-0.003752508,-0.63834675,-1.73881269,2.132525166,1.142394653,0.109939802,1.449202954,2.030819456,1.906929902,5.176324439,0.52745309,-0.110848363,0.638301452,1.760903296,0.364945259,1.417763892,1.162750169,0.100015274,1.087704475,0.048471218,-0.047168287,0.095697028,-0.070151774,0.002194082,-0.071647737,3.429425998,0.309137965,3.16781911,0.070186846,0.719223319,0.119753227,0.399796412,0.263991411,0.011004931,0.000498146,-0.01626694
6/30/1976,-1.872633773,0.505000083,-1.177286551,-0.498208639,-0.180346018,-0.016792564,0,5.920562293,32.896,156.2,9.6,0.2,27.37943771,106.804,258.9,49,4.7,33.3,139.8,415.3,58.6,4.8,182.5,38.82056229,9.76,0.008385388,218.5,0.012131556,0.01304689,0.008574871,1852.3,0.01777794,0.007818361,0.00995958,1129.5,0.008372314,0.042023134,-0.091431811,-0.448799961,-1.226695229,-1.67549519,-0.382572439,-0.03105412,-4.397456695,4.962205683,-1.964964193,-0.003238135,-0.216993873,-1.467503845,1.332541224,-0.257049542,-0.380953372,0.185939753,-3.02995285,3.531283527,-1.707914652,0.377360053,-0.182925458,0.56028551,-1.731650898,-1.089441196,-0.688360301,0.53428615,-0.114352577,0.685119239,0.075632038,-0.040786016,0.11980891,-0.076427158,0.001968318,-0.074592266,-0.820799816,-1.425536929,0.602261092,-0.31321877,0.132328721,0.082913497,-0.380478088,0.117393277,0.016617861,0.000432478,-0.016389402
9/30/1976,-0.941746572,-0.407305988,-0.787704218,-0.164463171,0.016517879,-0.006097062,0,6.317915467,32.38,159.8,9.7,0.2,28.78208453,112.62,266.8,48.5,4.9,35.1,145,426.6,58.1,5.1,184.9,39.11791547,10.592,0.011446655,218.6,0.007428676,0.008715019,0.00217819,1886.6,0.02074769,0.007972741,0.01277495,1158.8,0.015160173,-0.075684291,0.158273912,-0.247052793,-0.705114597,-0.952167389,0.188962013,1.029673965,1.966018629,1.692900834,-1.855588758,-0.004626583,0.260393316,-1.276980338,-0.01336116,-0.122075974,0.091275304,0.769280649,3.345312258,1.910888577,-1.633512784,0.602423824,-0.087292267,0.689716092,-0.996062405,-1.267108118,0.248513491,0.467874963,-0.022068352,0.47774469,0.030487757,-0.048802349,0.079258795,-0.02823397,0.001892303,-0.031480213,0.076490169,-1.423378783,1.463752854,-0.307375432,0.316094122,0.130092064,-0.215097426,0.101036541,0.006583762,0.000408639,-0.006798081
12/31/1976,-0.805380304,-0.851762728,-1.249767038,0.508255344,-0.062035255,-0.001833355,0,6.317915467,32.628,164.5,9.6,0.2,29.58208453,114.172,273.9,47.5,5.3,35.9,146.8,438.4,57.1,5.5,190.2,43.11791547,11.108,0.026728356,220.6,0.011942999,0.013247576,0.006800813,1934.3,0.025017439,0.00804096,0.01697648,1192.4,0.015827815,0.671522709,0.076072499,-0.239339864,-0.50217183,-0.741511694,0.278269251,-0.037793976,-1.660972264,1.617580912,-2.386775783,-0.004773755,-0.150800898,-0.52487091,0.885769877,-0.33152711,0.283043006,0.113006922,-1.136101354,0.731811035,-2.15763555,0.398628467,-0.167793346,0.566421813,-0.855090802,-1.126837751,0.27226744,0.031250054,-0.254319612,0.273671559,0.141270022,-0.036809445,0.174697358,-0.00864702,0.001821492,-0.011359494,-0.292589279,-1.583938662,1.275698675,-0.335829251,0.270475708,0.084517856,-0.181297742,0.006625687,0.0299523,0.000386196,-0.002408458
3/31/1977,-0.363820137,-0.995895197,0.801442231,-0.768391615,-0.404102726,0.007231973,0,7.020247369,32.896,168.9,10.5,0.2,30.07975263,115.504,284.8,51,5.6,37.1,148.4,453.6,61.5,5.8,194.2,41.52024737,10.716,0.014167153,227,0.018865394,0.020274751,0.012952646,1988.6,0.024401916,0.008237286,0.016164631,1228.2,0.018025947,-0.584614116,-0.129737428,-0.054040071,0.087090687,0.033050616,0.155552219,0.25714994,-2.255442584,3.686198714,2.900369404,-0.005252647,0.536403017,-0.588916762,0.079698194,0.647872965,0.160804866,-0.279253077,-1.666525822,3.706500519,2.252496439,0.274044557,0.096525351,0.177519206,-1.428266906,-0.868111167,-0.559635248,-0.757624612,-0.381356753,-0.381888372,-0.077264813,-0.059567215,-0.017618035,0.034972015,0.001757332,0.032556479,-1.954139759,-1.210752451,-0.74906597,-0.25037532,-0.154901715,0.056670539,-0.29535582,-0.156671584,-0.015977834,0.000363404,0.006732457
