date,fim_bars,fim_bars_ma,state_local_cont,federal_cont,taxes_transfers_cont,subsidies_cont,recession,state_health_outlays,state_social_benefits,state_noncorp_taxes,state_corporate_taxes,state_subsidies,federal_health_outlays,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,federal_subsidies,health_outlays,social_benefits,noncorp_taxes,corporate_taxes,subsidies,federal_nom,federal_cgrants,federal_igrants,pi_federal,state_local_nom,pi_state_local,pi_state_local_c,pi_state_local_i,gdp,gdppot,gdppoth,pi_gdp,pce,pi_pce,federal_cgrants_cont,federal_igrants_cont,federal_cont_0,state_local_cont_0,purchases_cont,subsidies_net,health_outlays_net,social_benefits_net,noncorp_taxes_net,corporate_taxes_net,state_subsidies_net,state_health_outlays_net,state_social_benefits_net,state_noncorp_taxes_net,state_corporate_taxes_net,federal_subsidies_net,federal_health_outlays_net,federal_social_benefits_net,federal_noncorp_taxes_net,federal_corporate_taxes_net,health_outlays_net_xmpc,state_health_outlays_net_xmpc,federal_health_outlays_net_xmpc,social_benefits_net_xmpc,state_social_benefits_net_xmpc,federal_social_benefits_net_xmpc,noncorp_taxes_net_xmpc,state_noncorp_taxes_net_xmpc,federal_noncorp_taxes_net_xmpc,corporate_taxes_net_xmpc,state_corporate_taxes_net_xmpc,federal_corporate_taxes_net_xmpc,subsidies_net_xmpc,state_subsidies_net_xmpc,federal_subsidies_net_xmpc,transfers_net_taxes,state_transfers_net_taxes,federal_transfers_net_taxes,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont,state_subsidies_cont,federal_subsidies_cont
9/30/1983,1.308491679,1.339784429,0.086154046,0.679814327,0.506183495,0.036339812,0,15.11614585,50.944,294.2,17.4,0.4,77.58385415,224.856,547.6,53.3,21.8,92.7,275.8,841.8,70.7,22.2,394.4,49.51614585,15.904,0.011089232,387.8,0.009669971,0.011673152,0.000565993,3689.2,0.019107967,0.00847344,0.010634527,2319.9,0.013155754,-0.240712762,0.176108199,0.744418889,0.021549483,0.765968373,0.1328094,0.446883743,-13.7297137,-21.47666929,7.461152865,-0.008651678,-0.054424836,-6.704492183,3.648657105,1.360421647,0.243623998,0.501308579,-7.025221518,-25.32965223,5.998568298,0.814998013,0.094077034,0.720920979,-2.718353075,-2.191570973,-0.50384825,5.591345525,-0.781773056,6.355343444,0.515700967,0.016612755,0.502460605,0.325132299,-0.004799528,0.330035212,4.528823728,-2.867453768,7.404911989,-0.320493324,0.82764189,0.091091764,-0.303828442,0.624940821,0.05763954,-0.00053644,0.036887807
12/31/1983,-2.044802731,0.374053708,-0.01819309,-2.090170115,0.035863636,0.027696839,0,15.51627912,48.392,303,17.7,0.4,79.78372088,228.108,561.9,54.6,21.1,95.3,276.5,864.9,72.4,21.5,384.2,47.61627912,15.768,0.006519065,390.9,0.007613462,0.00938914,-0.000282836,3794.7,0.016204071,0.008721317,0.007482755,2372.5,0.006602846,-0.303223111,-0.029296931,-1.757650073,-0.350713133,-2.108363205,-1.040196409,1.179450131,-3.526404032,10.20011996,0.616581708,-0.006129665,0.168490996,-3.332674137,4.291631377,0.033359572,-1.034066744,1.010959135,-0.193729895,5.908488586,0.483222136,1.033735301,0.191130151,0.84260515,-5.435477695,-3.170043864,-2.265433831,3.820234537,-1.119389627,4.952192757,0.656830233,0.038484287,0.621620603,0.255447942,-0.004353841,0.259678758,0.330770318,-4.064172894,4.410663436,-0.440656283,0.478224378,0.112082327,-0.589339444,0.414207366,0.071216549,-0.000472063,0.028155563
3/31/1984,-0.214875527,-0.024442799,-0.192813513,0.328934721,-0.374585666,0.023588933,0,16.00164517,47.604,312.5,20.1,0.4,82.19835483,230.496,581.2,64.8,20.8,98.2,278.1,893.6,84.9,21.2,392.4,51.60164517,16.556,0.012974052,401.6,0.014497784,0.017510927,0.001088139,3908.1,0.018839628,0.008975407,0.009864222,2418.2,0.010806284,0.287156867,0.066336523,-0.024558669,0.160679876,0.136121207,-0.725306356,1.014804849,-3.869637558,11.59081546,11.06780557,-0.007912676,0.178427812,-1.74527559,3.506147631,2.04986407,-0.71739368,0.836377037,-2.124361968,8.184667834,9.119919672,0.674773498,0.027880833,0.646892665,-4.995765156,-2.97509591,-2.020669245,0.382504164,-1.404110824,1.774924031,0.161104616,0.011067012,0.146579655,0.223782306,-0.00398906,0.227867205,-3.553600572,-4.34424795,0.775594311,-0.457927947,0.081755534,0.071127994,-0.526604491,0.040319832,0.016982066,-0.000420488,0.024019522
6/30/1984,0.557154878,-0.098507925,0.074185343,0.956171537,-0.494144699,0.020942697,0,16.22575785,47.336,320.8,19.9,0.4,84.07424215,231.364,594.2,63.8,20.6,100.3,278.7,914.9,83.7,21,408.3,53.12575785,17.236,0.00995275,410.8,0.009527068,0.010903984,0.003543478,4009.6,0.018178612,0.009196003,0.008982609,2475.9,0.0096848,0.049837033,0.048011581,0.858322923,0.172033957,1.03035688,-0.600273025,0.245905139,-4.650751332,4.428114383,-2.80298018,-0.007552321,-0.078011234,-1.166801749,2.399749043,-0.579504142,-0.592720704,0.323916373,-3.483949583,2.02647726,-2.223476038,0.649584869,0.048258616,0.601326253,-5.79971399,-2.913579823,-2.886134167,0.236942935,-1.389018767,1.620497314,-0.11934645,-0.035698148,-0.083697033,0.204615387,-0.003934844,0.208421311,-4.827917249,-4.293972966,-0.539586321,-0.439494687,-0.055227484,0.066486003,-0.593609579,0.024251471,-0.012215291,-0.000402737,0.021332239
9/30/1984,-0.485380555,-0.546975984,0.637598082,-0.732376708,-0.40925409,0.018652161,0,16.49469306,47.284,326.3,17.5,0.4,85.90530694,230.716,611.8,53.8,20.5,102.4,278,938.1,71.3,20.9,414,50.39469306,18.092,0.014871591,421.7,0.009332881,0.010759132,0.003227693,4084.3,0.018367762,0.009332246,0.009035516,2513.5,0.007716502,-0.378934004,0.063798572,-0.417241276,0.32246265,-0.094778626,-0.458023701,0.390010608,-5.451485977,7.602100754,-13.82698018,-0.006819499,-0.007693638,-0.85901952,0.030761746,-2.739270079,-0.451204202,0.397704247,-4.592466457,7.469634132,-11.0877101,0.636788414,0.058773136,0.578015278,-3.937112752,-1.598348474,-2.338764278,-1.363287447,-1.207078246,-0.143612144,0.374279526,0.06060496,0.313625835,0.186969259,-0.003834792,0.190455622,-4.102363001,-2.689883417,-1.400279687,-0.268344315,-0.139692706,0.063526378,-0.392768631,-0.136002339,0.037338341,-0.000382561,0.018999962
12/31/1984,0.546229577,0.100782093,-0.222073984,1.186858794,-0.429272899,0.010717665,0,16.85327335,48.736,333.2,17.7,0.4,87.64672665,234.664,626.1,54.3,20.8,104.5,283.4,959.2,72.1,21.2,432.5,53.55327335,18.824,0.012319281,430.2,0.009918124,0.011776436,0.002029712,4148.6,0.016391995,0.00941267,0.006979325,2561.8,0.006164702,0.204760843,0.051414875,0.930683076,0.034101734,0.96478481,-0.025567078,0.504877092,1.069490543,6.486867187,-0.310666634,-0.006230949,0.101636312,0.715439535,1.817103468,-0.072604013,-0.019336129,0.40324078,0.354051007,4.769763719,-0.338062622,0.48500948,0.043730832,0.441278648,-2.903036473,-0.687522898,-2.215513575,-2.091507243,-1.307122154,-0.79001701,0.016900587,-0.002029948,0.022215138,0.109435398,-0.003726987,0.112818198,-4.38319825,-1.956671156,-2.429218601,-0.191628544,-0.23790795,0.047499888,-0.284311777,-0.204833851,0.001655176,-0.000365006,0.011048963
3/31/1985,-0.562086036,0.013979466,0.454350171,-0.313001119,-0.71105918,0.007624093,0,17.20622419,50.904,338.7,20,0.3,89.09377581,240.896,670.4,57.7,20.8,106.3,291.8,1009,77.7,21.1,434.8,53.60622419,17.044,-0.003991861,440.8,0.01178998,0.013210814,0.005559626,4230.2,0.019613347,0.009375715,0.010237633,2636,0.011791453,-0.111520193,-0.198731413,-0.002749513,0.144098565,0.141349052,-0.548743956,-0.411969028,2.401224664,29.49645271,4.073847206,-0.108466867,-0.00378522,1.136396913,-1.552900289,1.925341131,-0.440277089,-0.408183809,1.26482775,31.04723628,2.250622792,0.163985358,0.002732899,0.161252458,-1.492092473,-0.039146585,-1.452945888,-5.590485077,-1.146581985,-4.467383299,-0.535231367,-0.075704631,-0.459646025,0.079073276,-0.008601805,0.087554517,-7.374750283,-1.267302106,-6.131168238,-0.122190822,-0.591155401,0.015811151,-0.143864675,-0.539023774,-0.051605975,-0.000829369,0.008441837
6/30/1985,1.075470833,0.143558455,0.268191824,0.80436431,-0.004713086,0.007627785,0,17.5646872,51.54,345.7,19.6,0.3,90.7353128,240.66,628.3,56.3,20.7,108.3,292.2,974,76,21,447.3,53.6646872,19.408,0.002354131,453.2,0.009857944,0.011435031,0.003085891,4294.9,0.015269156,0.009351558,0.005917597,2681.8,0.008112122,-0.099837127,0.203490721,0.700710716,0.371845419,1.072556134,-0.468483662,0.143610746,-4.695902015,-52.62085378,-3.056927987,-0.005239104,0.057978999,-0.2529712,1.085051362,-0.749273613,-0.463244558,0.085631747,-4.442930815,-53.80765151,-2.407654374,0.140969119,0.033330702,0.107638417,-1.502251377,0.166465289,-1.668716666,1.645047221,-0.885501151,2.54948707,-0.41427584,-0.052240396,-0.3588214,0.080667638,-0.010925295,0.088392369,-0.049843239,-0.748870851,0.71797979,-0.070811862,0.06789086,0.013329783,-0.142050151,0.155552666,-0.039173168,-0.001033076,0.008358221
9/30/1985,0.958008953,0.504405832,0.29489279,0.86028288,-0.207725128,0.010558412,0,17.96795808,52.516,351.5,20.9,0.3,92.43204192,242.684,666.5,60.8,21,110.4,295.2,1018,81.7,21.3,463.1,54.26795808,20.036,0.005337733,464.3,0.008284942,0.009304502,0.004101863,4386.8,0.015913904,0.009277386,0.006636517,2754.1,0.007839063,-0.036687264,0.034304457,0.862665686,0.292509983,1.155175669,-0.059445439,0.246288523,-2.001426533,27.32857822,4.399149841,-0.005134935,0.102625799,0.093818195,-0.117156579,0.964517591,-0.054310504,0.143662725,-2.095244727,27.4457348,3.536343895,0.10863165,0.058152575,0.050479075,-0.725988002,0.380853775,-1.106841777,-1.153195161,-0.745696953,-0.400946064,-0.573213429,-0.092429338,-0.480960434,0.11336831,-0.01045924,0.120480954,-2.230396632,-0.409579181,-1.817788246,-0.038145631,-0.169297376,0.010117269,-0.067613961,-0.107401351,-0.053385497,-0.000974108,0.011220839
12/31/1985,-1.000268019,0.117781433,-0.154692153,-0.275512581,-0.56392507,-0.006138215,0,18.41603683,53.788,357.4,20.5,0.3,94.28396317,241.812,676.5,59,21.7,112.7,295.6,1033.9,79.5,22,466.4,55.41603683,21.184,0.00656434,472.1,0.009259489,0.010042746,0.005957447,4444.1,0.014347502,0.009142688,0.005204814,2779.4,0.006972168,0.009749653,0.0770907,-0.362352933,-0.067851801,-0.430204734,0.356753583,0.520919979,-4.357105273,-0.504922655,-3.516583675,-0.004834457,0.158527711,0.425712261,0.235628376,-0.736800475,0.36158804,0.362392268,-4.782817534,-0.740551031,-2.7797832,0.1122413,0.07095314,0.041288159,-1.94697206,0.315665138,-2.262637198,-3.637848471,-0.451371393,-3.186029716,-0.64466921,-0.113791479,-0.534387408,-0.067317802,-0.010063834,-0.060536933,-6.184566244,-0.188608428,-6.002303095,-0.017197814,-0.547305835,0.010234458,-0.17753005,-0.331708623,-0.05878264,-0.000917647,-0.005519917
3/31/1986,-0.282546398,0.187666343,0.54576869,-0.628152099,-0.196963642,-0.003199346,0,18.73502415,54.62,363,21.4,0.3,96.36497586,250.18,679,63,22.8,115.1,304.8,1042,84.4,23.1,464,56.33502415,19.72,-0.002531888,482.8,0.004156828,0.003671222,0.006218274,4507.9,0.013909911,0.008986398,0.004923513,2823.6,0.007091407,0.019581215,-0.160761079,-0.486972236,0.404588826,-0.082383409,0.7462883,0.58803143,4.447400982,-8.522842101,3.62181454,-0.004823341,0.022897874,-0.03279295,-0.146207338,0.570405007,0.751111642,0.565133556,4.480193931,-8.376634763,3.051409533,0.337241403,0.076956836,0.260284566,-1.486582389,0.052597419,-1.539179808,-0.279943798,-0.23048705,-0.043009386,-0.723484988,-0.156771988,-0.566834454,-0.035545535,-0.009714814,-0.025759345,-2.188315307,-0.267419596,-1.914498427,-0.024069629,-0.172318213,0.030354079,-0.133802785,-0.025196895,-0.065118696,-0.000874401,-0.002318521
6/30/1986,1.000809557,0.169001024,-0.252531513,1.258158032,-0.001363749,-0.003453212,0,19.1800366,56.348,367.4,22,0.3,98.41996341,251.652,683.4,63.4,23.9,117.6,308,1050.8,85.5,24.2,477.8,59.8800366,20.556,-0.002499856,489.7,0.004409063,0.002997358,0.010278724,4545.3,0.012377273,0.00886996,0.003507313,2851.5,-0.001053449,0.255237853,0.040674191,0.962245987,0.043380531,1.005626518,0.919438592,1.600319563,0.817527393,0.655195352,0.440286457,-0.002344953,0.298569924,1.301062159,1.562606442,0.432726661,0.921783545,1.301749639,-0.483534767,-0.90741109,-0.092440204,0.665000887,0.131089794,0.533911092,-0.246060772,0.402254925,-0.648315697,-0.123175736,-0.259877178,0.143035519,-0.272216651,-0.081972779,-0.18369866,-0.038916837,-0.006158558,-0.029386903,-0.01536911,0.185336205,-0.184454649,0.016445458,-0.016367235,0.059007599,-0.021833738,-0.010929767,-0.024154631,-0.000546468,-0.002607591
9/30/1986,1.123592823,0.210396991,-0.124165092,1.239390457,0.008737941,-0.000370483,0,19.62504905,57.648,375.9,22.4,0.3,100.474951,255.352,696.6,64.6,25.1,120.1,313,1072.6,86.9,25.5,495.1,62.22504905,21.284,0.001426561,498.5,0.008657481,0.008559996,0.009113039,4607.7,0.013548132,0.008791975,0.004756157,2917.2,0.005272798,0.114929776,0.031676195,1.092784486,0.022440879,1.115225365,0.959632487,0.845982662,0.668049829,7.020736236,0.197461884,-0.004219432,0.175249584,0.507478155,3.332602297,0.090574988,0.863851919,0.670733078,0.160571674,3.58813394,0.308293374,0.799932068,0.147430146,0.652501922,0.354571409,0.495328416,-0.140757006,-1.020908566,-0.666716189,-0.341960592,-0.030093618,-0.039644557,0.005977171,-0.00420989,-0.006014249,-0.003035641,0.099291403,-0.069616433,0.172725854,-0.006126454,0.015200392,0.070396415,0.031203345,-0.089843008,-0.002648328,-0.000529272,-0.000267145
12/31/1986,-1.182142745,0.164928309,0.866251547,-1.972046209,-0.08191353,0.005565447,0,20.11456274,58.108,385,24.8,0.3,102.6854373,254.892,714,73.1,26.5,122.8,313,1099,97.9,26.8,489.8,54.41456274,18.32,0.001135773,506.6,0.012717602,0.013183005,0.010824519,4657.6,0.014626489,0.008691505,0.005934984,2952.8,0.006054918,-0.796200168,-0.293367976,-0.882478065,-0.223316598,-1.105794663,0.923966219,0.928954626,-4.615630326,10.58298694,9.718535862,-0.004423927,0.200114425,-0.39010178,3.556819682,2.06968013,1.029864789,0.728840201,-4.225528546,7.127641901,7.547381089,0.891739863,0.156787157,0.734952707,0.296403273,0.311770257,-0.015366984,-1.862343246,-0.890751956,-0.965536462,-0.33349209,-0.107521909,-0.229494794,0.064109773,-0.005958126,0.070799271,-0.943582428,-0.535674577,-0.404646262,-0.046502557,-0.035127831,0.077413014,0.025731126,-0.161672266,-0.028950851,-0.000517232,0.00614617
3/31/1987,-0.057712329,0.221136826,0.222244925,-0.457989997,0.167154503,0.010878241,0,20.62337748,57.096,391,22.7,0.3,105.1766225,259.004,713.1,76,28,125.8,316.1,1104.1,98.7,28.3,492.1,51.32337748,18.76,-0.001711341,516.5,0.014300721,0.01620858,0.006404765,4722.2,0.014362355,0.008569335,0.00579302,2983.5,0.009402726,-0.381266289,0.014228315,-0.090952023,-0.144793049,-0.235745072,1.018348779,0.793030974,-2.525254929,-14.65129446,-0.959464721,-0.005391618,0.147314604,-2.05632049,-0.919243283,-2.5457071,1.023740397,0.645716369,-0.468934439,-13.73205118,1.586242379,0.937864761,0.184780921,0.75308384,-1.272444307,-0.14352344,-1.128920867,2.086843426,-0.673660641,2.760431893,0.06741692,0.045663797,0.021627783,0.126666233,-0.005665084,0.132612956,1.946347031,-0.592404447,2.538835604,-0.05087637,0.218038097,0.080544895,-0.109278968,0.179220493,0.005789842,-0.000486524,0.011388952
6/30/1987,-0.746919984,-0.215795559,-0.443438364,0.395891882,-0.71728842,0.017914919,0,21.11441028,57.18,407,24.5,0.3,107.2855897,261.92,770.5,87.3,30.2,128.4,319.1,1177.6,111.8,30.4,501.2,54.01441028,19.56,0.004757594,524,0.012216076,0.01314538,0.008411026,4806.2,0.015225459,0.008437928,0.006787531,3053.3,0.009641349,0.134115838,0.040990523,0.22078552,-0.268332002,-0.047546482,1.588356445,0.325626884,-2.714859634,53.53866965,11.31557531,-0.005423783,0.118177032,-0.948254431,8.931002477,1.3896004,1.693780229,0.207449852,-1.766605203,44.50766718,9.925974906,0.651058908,0.14419252,0.506866388,-2.067231388,-0.649619673,-1.417611716,-6.860068943,-1.466868676,-5.381288745,-0.403201597,-0.019973021,-0.383353916,0.211494574,-0.005607083,0.222220054,-8.467948446,-1.997875933,-6.453167935,-0.16923264,-0.546623856,0.055148779,-0.175107483,-0.581090927,-0.034153708,-0.000474955,0.018823434
9/30/1987,-1.117182793,-0.775989463,0.190535712,-0.807725744,-0.518905413,0.018912651,0,21.60544308,57.192,407.4,24.8,0.3,109.0945569,261.608,760.3,91.3,31,130.7,318.7,1167.7,116.2,31.3,504.1,51.40544308,18.828,0.007227207,532.1,0.011952377,0.012685956,0.008903628,4884.6,0.016030751,0.00832084,0.00770991,3117.4,0.009477482,-0.311567304,-0.088960975,-0.407197464,-0.209992567,-0.617190032,0.358930997,0.014695397,-6.079444696,-30.85930453,2.410147549,-0.005339497,0.115231715,-1.005708078,-6.84391724,-0.1360589,0.262490662,-0.100536318,-4.973736618,-23.91360745,2.44620645,0.464019273,0.130688499,0.333330773,-3.585417657,-0.990086575,-2.572831081,-2.396315374,-0.707782599,-1.688834834,-0.944439188,-0.106746727,-0.834484467,0.22724496,-0.005562501,0.232336468,-6.234907986,-1.679489902,-4.53048314,-0.139776947,-0.377053235,0.038618391,-0.298399372,-0.199435344,-0.078601738,-0.000462944,0.019336396
12/31/1987,0.244871416,-0.419235922,0.352860555,0.221569955,-0.344454441,0.014895348,0,22.05183653,56.808,416.1,23.6,0.3,110.6481635,263.292,781.5,87.1,30.8,132.7,320.1,1197.7,110.7,31.1,513.7,50.85183653,18.696,0.002093603,542.3,0.005974539,0.006109011,0.005299016,5008,0.015763355,0.008252175,0.007511179,3150.9,0.00864169,-0.105789601,-0.031703053,0.359062609,0.2153679,0.57443051,-0.728777985,-0.208028201,-3.984074886,10.27303343,-7.463067153,-0.00506816,0.081394006,-1.350193947,1.817439258,-1.618967861,-0.723709826,-0.289422207,-2.735570326,8.355594177,-5.742409906,0.208198137,0.103976405,0.104221732,-3.443317683,-1.206107313,-2.237590482,-0.447054566,-0.375877459,-0.065479166,-0.706025837,-0.055201265,-0.654339558,0.181894539,-0.005522775,0.187174825,-4.20630541,-1.538732407,-2.666012649,-0.12600683,-0.218319834,0.01704935,-0.28197336,-0.036609308,-0.057816471,-0.00045226,0.01532775
3/31/1988,-1.703724563,-0.830738981,-0.186033865,-1.208778022,-0.31998793,0.011075254,0,22.2571986,57.896,423.1,23.4,0.3,112.0428014,278.104,796.9,84.5,30,134.3,336,1220,108,30.4,505.8,55.4571986,18.972,0.013636968,551.1,0.005139568,0.004441714,0.008045339,5073.4,0.015848632,0.008116048,0.007732584,3231.9,0.007897752,0.316835207,-0.002088921,-1.523524307,0.128712421,-1.394811886,-1.198029192,-0.525031309,10.7739825,3.120271297,-4.472727701,-0.00480414,-0.147771635,0.178288029,0.336657666,-0.577925689,-1.293225051,-0.377259674,10.59569447,2.885215011,-3.994802012,-0.088365877,0.037582001,-0.125947878,-0.450989261,-0.703320396,0.251951023,-3.18441592,-0.835683853,-2.3491195,-0.421140007,0.028240962,-0.446158731,0.138662178,-0.002096287,0.135679891,-4.006248886,-1.475277573,-2.533595195,-0.117833672,-0.202363833,-0.007057977,-0.036021506,-0.254346319,-0.033637381,-0.000167435,0.010837052
6/30/1988,-0.642586923,-0.804655716,0.295973437,-0.718553969,-0.227903171,0.00789678,0,22.82565358,57.836,428.7,25.2,0.3,114.3743464,278.364,801.6,90,29.5,137.2,336.2,1230.3,115.3,29.8,506.9,54.72565358,19.836,0.009818434,563.5,0.009749335,0.010772922,0.005523884,5190,0.018040713,0.008062047,0.009978666,3291.7,0.011054169,-0.14003072,0.04779814,-0.626321388,0.203740856,-0.422580532,-1.181132969,0.332692181,-6.223048601,-13.02178361,5.235448664,-0.005734865,0.142981556,-1.166752446,-2.488071021,1.352680544,-1.073486482,0.189710625,-5.056296155,-10.53371259,3.884679742,-0.086776185,0.043163019,-0.129939204,-1.240331778,-0.752482449,-0.488229441,-0.966108159,-0.334312589,-0.638183004,-0.697552562,-0.041824177,-0.655903202,0.10015881,-0.002129269,0.102805943,-2.890609874,-1.087585464,-1.809448908,-0.085748056,-0.14266164,-0.006841659,-0.097790971,-0.07617047,-0.054996851,-0.000167877,0.008105487
9/30/1988,-0.74990037,-0.71283511,-0.256258506,-0.387484589,-0.110240397,0.004083122,0,23.48156316,58.576,439.9,27.3,0.4,117.2184368,279.524,810.4,97.8,28.9,140.7,338.1,1250.4,125.1,29.2,507.4,56.78156316,20.388,0.005715028,570.8,0.008417357,0.008889509,0.006451487,5282.8,0.020200465,0.007952577,0.012247888,3361.9,0.012317274,0.087415445,0.02052262,-0.495422654,-0.148320441,-0.643743095,-1.204041547,0.718976499,-4.914723767,-4.837997177,7.462886227,0.093919045,0.193236998,-0.432327079,2.510315053,1.589199765,-1.197960592,0.525739501,-4.482396689,-7.448312231,5.975713447,0.071687063,0.060714208,0.010972855,-0.978269569,-0.623471725,-0.377677957,0.222911954,-0.415394797,0.6440154,-0.799677108,-0.062646916,-0.73721552,0.052978512,0.002666465,0.055661211,-1.430369148,-1.038132765,-0.40424401,-0.080010232,-0.031155608,0.005525015,-0.075396499,0.017180112,-0.061632147,0.000205508,0.004289881
12/31/1988,0.833323923,-0.565721983,0.399368681,0.552167185,-0.118173548,-3.84E-05,0,24.22492736,59.152,448.7,28.2,0.4,120.8750726,280.648,824.8,102.7,28.2,145.1,339.8,1273.5,130.9,28.6,525.6,56.52492736,19.284,0.008062582,584.3,0.011449359,0.012963048,0.005283503,5399.5,0.017095022,0.007889832,0.00920519,3434.5,0.010099629,-0.10908571,-0.103928065,0.765180961,0.186354905,0.951535866,-1.125292281,1.868882744,-4.382236988,0.605977138,3.549518346,-0.007195785,0.320943517,-0.477750706,0.886435815,0.408887697,-1.219895442,1.547939227,-3.904486282,-0.178659731,3.140630649,0.538992026,0.114612848,0.424379178,-1.067856042,-0.427171995,-0.640684047,0.003866897,-0.457642176,0.461090327,-1.035213842,-0.100836521,-0.934562648,-0.000507086,0.001901928,-0.00287437,-1.560718046,-0.869135916,-0.69265156,-0.065808731,-0.052445791,0.040811087,-0.080855307,0.000292792,-0.078383724,0.000144009,-0.00021764
3/31/1989,-1.370227628,-0.482347749,0.082487194,-1.08584106,-0.361850212,-0.00502355,0,24.90032607,59.96,462.4,27.8,0.4,126.2996739,296.94,861.2,104.9,27.6,151.2,357,1323.6,132.7,28,519.9,56.20032607,20.192,0.007412424,596.7,0.013151217,0.015165316,0.004830638,5511.3,0.017427403,0.007805926,0.009621477,3490.2,0.011487447,-0.120236988,0.049213187,-1.014817259,0.011463392,-1.003353866,-1.151790455,3.30053164,10.644112,25.52989003,-0.725502469,-0.007717349,0.208018159,-0.333241574,5.043063729,-0.944073106,-1.144073106,3.092513481,10.87735358,20.48682631,0.218570637,1.39974369,0.194665552,1.205078138,-1.097076905,-0.542266156,-0.577310749,-4.229077405,-0.967345517,-3.268150635,-0.890303275,-0.050353918,-0.840134685,-0.067811648,0.001563497,-0.069392833,-4.884525543,-1.363736542,-3.549910763,-0.101026876,-0.262980703,0.103694319,-0.081272481,-0.313294002,-0.065954498,0.000115825,-0.005140686
6/30/1989,0.606081575,-0.170180625,0.347382551,0.281411078,-0.012253595,-0.010458458,0,25.85469396,61.016,475.4,24.2,0.4,130.645306,298.084,873,94.4,27,156.5,359.2,1348.5,118.7,27.4,534.3,55.35469396,19.936,0.007339716,611.5,0.013568551,0.014871473,0.008114916,5612.5,0.018541535,0.007723492,0.010818042,3553.8,0.013481192,-0.153537388,-0.041791167,0.476739633,0.152053996,0.628793628,-1.19373115,2.093851788,-5.370072168,-3.166519669,-16.81386156,-0.008481874,0.426364354,-0.215432849,3.194954144,-4.189490214,-1.185249277,1.667487434,-5.15251885,-6.461473813,-12.72437135,1.796004601,0.258426681,1.53757792,-0.905157207,-0.328219247,-0.598960855,-0.600416237,-0.761693717,0.16696667,-0.315165008,0.103719978,-0.419070314,-0.144099249,0.00111505,-0.145672235,-0.168833101,-0.726651254,0.540841186,-0.052739009,0.039253257,0.130350705,-0.065694642,-0.043577104,-0.022874096,8.09E-05,-0.010572622
9/30/1989,0.200936639,0.067528627,-0.065744026,0.184562503,0.095906942,-0.013788779,0,26.85244222,63.32,477.4,22.8,0.4,134.7475578,299.78,886.9,91.6,26.7,161.6,363.1,1364.4,114.4,27.1,541.4,59.95244222,18.832,0.004977726,623.2,0.009368688,0.009835341,0.007420124,5695.4,0.015049649,0.00763159,0.007418058,3609.4,0.00589177,0.25877036,-0.100067419,0.025859562,0.092958915,0.118818477,-0.670540067,2.983594144,-0.957590948,-2.336251095,-5.905222844,-0.005409344,0.64810592,1.47885866,-4.429005391,-1.727265314,-0.665130723,2.335488224,-2.335097272,2.094106633,-4.076605193,2.305543571,0.360772189,1.944771383,-0.014802323,0.101797544,-0.115818486,-0.639830975,-0.33826428,-0.289932995,-0.111742184,0.164314655,-0.272907028,-0.19347381,0.000886393,-0.191290265,1.34569428,0.289506501,1.074822608,0.02063298,0.076602057,0.164314909,-0.001054954,-0.045600426,-0.007963808,6.32E-05,-0.013633159
12/31/1989,0.090553136,-0.118164069,0.394039269,-0.591801047,0.303820069,-0.015505155,0,27.9369512,65.78,475.9,22.1,0.4,138.7630488,303.22,901.9,91.4,26.9,166.7,369.1,1377.7,113.5,27.3,540.8,58.0369512,20.492,0.003589182,639.7,0.012922042,0.014685927,0.005509903,5747.2,0.014315441,0.007487233,0.006828208,3653.7,0.007875308,-0.227891007,0.099395157,-0.463305198,0.26554342,-0.197761778,-0.216324844,2.617413474,0.421861587,-7.660650098,-2.65747462,-0.006145016,0.671987247,1.487243943,-8.834076779,-1.050265921,-0.210179828,1.945426227,-1.165382356,1.374962935,-1.607208699,2.473962985,0.439757028,2.034205957,1.066119856,0.54392134,0.500479897,0.705837862,1.022568537,-0.341281325,0.300791499,0.268312857,0.032245965,-0.220770151,0.000833284,-0.221658204,4.325942052,2.275393047,2.00399229,0.159805671,0.140744621,0.173751658,0.074875855,0.049572487,0.021125224,5.85E-05,-0.015567525
3/31/1990,0.961760792,0.464833036,0.192178188,0.546705756,0.242508275,-0.019631427,0,28.07722407,68.248,498.2,21.4,0.4,142.8227759,317.152,907.5,91.1,26.8,170.9,385.3,1405.5,112.5,27.1,553.7,61.37722407,21.448,0.007009638,658.8,0.014144301,0.015853843,0.007193296,5872.7,0.018127985,0.007238283,0.010889701,3737.9,0.014488035,0.139203527,0.045954069,0.361548159,0.377335784,0.738883944,-0.793128498,0.57822269,8.180815807,-2.132349126,-3.46593716,-0.008690527,-0.466694228,1.038842763,11.96044498,-1.180151641,-0.68443797,1.044916918,7.344145676,-13.99496674,-2.285785519,1.861443472,0.287946741,1.573496731,0.511878213,0.852640316,-0.29449188,1.00876097,-0.658225724,1.636873982,0.38434058,0.222794341,0.161313561,-0.282064336,0.000689251,-0.277748356,3.484358898,0.705844926,2.799444038,0.049126178,0.194838811,0.129554807,0.035626268,0.070208865,0.026749762,4.80E-05,-0.019331038
