,date,usphpip,casusxam,fnmfhfa,pcu,yp,gdp,c,ch,gdph,jc,jgdp,jgf,jgs,ptgh,ptgsh,ptgfh,yptmr,yptmd,gtfp,ypog,yptx,ytpi,yctlg,g,gfrcf,grcsi,dc,gf,gs,gfh,gsh,gfrpt,gfrpri,gfrcp,gfrs,gftfp,gfeg,gsrpt,gsrpri,gsrcp,gsrs,gstfp,gset,gdppothq,gdppotq,recessq,gftfp_g,gfrpt_g,gfrpri_g,gfrcp_g,gfrs_g,gfcexp_g,gfsubs_g,gfintpmt_g,yptmr_g,yptmd_g,gfrptb_g,gf_gdp,gf_gdpalt,gdp_g,gdph_g,gdppothq_g,gdppotq_g,dc_g,jgdp_g,c_g,ch_g,gh_g,gfh_g,gsh_g,g_g,gf_g,gs_g,gfb_g,gfhb_g,fshare,gfrcf_g,gsrpt_g,gsrpri_g,gsrs_g,gstfp_g,gsrcp_g,gfeg_g,jgs_g,jgf_g,jc_g,gfrptb,gfb,gssave,yfptmd,gfegnet,yptxb,deficit,deficitb,hpx
33,3/31/1978,NA,33.67,NA,63.03333333,1778.1,2202.8,1354.1,4074.8,6329.8,33.238,34.786,33.09,24.331,-0.03,-0.03,-0.01,24.2,17.5,197.7,3.7,212,166.9,65,452.6,6.3,124.7,33.23,260.483782,192.116218,631.1,1002.2,173.4,24,54.4,121.6,158.5,61.5,38.6,143,10.5,3.2,39.2,292.5,6404.9,2228,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560926744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.4,208.8,243.8,9.816218021,51.68378198,NA,-45.58378198,6.1,33.67
34,6/30/1978,NA,34.87333333,NA,64.46666667,1838.2,2331.6,1411.4,4161.9,6574.4,33.921,35.48,33.74,24.737,2.13,1.36,0.77,25,18.6,199,3.8,223.1,173.1,78.6,472.3,6.6,129.9,33.912,270.6667626,201.6332374,643.3,1032.3,182.9,25.4,66.2,126.5,158,64.1,40.1,147.7,12.4,3.3,41,306,6462.4,2292.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560926744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.9,217,255.3,10.43323744,53.66676256,NA,-27.66676256,26,34.87333333
35,9/30/1978,NA,36.30333333,NA,65.96666667,1892.6,2395.1,1442.2,4179.4,6640.5,34.517,36.106,34.304,25.114,0.73,0.5,0.23,26,18.9,207.1,3.9,236.3,169.7,79.1,484.2,7.2,134.2,34.508,274.8984845,209.4015155,647.5,1044.2,195.4,25.5,66.7,130.8,165.9,63.4,40.9,144.2,12.5,3.5,41.3,313.5,6520.2,2354.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560926744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.4,222.1,262.2,10.60151546,52.79848454,NA,-22.39848454,30.4,36.30333333
36,12/31/1978,NA,37.58666667,NA,67.5,1946,2476.9,1481.4,4213.1,6729.8,35.169,36.819,34.896,25.474,0.73,0.42,0.31,27,19.5,209.9,4,247.2,173.9,83.3,496.2,7.9,139.6,35.161,281.7619285,214.4380715,653,1054.1,205.1,26.3,70.3,136,168.3,64.9,42.1,147.6,13.1,3.6,41.7,320.5,6577.8,2421.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560926744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.1,227.8,268.4,10.93807151,53.96192849,NA,-12.36192849,41.6,37.58666667
37,3/31/1979,NA,39.12333333,NA,69.2,2005.4,2526.6,1517.1,4234.9,6741.9,35.831,37.507,35.539,26.08,-0.79,-0.73,-0.05,28,20,214.9,4.1,253.6,176.4,80.3,501.8,8.2,146.9,35.825,282.4217088,219.3782912,652,1036.2,211.6,25.9,66.6,143.1,172.5,62.1,42,150.6,13.7,3.8,42.4,323.2,6634.2,2488.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568914562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.6,231.7,270.1,11.37829124,50.72170876,NA,-7.721708759,43,39.12333333
38,6/30/1979,NA,40.47666667,NA,71.4,2045.4,2591.2,1557.6,4232.2,6749.1,36.81,38.413,36.076,26.676,0.77,0.4,0.37,29.2,20.8,219.2,4.3,262,178.5,80.3,516.5,8.8,151.2,36.805,288.3665771,228.1334229,658.6,1046,219.9,25.9,66.5,147.4,175.7,62.6,42.1,152.6,13.8,3.9,43.5,333.2,6688.1,2569.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568914562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.9,237.6,278.9,11.83342289,50.76657711,NA,-4.366577109,46.4,40.47666667
39,9/30/1979,NA,41.78666667,NA,73.7,2110.9,2667.6,1611.9,4273.3,6799.2,37.724,39.215,36.918,27.581,0.24,0.15,0.09,30.5,21.1,234.6,4.4,274.8,180.9,78.9,533.1,9.5,156.3,37.719,296.8959027,236.2040973,660.2,1049.6,229.4,25.3,65.3,152.4,190.1,65.2,45.4,155.6,13.6,3.9,44.5,344.8,6739.5,2642.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568914562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.4,243.7,289.4,12.00409726,53.19590274,NA,-14.59590274,38.6,41.78666667
40,12/31/1979,NA,42.96666667,NA,76.03333333,2169,2723.9,1655,4284,6816.2,38.637,39.93,37.731,28.119,0.52,0.48,0.04,32,22.4,240.7,4.5,285.2,184.6,75.3,547.8,10.6,160.3,38.633,302.4563138,245.2436862,660.9,1061.4,238.6,25.6,62.1,156.3,193.8,65.9,46.6,159,13.2,4,46.9,356.1,6787.9,2710.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568914562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.6,249.3,298.4,12.74368619,53.15631381,NA,-13.65631381,39.5,42.96666667
41,3/31/1980,NA,43.88,NA,79.03333333,2231.9,2789.8,1702.3,4277.9,6837.6,39.797,40.804,38.477,28.851,1.18,0.19,0.99,33.6,23.4,251.2,4.6,284.8,189.5,83.1,568.8,11.6,162.9,39.793,314.747165,254.052835,678.5,1066.3,238.3,27.6,67,159.3,202.1,66.7,46.6,161.9,16.1,3.6,49.1,367.6,6830.7,2787.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55781346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.3,261.1,307.7,13.05283497,53.64716503,NA,-24.64716503,29,43.88
42,6/30/1980,NA,44.71,NA,81.7,2269.4,2797.4,1704.7,4181.5,6696.8,40.771,41.771,39.964,29.644,0.18,-0.59,0.77,35.3,22.2,256.2,4.8,292.2,196.9,62.6,588.5,12.3,163.9,40.768,332.3165412,256.1834588,691.9,1052.2,244.2,33.6,49.8,161,207.3,68.2,48,163.3,12.8,2.9,49,371.7,6866.6,2868.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55781346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.2,276.5,312,12.38345882,55.81654118,NA,-51.01654118,4.8,44.71
43,9/30/1980,NA,45.49,NA,83.23333333,2348.5,2856.5,1763.8,4227.4,6688.8,41.724,42.703,40.369,30.499,-1.15,-0.7,-0.45,37,24.2,287.9,5,302.2,204.3,69.9,592.2,11,168,41.723,333.3009143,258.8990857,684,1035.9,252.8,36.1,56,164.2,235.4,70.7,49.4,168.2,14,3.8,52.4,379.1,6900.9,2946.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55781346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.8,276.1,316.1,13.49908574,57.20091426,NA,-59.60091426,-2.4,45.49
44,12/31/1980,NA,46.25666667,NA,85.56666667,2444.7,2985.6,1831.9,4284.5,6813.5,42.757,43.835,41.584,31.329,0,-0.21,0.22,38.8,25.6,290.7,5.3,318.9,210.6,76.8,608.9,11.9,174,42.756,344.6199754,264.2800246,687.4,1030.8,267.2,37.3,61.7,170.1,236.4,73.1,51.6,173.3,15.1,4,54.3,388.1,6935.3,3040.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55781346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.2,285.8,323.1,14.28002459,58.81997541,NA,-44.71997541,14.1,46.25666667
45,3/31/1981,NA,46.93,NA,87.93333333,2508.9,3124.2,1885.7,4298.8,6947,43.866,44.997,42.415,32.347,1.11,0.35,0.76,40.7,26.5,296.1,5.6,330.9,230.8,75.4,633.4,13,191,43.866,353.921137,279.378863,700.9,1038.9,278.4,50.7,58.5,187.3,240.5,71.5,52.5,180.2,16.8,3.7,55.6,402.6,6971.9,3137.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557692942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.4,297.2,336.1,14.77886297,56.72113703,NA,-19.52113703,37.2,46.93
46,6/30/1981,NA,47.72333333,NA,89.76666667,2559.8,3162.5,1917.5,4299.2,6895.6,44.601,45.842,43.402,33.044,0.16,-0.82,0.98,42.6,28.1,299,5.9,342.7,235.5,65.9,648.7,13.6,194.8,44.602,367.6288283,281.0711717,718.9,1019,289,51.8,50.7,190.9,241.6,71.4,53.7,183.7,15.2,3.8,57.4,405.3,7014.5,3215.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557692942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,311.9,336.8,15.67117168,55.72882832,NA,-26.82882832,28.9,47.72333333
47,9/30/1981,NA,48.38,NA,92.26666667,2659.1,3260.6,1958.1,4319,6978.1,45.336,46.733,44.354,33.492,-0.26,-0.12,-0.14,44.4,28.3,317,6.1,356.9,237.5,68.4,657.8,14.5,199.5,45.336,370.4172897,287.2827103,715.9,1016.1,301.4,49.1,52.7,195.6,259.3,68.8,55.5,188.3,15.7,3.9,57.7,409.8,7060.4,3299.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557692942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.4,317.4,340.3,15.78271026,53.01728974,NA,-30.91728974,22.1,48.38
48,12/31/1981,NA,48.78,NA,93.76666667,2692.7,3280.8,1974.4,4289.5,6902.1,46.031,47.505,45.203,34.022,1.05,0.33,0.72,46.3,28,319.2,6.3,352.7,238.8,58.9,677.7,15,202.2,46.03,379.6845976,298.0154024,728.8,1024,295.9,48.1,44.8,198.2,261.5,66,56.8,190.7,14.1,4,57.7,418.5,7109.9,3377.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557692942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.9,329.3,348.4,15.61540238,50.38459762,NA,-54.18459762,-3.8,48.78
49,3/31/1982,NA,49.01,NA,94.6,2727.8,3274.3,2014.2,4321.1,6794.9,46.616,48.186,45.925,34.594,-0.05,-0.11,0.07,48.2,28.8,324.3,6.7,352.5,237.4,47.6,688.1,15.1,207.2,46.612,384.6468183,303.4531817,729.3,1021.2,295.2,43.5,33.5,203.2,265.2,65.8,57.3,193.9,14.1,4,59,425.5,7166.8,3453.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557402143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.2,334.9,353.2,16.05318172,49.74681828,NA,-74.44681828,-24.7,49.01
50,6/30/1982,NA,48.94,NA,95.96666667,2772.3,3332,2039.6,4334.3,6825.9,47.064,48.826,46.835,35.15,0.34,0.15,0.19,50.1,30.2,333.2,6.9,359.7,238.3,49,703.1,15.7,209.2,47.059,393.3664553,309.7335447,732.3,1024.8,301.7,40,34.7,205.2,272.2,67.3,58.1,198.3,14.3,4,61,435.4,7225.7,3528,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557402143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.7,342.9,360.2,16.83354472,50.46645528,NA,-83.96645528,-33.5,48.94
51,9/30/1982,NA,48.82,NA,97.63333333,2812.5,3366.3,2085.7,4363.3,6799.8,47.808,49.504,47.228,35.703,0.68,0,0.68,51.8,30.8,349.7,7.2,350.1,241.8,49.8,717.3,15.4,211.5,47.8,399.932014,317.367986,744.3,1024.8,289.7,40.1,35.4,207.5,287.5,65.6,60.4,201.7,14.4,4.1,62.1,443.4,7286.5,3607.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557402143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.7,351.5,365.8,17.167986,48.432014,NA,-114.732014,-66.3,48.82
52,12/31/1982,NA,49.05,NA,97.93333333,2853.8,3402.6,2145.6,4439.7,6802.5,48.335,50.005,47.785,36.156,1.3,0.32,0.98,53.6,30.8,365.2,7.5,356.6,246.3,45.1,737.4,14.6,212.4,48.326,413.232014,324.167986,761.9,1032.5,295.8,40.3,31.7,208.3,302.6,66.3,60.8,206,13.3,4.1,62.6,452.9,7348.2,3674.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557402143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.8,364.1,373.3,17.167986,49.132014,NA,-139.732014,-90.6,49.05
53,3/31/1983,NA,49.63333333,NA,98,2892.4,3473.4,2184.6,4483.6,6892.1,48.735,50.404,47.875,36.416,0.81,0.15,0.67,55.2,33.2,368,7.7,350.9,250.7,47.1,747.9,13.9,220.2,48.724,419.2604718,328.6395282,773.9,1036.3,289.5,41.1,34.3,216.1,302.2,67.2,61.3,209.6,12.8,4,65.8,461.9,7407.2,3733.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555407475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.5,370.5,377.4,18.43952816,48.76047184,NA,-140.4604718,-91.7,49.63333333
54,6/30/1983,NA,50.16666667,NA,99.13333333,2942.1,3578.8,2249.4,4574.9,7049,49.18,50.778,48.245,36.815,0.73,-0.08,0.81,56.9,33.4,373.7,8,359.6,261.2,61.9,761.1,13.9,224.2,49.169,430.9493903,330.0506097,788.3,1034.2,295.3,45.3,46.3,220.2,307.4,69.2,64.3,216,15.7,4.1,66.3,467.5,7466.1,3791.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555407475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.3,380.3,380.7,18.55060965,50.64939035,NA,-131.2493903,-80.6,50.16666667
55,9/30/1983,NA,50.75666667,NA,100.1,3001.2,3689.2,2319.9,4657,7189.9,49.827,51.318,48.78,37.171,1.49,0.38,1.12,58.7,34,368.5,8.3,345.4,267.5,70.7,782.2,14.3,228.9,49.815,443.9161459,338.2838541,808.7,1043.2,277.3,45.5,53.3,224.8,301.3,68.4,68.1,222,17.4,4.1,67.2,476.7,7525.9,3862.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555407475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.3,394.4,387.8,18.88385414,49.51614586,NA,-144.3161459,-94.8,50.75666667
56,12/31/1983,NA,51.30333333,NA,101.1,3088.6,3794.7,2372.5,4731.2,7339.9,50.156,51.702,49.098,37.454,-1.3,0.04,-1.34,60.4,34.9,371.8,8.5,355.7,273.7,72.4,775.1,14.8,235.5,50.146,431.8162791,343.2837209,782.5,1043.9,284.9,45.8,54.6,231.2,303.5,67,70.7,228,17.7,4.3,68.3,482.1,7587.1,3922.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555407475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.9,384.2,390.9,19.38372086,47.61627914,NA,-118.8162791,-71.2,51.30333333
57,3/31/1984,NA,51.9,NA,102.5333333,3178.9,3908.1,2418.2,4770.5,7483.4,50.698,52.212,49.735,37.997,0.92,0.54,0.38,62.5,35.7,376.3,8.8,361.2,281.6,84.9,794,15.4,250.8,50.69,444.0016452,349.9983548,789.2,1057.1,287.9,47,64.8,246.3,306.4,71.3,73.3,234.7,20.1,4.5,69.9,495.1,7651,3994.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551774645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.9,392.4,401.6,19.69835482,51.60164518,NA,-104.4016452,-52.8,51.9
58,6/30/1984,NA,52.53333333,NA,103.5,3262.9,4009.6,2475.9,4837.3,7612.7,51.189,52.681,50.23,38.359,1.82,0.56,1.26,64.1,36.2,379,9.1,370.4,287.7,83.7,819.1,15.7,256.8,51.183,461.4257579,357.6742421,813.1,1071.2,294.6,47.5,63.8,252.1,308.4,73.1,75.8,240.3,19.9,4.7,70.6,505.9,7718,4065.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551774645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.6,408.3,410.8,19.97424215,53.12575785,NA,-111.8257579,-58.7,52.53333333
59,9/30/1984,NA,53.19333333,NA,104.4,3337.4,4084.3,2513.5,4873.2,7686.1,51.584,53.157,50.977,38.717,0.69,0.71,-0.02,65.6,36.8,380.4,9.3,384.1,292.2,71.3,835.7,16.3,261.8,51.579,464.3946931,371.3053069,812.3,1089.5,307.3,47.4,53.8,257.1,309.1,70.7,76.8,244.7,17.5,4.8,71.3,518.3,7786.9,4139.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551774645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.3,414,421.7,20.30530693,50.39469307,NA,-107.8946931,-57.5,53.19333333
60,12/31/1984,NA,53.73666667,NA,105.3,3391.7,4148.6,2561.8,4936.3,7749.2,51.902,53.528,51.605,39.101,1.74,0.42,1.32,66.9,37.6,387.9,9.5,395.9,297.5,72.1,862.8,16.7,265.8,51.897,486.0532734,376.6467266,838.4,1100.5,317.7,47.3,54.3,261.1,315.1,74.3,78.2,250.2,17.7,4.8,72.8,529.3,7857.7,4206.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551774645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.7,432.5,430.2,20.74672665,53.55327335,NA,-120.7532734,-67.2,53.73666667
61,3/31/1985,NA,54.43333333,NA,106.2666667,3455.4,4230.2,2636,5020.2,7824.2,52.514,54.076,51.399,39.562,0.92,0.52,0.39,67.9,38.4,398.1,9.9,432.3,301,77.7,875.6,18.2,275.7,52.508,488.4062242,387.1937758,846,1114.4,353,46.4,57.7,271,323.2,74.8,79.3,254.7,20,4.7,74.9,542.7,7930.7,4288.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551921245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,434.8,440.8,21.1937758,53.6062242,NA,-83.5062242,-29.9,54.43333333
62,6/30/1985,NA,55.30666667,NA,107.2333333,3495.5,4294.9,2681.8,5066.3,7893.1,52.94,54.396,51.52,39.952,1.85,0.76,1.09,69.1,39.2,400.5,10.2,388.5,305.7,76,900.5,18.2,279.8,52.934,500.9646872,399.5353128,868.3,1134.6,307.6,45.7,56.3,275,324.2,75.3,80.9,260,19.6,4.8,76.3,557.7,8005,4354.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551921245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.6,447.3,453.2,21.6353128,53.6646872,NA,-140.5646872,-86.9,55.30666667
63,9/30/1985,NA,56.28,NA,107.9,3543.1,4386.8,2754.1,5162.5,8013.7,53.355,54.757,51.795,40.283,1.93,0.68,1.26,70.3,40.1,405.6,10.6,421.5,311.9,81.7,927.4,17.5,284.6,53.349,517.3679581,410.0320419,894.2,1152.7,340,46.8,60.8,279.7,327.5,76.4,81.5,265.1,20.9,4.9,78.1,571.6,8080.1,4424.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551921245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,463.1,464.3,22.13204192,54.26795808,NA,-117.5679581,-63.3,56.28
64,12/31/1985,NA,57.52,NA,109,3605.5,4444.1,2779.4,5173.6,8073.2,53.727,55.042,52.135,40.656,0.35,0.32,0.02,71.6,41.1,408.3,11,428.9,313.9,79.5,938.6,17.3,291.1,53.722,521.8160368,416.6839632,894.7,1161.5,345.2,45.4,59,285.9,328.5,78.1,83.7,268.5,20.5,5.2,79.8,582.2,8155.6,4489,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551921245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.2,466.4,472.1,22.68396316,55.41603684,NA,-114.8160368,-59.4,57.52
65,3/31/1986,NA,58.76,NA,109.5666667,3667.6,4507.9,2823.6,5218.9,8148.6,54.108,55.313,52.003,40.825,0.66,0.78,-0.12,73,42.1,419.9,11.3,426.3,317.5,84.4,946.8,18.7,298.2,54.105,520.3350241,426.4649759,892.2,1182.9,341.8,44.5,63,292.7,338.3,79.7,84.5,273,21.4,5.5,81.6,595.9,8229.9,4552.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55498755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.8,464,482.8,23.36497587,56.33502413,NA,-116.6350241,-60.3,58.76
66,6/30/1986,NA,60.06666667,NA,109.0333333,3708.8,4545.3,2851.5,5275.7,8185.3,54.051,55.507,51.873,41.005,1.75,0.42,1.33,74.5,43.1,425.6,11.7,429.4,319.5,85.5,967.5,17.9,301.9,54.049,537.6800366,429.8199634,921.1,1194.4,344.4,42.9,63.4,296.1,342,83.8,85,276.6,22,5.8,83.6,605.5,8304.1,4609.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55498755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.4,477.8,489.7,23.91996342,59.88003658,NA,-132.8800366,-73,60.06666667
67,9/30/1986,NA,61.50333333,NA,109.7,3757.1,4607.7,2917.2,5369,8263.6,54.336,55.771,51.947,41.36,1.87,0.4,1.47,76,44.1,433.1,12.1,439.5,326.2,86.9,993.6,17.3,306.9,54.334,557.325049,436.274951,953,1205.5,352,43.8,64.6,300.8,347.8,86.7,87.5,282.3,22.4,6.1,85.3,616.5,8378.1,4672.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55498755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,495.1,498.5,24.47495097,62.22504903,NA,-143.925049,-81.7,61.50333333
68,12/31/1986,NA,62.96,NA,110.4666667,3798.8,4657.6,2952.8,5402,8308,54.665,56.102,52.006,41.886,-0.33,0.14,-0.48,77.6,45.2,435.8,12.7,456,330.4,97.9,996.4,17.2,312.6,54.662,544.2145627,452.1854373,941.8,1209.5,364.2,43.6,73.1,306.2,348.9,79.5,91.8,286.8,24.8,6.4,86.9,626.3,8451.8,4741.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55498755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.2,489.8,506.6,25.08543728,54.41456272,NA,-106.0145627,-51.6,62.96
