date,recession,fim_total,fim_total_ma,state_local_cont,federal_cont,taxes_transfers_cont,total_purchases_cont,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont
9/30/2013,0,-1.133478935,-1.42888984,0.152401777,-0.854211419,-0.431669293,-0.701809642,-0.004344149,-0.427468643,0.083604494,-0.092193268,-0.382312747,-0.040767772
12/31/2013,0,-1.439000295,-1.406301695,-0.068980059,-0.884391674,-0.485628562,-0.953371732,0.00797274,-0.493171547,0.037553125,-0.101544777,-0.38881636,-0.03282055
3/31/2014,0,-1.198671052,-1.265095085,-0.410059121,-0.11849221,-0.67011972,-0.528551332,-0.092249201,-0.57734528,0.105128347,-0.134882378,-0.573153083,-0.067212606
6/30/2014,0,-0.833078561,-1.151057211,-0.132999949,-0.193794788,-0.506283824,-0.326794737,-0.095052658,-0.411019641,0.18002775,-0.064403273,-0.538581493,-0.083326808
9/30/2014,0,-0.177632442,-0.912095587,0.021134748,0.175513391,-0.374280582,0.19664814,-0.091820384,-0.282682481,0.270647267,-0.036311203,-0.528035147,-0.080581499
12/31/2014,0,-0.629611815,-0.709748467,0.321771424,-0.709989682,-0.241393556,-0.388218259,-0.068297852,-0.17272932,0.344482445,0.030689463,-0.563245829,-0.053319635
3/31/2015,0,0.110885935,-0.382359221,-0.015688896,0.078507399,0.048067432,0.062818503,0.026570634,0.0213909,0.39398004,0.184894288,-0.48049515,-0.050311747
6/30/2015,0,0.418221462,-0.069534215,0.586548936,-0.180194843,0.011867369,0.406354093,-0.002841103,0.014704997,0.356102615,0.131540513,-0.434853037,-0.040922722
9/30/2015,0,0.031409068,-0.017273838,0.190796066,-0.181243518,0.02185652,0.009552548,-0.037779506,0.059559425,0.230259572,0.113777442,-0.31074549,-0.011435005
12/31/2015,0,-0.219623336,0.085223282,-0.507353608,0.312530802,-0.02480053,-0.194822805,-0.056541905,0.031043744,0.177930158,0.093445697,-0.307699536,0.011523151
3/31/2016,0,0.265804243,0.123952859,0.730640635,-0.459000855,-0.005835536,0.27163978,-0.023713632,0.018628425,0.130564293,-0.01222598,-0.128577835,0.004403986
6/30/2016,0,-0.490842311,-0.103313084,-0.395394949,-0.040238107,-0.055209255,-0.435633056,-0.050844316,-0.004243634,0.082094749,-0.04861121,-0.091650499,0.002957705
9/30/2016,0,-0.240113071,-0.171193619,-0.209804572,0.090999389,-0.121307888,-0.118805183,-0.051218026,-0.069971297,0.09786107,-0.05509652,-0.153168027,-0.010904412
12/31/2016,0,-0.336144025,-0.200323791,-0.104435038,-0.154974467,-0.07673452,-0.259409505,0.018516966,-0.095390248,0.112808917,-0.098353541,-0.099963198,0.008773302
3/31/2017,0,-0.381942091,-0.362260375,-0.252775871,-0.153430519,0.024264299,-0.40620639,0.038614023,-0.015378311,0.048856291,-0.094442876,0.006383916,0.063466968
6/30/2017,0,-0.228594505,-0.296698423,-0.04038586,-0.230700242,0.042491597,-0.271086102,0.038551737,0.003938781,0.019151217,-0.071293084,0.023918326,0.070715139
9/30/2017,0,-0.441421317,-0.347025485,-0.467545438,0.012213535,0.013910586,-0.455331903,0.024702384,-0.011381736,0.049875897,-0.02961408,-0.051608097,0.045256866
12/31/2017,0,0.135486271,-0.229117911,0.144186352,-0.003002327,-0.005697754,0.141184025,-0.042046087,0.036353119,-0.016530263,-0.037981513,-0.020432559,0.06924658
3/31/2018,0,0.158664528,-0.093966256,-0.323958574,0.286778555,0.195844547,-0.037180019,-0.056996546,0.253874471,0.005946018,-0.019390095,0.045232852,0.164055772
6/30/2018,0,0.35944825,0.053044433,0.252265042,-0.142183866,0.249367074,0.110081176,0.008792182,0.240834055,0.066671101,-0.039882819,0.074019604,0.148559188
9/30/2018,0,0.225605041,0.219801022,-0.085655848,0.206040214,0.105220675,0.120384366,-0.019390113,0.124875999,0.052501651,-0.054503179,-0.011861416,0.119083619
12/31/2018,0,-0.336426945,0.101822718,-0.070793678,-0.443185928,0.177552661,-0.513979606,0.01266476,0.164508077,0.097270763,-0.01981893,-0.003264532,0.103365359
3/31/2019,0,0.357177822,0.151451042,0.144406015,-0.27526893,0.488040737,-0.130862915,-0.005281369,0.492540904,0.191725226,0.182521902,-0.003073407,0.116867015
