year,quarter,impact,recession,total,federal,state_local,consumption,projection
1999,Q4,-0.3089152225206647,0,0.1052863258439567,0.23337777620836345,0.1404586827899792,-0.2685501331543859,0
2000,Q1,-0.5961416820363354,0,-1.7257548418358877,-1.309037505585076,0.04210926371058449,-0.4588265999613961,0
2000,Q2,-0.4835708438101971,0,-0.2594600849414026,0.4745635077693316,-0.5055742591172933,-0.22844933359344094,0
2000,Q3,-0.725506381593753,0,-1.0220969254416785,-0.7492572760138498,-0.25418126938713426,-0.018658380040694426,0
2000,Q4,-0.7814426525385654,0,-0.11845875793529262,0.04483485323365277,-0.269846467960747,0.10655285679180163,0
2001,Q1,-0.16938118282355413,1,0.7224910370241573,0.4263066381764687,0.04616673541438622,0.25001766343330245,0
2001,Q2,0.18734237078619398,1,1.1674341294975898,0.3957351835397209,0.2771237505330946,0.4945751954247744,0
2001,Q3,0.659762244982127,1,0.8675825713420535,-0.31339087770459656,-0.32995585113922155,1.5109293001858717,0
2001,Q4,1.1877337621001247,1,1.9934273105366977,0.13463955945892403,0.5487860873051168,1.3100016637726568,0
2002,Q1,1.579354523063457,0,2.2889740808774857,1.0646842159173184,-0.2800899846201557,1.5043798495803227,0
2002,Q2,1.803606136984175,0,2.064440585180462,0.33149074018751223,-0.24312366956767514,1.9760735145606252,0
2002,Q3,1.9756484760372168,0,1.5557519275542215,-0.07187942321930438,-0.006987190920237668,1.6346185416937635,0
2002,Q4,1.7810182000909855,0,1.2149062067517713,0.35949286079278214,-0.2401286285027327,1.0955419744617219,0
2003,Q1,1.408568686016787,0,0.7991760245806911,0.05441334298158673,-0.44510022810726846,1.1898629097063729,0
2003,Q2,1.2143555136689534,0,1.2875878957891271,1.679527655482357,-1.4179711535299133,1.0260313938366834,0
2003,Q3,0.954410724372813,0,0.5159727703696599,-0.7179306953627569,0.4159388368257598,0.817964628906657,0
2003,Q4,0.7940405363404233,0,0.5734254546222122,0.5233576369569283,-0.5308237303532207,0.5808915480185046,0
